Date,RIC,Currency,Price to Earning,0
2019-10-25,AIXGn.DE,EUR,25.956777538,
2019-10-25,PAFR.L,GBp,7.9668288280234,
2019-10-25,TPE.WA,PLN,12.480359147,
2019-10-28,AIXGn.DE,EUR,25.088833227,
2019-10-28,PAFR.L,GBp,7.88803917974719,
2019-10-28,TPE.WA,PLN,12.585110363,
2019-10-29,AIXGn.DE,EUR,25.059707578,
2019-10-29,PAFR.L,GBp,7.68120821101596,
2019-10-29,TPE.WA,PLN,12.278338945,
2019-10-30,AIXGn.DE,EUR,24.634473117,
2019-10-30,PAFR.L,GBp,7.59809111103833,
2019-10-30,TPE.WA,PLN,12.39805462,
2019-10-31,AIXGn.DE,EUR,23.824780101,
2019-10-31,PAFR.L,GBp,7.93580836111522,
2019-10-31,TPE.WA,PLN,12.368125701,
2019-11-01,AIXGn.DE,EUR,24.156812489,
2019-11-01,PAFR.L,GBp,8.09599991525094,
2019-11-04,AIXGn.DE,EUR,25.449991262,
2019-11-04,PAFR.L,GBp,7.90023277872655,
2019-11-04,TPE.WA,PLN,12.787130565,
2019-11-05,AIXGn.DE,EUR,25.939302149,
2019-11-05,PAFR.L,GBp,7.43013628280232,
2019-11-05,TPE.WA,PLN,12.974186308,
2019-11-06,AIXGn.DE,EUR,25.881050853,
2019-11-06,PAFR.L,GBp,7.22934725774218,
2019-11-06,TPE.WA,PLN,13.056490834,
2019-11-07,AIXGn.DE,EUR,26.178132463,
2019-11-07,PAFR.L,GBp,7.27344715507492,
2019-11-07,TPE.WA,PLN,13.565282454,
2019-11-08,AIXGn.DE,EUR,25.613094891,
2019-11-08,PAFR.L,GBp,7.18429596782942,
2019-11-08,TPE.WA,PLN,13.93191171,
2019-11-11,AIXGn.DE,EUR,25.33348867,
2019-11-11,PAFR.L,GBp,7.05404213712204,
2019-11-12,AIXGn.DE,EUR,25.3393138,
2019-11-12,PAFR.L,GBp,7.03070708843245,
2019-11-12,TPE.WA,PLN,14.044145155,
2019-11-13,AIXGn.DE,EUR,25.321838411,
2019-11-13,PAFR.L,GBp,7.07249175756767,
2019-11-13,TPE.WA,PLN,13.842124953,
2019-11-14,AIXGn.DE,EUR,25.152909652,
2019-11-14,PAFR.L,GBp,7.14230305011203,
2019-11-14,TPE.WA,PLN,14.051627385,
2019-11-15,AIXGn.DE,EUR,25.362614318,
2019-11-15,PAFR.L,GBp,6.96928692132567,
2019-11-15,TPE.WA,PLN,13.991769547,
2019-11-18,AIXGn.DE,EUR,25.281062504,
2019-11-18,PAFR.L,GBp,6.76157448946961,
2019-11-18,TPE.WA,PLN,11.505546751,
2019-11-19,AIXGn.DE,EUR,24.832527524,
2019-11-19,PAFR.L,GBp,6.89002255375529,
2019-11-19,TPE.WA,PLN,11.093502377,
2019-11-20,AIXGn.DE,EUR,24.255839692,
2019-11-20,PAFR.L,GBp,6.74593462962733,
2019-11-20,TPE.WA,PLN,10.903328051,
2019-11-21,AIXGn.DE,EUR,23.952932953,
2019-11-21,PAFR.L,GBp,7.06847486194761,
2019-11-21,TPE.WA,PLN,10.814580032,
2019-11-22,AIXGn.DE,EUR,24.185938137,
2019-11-22,PAFR.L,GBp,7.04905097729304,
2019-11-22,TPE.WA,PLN,11.087163233,
2019-11-25,AIXGn.DE,EUR,24.494670006,
2019-11-25,PAFR.L,GBp,7.08641873924204,
2019-11-25,TPE.WA,PLN,11.385103011,
2019-11-26,AIXGn.DE,EUR,24.220888915,
2019-11-26,PAFR.L,GBp,7.00959153382187,
2019-11-26,TPE.WA,PLN,11.410459588,
2019-11-27,AIXGn.DE,EUR,24.506320266,
2019-11-27,PAFR.L,GBp,7.03356514868207,
2019-11-27,TPE.WA,PLN,11.194928685,
2019-11-28,AIXGn.DE,EUR,25.048057319,
2019-11-28,PAFR.L,GBp,6.93650232197125,
2019-11-28,TPE.WA,PLN,11.296354992,
2019-11-29,AIXGn.DE,EUR,25.018931671,
2019-11-29,PAFR.L,GBp,6.89581458533743,
2019-11-29,TPE.WA,PLN,11.309033281,
2019-12-02,AIXGn.DE,EUR,24.063610415,
2019-12-02,PAFR.L,GBp,6.91053322093947,
2019-12-02,TPE.WA,PLN,10.87163233,
2019-12-03,AIXGn.DE,EUR,23.667501602,
2019-12-03,PAFR.L,GBp,6.98003006812575,
2019-12-03,TPE.WA,PLN,11.087163233,
2019-12-04,AIXGn.DE,EUR,23.923807305,
2019-12-04,PAFR.L,GBp,7.30530948432259,
2019-12-04,TPE.WA,PLN,10.624405705,
2019-12-05,AIXGn.DE,EUR,23.894681657,
2019-12-05,PAFR.L,GBp,7.13421126937214,
2019-12-05,TPE.WA,PLN,10.75118859,
2019-12-06,AIXGn.DE,EUR,23.865556009,
2019-12-06,PAFR.L,GBp,6.89708266451826,
2019-12-06,TPE.WA,PLN,10.87163233,
2019-12-09,AIXGn.DE,EUR,23.510223102,
2019-12-09,PAFR.L,GBp,6.98118978365759,
2019-12-09,TPE.WA,PLN,10.776545166,
2019-12-10,AIXGn.DE,EUR,23.498572843,
2019-12-10,PAFR.L,GBp,7.0336437983706,
2019-12-10,TPE.WA,PLN,10.896988906,
2019-12-11,AIXGn.DE,EUR,23.39954564,
2019-12-11,PAFR.L,GBp,6.92747430558991,
2019-12-11,TPE.WA,PLN,10.744849445,
2019-12-12,AIXGn.DE,EUR,23.853905749,
2019-12-12,PAFR.L,GBp,7.07135035200115,
2019-12-12,TPE.WA,PLN,10.30110935,
2019-12-13,AIXGn.DE,EUR,24.535445914,
2019-12-13,PAFR.L,GBp,6.85497098621711,
2019-12-13,TPE.WA,PLN,9.77496038,
2019-12-16,AIXGn.DE,EUR,24.855828042,
2019-12-16,PAFR.L,GBp,6.8368052954597,
2019-12-16,TPE.WA,PLN,10.370839937,
2019-12-17,AIXGn.DE,EUR,24.826702394,
2019-12-17,PAFR.L,GBp,7.11960062048051,
2019-12-17,TPE.WA,PLN,10.801901743,
2019-12-18,AIXGn.DE,EUR,24.203413526,
2019-12-18,PAFR.L,GBp,6.95884317463539,
2019-12-18,TPE.WA,PLN,10.605388273,
2019-12-19,AIXGn.DE,EUR,24.407293062,
2019-12-19,PAFR.L,GBp,6.88253994941966,
2019-12-19,TPE.WA,PLN,10.332805071,
2019-12-20,AIXGn.DE,EUR,24.418943321,
2019-12-20,PAFR.L,GBp,6.98538459184823,
2019-12-20,TPE.WA,PLN,10.148969889,
2019-12-23,AIXGn.DE,EUR,24.570396691,
2019-12-23,PAFR.L,GBp,6.83026501703574,
2019-12-23,TPE.WA,PLN,10.053882726,
2019-12-24,PAFR.L,GBp,6.86234235703799,
2019-12-27,AIXGn.DE,EUR,24.960680375,
2019-12-27,PAFR.L,GBp,7.40951111356416,
2019-12-27,TPE.WA,PLN,10.402535658,
2019-12-30,AIXGn.DE,EUR,24.838352653,
2019-12-30,PAFR.L,GBp,7.64317765310315,
2019-12-30,TPE.WA,PLN,10.396196513,
2019-12-31,PAFR.L,GBp,8.06431777282898,
2020-01-02,AIXGn.DE,EUR,25.991728316,
2020-01-02,PAFR.L,GBp,8.10095063589798,
2020-01-02,TPE.WA,PLN,10.808240887,
2020-01-03,AIXGn.DE,EUR,25.216986078,
2020-01-03,PAFR.L,GBp,7.95899979620981,
2020-01-03,TPE.WA,PLN,10.630744849,
2020-01-06,AIXGn.DE,EUR,24.611172599,
2020-01-06,PAFR.L,GBp,8.47551335099902,
2020-01-07,AIXGn.DE,EUR,25.677171317,
2020-01-07,PAFR.L,GBp,8.31412515456125,
2020-01-07,TPE.WA,PLN,10.618066561,
2020-01-08,AIXGn.DE,EUR,26.515989981,
2020-01-08,PAFR.L,GBp,8.10517643365984,
2020-01-08,TPE.WA,PLN,10.332805071,
2020-01-09,AIXGn.DE,EUR,28.129550883,
2020-01-09,PAFR.L,GBp,7.74765580436494,
2020-01-09,TPE.WA,PLN,10.459587956,
2020-01-10,AIXGn.DE,EUR,28.234403215,
2020-01-10,PAFR.L,GBp,7.61163716863829,
2020-01-10,TPE.WA,PLN,10.34548336,
2020-01-13,AIXGn.DE,EUR,29.227587814,
2020-01-13,PAFR.L,GBp,7.51765058120721,
2020-01-13,TPE.WA,PLN,10.22503962,
2020-01-14,AIXGn.DE,EUR,28.61303664,
2020-01-14,PAFR.L,GBp,7.5871643625691,
2020-01-14,TPE.WA,PLN,10.206022187,
2020-01-15,AIXGn.DE,EUR,28.519834566,
2020-01-15,PAFR.L,GBp,7.40002681056142,
2020-01-15,TPE.WA,PLN,10.18066561,
2020-01-16,AIXGn.DE,EUR,28.904293121,
2020-01-16,PAFR.L,GBp,7.62159014364828,
2020-01-16,TPE.WA,PLN,10.041204437,
2020-01-17,AIXGn.DE,EUR,28.921768509,
2020-01-17,PAFR.L,GBp,7.58193360509972,
2020-01-17,TPE.WA,PLN,10.110935024,
2020-01-20,AIXGn.DE,EUR,29.096522398,
2020-01-20,PAFR.L,GBp,7.58252540426234,
2020-01-20,TPE.WA,PLN,10.003169572,
2020-01-21,AIXGn.DE,EUR,28.793615658,
2020-01-21,PAFR.L,GBp,7.60468553904504,
2020-01-21,TPE.WA,PLN,10.047543582,
2020-01-22,AIXGn.DE,EUR,28.508184307,
2020-01-22,PAFR.L,GBp,7.59224619081025,
2020-01-22,TPE.WA,PLN,9.711568938,
2020-01-23,AIXGn.DE,EUR,27.937321605,
2020-01-23,PAFR.L,GBp,7.91380091199173,
2020-01-23,TPE.WA,PLN,9.508716323,
2020-01-24,AIXGn.DE,EUR,28.869342343,
2020-01-24,PAFR.L,GBp,7.88668893125345,
2020-01-24,TPE.WA,PLN,9.965134707,
2020-01-27,AIXGn.DE,EUR,27.681015903,
2020-01-27,PAFR.L,GBp,8.07126514295868,
2020-01-27,TPE.WA,PLN,9.591125198,
2020-01-28,AIXGn.DE,EUR,28.199452438,
2020-01-28,PAFR.L,GBp,7.85709997793938,
2020-01-28,TPE.WA,PLN,9.876386688,
2020-01-29,AIXGn.DE,EUR,28.933418769,
2020-01-29,PAFR.L,GBp,7.68132961439956,
2020-01-29,TPE.WA,PLN,9.825673534,
2020-01-30,AIXGn.DE,EUR,28.263528864,
2020-01-30,PAFR.L,GBp,7.83116626712123,
2020-01-30,TPE.WA,PLN,9.65451664,
2020-01-31,AIXGn.DE,EUR,27.879070309,
2020-01-31,PAFR.L,GBp,8.69679241356587,
2020-01-31,TPE.WA,PLN,9.419968304,
2020-02-03,AIXGn.DE,EUR,28.263528864,
2020-02-03,PAFR.L,GBp,8.09999503134451,
2020-02-03,TPE.WA,PLN,9.381933439,
2020-02-04,AIXGn.DE,EUR,29.198462166,
2020-02-04,PAFR.L,GBp,8.28096120643065,
2020-02-04,TPE.WA,PLN,9.255150555,
2020-02-05,AIXGn.DE,EUR,30.159608551,
2020-02-05,PAFR.L,GBp,7.90674891029681,
2020-02-05,TPE.WA,PLN,9.41362916,
2020-02-06,AIXGn.DE,EUR,30.960563873,
2020-02-06,PAFR.L,GBp,7.99404912499137,
2020-02-06,TPE.WA,PLN,9.141045959,
2020-02-07,AIXGn.DE,EUR,30.84406128,
2020-02-07,PAFR.L,GBp,8.16707872518984,
2020-02-07,TPE.WA,PLN,9.12836767,
2020-02-10,AIXGn.DE,EUR,31.018815169,
2020-02-10,PAFR.L,GBp,8.24655400560554,
2020-02-10,TPE.WA,PLN,9.204437401,
2020-02-11,AIXGn.DE,EUR,32.358594979,
2020-02-11,PAFR.L,GBp,8.15264364042399,
2020-02-11,TPE.WA,PLN,9.673534073,
2020-02-12,AIXGn.DE,EUR,33.363429836,
2020-02-12,PAFR.L,GBp,8.24374257242079,
2020-02-12,TPE.WA,PLN,9.464342314,
2020-02-13,AIXGn.DE,EUR,32.955670764,
2020-02-13,PAFR.L,GBp,8.3307859420817,
2020-02-13,TPE.WA,PLN,9.24881141,
2020-02-14,AIXGn.DE,EUR,32.416846275,
2020-02-14,PAFR.L,GBp,8.33143804138312,
2020-02-14,TPE.WA,PLN,9.179080824,
2020-02-17,AIXGn.DE,EUR,32.416846275,
2020-02-17,PAFR.L,GBp,8.0685550847375,
2020-02-17,TPE.WA,PLN,9.058637084,
2020-02-18,AIXGn.DE,EUR,31.222694705,
2020-02-18,PAFR.L,GBp,8.28761557163911,
2020-02-18,TPE.WA,PLN,9.058637084,
2020-02-19,AIXGn.DE,EUR,32.475097571,
2020-02-19,PAFR.L,GBp,6.17932873198166,
2020-02-19,TPE.WA,PLN,8.855784469,
2020-02-20,AIXGn.DE,EUR,31.412011417,
2020-02-20,PAFR.L,GBp,6.17992490451892,
2020-02-20,TPE.WA,PLN,8.494453249,
2020-02-21,AIXGn.DE,EUR,30.77124716,
2020-02-21,PAFR.L,GBp,6.27290934324207,
2020-02-21,TPE.WA,PLN,8.557844691,
2020-02-24,AIXGn.DE,EUR,28.117900623,
2020-02-24,PAFR.L,GBp,6.30226084675539,
2020-02-24,TPE.WA,PLN,8.139461173,
2020-02-25,AIXGn.DE,EUR,27.989747772,
2020-02-25,PAFR.L,GBp,6.39969984309503,
2020-02-25,TPE.WA,PLN,7.790808241,
2020-02-26,AIXGn.DE,EUR,29.003320324,
2020-02-26,PAFR.L,GBp,6.31036374962507,
2020-02-26,TPE.WA,PLN,7.733755943,
2020-02-27,AIXGn.DE,EUR,27.535387662,
2020-02-27,PAFR.L,GBp,6.30595982940376,
2020-02-27,TPE.WA,PLN,7.321711569,
2020-02-28,AIXGn.DE,EUR,30.760957247,
2020-02-28,PAFR.L,GBp,6.05321469623086,
2020-02-28,TPE.WA,PLN,6.973058637,
2020-03-02,AIXGn.DE,EUR,31.587792417,
2020-03-02,PAFR.L,GBp,5.65799232651921,
2020-03-02,TPE.WA,PLN,7.328050713,
2020-03-03,AIXGn.DE,EUR,32.421349825,
2020-03-03,PAFR.L,GBp,5.90096063705197,
2020-03-03,TPE.WA,PLN,7.727416799,
2020-03-04,AIXGn.DE,EUR,33.093573541,
2020-03-04,PAFR.L,GBp,6.07681989639763,
2020-03-04,TPE.WA,PLN,7.537242472,
2020-03-05,AIXGn.DE,EUR,32.044904544,
2020-03-05,PAFR.L,GBp,6.12643997446389,
2020-03-05,TPE.WA,PLN,7.283676704,
2020-03-06,AIXGn.DE,EUR,30.841624092,
2020-03-06,PAFR.L,GBp,6.21046992071584,
2020-03-06,TPE.WA,PLN,7.163232964,
2020-03-09,AIXGn.DE,EUR,28.569507932,
2020-03-09,PAFR.L,GBp,6.45205583165538,
2020-03-09,TPE.WA,PLN,6.656101426,
2020-03-10,AIXGn.DE,EUR,29.093842431,
2020-03-10,PAFR.L,GBp,5.99475191672903,
2020-03-10,TPE.WA,PLN,6.592709984,
2020-03-11,AIXGn.DE,EUR,29.409787577,
2020-03-11,PAFR.L,GBp,6.07289994727552,
2020-03-11,TPE.WA,PLN,6.313787639,
2020-03-12,AIXGn.DE,EUR,26.472169938,
2020-03-12,PAFR.L,GBp,4.92224446240259,
2020-03-12,TPE.WA,PLN,5.451664025,
2020-03-13,AIXGn.DE,EUR,26.720892713,
2020-03-13,PAFR.L,GBp,4.80671129996565,
2020-03-13,TPE.WA,PLN,5.597464342,
2020-03-16,AIXGn.DE,EUR,25.470556601,
2020-03-16,PAFR.L,GBp,4.26603422630784,
2020-03-16,TPE.WA,PLN,5.930269414,
2020-03-17,AIXGn.DE,EUR,25.309222909,
2020-03-17,PAFR.L,GBp,4.76446563464949,
2020-03-17,TPE.WA,PLN,6.846275753,
2020-03-18,AIXGn.DE,EUR,22.579994622,
2020-03-18,PAFR.L,GBp,4.0567670998863,
2020-03-18,TPE.WA,PLN,7.385103011,
2020-03-19,AIXGn.DE,EUR,21.04732455,
2020-03-19,PAFR.L,GBp,4.03849176440868,
2020-03-19,TPE.WA,PLN,7.974643423,
2020-03-20,AIXGn.DE,EUR,22.707717128,
2020-03-20,PAFR.L,GBp,4.54916531642182,
2020-03-20,TPE.WA,PLN,7.854199683,
2020-03-23,AIXGn.DE,EUR,23.527830062,
2020-03-23,PAFR.L,GBp,5.3018890528736,
2020-03-23,TPE.WA,PLN,7.328050713,
2020-03-24,AIXGn.DE,EUR,24.831944071,
2020-03-24,PAFR.L,GBp,4.73888987578151,
2020-03-24,TPE.WA,PLN,7.423137876,
2020-03-25,AIXGn.DE,EUR,25.880613068,
2020-03-25,PAFR.L,GBp,5.02772319418281,
2020-03-25,TPE.WA,PLN,7.220285261,
2020-03-26,AIXGn.DE,EUR,26.882226405,
2020-03-26,PAFR.L,GBp,5.2738614126642,
2020-03-26,TPE.WA,PLN,7.213946117,
2020-03-27,AIXGn.DE,EUR,25.927668728,
2020-03-27,PAFR.L,GBp,4.59028776872638,
2020-03-27,TPE.WA,PLN,7.023771791,
2020-03-30,AIXGn.DE,EUR,26.552836784,
2020-03-30,PAFR.L,GBp,4.71857051335259,
2020-03-30,TPE.WA,PLN,6.909667195,
2020-03-31,AIXGn.DE,EUR,26.909115354,
2020-03-31,PAFR.L,GBp,4.52865216252198,
2020-03-31,TPE.WA,PLN,7.087163233,
2020-04-01,AIXGn.DE,EUR,26.351169669,
2020-04-01,PAFR.L,GBp,4.27575361226354,
2020-04-01,TPE.WA,PLN,6.916006339,
2020-04-01,TPE.WA,,6.916006339,
2020-04-01,TPE.WA,,,
2020-04-02,AIXGn.DE,EUR,26.048668997,
2020-04-02,PAFR.L,GBp,4.51916801545993,
2020-04-02,TPE.WA,PLN,,
2020-04-03,AIXGn.DE,EUR,26.552836784,
2020-04-03,PAFR.L,GBp,4.63103651962922,
2020-04-03,TPE.WA,PLN,,
2020-04-06,AIXGn.DE,EUR,27.897284216,
2020-04-06,PAFR.L,GBp,4.92914552816299,
2020-04-06,TPE.WA,PLN,,
2020-04-07,AIXGn.DE,EUR,29.913955364,
2020-04-07,PAFR.L,GBp,5.09108338893862,
2020-04-07,TPE.WA,PLN,,
2020-04-08,AIXGn.DE,EUR,30.599623555,
2020-04-08,PAFR.L,GBp,4.86128079701614,
2020-04-08,TPE.WA,PLN,,
2020-04-09,AIXGn.DE,EUR,30.84834633,
2020-04-09,PAFR.L,GBp,4.99634609321236,
2020-04-09,TPE.WA,PLN,,
2020-04-14,AIXGn.DE,EUR,31.144124765,
2020-04-14,PAFR.L,GBp,5.81485219857139,
2020-04-14,TPE.WA,PLN,,
2020-04-15,AIXGn.DE,EUR,31.258402796,
2020-04-15,PAFR.L,GBp,5.33222768871637,
2020-04-15,TPE.WA,PLN,,
2020-04-16,AIXGn.DE,EUR,32.266738371,
2020-04-16,PAFR.L,GBp,5.91672563669884,
2020-04-16,TPE.WA,PLN,,
2020-04-17,AIXGn.DE,EUR,31.870126378,
2020-04-17,PAFR.L,GBp,5.7577255602183,
2020-04-17,TPE.WA,PLN,,
2020-04-20,AIXGn.DE,EUR,31.070180156,
2020-04-20,PAFR.L,GBp,5.56115410225335,
2020-04-20,TPE.WA,PLN,,
2020-04-21,AIXGn.DE,EUR,29.208120462,
2020-04-21,PAFR.L,GBp,5.8987602386846,
2020-04-21,TPE.WA,PLN,,
2020-04-22,AIXGn.DE,EUR,31.218069373,
2020-04-22,PAFR.L,GBp,6.31984224537604,
2020-04-22,TPE.WA,PLN,,
2020-04-23,AIXGn.DE,EUR,31.258402796,
2020-04-23,PAFR.L,GBp,6.96459597383814,
2020-04-23,TPE.WA,PLN,,
2020-04-24,AIXGn.DE,EUR,29.671954827,
2020-04-24,PAFR.L,GBp,6.95498439757255,
2020-04-24,TPE.WA,PLN,,
2020-04-27,AIXGn.DE,EUR,30.115622479,
2020-04-27,PAFR.L,GBp,7.01315417252974,
2020-04-27,TPE.WA,PLN,,
2020-04-28,AIXGn.DE,EUR,29.813121807,
2020-04-28,PAFR.L,GBp,7.10450964948566,
2020-04-28,TPE.WA,PLN,,
2020-04-29,AIXGn.DE,EUR,30.176122614,
2020-04-29,PAFR.L,GBp,6.73439321119576,
2020-04-29,TPE.WA,PLN,,
2020-04-30,AIXGn.DE,EUR,28.562785695,
2020-04-30,PAFR.L,GBp,6.57390118691786,
2020-04-30,TPE.WA,PLN,,
2020-05-01,PAFR.L,GBp,6.49097800849452,
2020-05-04,AIXGn.DE,EUR,41.412875867,
2020-05-04,PAFR.L,GBp,6.92548344590946,
2020-05-04,TPE.WA,PLN,,
2020-05-05,AIXGn.DE,EUR,44.747494217,
2020-05-05,PAFR.L,GBp,6.77781244909928,
2020-05-05,TPE.WA,PLN,,
2020-05-06,AIXGn.DE,EUR,46.222050887,
2020-05-06,PAFR.L,GBp,6.4428791038031,
2020-05-06,TPE.WA,PLN,,
2020-05-07,AIXGn.DE,EUR,46.15458751,
2020-05-07,PAFR.L,GBp,6.45331194882903,
2020-05-07,TPE.WA,PLN,,
2020-05-08,AIXGn.DE,EUR,45.894371627,
2020-05-08,TPE.WA,PLN,,
2020-05-11,AIXGn.DE,EUR,46.087124133,
2020-05-11,PAFR.L,GBp,6.8185902233254,
2020-05-11,TPE.WA,PLN,,
2020-05-12,AIXGn.DE,EUR,46.077486507,
2020-05-12,PAFR.L,GBp,6.56477801767845,
2020-05-12,TPE.WA,PLN,,
2020-05-13,AIXGn.DE,EUR,44.429452583,
2020-05-13,PAFR.L,GBp,6.83038737474014,
2020-05-13,TPE.WA,PLN,,
2020-05-14,AIXGn.DE,EUR,43.51387818,
2020-05-14,PAFR.L,GBp,7.01644826778559,
2020-05-14,TPE.WA,PLN,,
2020-05-15,AIXGn.DE,EUR,42.829606785,
2020-05-15,PAFR.L,GBp,7.52727644529109,
2020-05-15,TPE.WA,PLN,,
2020-05-18,AIXGn.DE,EUR,45.49922899,
2020-05-18,PAFR.L,GBp,7.61521771767082,
2020-05-18,TPE.WA,PLN,,
2020-05-19,AIXGn.DE,EUR,46.511179645,
2020-05-19,PAFR.L,GBp,7.57163436267273,
2020-05-19,TPE.WA,PLN,,
2020-05-20,AIXGn.DE,EUR,47.542405551,
2020-05-20,PAFR.L,GBp,7.56422082206354,
2020-05-20,TPE.WA,PLN,,
2020-05-21,AIXGn.DE,EUR,45.557054742,
2020-05-21,PAFR.L,GBp,7.62405749055438,
2020-05-21,TPE.WA,PLN,,
2020-05-22,AIXGn.DE,EUR,46.241326137,
2020-05-22,PAFR.L,GBp,7.70462611433992,
2020-05-22,TPE.WA,PLN,,
2020-05-25,AIXGn.DE,EUR,46.867771781,
2020-05-25,TPE.WA,PLN,,
2020-05-26,AIXGn.DE,EUR,47.089437163,
2020-05-26,PAFR.L,GBp,7.57378236774235,
2020-05-26,TPE.WA,PLN,,
2020-05-27,AIXGn.DE,EUR,46.31842714,
2020-05-27,PAFR.L,GBp,7.52396034562534,
2020-05-27,TPE.WA,PLN,,
2020-05-28,AIXGn.DE,EUR,45.855821126,
2020-05-28,PAFR.L,GBp,7.39907327198249,
2020-05-28,TPE.WA,PLN,,
2020-05-29,AIXGn.DE,EUR,45.730531997,
2020-05-29,PAFR.L,GBp,7.08417811367576,
2020-05-29,TPE.WA,PLN,,
2020-06-01,PAFR.L,GBp,7.52878964803891,
2020-06-01,TPE.WA,PLN,,
2020-06-02,AIXGn.DE,EUR,47.513492675,
2020-06-02,PAFR.L,GBp,8.06889672024157,
2020-06-02,TPE.WA,PLN,,
2020-06-03,AIXGn.DE,EUR,49.34464148,
2020-06-03,PAFR.L,GBp,7.62522832853402,
2020-06-03,TPE.WA,PLN,,
2020-06-04,AIXGn.DE,EUR,48.429067078,
2020-06-04,PAFR.L,GBp,7.59023135291063,
2020-06-04,TPE.WA,PLN,,
2020-06-05,AIXGn.DE,EUR,48.935042406,
2020-06-05,PAFR.L,GBp,7.19435476481387,
2020-06-05,TPE.WA,PLN,,
2020-06-08,AIXGn.DE,EUR,47.079799537,
2020-06-08,PAFR.L,GBp,7.74064039367969,
2020-06-08,TPE.WA,PLN,,
2020-06-09,AIXGn.DE,EUR,46.019660756,
2020-06-09,PAFR.L,GBp,7.58607056716762,
2020-06-09,TPE.WA,PLN,,
2020-06-10,AIXGn.DE,EUR,45.778720123,
2020-06-10,PAFR.L,GBp,7.77911196886829,
2020-06-10,TPE.WA,PLN,,
2020-06-11,AIXGn.DE,EUR,44.882420971,
2020-06-11,PAFR.L,GBp,7.90826126718641,
2020-06-12,AIXGn.DE,EUR,45.595605243,
2020-06-12,PAFR.L,GBp,7.82243882221028,
2020-06-12,TPE.WA,PLN,,
2020-06-15,AIXGn.DE,EUR,46.077486507,
2020-06-15,PAFR.L,GBp,7.76442737033697,
2020-06-15,TPE.WA,PLN,,
2020-06-16,AIXGn.DE,EUR,46.193138011,
2020-06-16,PAFR.L,GBp,7.65060918035934,
2020-06-16,TPE.WA,PLN,,
2020-06-17,AIXGn.DE,EUR,46.809946029,
2020-06-17,PAFR.L,GBp,7.78298699764072,
2020-06-17,TPE.WA,PLN,,
2020-06-18,AIXGn.DE,EUR,45.875096376,
2020-06-18,PAFR.L,GBp,7.86936491768919,
2020-06-18,TPE.WA,PLN,,
2020-06-19,AIXGn.DE,EUR,46.482266769,
2020-06-19,PAFR.L,GBp,8.49033899030232,
2020-06-19,TPE.WA,PLN,,
2020-06-22,AIXGn.DE,EUR,47.898997687,
2020-06-22,PAFR.L,GBp,8.58641122691206,
2020-06-22,TPE.WA,PLN,,
2020-06-23,AIXGn.DE,EUR,51.850424056,
2020-06-23,PAFR.L,GBp,8.54154911024329,
2020-06-23,TPE.WA,PLN,,
2020-06-24,AIXGn.DE,EUR,49.007324595,
2020-06-24,PAFR.L,GBp,8.58060409741007,
2020-06-24,TPE.WA,PLN,,
2020-06-25,AIXGn.DE,EUR,48.59772552,
2020-06-25,PAFR.L,GBp,8.33956139720916,
2020-06-25,TPE.WA,PLN,,
2020-06-26,AIXGn.DE,EUR,49.561488049,
2020-06-26,PAFR.L,GBp,8.23780887729483,
2020-06-26,TPE.WA,PLN,,
2020-06-29,AIXGn.DE,EUR,48.525443331,
2020-06-29,PAFR.L,GBp,8.30749689997021,
2020-06-29,TPE.WA,PLN,,
2020-06-30,AIXGn.DE,EUR,51.705859676,
2020-06-30,PAFR.L,GBp,8.35322638728528,
2020-06-30,TPE.WA,PLN,,
2020-07-01,AIXGn.DE,EUR,51.223978412,
2020-07-01,PAFR.L,GBp,8.78410050044959,
2020-07-01,TPE.WA,PLN,,
2020-07-02,AIXGn.DE,EUR,52.26002313,
2020-07-02,PAFR.L,GBp,8.82910766816854,
2020-07-02,TPE.WA,PLN,,
2020-07-03,AIXGn.DE,EUR,52.645528142,
2020-07-03,PAFR.L,GBp,8.82914112055913,
2020-07-03,TPE.WA,PLN,,
2020-07-06,AIXGn.DE,EUR,54.187548188,
2020-07-06,PAFR.L,GBp,8.84675309057363,
2020-07-06,TPE.WA,PLN,,
2020-07-07,AIXGn.DE,EUR,54.115265998,
2020-07-07,PAFR.L,GBp,8.85740765099503,
2020-07-07,TPE.WA,PLN,,
2020-07-08,AIXGn.DE,EUR,56.018696993,
2020-07-08,PAFR.L,GBp,9.65646508323873,
2020-07-08,TPE.WA,PLN,,
2020-07-09,AIXGn.DE,EUR,53.946607556,
2020-07-09,PAFR.L,GBp,9.60418655442913,
2020-07-09,TPE.WA,PLN,,
2020-07-10,AIXGn.DE,EUR,53.922513493,
2020-07-10,PAFR.L,GBp,9.93132392614109,
2020-07-10,TPE.WA,PLN,,
2020-07-13,AIXGn.DE,EUR,55.223592907,
2020-07-13,PAFR.L,GBp,10.0463653009239,
2020-07-13,TPE.WA,PLN,,
2020-07-14,AIXGn.DE,EUR,53.440632228,
2020-07-14,PAFR.L,GBp,10.0191293116516,
2020-07-14,TPE.WA,PLN,,
2020-07-15,AIXGn.DE,EUR,53.392444102,
2020-07-15,PAFR.L,GBp,10.6242184710199,
2020-07-15,TPE.WA,PLN,,
2020-07-16,AIXGn.DE,EUR,52.235929067,
2020-07-16,PAFR.L,GBp,10.3570913125489,
2020-07-16,TPE.WA,PLN,,
