Date,RIC,Currency,Price to Earning,0
2018-01-25,HOCM.L,GBp,43.5223931926739,
2018-01-25,PIRC.MI,EUR,9.392886845,
2018-01-25,VATN.S,CHF,14.908507595,
2018-01-26,BFT.WA,PLN,30.764869168,
2018-01-26,HOCM.L,GBp,42.9766029680401,
2018-01-26,PIRC.MI,EUR,9.564111345,
2018-01-26,VATN.S,CHF,14.882167476,
2018-01-29,BFT.WA,PLN,30.764869168,
2018-01-29,HOCM.L,GBp,42.4631951722173,
2018-01-29,PIRC.MI,EUR,9.591018052,
2018-01-29,VATN.S,CHF,14.776806998,
2018-01-30,BFT.WA,PLN,29.98601172,
2018-01-30,HOCM.L,GBp,41.7330356995276,
2018-01-30,PIRC.MI,EUR,9.490729416,
2018-01-30,VATN.S,CHF,14.592426162,
2018-01-31,BFT.WA,PLN,30.245630869,
2018-01-31,HOCM.L,GBp,42.8193046674321,
2018-01-31,PIRC.MI,EUR,9.490729416,
2018-01-31,VATN.S,CHF,14.803147117,
2018-02-01,BFT.WA,PLN,29.856202146,
2018-02-01,HOCM.L,GBp,42.7227084735255,
2018-02-01,PIRC.MI,EUR,9.495621545,
2018-02-01,VATN.S,CHF,14.934847715,
2018-02-02,BFT.WA,PLN,30.375440444,
2018-02-02,HOCM.L,GBp,42.1425435812153,
2018-02-02,PIRC.MI,EUR,9.295044274,
2018-02-02,VATN.S,CHF,14.961187834,
2018-02-05,BFT.WA,PLN,29.856202146,
2018-02-05,HOCM.L,GBp,39.7434312094898,
2018-02-05,PIRC.MI,EUR,9.050437846,
2018-02-05,VATN.S,CHF,14.513405804,
2018-02-06,BFT.WA,PLN,28.947535124,
2018-02-06,HOCM.L,GBp,40.4502874470272,
2018-02-06,PIRC.MI,EUR,8.911012181,
2018-02-06,VATN.S,CHF,13.933923176,
2018-02-07,BFT.WA,PLN,29.336963848,
2018-02-07,HOCM.L,GBp,39.2866618255173,
2018-02-07,PIRC.MI,EUR,9.243676924,
2018-02-07,VATN.S,CHF,14.434385446,
2018-02-08,BFT.WA,PLN,29.856202146,
2018-02-08,HOCM.L,GBp,38.1826157199407,
2018-02-08,PIRC.MI,EUR,8.962379531,
2018-02-08,VATN.S,CHF,14.144644132,
2018-02-09,BFT.WA,PLN,29.466773422,
2018-02-09,HOCM.L,GBp,38.3937867362611,
2018-02-09,PIRC.MI,EUR,8.852306639,
2018-02-09,VATN.S,CHF,14.039283654,
2018-02-12,BFT.WA,PLN,29.466773422,
2018-02-12,HOCM.L,GBp,39.2506281306601,
2018-02-12,PIRC.MI,EUR,8.991732303,
2018-02-12,VATN.S,CHF,14.302684848,
2018-02-13,BFT.WA,PLN,29.336963848,
2018-02-13,HOCM.L,GBp,40.4132233063296,
2018-02-13,PIRC.MI,EUR,8.859644831,
2018-02-13,VATN.S,CHF,14.381705207,
2018-02-14,BFT.WA,PLN,29.726392571,
2018-02-14,HOCM.L,GBp,42.1046907550733,
2018-02-14,PIRC.MI,EUR,9.092020938,
2018-02-14,VATN.S,CHF,14.750466879,
2018-02-15,BFT.WA,PLN,29.856202146,
2018-02-15,HOCM.L,GBp,44.0215817564983,
2018-02-15,PIRC.MI,EUR,9.136050095,
2018-02-15,VATN.S,CHF,15.066548312,
2018-02-16,BFT.WA,PLN,29.336963848,
2018-02-16,HOCM.L,GBp,43.1991450916009,
2018-02-16,PIRC.MI,EUR,9.387994717,
2018-02-16,VATN.S,CHF,15.066548312,
2018-02-19,BFT.WA,PLN,30.115821295,
2018-02-19,HOCM.L,GBp,42.1812721465414,
2018-02-19,PIRC.MI,EUR,9.199647767,
2018-02-19,VATN.S,CHF,14.724126759,
2018-02-20,BFT.WA,PLN,30.505250018,
2018-02-20,HOCM.L,GBp,40.5867086014616,
2018-02-20,PIRC.MI,EUR,9.07000636,
2018-02-20,VATN.S,CHF,14.592426162,
2018-02-21,BFT.WA,PLN,29.98601172,
2018-02-21,HOCM.L,GBp,38.4925045791233,
2018-02-21,PIRC.MI,EUR,9.057776038,
2018-02-21,VATN.S,CHF,14.750466879,
2018-02-22,BFT.WA,PLN,29.726392571,
2018-02-22,HOCM.L,GBp,38.6134827697796,
2018-02-22,PIRC.MI,EUR,9.025977203,
2018-02-22,VATN.S,CHF,14.69778664,
2018-02-23,BFT.WA,PLN,29.466773422,
2018-02-23,HOCM.L,GBp,38.6436798851174,
2018-02-23,PIRC.MI,EUR,9.160510738,
2018-02-23,VATN.S,CHF,14.855827356,
2018-02-26,BFT.WA,PLN,29.856202146,
2018-02-26,HOCM.L,GBp,39.5269639967772,
2018-02-26,PIRC.MI,EUR,9.160510738,
2018-02-26,VATN.S,CHF,15.119228551,
2018-02-27,BFT.WA,PLN,29.726392571,
2018-02-27,HOCM.L,GBp,38.630132821435,
2018-02-27,PIRC.MI,EUR,9.160510738,
2018-02-27,VATN.S,CHF,15.092888431,
2018-02-28,BFT.WA,PLN,30.375440444,
2018-02-28,HOCM.L,GBp,37.079594239779,
2018-02-28,PIRC.MI,EUR,8.913458246,
2018-02-28,VATN.S,CHF,15.14556867,
2018-03-01,BFT.WA,PLN,30.115821295,
2018-03-01,HOCM.L,GBp,36.3182748699918,
2018-03-01,PIRC.MI,EUR,8.619930532,
2018-03-01,VATN.S,CHF,15.277269267,
2018-03-02,BFT.WA,PLN,29.596582997,
2018-03-02,HOCM.L,GBp,36.7562050908566,
2018-03-02,PIRC.MI,EUR,8.453598161,
2018-03-02,VATN.S,CHF,15.119228551,
2018-03-05,BFT.WA,PLN,30.115821295,
2018-03-05,HOCM.L,GBp,36.8601168040001,
2018-03-05,PIRC.MI,EUR,8.429137518,
2018-03-05,VATN.S,CHF,15.092888431,
2018-03-06,BFT.WA,PLN,29.726392571,
2018-03-06,HOCM.L,GBp,38.4775030165956,
2018-03-06,PIRC.MI,EUR,8.668851817,
2018-03-06,VATN.S,CHF,15.277269267,
2018-03-07,BFT.WA,PLN,29.856202146,
2018-03-07,HOCM.L,GBp,37.5453243340272,
2018-03-07,PIRC.MI,EUR,8.788708967,
2018-03-07,VATN.S,CHF,15.277269267,
2018-03-08,BFT.WA,PLN,29.856202146,
2018-03-08,HOCM.L,GBp,37.8511880184216,
2018-03-08,PIRC.MI,EUR,8.947703146,
2018-03-08,VATN.S,CHF,15.461650103,
2018-03-09,BFT.WA,PLN,29.856202146,
2018-03-09,HOCM.L,GBp,38.609211444553,
2018-03-09,PIRC.MI,EUR,8.891443667,
2018-03-09,VATN.S,CHF,15.435309984,
2018-03-12,BFT.WA,PLN,29.98601172,
2018-03-12,HOCM.L,GBp,37.3233134076377,
2018-03-12,PIRC.MI,EUR,8.886551539,
2018-03-12,VATN.S,CHF,15.461650103,
2018-03-13,BFT.WA,PLN,30.115821295,
2018-03-13,HOCM.L,GBp,37.4502780320012,
2018-03-13,PIRC.MI,EUR,8.734895553,
2018-03-13,VATN.S,CHF,15.514330342,
2018-03-14,BFT.WA,PLN,30.115821295,
2018-03-14,HOCM.L,GBp,37.854947048064,
2018-03-14,PIRC.MI,EUR,8.646837239,
2018-03-14,VATN.S,CHF,15.435309984,
2018-03-15,BFT.WA,PLN,29.856202146,
2018-03-15,HOCM.L,GBp,35.1661828575133,
2018-03-15,PIRC.MI,EUR,8.707988846,
2018-03-15,VATN.S,CHF,15.461650103,
2018-03-16,BFT.WA,PLN,29.856202146,
2018-03-16,HOCM.L,GBp,37.1760982630514,
2018-03-16,PIRC.MI,EUR,8.818061739,
2018-03-16,VATN.S,CHF,15.514330342,
2018-03-19,BFT.WA,PLN,28.947535124,
2018-03-19,HOCM.L,GBp,36.2268894037788,
2018-03-19,PIRC.MI,EUR,8.661513625,
2018-03-19,VATN.S,CHF,15.408969864,
2018-03-20,BFT.WA,PLN,28.687915975,
2018-03-20,HOCM.L,GBp,35.975009566473,
2018-03-20,PIRC.MI,EUR,8.803385353,
2018-03-20,VATN.S,CHF,15.487990223,
2018-03-21,BFT.WA,PLN,28.168677677,
2018-03-21,HOCM.L,GBp,37.0854719719793,
2018-03-21,PIRC.MI,EUR,18.434817937,
2018-03-21,VATN.S,CHF,15.250929148,
2018-03-22,BFT.WA,PLN,29.668692875,
2018-03-22,HOCM.L,GBp,35.3051613172073,
2018-03-22,PIRC.MI,EUR,18.07932558,
2018-03-22,VATN.S,CHF,14.934847715,
2018-03-23,BFT.WA,PLN,28.746947077,
2018-03-23,HOCM.L,GBp,37.616478212112,
2018-03-23,PIRC.MI,EUR,17.926971713,
2018-03-23,VATN.S,CHF,14.908507595,
2018-03-26,BFT.WA,PLN,29.380647313,
2018-03-26,HOCM.L,GBp,37.585198232546,
2018-03-26,PIRC.MI,EUR,17.723833223,
2018-03-26,VATN.S,CHF,14.750466879,
2018-03-27,BFT.WA,PLN,29.380647313,
2018-03-27,HOCM.L,GBp,36.9196791440157,
2018-03-27,PIRC.MI,EUR,17.800010157,
2018-03-27,VATN.S,CHF,14.934847715,
2018-03-28,BFT.WA,PLN,28.804556189,
2018-03-28,HOCM.L,GBp,36.4191946893375,
2018-03-28,PIRC.MI,EUR,17.866030166,
2018-03-28,VATN.S,CHF,14.882167476,
2018-03-29,BFT.WA,PLN,28.804556189,
2018-03-29,HOCM.L,GBp,36.7785738783886,
2018-03-29,PIRC.MI,EUR,18.28246407,
2018-03-29,VATN.S,CHF,14.908507595,
2018-04-03,BFT.WA,PLN,29.092601751,
2018-04-03,HOCM.L,GBp,37.0805800421238,
2018-04-03,PIRC.MI,EUR,18.201208674,
2018-04-03,VATN.S,CHF,14.812223927,
2018-04-04,BFT.WA,PLN,30.244783999,
2018-04-04,HOCM.L,GBp,36.6799201597005,
2018-04-04,PIRC.MI,EUR,17.845716317,
2018-04-04,VATN.S,CHF,14.78572621,
2018-04-05,BFT.WA,PLN,30.244783999,
2018-04-05,HOCM.L,GBp,36.8434849154189,
2018-04-05,PIRC.MI,EUR,18.226600985,
2018-04-05,VATN.S,CHF,15.050703382,
2018-04-06,BFT.WA,PLN,30.38880678,
2018-04-06,HOCM.L,GBp,36.529894874555,
2018-04-06,PIRC.MI,EUR,18.180894825,
2018-04-06,VATN.S,CHF,15.209689685,
2018-04-09,BFT.WA,PLN,31.108920685,
2018-04-09,HOCM.L,GBp,34.8530312258638,
2018-04-09,PIRC.MI,EUR,18.059011731,
2018-04-09,VATN.S,CHF,15.183191968,
2018-04-10,BFT.WA,PLN,31.829034589,
2018-04-10,HOCM.L,GBp,36.1632409220119,
2018-04-10,PIRC.MI,EUR,18.246914834,
2018-04-10,VATN.S,CHF,15.26268512,
2018-04-11,BFT.WA,PLN,32.117080151,
2018-04-11,HOCM.L,GBp,37.1541850481889,
2018-04-11,PIRC.MI,EUR,18.028540958,
2018-04-11,VATN.S,CHF,15.156694251,
2018-04-12,BFT.WA,PLN,31.685011808,
2018-04-12,HOCM.L,GBp,36.7109103246379,
2018-04-12,PIRC.MI,EUR,18.155502514,
2018-04-12,VATN.S,CHF,15.209689685,
2018-04-13,BFT.WA,PLN,31.685011808,
2018-04-13,HOCM.L,GBp,37.5443980326965,
2018-04-13,PIRC.MI,EUR,18.434817937,
2018-04-13,VATN.S,CHF,15.342178271,
2018-04-16,BFT.WA,PLN,30.820875123,
2018-04-16,HOCM.L,GBp,37.599551178919,
2018-04-16,PIRC.MI,EUR,18.409425626,
2018-04-16,VATN.S,CHF,15.421671423,
2018-04-17,BFT.WA,PLN,31.108920685,
2018-04-17,HOCM.L,GBp,37.6494715803897,
2018-04-17,PIRC.MI,EUR,18.206287136,
2018-04-17,VATN.S,CHF,15.421671423,
2018-04-18,BFT.WA,PLN,31.108920685,
2018-04-18,HOCM.L,GBp,37.021388184686,
2018-04-18,PIRC.MI,EUR,17.83048093,
2018-04-18,VATN.S,CHF,15.289182837,
2018-04-19,BFT.WA,PLN,30.964897904,
2018-04-19,HOCM.L,GBp,37.8618528565854,
2018-04-19,PIRC.MI,EUR,17.850794779,
2018-04-19,VATN.S,CHF,15.342178271,
2018-04-20,BFT.WA,PLN,30.820875123,
2018-04-20,HOCM.L,GBp,36.8573883233336,
2018-04-20,PIRC.MI,EUR,17.835559393,
2018-04-20,VATN.S,CHF,15.633653161,
2018-04-23,BFT.WA,PLN,30.820875123,
2018-04-23,HOCM.L,GBp,35.5215029320872,
2018-04-23,PIRC.MI,EUR,17.98791326,
2018-04-23,VATN.S,CHF,15.766141747,
2018-04-24,BFT.WA,PLN,31.108920685,
2018-04-24,HOCM.L,GBp,35.4963006428885,
2018-04-24,PIRC.MI,EUR,18.28246407,
2018-04-24,VATN.S,CHF,15.73964403,
2018-04-25,BFT.WA,PLN,31.685011808,
2018-04-25,HOCM.L,GBp,35.4291158126493,
2018-04-25,PIRC.MI,EUR,18.119953278,
2018-04-25,VATN.S,CHF,15.580657726,
2018-04-26,BFT.WA,PLN,29.16974758,
2018-04-26,HOCM.L,GBp,35.3911578062825,
2018-04-26,PIRC.MI,EUR,18.414504088,
2018-04-26,VATN.S,CHF,15.766141747,
2018-04-27,BFT.WA,PLN,29.034074335,
2018-04-27,HOCM.L,GBp,35.0784018337838,
2018-04-27,PIRC.MI,EUR,18.272307145,
2018-04-27,VATN.S,CHF,15.73964403,
2018-04-30,BFT.WA,PLN,28.898401091,
2018-04-30,HOCM.L,GBp,34.577491937193,
2018-04-30,PIRC.MI,EUR,18.292620994,
2018-04-30,VATN.S,CHF,15.792639464,
2018-05-01,HOCM.L,GBp,34.1156101348738,
2018-05-02,BFT.WA,PLN,29.16974758,
2018-05-02,HOCM.L,GBp,34.5640767142399,
2018-05-02,PIRC.MI,EUR,18.6684272,
2018-05-02,VATN.S,CHF,15.73964403,
2018-05-03,HOCM.L,GBp,34.6401162560861,
2018-05-03,PIRC.MI,EUR,18.490681022,
2018-05-03,VATN.S,CHF,14.732730775,
2018-05-04,BFT.WA,PLN,29.712440558,
2018-05-04,HOCM.L,GBp,35.5312492821344,
2018-05-04,PIRC.MI,EUR,18.500837946,
2018-05-04,VATN.S,CHF,14.837816944,
2018-05-07,BFT.WA,PLN,29.712440558,
2018-05-07,PIRC.MI,EUR,18.607485653,
2018-05-07,VATN.S,CHF,15.045702295,
2018-05-08,BFT.WA,PLN,29.034074335,
2018-05-08,HOCM.L,GBp,35.8599809143955,
2018-05-08,PIRC.MI,EUR,18.455131786,
2018-05-08,VATN.S,CHF,15.201616309,
2018-05-09,BFT.WA,PLN,29.034074335,
2018-05-09,HOCM.L,GBp,35.6979385243621,
2018-05-09,PIRC.MI,EUR,18.028540958,
2018-05-09,VATN.S,CHF,15.17563064,
2018-05-10,BFT.WA,PLN,29.441094069,
2018-05-10,HOCM.L,GBp,35.0904825910877,
2018-05-10,PIRC.MI,EUR,17.805088619,
2018-05-11,BFT.WA,PLN,30.119460292,
2018-05-11,HOCM.L,GBp,35.7545230248146,
2018-05-11,PIRC.MI,EUR,17.678127063,
2018-05-11,VATN.S,CHF,15.40950166,
2018-05-14,BFT.WA,PLN,30.255133536,
2018-05-14,HOCM.L,GBp,35.3186639234861,
2018-05-14,PIRC.MI,EUR,18.140267127,
2018-05-14,VATN.S,CHF,15.435487329,
2018-05-15,BFT.WA,PLN,28.491381357,
2018-05-15,HOCM.L,GBp,34.25139180667,
2018-05-15,PIRC.MI,EUR,18.927428775,
2018-05-15,VATN.S,CHF,15.40950166,
2018-05-16,BFT.WA,PLN,30.119460292,
2018-05-16,HOCM.L,GBp,34.1388213462726,
2018-05-16,PIRC.MI,EUR,29.255004145,
2018-05-16,VATN.S,CHF,15.253587646,
2018-05-17,BFT.WA,PLN,29.983787047,
2018-05-17,HOCM.L,GBp,34.1983191179567,
2018-05-17,PIRC.MI,EUR,29.799834182,
2018-05-17,VATN.S,CHF,15.17563064,
2018-05-18,BFT.WA,PLN,29.848113803,
2018-05-18,HOCM.L,GBp,34.4091680327415,
2018-05-18,PIRC.MI,EUR,30.052508982,
2018-05-18,VATN.S,CHF,15.253587646,
2018-05-21,BFT.WA,PLN,30.390806781,
2018-05-21,HOCM.L,GBp,34.9583447308914,
2018-05-21,PIRC.MI,EUR,30.313079869,
2018-05-22,BFT.WA,PLN,30.255133536,
2018-05-22,HOCM.L,GBp,35.7935419671301,
2018-05-22,PIRC.MI,EUR,30.084093332,
2018-05-22,VATN.S,CHF,15.227601978,
2018-05-23,BFT.WA,PLN,29.848113803,
2018-05-23,HOCM.L,GBp,34.7765979208435,
2018-05-23,PIRC.MI,EUR,29.278692408,
2018-05-23,VATN.S,CHF,15.123659302,
2018-05-24,BFT.WA,PLN,29.848113803,
2018-05-24,HOCM.L,GBp,35.0227413758191,
2018-05-24,PIRC.MI,EUR,28.765446721,
2018-05-24,VATN.S,CHF,14.967745288,
2018-05-25,BFT.WA,PLN,29.848113803,
2018-05-25,HOCM.L,GBp,34.5160434053806,
2018-05-25,PIRC.MI,EUR,29.33396502,
2018-05-25,VATN.S,CHF,14.474017579,
2018-05-28,BFT.WA,PLN,29.441094069,
2018-05-28,PIRC.MI,EUR,29.057601958,
2018-05-28,VATN.S,CHF,14.525988917,
2018-05-29,BFT.WA,PLN,29.712440558,
2018-05-29,HOCM.L,GBp,34.5449886463999,
2018-05-29,PIRC.MI,EUR,28.457499309,
2018-05-29,VATN.S,CHF,14.188175221,
2018-05-30,BFT.WA,PLN,29.576767314,
2018-05-30,HOCM.L,GBp,34.9621297641979,
2018-05-30,PIRC.MI,EUR,28.678589759,
2018-05-30,VATN.S,CHF,14.032261208,
2018-05-31,HOCM.L,GBp,34.476724720398,
2018-05-31,PIRC.MI,EUR,28.891784121,
2018-05-31,VATN.S,CHF,14.058246877,
2018-06-01,BFT.WA,PLN,29.848113803,
2018-06-01,HOCM.L,GBp,34.444044505237,
2018-06-01,PIRC.MI,EUR,28.931264558,
2018-06-01,VATN.S,CHF,14.136203884,
2018-06-04,BFT.WA,PLN,29.305420824,
2018-06-04,HOCM.L,GBp,34.3509723193817,
2018-06-04,PIRC.MI,EUR,29.065498046,
2018-06-04,VATN.S,CHF,14.370074904,
2018-06-05,BFT.WA,PLN,30.119460292,
2018-06-05,HOCM.L,GBp,35.0140712384037,
2018-06-05,PIRC.MI,EUR,29.515575033,
2018-06-05,VATN.S,CHF,14.292117897,
2018-06-06,BFT.WA,PLN,29.983787047,
2018-06-06,HOCM.L,GBp,35.2828402322223,
2018-06-06,PIRC.MI,EUR,29.381341545,
2018-06-06,VATN.S,CHF,14.318103566,
2018-06-07,BFT.WA,PLN,30.119460292,
2018-06-07,HOCM.L,GBp,34.9211777722352,
2018-06-07,PIRC.MI,EUR,29.349757195,
2018-06-07,VATN.S,CHF,14.292117897,
2018-06-08,BFT.WA,PLN,30.255133536,
2018-06-08,HOCM.L,GBp,32.0396123685142,
2018-06-08,PIRC.MI,EUR,28.725966284,
2018-06-08,VATN.S,CHF,14.266132228,
2018-06-11,BFT.WA,PLN,30.390806781,
2018-06-11,HOCM.L,GBp,31.8869226726997,
2018-06-11,PIRC.MI,EUR,29.705081132,
2018-06-11,VATN.S,CHF,14.551974586,
2018-06-12,BFT.WA,PLN,31.069173004,
2018-06-12,HOCM.L,GBp,31.8561073381774,
2018-06-12,PIRC.MI,EUR,29.452406333,
2018-06-12,VATN.S,CHF,14.681902931,
2018-06-13,BFT.WA,PLN,30.933499759,
2018-06-13,HOCM.L,GBp,31.6814717421067,
2018-06-13,PIRC.MI,EUR,29.33396502,
2018-06-13,VATN.S,CHF,14.551974586,
2018-06-14,BFT.WA,PLN,30.390806781,
2018-06-14,HOCM.L,GBp,32.3816502987596,
2018-06-14,PIRC.MI,EUR,29.215523708,
2018-06-14,VATN.S,CHF,14.370074904,
2018-06-15,BFT.WA,PLN,30.933499759,
2018-06-15,HOCM.L,GBp,30.4171418220442,
2018-06-15,PIRC.MI,EUR,29.412925895,
2018-06-15,VATN.S,CHF,14.266132228,
2018-06-18,BFT.WA,PLN,30.255133536,
2018-06-18,HOCM.L,GBp,30.2203140441438,
2018-06-18,PIRC.MI,EUR,29.191835446,
2018-06-18,VATN.S,CHF,14.058246877,
2018-06-19,BFT.WA,PLN,30.255133536,
2018-06-19,HOCM.L,GBp,29.8140152157121,
2018-06-19,PIRC.MI,EUR,28.939160646,
2018-06-19,VATN.S,CHF,14.136203884,
2018-06-20,BFT.WA,PLN,30.526480026,
2018-06-20,HOCM.L,GBp,29.8534607917558,
2018-06-20,PIRC.MI,EUR,28.820719334,
2018-06-20,VATN.S,CHF,14.110218215,
2018-06-21,BFT.WA,PLN,29.441094069,
2018-06-21,HOCM.L,GBp,29.8023935667192,
2018-06-21,PIRC.MI,EUR,28.583836709,
2018-06-21,VATN.S,CHF,13.876347195,
2018-06-22,BFT.WA,PLN,30.119460292,
2018-06-22,HOCM.L,GBp,30.5891998493958,
2018-06-22,PIRC.MI,EUR,29.041809783,
2018-06-22,VATN.S,CHF,14.318103566,
2018-06-25,BFT.WA,PLN,29.441094069,
2018-06-25,HOCM.L,GBp,29.8010064477768,
2018-06-25,PIRC.MI,EUR,28.623317146,
2018-06-25,VATN.S,CHF,14.318103566,
2018-06-26,BFT.WA,PLN,29.034074335,
2018-06-26,HOCM.L,GBp,30.1123361183074,
2018-06-26,PIRC.MI,EUR,28.631213234,
2018-06-26,VATN.S,CHF,14.188175221,
2018-06-27,BFT.WA,PLN,29.16974758,
2018-06-27,HOCM.L,GBp,29.9815554417387,
2018-06-27,PIRC.MI,EUR,28.789134984,
2018-06-27,VATN.S,CHF,14.292117897,
2018-06-28,BFT.WA,PLN,27.67734189,
2018-06-28,HOCM.L,GBp,29.6849126508744,
2018-06-28,PIRC.MI,EUR,28.125863635,
2018-06-28,VATN.S,CHF,14.110218215,
2018-06-29,BFT.WA,PLN,28.491381357,
2018-06-29,HOCM.L,GBp,30.100987053446,
2018-06-29,PIRC.MI,EUR,28.236408859,
2018-06-29,VATN.S,CHF,14.603945924,
2018-07-02,BFT.WA,PLN,27.134648912,
2018-07-02,HOCM.L,GBp,28.4566968485909,
2018-07-02,PIRC.MI,EUR,28.236408859,
2018-07-02,VATN.S,CHF,14.707888599,
2018-07-03,BFT.WA,PLN,27.080379614,
2018-07-03,HOCM.L,GBp,29.235909177845,
2018-07-03,PIRC.MI,EUR,28.591732796,
2018-07-03,VATN.S,CHF,14.422046241,
2018-07-04,BFT.WA,PLN,27.405995401,
2018-07-04,HOCM.L,GBp,29.8682441234589,
2018-07-04,PIRC.MI,EUR,28.339057997,
2018-07-04,VATN.S,CHF,14.44803191,
2018-07-05,BFT.WA,PLN,28.084361623,
2018-07-05,HOCM.L,GBp,30.1182562139058,
2018-07-05,PIRC.MI,EUR,28.804927159,
2018-07-05,VATN.S,CHF,14.500003248,
2018-07-06,BFT.WA,PLN,27.270322156,
2018-07-06,HOCM.L,GBp,29.4636264044253,
2018-07-06,PIRC.MI,EUR,28.17324016,
2018-07-06,VATN.S,CHF,14.474017579,
2018-07-09,BFT.WA,PLN,27.270322156,
2018-07-09,HOCM.L,GBp,29.4613304268072,
2018-07-09,PIRC.MI,EUR,28.386434522,
2018-07-09,VATN.S,CHF,14.707888599,
2018-07-10,BFT.WA,PLN,27.541668645,
2018-07-10,HOCM.L,GBp,29.094294597563,
2018-07-10,PIRC.MI,EUR,28.260097122,
2018-07-10,VATN.S,CHF,14.681902931,
2018-07-11,BFT.WA,PLN,26.863302422,
2018-07-11,HOCM.L,GBp,27.983047597283,
2018-07-11,PIRC.MI,EUR,27.63630621,
2018-07-11,VATN.S,CHF,14.733874268,
2018-07-12,BFT.WA,PLN,27.026110316,
2018-07-12,HOCM.L,GBp,27.9217058784562,
2018-07-12,PIRC.MI,EUR,27.63630621,
2018-07-12,VATN.S,CHF,14.032261208,
2018-07-13,BFT.WA,PLN,27.134648912,
2018-07-13,HOCM.L,GBp,27.5616692761934,
2018-07-13,PIRC.MI,EUR,27.47838446,
2018-07-13,VATN.S,CHF,14.110218215,
2018-07-16,BFT.WA,PLN,26.646225231,
2018-07-16,HOCM.L,GBp,27.5159969186311,
2018-07-16,PIRC.MI,EUR,27.746851435,
2018-07-16,VATN.S,CHF,13.902332863,
2018-07-17,BFT.WA,PLN,27.080379614,
2018-07-17,HOCM.L,GBp,27.9861421832453,
2018-07-17,PIRC.MI,EUR,27.95214971,
2018-07-17,VATN.S,CHF,13.616490505,
2018-07-18,BFT.WA,PLN,26.646225231,
2018-07-18,HOCM.L,GBp,28.283016991045,
2018-07-18,PIRC.MI,EUR,27.817916223,
2018-07-18,VATN.S,CHF,13.486562161,
2018-07-19,BFT.WA,PLN,26.212070849,
2018-07-19,HOCM.L,GBp,27.8661526728959,
2018-07-19,PIRC.MI,EUR,28.157447985,
2018-07-19,VATN.S,CHF,13.382619485,
2018-07-20,BFT.WA,PLN,25.343762083,
2018-07-20,HOCM.L,GBp,29.3170918078891,
2018-07-20,PIRC.MI,EUR,28.196928422,
2018-07-20,VATN.S,CHF,13.460576492,
2018-07-23,BFT.WA,PLN,25.506569977,
2018-07-23,HOCM.L,GBp,28.9031255659297,
2018-07-23,PIRC.MI,EUR,27.912669272,
2018-07-23,VATN.S,CHF,13.382619485,
2018-07-24,BFT.WA,PLN,25.506569977,
2018-07-24,HOCM.L,GBp,29.1609212472717,
2018-07-24,PIRC.MI,EUR,28.165344072,
2018-07-24,VATN.S,CHF,13.408605154,
2018-07-25,BFT.WA,PLN,25.777916466,
2018-07-25,HOCM.L,GBp,28.9509429560398,
2018-07-25,PIRC.MI,EUR,28.228512772,
2018-07-25,VATN.S,CHF,13.538533499,
2018-07-26,BFT.WA,PLN,26.157801551,
2018-07-26,HOCM.L,GBp,28.4773073236001,
2018-07-26,PIRC.MI,EUR,29.39713372,
2018-07-26,VATN.S,CHF,13.486562161,
2018-07-27,BFT.WA,PLN,25.560839275,
2018-07-27,HOCM.L,GBp,28.2178993291324,
2018-07-27,PIRC.MI,EUR,29.476094595,
2018-07-27,VATN.S,CHF,13.564519168,
2018-07-30,BFT.WA,PLN,25.994993657,
2018-07-30,HOCM.L,GBp,27.7359312404566,
2018-07-30,PIRC.MI,EUR,29.697185045,
2018-07-30,VATN.S,CHF,13.616490505,
2018-07-31,BFT.WA,PLN,24.42118402,
2018-07-31,HOCM.L,GBp,27.3994858548004,
2018-07-31,PIRC.MI,EUR,29.499782858,
2018-07-31,VATN.S,CHF,13.74641885,
2018-08-01,BFT.WA,PLN,25.126684892,
2018-08-01,HOCM.L,GBp,27.3131264437968,
2018-08-01,PIRC.MI,EUR,29.026017608,
2018-08-02,BFT.WA,PLN,24.963876999,
2018-08-02,HOCM.L,GBp,26.3426762655913,
2018-08-02,PIRC.MI,EUR,28.418018872,
2018-08-02,VATN.S,CHF,13.564519168,
2018-08-03,BFT.WA,PLN,25.506569977,
2018-08-03,HOCM.L,GBp,27.0340750559845,
2018-08-03,PIRC.MI,EUR,28.149551897,
2018-08-03,VATN.S,CHF,13.564519168,
2018-08-06,BFT.WA,PLN,25.66937787,
2018-08-06,HOCM.L,GBp,26.6534105404344,
2018-08-06,PIRC.MI,EUR,28.457499309,
2018-08-06,VATN.S,CHF,13.51254783,
2018-08-07,BFT.WA,PLN,25.832185764,
2018-08-07,HOCM.L,GBp,26.8540861135998,
2018-08-07,PIRC.MI,EUR,29.562951558,
2018-08-07,VATN.S,CHF,13.51254783,
2018-08-08,BFT.WA,PLN,26.320609444,
2018-08-08,HOCM.L,GBp,26.8261802781732,
2018-08-08,PIRC.MI,EUR,30.265703344,
2018-08-08,VATN.S,CHF,13.538533499,
2018-08-09,BFT.WA,PLN,26.103532253,
2018-08-09,HOCM.L,GBp,27.0373293945867,
2018-08-09,PIRC.MI,EUR,15.013415327,
2018-08-09,VATN.S,CHF,14.136203884,
2018-08-10,BFT.WA,PLN,26.103532253,
2018-08-10,HOCM.L,GBp,26.5165722673838,
2018-08-10,PIRC.MI,EUR,14.891991931,
