Date,RIC,Earnings Per Share - Mean
2016-10-07,NX.N,0.755
2016-10-10,CWENa.N,0.9075
2016-11-04,CWENa.N,0.90667
2016-11-04,DCO.N,1.475
2016-11-08,CWENa.N,0.92333
2016-11-14,CWENa.N,1.0125
2016-11-16,NX.N,0.75
2016-12-02,CWENa.N,1.0125
2016-12-05,CWENa.N,0.9308
2016-12-12,NX.N,0.76333
2016-12-13,NX.N,0.75
2016-12-14,NX.N,1.1375
2016-12-14,CWENa.N,0.93733
2016-12-19,NX.N,1.0625
2016-12-20,NX.N,0.9375
2017-01-04,CWENa.N,0.88733
2017-01-09,CWENa.N,0.91057
2017-02-16,NX.N,0.91
2017-02-28,CWENa.N,0.85533
2017-03-01,NX.N,0.9025
2017-03-01,CWENa.N,0.86125
2017-03-03,CWENa.N,0.88556
2017-03-06,DCO.N,1.734
2017-03-07,DCO.N,1.554
2017-03-08,NX.N,0.905
2017-03-08,CWENa.N,0.99
2017-03-08,DCO.N,1.484
2017-03-09,CWENa.N,0.97
2017-03-13,NX.N,0.895
2017-03-13,CWENa.N,0.94
2017-03-15,DCO.N,1.456
2017-03-28,CWENa.N,0.95
2017-04-03,CWENa.N,0.95
2017-04-12,CWENa.N,0.95
2017-04-20,CWENa.N,0.94
2017-04-26,CWENa.N,0.94
2017-05-02,CWENa.N,1.008
2017-05-04,DCO.N,1.402
2017-05-05,DCO.N,1.38
2017-05-07,DCO.N,1.36
2017-05-08,CWENa.N,1.026
2017-05-23,CWENa.N,1.012
2017-05-26,CWENa.N,1.60033
2017-06-01,NX.N,0.84333
2017-06-01,CWENa.N,1.49171
2017-06-02,NX.N,0.81
2017-06-05,DCO.N,1.3325
2017-06-06,NX.N,0.75
2017-06-07,CWENa.N,1.572
2017-06-09,NX.N,0.78333
2017-07-19,NX.N,0.78333
2017-07-24,CWENa.N,1.53433
2017-07-25,CWENa.N,1.47086
2017-08-03,CWENa.N,1.45514
2017-08-03,DCO.N,1.335
2017-08-04,CWENa.N,1.57433
2017-08-04,DCO.N,1.31
2017-08-07,NX.N,0.7925
2017-08-10,CWENa.N,1.01
2017-08-22,CWENa.N,1.01
2017-08-24,DCO.N,1.2575
2017-08-29,DCO.N,1.3225
2017-09-07,NX.N,0.83667
2017-09-07,CWENa.N,0.9902
2017-09-08,NX.N,0.79667
2017-09-11,NX.N,0.74667
2017-09-13,NX.N,0.695
2017-09-29,CWENa.N,0.9902
2017-10-04,NX.N,0.685
2017-10-15,CWENa.N,0.93525
2017-10-17,NX.N,0.69
2017-10-30,DCO.N,1.27
2017-11-02,CWENa.N,0.83025
2017-11-02,DCO.N,1.2
2017-11-03,DCO.N,0.59
2017-11-05,CWENa.N,0.75525
2017-11-09,CWENa.N,0.70333
2017-11-13,NX.N,0.765
2017-11-17,CWENa.N,0.71375
2017-12-12,NX.N,0.7675
2017-12-13,NX.N,0.78
2017-12-14,NX.N,0.77
2017-12-15,NX.N,0.7825
2017-12-18,NX.N,0.814
2018-01-02,CWENa.N,0.703
2018-01-03,CWENa.N,0.703
2018-01-04,NX.N,0.852
2018-01-24,CWENa.N,0.701
2018-02-01,CWENa.N,0.705
2018-02-07,CWENa.N,0.705
2018-02-08,CWENa.N,0.705
2018-02-27,NX.N,0.864
2018-02-28,DCO.N,0.87667
2018-03-01,CWENa.N,1.0765
2018-03-01,DCO.N,1.18667
2018-03-02,CWENa.N,1.085
2018-03-05,CWENa.N,1.07357
2018-03-06,NX.N,0.89
2018-03-07,NX.N,0.916
2018-03-08,CWENa.N,1.14917
2018-03-12,NX.N,0.9275
2018-03-14,NX.N,0.942
2018-03-19,CWENa.N,1.10643
2018-03-22,DCO.N,1.18333
2018-04-19,CWENa.N,1.05563
2018-05-03,CWENa.N,1.16071
2018-05-06,DCO.N,1.19
2018-05-08,DCO.N,0.97667
2018-05-10,CWENa.N,0.97625
2018-05-11,DCO.N,1.0725
2018-05-20,DCO.N,1.075
2018-05-22,CWENa.N,1.145
2018-05-23,NX.N,0.938
2018-05-25,NX.N,0.914
2018-06-05,NX.N,0.922
2018-06-06,NX.N,0.914
2018-06-11,NX.N,0.9175
2018-06-11,CWENa.N,1.13875
2018-06-14,NX.N,0.8925
2018-07-09,NX.N,0.88
2018-07-13,CWENa.N,1.235
2018-07-18,CWENa.N,1.10625
2018-08-02,CWENa.N,1.07167
2018-08-06,CWENa.N,1.075
2018-08-07,DCO.N,1.0
2018-08-14,CWENa.N,1.075
2018-08-31,NX.N,0.87
2018-09-07,NX.N,0.8725
2018-09-10,NX.N,0.86667
2018-09-10,CWENa.N,0.91625
2018-09-12,NX.N,0.87667
2018-09-13,CWENa.N,0.98875
2018-09-26,DCO.N,0.9975
2018-10-11,CWENa.N,1.071
2018-10-22,CWENa.N,1.065
2018-10-31,DCO.N,1.0
2018-11-06,CWENa.N,1.1
2018-11-06,DCO.N,1.11
2018-11-07,CWENa.N,1.08667
2018-11-07,DCO.N,1.0575
2018-11-13,CWENa.N,1.105
2018-12-03,NX.N,1.0225
2018-12-11,NX.N,0.9775
2018-12-12,NX.N,0.9475
2018-12-12,DCO.N,1.058
2018-12-14,NX.N,0.8675
2018-12-18,NX.N,0.7925
2019-01-07,CWENa.N,1.11571
2019-01-11,CWENa.N,1.01429
2019-01-14,CWENa.N,1.0285
2019-01-15,CWENa.N,1.021
2019-01-24,CWENa.N,1.0135
2019-02-14,NX.N,0.795
2019-02-15,CWENa.N,1.16225
2019-02-25,DCO.N,1.05
2019-02-28,CWENa.N,1.30714
2019-02-28,DCO.N,2.258
2019-03-01,CWENa.N,0.97
2019-03-01,DCO.N,2.388
2019-03-04,CWENa.N,0.98333
2019-03-06,CWENa.N,1.00333
2019-03-07,NX.N,0.82
2019-03-11,NX.N,0.825
2019-03-15,NX.N,0.83
2019-03-19,CWENa.N,0.93833
2019-04-16,DCO.N,2.348
2019-04-18,CWENa.N,0.95833
2019-04-23,DCO.N,2.344
2019-04-25,DCO.N,2.322
2019-05-06,DCO.N,2.492
2019-05-07,CWENa.N,1.005
2019-05-07,DCO.N,2.49
2019-05-08,CWENa.N,1.18
2019-05-14,CWENa.N,1.21
2019-06-05,NX.N,0.856
2019-06-09,NX.N,0.866
2019-06-14,DCO.N,2.478
2019-06-19,CWENa.N,1.21
2019-07-09,NX.N,0.87
2019-07-16,CWENa.N,1.17
2019-07-19,DCO.N,2.464
2019-08-05,DCO.N,2.494
2019-08-06,CWENa.N,0.83
2019-08-06,DCO.N,2.564
2019-08-07,CWENa.N,0.795
2019-09-06,NX.N,0.878
2019-09-09,NX.N,0.88
2019-09-10,NX.N,0.91
2019-09-12,NX.N,0.9125
2019-09-15,NX.N,0.92
2019-10-11,NX.N,1.005
2019-10-11,NX.N,0.908
2019-10-11,CWENa.N,0.431
2019-10-15,DCO.N,2.518
2019-10-17,CWENa.N,0.471
2019-10-21,DCO.N,2.496
2019-10-24,DCO.N,2.484
2019-10-30,DCO.N,2.536
2019-10-31,DCO.N,2.604
2019-11-06,CWENa.N,0.855
2019-11-06,DCO.N,2.645
2019-11-18,CWENa.N,0.51
2019-12-13,NX.N,1.0425
2019-12-16,CWENa.N,0.4
2019-12-18,NX.N,1.05667
2019-12-29,NX.N,1.07
2019-12-31,NX.N,1.07
2020-01-02,DCO.N,2.65
2020-01-14,CWENa.N,0.42333
2020-01-16,CWENa.N,0.42333
2020-01-17,CWENa.N,0.42667
2020-01-22,NX.N,1.08333
2020-01-23,DCO.N,2.65
2020-02-10,DCO.N,2.67333
2020-02-20,DCO.N,2.3725
2020-02-21,DCO.N,2.5825
2020-02-27,CWENa.N,1.264
2020-02-28,CWENa.N,1.072
2020-03-05,CWENa.N,1.056
2020-03-06,NX.N,1.08667
2020-03-09,NX.N,1.12333
2020-03-11,CWENa.N,1.042
2020-03-16,DCO.N,2.3925
2020-03-17,DCO.N,2.13
2020-03-31,NX.N,0.88
2020-04-02,NX.N,0.8975
2020-04-13,DCO.N,1.88
2020-04-15,CWENa.N,0.902
2020-04-16,DCO.N,1.7325
2020-04-20,DCO.N,1.7125
2020-04-21,NX.N,0.78
2020-04-21,CWENa.N,0.882
2020-04-21,DCO.N,1.7325
2020-04-30,DCO.N,1.9425
2020-05-01,DCO.N,1.845
2020-05-07,CWENa.N,1.008
2020-05-08,NX.N,0.6275
2020-05-08,CWENa.N,1.1675
2020-05-15,NX.N,0.5875
2020-05-20,DCO.N,1.864
2020-05-22,DCO.N,1.885
2020-06-05,NX.N,0.6225
2020-06-08,NX.N,0.5625
2020-06-17,CWENa.N,1.28
2020-07-15,CWENa.N,1.24667
2020-07-15,DCO.N,1.87
2020-07-30,DCO.N,2.0775
2020-07-31,DCO.N,2.155
2020-08-06,CWENa.N,1.2
2020-08-10,NX.N,0.6
2020-08-10,CWENa.N,1.25
2020-08-14,CWENa.N,1.22333
2020-09-04,NX.N,0.846
2020-09-08,NX.N,1.0175
2020-09-08,CWENa.N,0.985
2020-09-15,NX.N,1.022
2020-09-18,CWENa.N,1.002
2020-10-13,CWENa.N,1.004
2020-10-16,CWENa.N,0.992
2020-10-20,CWENa.N,0.996
2020-10-22,NX.N,1.178
2020-10-22,NX.N,1.026
2020-10-28,DCO.N,2.3
2020-10-29,DCO.N,2.4375
2020-11-05,CWENa.N,0.944
2020-11-16,CWENa.N,1.026
2020-11-23,CWENa.N,1.046
2020-12-11,NX.N,1.208
2020-12-14,NX.N,1.3225
2020-12-15,NX.N,1.4
2021-01-04,NX.N,1.395
2021-01-06,DCO.N,2.42333
2021-01-11,CWENa.N,1.084
2021-01-12,CWENa.N,1.096
2021-01-13,CWENa.N,1.242
2021-01-22,NX.N,1.386
2021-02-03,CWENa.N,1.188
2021-02-11,DCO.N,2.76667
2021-02-12,NX.N,1.394
2021-02-12,DCO.N,2.77
2021-03-01,CWENa.N,0.97167
2021-03-05,NX.N,1.424
2021-03-08,NX.N,1.516
2021-03-10,NX.N,1.514
2021-03-25,CWENa.N,0.95833
2021-03-30,CWENa.N,1.152
2021-04-15,DCO.N,2.8
2021-05-03,DCO.N,2.82667
2021-05-04,DCO.N,2.775
2021-05-06,CWENa.N,1.25
2021-05-07,CWENa.N,0.966
2021-05-19,CWENa.N,1.006
2021-06-04,NX.N,1.684
2021-06-07,NX.N,1.734
2021-06-21,CWENa.N,0.97
2021-07-21,CWENa.N,1.06
2021-07-23,DCO.N,2.775
2021-08-03,CWENa.N,1.032
2021-08-04,CWENa.N,0.885
2021-08-05,CWENa.N,0.9075
2021-08-10,CWENa.N,1.05
2021-08-12,DCO.N,2.865
2021-08-17,NX.N,1.724
2021-08-19,CWENa.N,1.08333
2021-08-25,NX.N,1.712
2021-08-25,CWENa.N,1.075
2021-08-26,NX.N,1.692
2021-08-30,NX.N,1.688
2021-09-03,CWENa.N,1.075
2021-09-07,NX.N,1.654
2021-09-07,NX.N,1.878
2021-10-15,DCO.N,2.835
2021-10-21,DCO.N,2.835
2021-10-25,CWENa.N,1.35
2021-11-02,DCO.N,2.92
2021-11-03,DCO.N,2.885
2021-11-04,CWENa.N,1.30667
2021-11-05,CWENa.N,0.93333
2021-11-10,CWENa.N,0.78
2021-11-11,CWENa.N,0.65667
2021-12-13,CWENa.N,0.6225
2021-12-16,CWENa.N,0.624
2021-12-17,NX.N,1.87
2021-12-20,NX.N,1.88
2022-01-02,DCO.N,2.83667
2022-01-07,DCO.N,2.83
2022-01-18,CWENa.N,0.65
2022-02-23,DCO.N,3.34667
2022-02-24,DCO.N,3.28
2022-02-28,CWENa.N,1.298
2022-03-01,CWENa.N,1.28
2022-03-02,DCO.N,3.185
2022-03-04,NX.N,1.91
2022-03-07,NX.N,1.954
2022-03-08,NX.N,1.958
2022-03-11,CWENa.N,1.10833
2022-03-21,CWENa.N,0.99
2022-04-01,CWENa.N,0.9975
2022-04-04,CWENa.N,0.908
2022-04-05,CWENa.N,0.928
2022-04-07,CWENa.N,1.09
2022-04-19,CWENa.N,0.98
2022-04-19,DCO.N,3.145
2022-04-28,DCO.N,3.17
2022-05-03,DCO.N,3.18
2022-05-04,DCO.N,3.53
2022-05-05,CWENa.N,0.985
2022-05-06,CWENa.N,0.83833
2022-05-09,CWENa.N,0.815
2022-05-10,DCO.N,3.685
2022-05-12,CWENa.N,0.9425
2022-05-17,CWENa.N,1.17333
2022-05-27,CWENa.N,1.17333
2022-06-03,NX.N,2.028
2022-06-06,NX.N,2.306
2022-06-09,NX.N,2.4
2022-06-21,NX.N,2.39
2022-07-19,DCO.N,3.605
2022-07-21,CWENa.N,1.135
2022-07-27,CWENa.N,1.14667
2022-08-02,CWENa.N,3.46
2022-08-03,CWENa.N,3.63
2022-08-04,DCO.N,3.09
2022-08-09,CWENa.N,4.5
2022-08-25,DCO.N,3.21333
2022-09-02,NX.N,2.41
2022-09-06,NX.N,2.514
2022-09-08,NX.N,2.542
2022-09-12,CWENa.N,3.5175
2022-09-21,CWENa.N,4.1325
2022-10-12,CWENa.N,4.1325
2022-10-14,NX.N,2.528
2022-11-02,NX.N,2.518
2022-11-02,CWENa.N,3.69333
2022-11-02,NX.N,2.414
2022-11-03,CWENa.N,3.46
2022-11-07,DCO.N,3.31667
2022-11-08,DCO.N,3.245
2022-11-09,CWENa.N,3.675
2022-11-18,CWENa.N,4.0
2022-12-12,CWENa.N,3.7575
2022-12-13,CWENa.N,4.0
2022-12-16,DCO.N,3.245
2022-12-19,NX.N,2.41
2022-12-22,NX.N,2.42
2023-01-24,NX.N,2.405
2023-01-30,CWENa.N,4.01333
2023-02-16,DCO.N,3.11
2023-02-17,DCO.N,2.88667
2023-02-21,NX.N,2.355
2023-02-23,CWENa.N,1.62
2023-03-02,CWENa.N,1.665
2023-03-07,NX.N,2.125
2023-03-09,CWENa.N,1.54667
2023-03-13,NX.N,1.9375
2023-03-14,NX.N,1.8725
2023-04-04,NX.N,1.88
2023-04-26,CWENa.N,1.43
2023-05-04,CWENa.N,1.604
2023-05-04,DCO.N,2.55333
2023-05-05,CWENa.N,1.72
2023-05-05,DCO.N,2.65667
2023-05-08,CWENa.N,1.696
2023-05-11,CWENa.N,1.85
2023-05-16,DCO.N,2.66667
2023-05-17,DCO.N,2.59333
2023-06-05,NX.N,2.11
2023-06-05,CWENa.N,1.846
2023-06-05,DCO.N,2.57333
2023-06-23,CWENa.N,1.71667
2023-07-06,DCO.N,2.58425
2023-07-17,CWENa.N,1.49333
2023-07-20,CWENa.N,1.42833
2023-08-03,DCO.N,2.54175
2023-08-04,DCO.N,2.42425
2023-08-08,CWENa.N,1.15833
2023-08-14,CWENa.N,1.15333
2023-08-14,DCO.N,2.4654
2023-08-16,CWENa.N,1.005
2023-09-05,NX.N,2.335
2023-09-06,NX.N,2.485
2023-09-20,CWENa.N,0.998
2023-10-12,CWENa.N,0.968
2023-10-17,CWENa.N,0.944
2023-10-20,NX.N,2.39333
2023-10-20,CWENa.N,0.92
2023-10-20,DCO.N,2.4454
2023-11-02,CWENa.N,0.73
2023-11-03,CWENa.N,0.73167
2023-11-05,CWENa.N,0.69333
2023-11-08,CWENa.N,0.66833
2023-11-08,DCO.N,2.4494
2023-11-09,DCO.N,2.51675
2023-11-10,DCO.N,2.52675
2023-11-13,DCO.N,2.5235
2023-12-03,WS.N,2.9
2023-12-18,NX.N,2.515
2023-12-19,NX.N,2.335
2023-12-21,NX.N,2.27333
2024-01-10,NX.N,2.2625
2024-01-12,WS.N,2.75
2024-02-15,DCO.N,3.0862
2024-02-16,DCO.N,3.0242
2024-02-18,DCO.N,2.9275
2024-02-22,CWENa.N,1.11
2024-02-23,CWENa.N,1.046
2024-02-25,CWENa.N,1.078
2024-02-29,NX.N,2.31
2024-02-29,CWENa.N,1.0
2024-03-01,CWENa.N,1.02
2024-03-08,NX.N,2.305
2024-03-11,NX.N,2.365
2024-03-11,WS.N,2.835
2024-03-12,NX.N,2.38
2024-03-25,WS.N,2.91
2024-03-29,WS.N,2.9
2024-04-02,CWENa.N,1.02
2024-04-02,WS.N,3.07
2024-05-08,DCO.N,2.915
2024-05-09,DCO.N,2.8798
2024-05-10,CWENa.N,1.042
2024-05-10,DCO.N,2.8778
2024-05-13,CWENa.N,1.098
2024-05-14,CWENa.N,1.168
2024-05-15,DCO.N,2.84725
2024-05-16,CWENa.N,1.185
2024-05-17,NX.N,2.3725
2024-05-20,NX.N,2.3425
2024-06-03,CWENa.N,1.185
2024-06-10,NX.N,2.3525
2024-06-26,WS.N,2.995
2024-07-01,DCO.N,2.8565
2024-07-17,DCO.N,2.8365
2024-08-01,CWENa.N,1.11
2024-08-02,CWENa.N,1.1225
2024-08-08,DCO.N,2.939
2024-08-09,DCO.N,3.08925
2024-08-12,CWENa.N,0.992
2024-08-13,DCO.N,3.16175
2024-09-09,NX.N,2.24
2024-09-10,NX.N,2.195
2024-09-11,NX.N,2.13
2024-09-20,CWENa.N,0.93167
2024-09-22,WS.N,3.075
2024-09-26,WS.N,2.975
2024-10-09,DCO.N,3.14675
2024-10-18,DCO.N,3.12425
2024-10-22,DCO.N,3.16425
2024-10-30,CWENa.N,0.93
2024-10-31,CWENa.N,0.91
2024-11-07,DCO.N,3.30425
2024-11-08,DCO.N,3.3625
2024-11-25,CWENa.N,0.87143
2024-11-27,NX.N,2.1225
2024-12-03,NX.N,2.325
2024-12-03,NX.N,2.135
2024-12-04,CWENa.N,0.90857
2024-12-17,NX.N,2.26
2024-12-19,NX.N,2.23333
2024-12-23,NX.N,2.2375
2024-12-23,WS.N,2.575
2024-12-30,DCO.N,3.36
2025-01-14,DCO.N,3.344
2025-01-15,CWENa.N,0.77667
2025-01-16,DCO.N,3.332
2025-01-21,WS.N,2.255
2025-01-22,CWENa.N,0.77667
2025-01-28,CWENa.N,0.78
2025-01-28,CWENa.N,0.64167
2025-02-07,NX.N,2.245
2025-02-10,NX.N,2.225
2025-02-11,NX.N,2.43
2025-02-13,NX.N,2.51
2025-02-14,NX.N,2.43
2025-02-25,CWENa.N,0.746
2025-02-27,DCO.N,3.876
2025-02-28,DCO.N,3.812
2025-03-03,CWENa.N,0.50333
2025-03-03,DCO.N,3.722
2025-03-04,CWENa.N,0.5375
2025-03-06,DCO.N,3.5575
2025-03-06,WS.N,2.055
2025-03-10,DCO.N,3.7048
2025-03-11,NX.N,2.445
2025-03-13,NX.N,2.465
2025-03-13,DCO.N,3.7168
2025-03-14,NX.N,2.5575
2025-03-20,WS.N,1.94
2025-03-25,CWENa.N,0.646
2025-04-14,DCO.N,3.6768
2025-04-17,CWENa.N,0.6
2025-04-17,DCO.N,3.6608
2025-04-25,CWENa.N,0.71429
2025-05-01,CWENa.N,0.94143
2025-05-06,DCO.N,3.7808
2025-05-07,CWENa.N,1.03667
2025-05-07,DCO.N,3.8276
2025-05-09,DCO.N,3.7536
2025-06-09,NX.N,2.5725
2025-06-10,NX.N,2.6125
2025-06-19,WS.N,2.47
2025-06-19,WS.N,1.925
2025-06-26,WS.N,2.57
2025-06-29,CWENa.N,1.00714
2025-07-02,DCO.N,3.7736
2025-07-11,DCO.N,3.7836
2025-07-14,DCO.N,3.7852
2025-07-28,CWENa.N,1.02143
2025-07-28,DCO.N,3.725
2025-08-06,CWENa.N,0.82286
2025-08-07,DCO.N,3.7125
2025-08-08,DCO.N,3.73
2025-08-12,CWENa.N,0.578
2025-09-08,NX.N,2.3425
2025-09-10,NX.N,2.1775
2025-09-11,NX.N,2.02
2025-09-12,NX.N,2.205
2025-09-12,NX.N,2.015
2025-09-12,CWENa.N,0.664
2025-09-15,WS.N,2.595
2025-09-21,WS.N,2.6
2025-09-25,WS.N,2.66
2025-10-01,CWENa.N,0.664
2025-10-06,CWENa.N,0.548
2025-10-09,DCO.N,3.7325
2025-10-15,DCO.N,3.6925
2025-10-22,CWENa.N,0.48333
2025-10-22,DCO.N,3.6825
2025-11-05,CWENa.N,0.81667
2025-11-06,DCO.N,3.685
2025-11-07,DCO.N,3.695
2025-11-11,CWENa.N,1.1375
2025-12-02,CWENa.N,1.352
2025-12-08,NX.N,1.9975
2025-12-09,CWENa.N,1.606
2025-12-10,CWENa.N,1.615
2025-12-11,DCO.N,3.695
2025-12-15,NX.N,2.1125
2025-12-15,WS.N,2.61
2025-12-18,WS.N,2.465
2025-12-19,CWENa.N,1.59714
2026-01-06,CWENa.N,1.58571
2026-01-09,DCO.N,3.675
2026-01-12,DCO.N,3.6732
2026-01-16,DCO.N,3.6772
2026-01-29,CWENa.N,1.90857
2026-02-19,DCO.N,3.6732
2026-02-23,CWENa.N,1.18429
2026-02-24,CWENa.N,1.13571
2026-02-26,DCO.N,4.431
2026-02-27,DCO.N,4.401
2026-03-02,DCO.N,4.2976
2026-03-03,NX.N,2.0975
2026-03-09,NX.N,2.0075
2026-03-23,CWENa.N,1.12857
2026-03-24,WS.N,2.415
2026-03-26,WS.N,2.265
2026-03-27,CWENa.N,1.09143
2014-10-24,TNC.N,2.6075
2014-11-24,PRA.N,3.01257
2014-12-19,RES.N,1.09786
2014-12-30,MCRI.OQ,0.73233
2015-01-07,RES.N,1.09857
2015-01-09,PRA.N,3.01114
2015-01-20,RES.N,1.096
2015-01-21,PRA.N,2.99686
2015-01-23,RES.N,1.09667
2015-01-26,MCRI.OQ,0.74567
2015-01-26,RES.N,1.098
2015-01-28,RES.N,0.58667
2015-01-29,PRA.N,2.92929
2015-01-29,PRA.N,2.99829
2015-01-29,RES.N,0.31412
2015-01-30,RES.N,0.31
2015-02-03,RES.N,0.30177
2015-02-05,MCRI.OQ,0.74567
2015-02-10,RES.N,0.24471
2015-02-20,TNC.N,3.15667
2015-02-20,TNC.N,2.60667
2015-02-24,RES.N,0.24765
2015-02-25,MCRI.OQ,0.97675
2015-02-25,TNC.N,2.60667
2015-02-25,PRA.N,2.89357
2015-02-26,MCRI.OQ,1.007
2015-03-02,RES.N,0.24235
2015-03-03,RES.N,0.24833
2015-03-05,PRA.N,2.85083
2015-03-06,MCRI.OQ,0.96933
2015-03-06,RES.N,0.24167
2015-03-08,RES.N,0.23556
2015-03-12,RES.N,0.22167
2015-03-20,RES.N,0.20111
2015-03-26,RES.N,0.19
2015-03-30,RES.N,0.18278
2015-03-31,RES.N,0.15944
2015-04-01,MCRI.OQ,0.97267
2015-04-01,RES.N,0.16556
2015-04-08,RES.N,0.165
2015-04-09,PRA.N,2.83417
2015-04-10,RES.N,0.155
2015-04-14,RES.N,0.14722
2015-04-16,RES.N,0.11556
2015-04-17,RES.N,0.115
2015-04-20,MCRI.OQ,0.986
2015-04-20,RES.N,0.11167
2015-04-21,RES.N,0.09889
2015-04-22,MCRI.OQ,0.99267
2015-04-23,MCRI.OQ,1.00767
2015-04-27,TNC.N,2.59
2015-04-27,RES.N,0.07
2015-04-29,RES.N,0.02556
2015-04-30,RES.N,-0.07611
2015-05-01,RES.N,-0.09444
2015-05-08,PRA.N,2.7275
2015-05-11,PRA.N,2.69417
2015-05-11,RES.N,-0.10611
2015-05-14,PRA.N,2.704
2015-05-14,RES.N,-0.10889
2015-05-18,PRA.N,2.70333
2015-05-19,RES.N,-0.13167
2015-06-01,PRA.N,2.68814
2015-06-05,RES.N,-0.13526
2015-06-11,RES.N,-0.13842
2015-06-17,MCRI.OQ,1.01325
2015-06-24,MCRI.OQ,1.01325
2015-06-24,RES.N,-0.13579
2015-06-29,RES.N,-0.14263
2015-06-30,RES.N,-0.16158
2015-07-06,RES.N,-0.16053
2015-07-07,RES.N,-0.17474
2015-07-08,RES.N,-0.17842
2015-07-09,RES.N,-0.19737
2015-07-12,RES.N,-0.21056
2015-07-17,RES.N,-0.215
2015-07-20,PRA.N,2.66671
2015-07-20,RES.N,-0.22412
2015-07-22,MCRI.OQ,1.01825
2015-07-24,MCRI.OQ,1.02525
2015-07-24,TNC.N,2.56667
2015-07-29,RES.N,-0.25941
2015-07-30,RES.N,-0.33294
2015-07-31,RES.N,-0.33941
2015-08-02,RES.N,-0.35
2015-08-04,RES.N,-0.35882
2015-08-06,PRA.N,2.67386
2015-08-07,PRA.N,2.65529
2015-08-12,RES.N,-0.36882
2015-08-24,RES.N,-0.37235
2015-08-27,RES.N,-0.38
2015-08-28,RES.N,-0.38294
2015-08-31,RES.N,-0.38765
2015-09-01,RES.N,-0.39118
2015-09-03,RES.N,-0.39529
2015-09-09,RES.N,-0.39588
2015-09-10,RES.N,-0.39882
2015-09-11,RES.N,-0.39941
2015-09-14,RES.N,-0.40118
2015-09-21,RES.N,-0.40389
2015-09-23,RES.N,-0.41056
2015-10-01,RES.N,-0.415
2015-10-02,RES.N,-0.41889
2015-10-06,RES.N,-0.42111
2015-10-12,RES.N,-0.42278
2015-10-13,RES.N,-0.42611
2015-10-15,RES.N,-0.43278
2015-10-16,PRA.N,2.64186
2015-10-20,RES.N,-0.43444
2015-10-23,MCRI.OQ,1.08025
2015-10-28,TNC.N,2.54
2015-10-28,RES.N,-0.44611
2015-10-29,MCRI.OQ,1.097
2015-10-29,RES.N,-0.45778
2015-10-30,RES.N,-0.45722
2015-11-02,RES.N,-0.45667
2015-11-03,TNC.N,2.535
2015-11-04,RES.N,-0.45941
2015-11-05,PRA.N,2.65614
2015-11-06,RES.N,-0.45882
2015-11-10,PRA.N,2.65043
2015-11-11,PRA.N,2.66
2015-11-13,PRA.N,2.6495
2015-12-02,PRA.N,2.64957
2015-12-07,RES.N,-0.45706
2015-12-08,MCRI.OQ,1.09775
2015-12-18,RES.N,-0.45889
2015-12-21,RES.N,-0.45926
2015-12-22,RES.N,-0.4603
2016-01-05,RES.N,-0.45886
2016-01-08,RES.N,-0.45914
2016-01-11,RES.N,-0.45868
2016-01-12,RES.N,-0.45959
2016-01-13,RES.N,-0.45823
2016-01-15,PRA.N,2.641
2016-01-15,PRA.N,2.54871
2016-01-19,TNC.N,2.52
2016-01-19,PRA.N,2.63957
2016-01-19,RES.N,-0.45868
2016-01-27,RES.N,-0.56227
2016-01-28,RES.N,-0.59864
2016-01-29,RES.N,-0.61238
2016-02-01,RES.N,-0.61191
2016-02-21,TNC.N,2.725
2016-02-21,TNC.N,2.52
2016-02-24,MCRI.OQ,1.13075
2016-02-24,PRA.N,2.54157
2016-02-25,MCRI.OQ,1.24825
2016-02-25,PRA.N,2.555
2016-02-25,RES.N,-0.62
2016-02-26,TNC.N,2.54
2016-02-26,RES.N,-0.6135
2016-02-29,TNC.N,2.37
2016-02-29,PRA.N,2.56929
2016-02-29,RES.N,-0.61191
2016-03-02,RES.N,-0.61818
2016-03-04,MCRI.OQ,1.24825
2016-03-11,RES.N,-0.61864
2016-03-14,RES.N,-0.62957
2016-03-16,RES.N,-0.62913
2016-03-18,RES.N,-0.63917
2016-03-23,RES.N,-0.64439
2016-03-28,RES.N,-0.667
2016-03-30,RES.N,-0.67526
2016-03-31,RES.N,-0.69265
2016-04-05,TNC.N,2.38
2016-04-07,RES.N,-0.69254
2016-04-11,MCRI.OQ,1.25075
2016-04-12,RES.N,-0.69921
2016-04-18,PRA.N,2.56271
2016-04-18,RES.N,-0.70629
2016-04-19,RES.N,-0.71421
2016-04-21,MCRI.OQ,1.27
2016-04-25,TNC.N,2.36333
2016-04-25,RES.N,-0.72213
2016-04-26,TNC.N,2.37
2016-04-27,RES.N,-0.70874
2016-04-28,PRA.N,2.51271
2016-04-28,RES.N,-0.73005
2016-04-29,PRA.N,2.44129
2016-04-29,RES.N,-0.74352
2016-05-02,PRA.N,2.41986
2016-05-02,RES.N,-0.74448
2016-05-03,RES.N,-0.754
2016-05-04,RES.N,-0.7547
2016-05-05,RES.N,-0.7572
2016-05-06,PRA.N,2.398
2016-05-09,PRA.N,2.33514
2016-05-10,RES.N,-0.75638
2016-05-12,PRA.N,2.31443
2016-05-18,RES.N,-0.76067
2016-05-27,MCRI.OQ,1.295
2016-06-01,RES.N,-0.76181
2016-06-03,MCRI.OQ,1.2925
