Date,RIC,Earnings Per Share - Mean,Earnings Per Share - Predicted Surprise PCT,Earnings Per Share - SmartEstimate®,Earnings Per Share - Standard Deviation
2017-07-11,USB.N,3.45636,-0.122,3.45216,0.04322
2017-07-12,AON.N,6.5245,0.431,6.55262,0.24257
2017-07-12,MET.N,5.37844,-0.095,5.37333,0.12138
2017-07-12,OKE.N,1.954,-0.36,1.94696,0.10688
2017-07-12,SAMG.OQ,0.87,0,0.87,0
2017-07-12,SWK.N,7.2301,0.168,7.24227,0.0405
2017-07-12,SWX.N,3.36875,-0.539,3.35061,0.04196
2017-07-12,THR.N,0.4525,1.457,0.4591,0.03929
2017-07-12,UNP.N,5.75648,0.105,5.76255,0.09877
2017-07-12,USB.N,3.45603,-0.127,3.45166,0.04293
2017-07-13,GOOG.OQ,1.70686,-0.348,1.70092,0.03158
2017-07-13,NOV.N,-0.39985,-0.282,-0.40098,0.11414
2017-07-13,PII.N,4.41947,-1.136,4.36928,0.14986
2017-07-13,UNP.N,5.75755,0.109,5.76383,0.09927
2017-07-14,HPE.N,1.43813,,,0.07143
2017-07-14,GOOG.OQ,1.70772,-0.398,1.70092,0.03272
2017-07-14,HPE.N,1.43813,-1.187,1.42106,0.07143
2017-07-14,NOV.N,-0.39803,-1.17,-0.40269,0.11364
2017-07-14,PII.N,4.41895,-1.049,4.37261,0.14963
2017-07-14,UNP.N,5.75928,0.149,5.76784,0.09991
2017-07-16,CAL.N,,-0.636,2.17195,
2017-07-16,PRA.N,2.32571,0.448,2.33614,0.10404
2017-07-17,EXAS.OQ,-1.32643,0.289,-1.3226,0.0906
2017-07-17,GOOG.OQ,1.70696,,,0.03496
2017-07-17,MET.N,5.37917,-0.08,5.37487,0.12116
2017-07-17,NOV.N,-0.40136,-0.922,-0.40506,0.10871
2017-07-17,OKE.N,1.97167,-1.239,1.94725,0.10526
2017-07-17,PII.N,4.42263,-1.008,4.37805,0.1504
2017-07-17,SWX.N,3.3775,-0.425,3.36316,0.03562
2017-07-17,UNP.N,5.76203,0.211,5.7742,0.09989
2017-07-18,CMC.N,0.92925,1.018,0.93871,0.03767
2017-07-18,GOOG.OQ,1.71105,,,0.03366
2017-07-18,HPE.N,,-1.209,1.42074,
2017-07-18,NIC.N,3.105,-1.449,3.06,0.045
2017-07-18,NOV.N,-0.39955,-0.822,-0.40283,0.10737
2017-07-18,OKE.N,1.954,-0.343,1.9473,0.10688
2017-07-18,RIGL.OQ,-5.3,-0.393,-5.3208,0.755
2017-07-18,UTHR.OQ,,1.426,14.6677,
2017-07-18,CMC.N,0.92925,,,0.03767
2017-07-19,CMC.N,,1.019,0.93872,
2017-07-19,CRMT.OQ,3.064,-0.119,3.06035,0.16942
2017-07-19,GOOG.OQ,1.696,-11.35,1.5035,0.07175
2017-07-19,IAC.OQ,3.06078,0.008,3.06102,0.307
2017-07-19,NIC.N,3.18,0.008,3.18025,0.12
2017-07-19,UNP.N,5.76604,0.143,5.77429,0.09935
2017-07-19,USB.N,3.44274,-0.024,3.44191,0.04781
2017-07-19,UTHR.OQ,14.44418,1.409,14.64771,1.33008
2017-07-20,PLXS.OQ,3.45875,,,0.05325
2017-07-20,PLXS.OQ,3.22,,,0.005
2017-07-20,USB.N,3.43942,,,0.04157
2017-07-20,AWI.N,2.67794,-0.466,2.66547,0.07505
2017-07-20,EXAS.OQ,-1.325,-0.11,-1.32646,0.09006
2017-07-20,GOOG.OQ,1.619,-5.584,1.5286,0.11476
2017-07-20,HPE.N,,-1.22,1.42058,
2017-07-20,MET.N,5.37706,-0.071,5.37322,0.11997
2017-07-20,NOV.N,-0.40422,0.786,-0.40104,0.10343
2017-07-20,PII.N,4.42737,-0.856,4.38946,0.14793
2017-07-20,PLXS.OQ,3.22,0.014,3.22046,0.005
2017-07-20,SWK.N,7.22985,0.152,7.24082,0.04081
2017-07-20,UNP.N,5.76607,0.285,5.7825,0.09108
2017-07-20,USB.N,3.43942,0.026,3.44032,0.04157
2017-07-21,FRT.N,3.19125,-0.02,3.19062,0.14049
2017-07-21,GOOG.OQ,1.53238,-0.532,1.52422,0.0512
2017-07-21,HPE.N,1.44333,-1.446,1.42247,0.07077
2017-07-21,PII.N,4.46526,-0.465,4.44449,0.13873
2017-07-21,PLXS.OQ,,-0.291,3.44867,
2017-07-21,SWK.N,7.23635,0.255,7.25477,0.04838
2017-07-21,TK.N,-1.06,-3.159,-1.09349,0.42552
2017-07-21,UNP.N,5.76828,0.358,5.78891,0.08746
2017-07-21,USB.N,,-0.12,3.43529,
2017-07-21,UTHR.OQ,14.39782,0.401,14.4555,1.33335
2017-07-24,AON.N,6.53006,0.399,6.55613,0.24194
2017-07-24,GOOG.OQ,1.51939,-0.362,1.51389,0.06142
2017-07-24,PII.N,4.47158,-0.431,4.4523,0.13511
2017-07-24,SWK.N,7.2509,0.236,7.26801,0.04996
2017-07-24,UNP.N,5.77552,0.315,5.79373,0.08799
2017-07-25,AON.N,6.52847,0.323,6.54956,0.23558
2017-07-25,EXAS.OQ,-1.30071,0.873,-1.28936,0.09975
2017-07-25,GOOG.OQ,1.53516,-0.427,1.5286,0.06064
2017-07-25,SWK.N,7.27363,0.164,7.28552,0.04494
2017-07-25,TK.N,-1.36,0.192,-1.35739,0.04
2017-07-26,SWK.N,7.29153,,,0.04414
2017-07-26,EXAS.OQ,-1.182,2.18,-1.15623,0.0878
2017-07-26,GOOG.OQ,1.53562,-0.299,1.53103,0.05974
2017-07-26,LRCX.OQ,1.13778,4.083,1.18424,0.13161
2017-07-26,NOV.N,-0.40339,0.532,-0.40124,0.10498
2017-07-26,OKE.N,1.93667,-0.446,1.92802,0.10499
2017-07-26,SLAB.OQ,3.05417,0.094,3.05703,0.02564
2017-07-26,SWK.N,7.29153,0.21,7.30683,0.04414
2017-07-27,CUBE.N,0.67,0.26,0.67174,0.02366
2017-07-27,HPE.N,1.44357,-1.541,1.42133,0.07325
2017-07-27,LRCX.OQ,1.2709,0.98,1.28335,0.08392
2017-07-27,MET.N,5.38261,0.001,5.38268,0.11621
2017-07-27,UNP.N,5.78607,0.133,5.79377,0.0692
2017-07-27,UTHR.OQ,12.16,-5.999,11.43048,1.92893
2017-07-28,UTHR.OQ,11.004,,,2.12321
2017-07-28,NOV.N,-0.40113,6.896,-0.37347,0.10951
2017-07-28,UTHR.OQ,11.004,-8.448,10.07434,2.12321
2017-07-29,OKE.N,1.954,,,0.10688
2017-07-30,UTHR.OQ,,-8.446,10.07466,
2017-07-31,AWI.N,2.70169,-0.222,2.69568,0.073
2017-07-31,GOOG.OQ,1.52873,0.091,1.53012,0.05109
2017-07-31,IAC.OQ,3.06133,0.118,3.06494,0.30717
2017-07-31,NOV.N,-0.40694,5.258,-0.38554,0.09411
2017-07-31,OKE.N,,-0.302,1.9481,
2017-07-31,QLYS.OQ,0.84375,0.071,0.84435,0.01166
2017-07-31,SWK.N,,0.214,7.30711,
2017-07-31,USB.N,3.43489,0.015,3.4354,0.04131
2017-08-01,AWI.N,2.7018,1.035,2.72976,0.0697
2017-08-01,LRCX.OQ,1.27305,0.831,1.28362,0.08556
2017-08-01,NOV.N,-0.4079,2.831,-0.39636,0.09367
2017-08-01,OKE.N,1.93333,-0.494,1.92378,0.10796
2017-08-01,PRA.N,2.21571,-2.419,2.16212,0.12292
2017-08-01,RIGL.OQ,-5.475,-3.184,-5.6493,0.8526
2017-08-01,SWK.N,7.29494,0.168,7.30717,0.04283
2017-08-01,THR.N,0.44667,1.331,0.45261,0.04055
2017-08-01,RIGL.OQ,-5.475,,,0.8526
2017-08-02,OKE.N,1.80714,,,0.24306
2017-08-02,THR.N,0.44556,,,0.0508
2017-08-02,AWI.N,2.71767,0.364,2.72757,0.04301
2017-08-02,CUBE.N,0.678,0.46,0.68112,0.02561
2017-08-02,FRT.N,3.23375,0.255,3.24199,0.17485
2017-08-02,GOOG.OQ,1.5295,0.079,1.5307,0.0505
2017-08-02,IAC.OQ,3.05578,0.132,3.05983,0.30623
2017-08-02,MET.N,5.34978,0.076,5.35385,0.17005
2017-08-02,NOV.N,-0.39694,-0.343,-0.3983,0.07989
2017-08-02,OKE.N,1.80714,-1.723,1.77601,0.24306
2017-08-02,QLYS.OQ,0.85625,1.019,0.86497,0.03276
2017-08-02,RIGL.OQ,,-9.02,-5.9688,
2017-08-02,THR.N,0.44556,-2.046,0.43644,0.0508
2017-08-02,USB.N,3.4365,-0.01,3.43614,0.0409
2017-08-03,QLYS.OQ,0.89938,,,0.02304
2017-08-03,CUBE.N,0.6825,0.251,0.68421,0.01479
2017-08-03,IAC.OQ,3.03663,2.907,3.12491,0.42
2017-08-03,MET.N,5.32644,-0.201,5.31572,0.16538
2017-08-03,NOV.N,-0.39948,0.252,-0.39848,0.0799
2017-08-03,OKE.N,,-8.254,1.65798,
2017-08-03,QLYS.OQ,0.89938,0.094,0.90022,0.02304
2017-08-03,THR.N,,-2.007,0.43661,
2017-08-04,AON.N,6.48461,0.113,6.49193,0.15009
2017-08-04,FRT.N,3.26,-0.102,3.25666,0.18337
2017-08-04,IAC.OQ,3.05716,1.916,3.11574,0.40328
2017-08-04,LRCX.OQ,1.27127,1.057,1.28471,0.08756
2017-08-04,MET.N,5.28144,0.001,5.28147,0.21692
2017-08-04,NOV.N,-0.40052,0.288,-0.39936,0.08009
2017-08-04,QLYS.OQ,,0.621,0.90496,
2017-08-04,SAMG.OQ,0.9,0,0.9,0
2017-08-04,SWK.N,7.29521,0.158,7.30672,0.0417
2017-08-04,THR.N,0.43444,-3.689,0.41842,0.06076
2017-08-04,TK.N,-1.255,0.12,-1.25349,0.145
2017-08-04,UTHR.OQ,10.54333,-4.331,10.08672,1.69905
2017-08-07,AON.N,6.49911,0.057,6.50278,0.09622
2017-08-07,AWI.N,2.724,0.023,2.72462,0.03034
2017-08-07,CHRS.OQ,-4.39383,2.204,-4.29699,0.53148
2017-08-07,GOOG.OQ,1.52972,0.061,1.53064,0.04992
2017-08-07,MET.N,5.0502,-5.333,4.7809,0.38712
2017-08-07,NOV.N,-0.39565,0.077,-0.39534,0.07551
2017-08-07,PRA.N,2.19429,-2.357,2.14256,0.13616
2017-08-07,QLYS.OQ,0.90125,0.292,0.90388,0.02088
2017-08-07,UTHR.OQ,10.08778,0.55,10.14325,0.92246
2017-08-08,PRA.N,2.14,,,0.0484
2017-08-08,AON.N,6.49542,0.137,6.50433,0.0916
2017-08-08,CHRS.OQ,-4.35717,3.741,-4.19418,0.53871
2017-08-08,OKE.N,1.7,-2.454,1.65827,0.2062
2017-08-08,PRA.N,2.14,-0.168,2.13641,0.0484
2017-08-08,RIGL.OQ,-5.9667,-0.045,-5.9693,0.0471
2017-08-08,USB.N,3.4365,-0.008,3.43623,0.0409
2017-08-09,MET.N,4.99021,-4.448,4.76827,0.38081
2017-08-09,PRA.N,,-0.463,2.1301,
2017-08-09,QLYS.OQ,0.90533,-0.162,0.90387,0.01408
2017-08-09,THR.N,0.42875,-2.474,0.41814,0.06214
2017-08-09,USB.N,3.43524,-0.003,3.43515,0.04073
2017-08-10,FRT.N,3.27857,-0.227,3.27113,0.18886
2017-08-10,PRA.N,2.14286,-0.355,2.13525,0.04832
2017-08-10,SWK.N,7.29563,0.173,7.30828,0.04242
2017-08-10,SWX.N,3.3825,-0.246,3.37417,0.03832
2017-08-10,TK.N,-1.11,0.0,-1.11,0.0
2017-08-11,AON.N,6.49805,0.066,6.50233,0.08804
2017-08-11,ASIX.N,2.745,-0.186,2.73989,0.045
2017-08-11,FRT.N,3.36175,0.035,3.36294,0.14076
2017-08-11,MET.N,4.95521,-3.124,4.80042,0.36367
2017-08-11,SWX.N,3.39875,0.392,3.41206,0.05085
2017-08-11,UNP.N,5.78621,0.124,5.79335,0.0717
2017-08-14,CMC.N,0.908,-0.423,0.90416,0.0406
2017-08-14,MET.N,4.94236,-3.26,4.78123,0.36504
2017-08-14,OKE.N,1.74333,-1.064,1.72479,0.21171
2017-08-14,PII.N,4.47474,-0.34,4.45951,0.1362
2017-08-14,PRA.N,2.14333,-0.379,2.13521,0.05218
2017-08-14,QLYS.OQ,0.90438,-0.124,0.90325,0.01413
2017-08-15,HPE.N,1.44429,,,0.07268
2017-08-15,GOOG.OQ,1.5302,0.058,1.53108,0.04929
2017-08-15,HPE.N,1.44429,-1.757,1.41892,0.07268
2017-08-15,IAC.OQ,3.06533,2.005,3.1268,0.41581
2017-08-15,PRA.N,2.13714,-0.442,2.1277,0.05063
2017-08-15,SWX.N,3.40714,0.613,3.42804,0.04891
2017-08-16,CMC.N,0.8955,-1.062,0.88599,0.04407
2017-08-16,HPE.N,,-1.766,1.41878,
2017-08-16,IAC.OQ,3.05811,2.115,3.12279,0.41437
2017-08-16,MET.N,4.90331,-2.494,4.781,0.34951
2017-08-16,SNPS.OQ,3.295,0.079,3.29761,0.01937
2017-08-16,CMC.N,0.8955,,,0.04407
2017-08-17,CMC.N,,-3.835,0.86116,
2017-08-17,CUBE.N,0.686,0.283,0.68794,0.01497
2017-08-17,NOV.N,-0.39403,-0.653,-0.3966,0.07377
2017-08-17,OKE.N,1.65571,-1.013,1.63895,0.29066
2017-08-17,PII.N,4.474,-0.32,4.45967,0.13279
2017-08-17,SNPS.OQ,3.30875,-0.008,3.3085,0.00781
2017-08-17,UNP.N,5.78724,0.13,5.79479,0.0731
2017-08-18,FRT.N,3.3514,,,0.12759
2017-08-18,CRMT.OQ,3.13,-0.642,3.10992,0.12633
2017-08-18,CUBE.N,0.692,0.032,0.69222,0.00748
2017-08-18,FRT.N,3.3514,0.045,3.35291,0.12759
2017-08-18,OKE.N,1.65286,1.55,1.67848,0.28813
2017-08-18,UNP.N,5.79,0.114,5.79657,0.07278
2017-08-20,PLXS.OQ,,0.018,3.22058,
2017-08-21,CRMT.OQ,3.122,-1.208,3.0843,0.13227
2017-08-21,HPE.N,1.43769,-1.517,1.41588,0.07127
2017-08-21,NOV.N,-0.39984,1.729,-0.39293,0.06658
2017-08-22,CRMT.OQ,3.10333,-1.056,3.07056,0.12776
2017-08-22,HPE.N,1.44071,-1.469,1.41955,0.06954
2017-08-22,NOV.N,-0.40086,1.993,-0.39287,0.06861
2017-08-22,CRMT.OQ,3.10333,,,0.12776
2017-08-23,CRMT.OQ,,-2.459,3.02703,
2017-08-23,PII.N,4.477,-0.303,4.46344,0.13199
2017-08-24,AON.N,6.49753,,,0.08757
2017-08-24,AON.N,6.49753,0.077,6.50251,0.08757
2017-08-24,CRMT.OQ,3.054,-0.885,3.02697,0.0706
2017-08-24,EXAS.OQ,-1.18133,1.934,-1.15848,0.08709
2017-08-24,GOOG.OQ,1.52944,0.095,1.53089,0.04844
2017-08-24,OKE.N,1.67,-0.231,1.66614,0.27331
2017-08-25,OKE.N,1.66875,,,0.2726
2017-08-25,OKE.N,1.66875,-0.099,1.6671,0.2726
2017-08-25,PLXS.OQ,,0.016,3.2205,
2017-08-28,CAL.N,2.17157,-1.814,2.13218,0.04873
2017-08-28,CRMT.OQ,3.07167,-0.709,3.0499,0.07559
2017-08-28,MET.N,4.90892,-3.022,4.76056,0.36322
2017-08-29,HPE.N,1.44,,,0.0702
2017-08-29,CAL.N,2.18157,-0.942,2.16101,0.03381
2017-08-29,HPE.N,1.44,-1.681,1.4158,0.0702
2017-08-29,MET.N,4.86427,-2.136,4.76035,0.34642
2017-08-29,USB.N,3.43459,-0.023,3.43379,0.04103
2017-08-30,CAL.N,2.18229,-1.055,2.15927,0.03299
2017-08-30,PII.N,4.47571,-0.281,4.46316,0.12894
2017-08-30,CAL.N,2.18229,,,0.03299
2017-08-31,HPE.N,,-1.698,1.41555,
2017-08-31,NOV.N,-0.40121,2.021,-0.3931,0.06888
2017-08-31,OKE.N,,-0.101,1.66706,
2017-08-31,SWK.N,7.29984,0.23,7.31665,0.04362
2017-09-01,HPE.N,1.43143,-1.259,1.41341,0.06968
2017-09-01,IAC.OQ,3.06589,2.026,3.128,0.40503
2017-09-01,UNP.N,5.79214,0.079,5.79669,0.07316
2017-09-02,SWX.N,3.41088,0.602,3.43142,0.0468
2017-09-05,CMC.N,0.89675,-3.455,0.86576,0.04375
2017-09-05,HPE.N,1.41615,-1.527,1.39452,0.06463
2017-09-05,MET.N,4.847,-1.912,4.75432,0.33427
2017-09-05,OKE.N,1.66875,-0.104,1.66702,0.2726
2017-09-05,SLAB.OQ,3.05273,0.156,3.05748,0.02632
2017-09-06,ASIX.N,2.825,0.253,2.83216,0.125
2017-09-06,HPE.N,1.38833,-0.283,1.38441,0.03023
2017-09-07,AON.N,,-0.024,6.49597,
2017-09-07,CHRS.OQ,-4.4405,1.713,-4.36444,0.54044
2017-09-07,CMC.N,0.89344,-3.06,0.8661,0.04229
2017-09-07,FRT.N,,0.05,3.35306,
2017-09-07,HPE.N,1.39546,-0.166,1.39315,0.01971
2017-09-07,SWX.N,3.42713,0.664,3.44988,0.04166
2017-09-07,UNP.N,5.79038,-0.023,5.78907,0.07236
2017-09-07,USB.N,3.43459,-0.019,3.43393,0.04103
2017-09-08,CHRS.OQ,-4.279,0.681,-4.24988,0.63784
2017-09-08,FRT.N,3.3294,-0.299,3.31946,0.14155
2017-09-08,OKE.N,1.67556,-0.33,1.67003,0.25773
2017-09-08,USB.N,3.43528,-0.033,3.43415,0.04061
2017-09-09,AON.N,,-0.024,6.496,
2017-09-11,OKE.N,1.67222,,,0.25603
2017-09-11,CUBE.N,0.69,-0.015,0.6899,0.00817
2017-09-11,MET.N,4.7817,-0.591,4.75342,0.27569
2017-09-11,OKE.N,1.67222,-0.31,1.66704,0.25603
2017-09-11,PRA.N,2.12625,-0.657,2.11229,0.05544
2017-09-11,SWX.N,3.42838,0.674,3.45149,0.04158
2017-09-11,UNP.N,5.78659,-0.007,5.78616,0.06934
2017-09-12,CMC.N,0.87678,-2.072,0.85861,0.03355
2017-09-12,LRCX.OQ,1.27127,1.334,1.28824,0.08756
2017-09-12,PRGS.OQ,1.77667,0.814,1.79112,0.03091
2017-09-13,BCBP.OQ,0.89,0.0,0.89,0.0
2017-09-13,PRGS.OQ,1.8,,,0.03559
2017-09-13,LRCX.OQ,1.27288,1.549,1.2926,0.08852
2017-09-13,MET.N,4.7817,-0.598,4.75311,0.27569
2017-09-13,PRGS.OQ,1.8,0.573,1.81031,0.03559
2017-09-13,USB.N,3.43562,-0.043,3.43415,0.04018
2017-09-14,BCBP.OQ,0.86,-0.007,0.85994,0.03
2017-09-14,CMC.N,0.88478,-1.311,0.87318,0.0411
2017-09-14,GOOG.OQ,1.52928,0.101,1.53083,0.04849
2017-09-14,PII.N,4.47667,-0.244,4.46573,0.12882
2017-09-14,PRGS.OQ,,1.332,1.82397,
2017-09-14,USB.N,3.43424,-0.037,3.43297,0.04035
2017-09-15,FRT.N,3.31283,-0.358,3.30097,0.13443
2017-09-15,OKE.N,,-0.316,1.66694,
2017-09-15,PII.N,4.48,-0.235,4.46949,0.12769
2017-09-15,SWK.N,7.3009,0.24,7.31839,0.04337
2017-09-15,USB.N,3.434,-0.03,3.43296,0.04018
2017-09-17,FRT.N,3.31243,-0.308,3.30224,0.12446
2017-09-17,OKE.N,,-0.319,1.66689,
2017-09-18,SWK.N,7.30175,0.232,7.31868,0.04243
