Date,RIC,Earnings Per Share - Mean,Earnings Per Share - Predicted Surprise PCT,Earnings Per Share - SmartEstimate®,Earnings Per Share - Standard Deviation
2020-05-21,ADC.N,1.7452,0.057,1.7462,0.05008
2020-05-21,ADI.OQ,4.26471,-0.091,4.26083,0.09849
2020-05-21,ADSK.OQ,4.07692,-4.413,3.897,0.30503
2020-05-22,ABR.N,0.16,,,0.18612
2020-05-22,ACN.N,7.59607,,,0.06124
2020-05-22,A.N,3.0768,0.694,3.09816,0.10313
2020-05-22,ABR.N,0.16,63.297,0.26127,0.18612
2020-05-22,ACGL.OQ,0.817,-4.545,0.77987,0.29853
2020-05-22,ACN.N,7.59607,-0.024,7.59427,0.06124
2020-05-22,ADMA.OQ,-0.69167,-1.826,-0.7043,0.11782
2020-05-22,ADSK.OQ,4.04192,-3.217,3.9119,0.29888
2020-05-22,AFG.N,6.93,-0.577,6.89001,0.68571
2020-05-25,AAPL.OQ,3.09216,-0.233,3.08496,0.09346
2020-05-25,AEP.OQ,4.26527,0.202,4.27387,0.07209
2020-05-26,AA.N,-1.26073,1.157,-1.24614,0.57697
2020-05-26,AAP.N,6.39505,0.267,6.4121,0.43743
2020-05-26,ABBV.N,10.28455,0.289,10.31423,0.45139
2020-05-26,ADBE.OQ,9.72718,0.434,9.7694,0.24925
2020-05-26,ADSK.OQ,4.0415,-3.064,3.91767,0.29859
2020-05-26,ABBV.N,10.28455,,,0.45139
2020-05-27,AAPL.OQ,3.09042,-0.244,3.08288,0.09575
2020-05-27,ACM.N,2.0936,0.154,2.09682,0.06711
2020-05-27,ADI.OQ,4.26622,-0.131,4.26063,0.10033
2020-05-27,ADSK.OQ,3.97883,-2.208,3.89099,0.30292
2020-05-27,ACM.N,2.0936,,,0.06711
2020-05-28,AA.N,-1.27436,,,0.57121
2020-05-28,A.N,3.09871,-0.014,3.09829,0.06475
2020-05-28,AA.N,-1.27436,1.971,-1.24924,0.57121
2020-05-28,ACIW.OQ,0.756,2.641,0.77596,0.26718
2020-05-28,ADNT.N,,17.98,-0.3222,
2020-05-28,ADSK.OQ,3.80261,-0.607,3.77954,0.1544
2020-05-28,AEE.N,3.43023,-0.066,3.42797,0.05521
2020-05-29,AAL.OQ,-16.28477,4.112,-15.61509,5.32249
2020-05-29,AAPL.OQ,3.09339,-0.19,3.0875,0.09411
2020-05-29,ACIW.OQ,0.756,2.652,0.77605,0.26718
2020-05-29,ACM.N,,0.158,2.0969,
2020-05-29,ADPT.OQ,-1.04,-1.993,-1.06072,0.14043
2020-05-29,ADSK.OQ,3.78304,0.012,3.7835,0.10223
2020-05-29,AEO.N,0.17571,29.711,0.22791,0.4839
2020-05-29,AFG.N,6.72333,-3.407,6.49425,0.67534
2020-05-31,ABT.N,2.82438,1.2,2.85827,0.25722
2020-06-01,AAP.N,6.3983,0.333,6.4196,0.42659
2020-06-01,ABBV.N,,0.273,10.31266,
2020-06-01,ADSK.OQ,3.77565,0.299,3.78692,0.08694
2020-06-01,AEO.N,0.121,18.225,0.14305,0.49569
2020-06-01,AES.N,1.38,-0.413,1.3743,0.01871
2020-06-02,AAPL.OQ,3.09406,-0.222,3.08721,0.09423
2020-06-02,ACM.N,2.0935,0.102,2.09563,0.06726
2020-06-03,ABR.N,,60.462,0.25674,
2020-06-03,ACN.N,,-0.027,7.59406,
2020-06-03,ADMA.OQ,-0.689,-1.999,-0.70277,0.11641
2020-06-03,ADPT.OQ,-1.04,-2.037,-1.06118,0.14043
2020-06-03,ADSK.OQ,3.77636,0.28,3.78693,0.08883
2020-06-03,AEO.N,0.01277,-100.103,-0.08734,0.45716
2020-06-04,AAPL.OQ,3.09685,-0.194,3.09084,0.0941
2020-06-04,ABM.N,1.55167,0.731,1.56301,0.11964
2020-06-04,AEO.N,-0.19394,-67.405,-0.32467,0.37758
2020-06-05,AAP.N,6.4013,0.341,6.4231,0.42828
2020-06-05,AEO.N,-0.20453,-48.735,-0.30421,0.36419
2020-06-06,ADNT.N,,18.833,-0.31885,
2020-06-08,ADBE.OQ,9.72646,0.598,9.78462,0.24993
2020-06-08,ADI.OQ,4.26929,-0.151,4.26283,0.09932
2020-06-09,AA.N,,2.106,-1.24753,
2020-06-09,ABG.N,5.84375,0.912,5.89703,0.40832
2020-06-09,ADBE.OQ,9.72611,0.604,9.78481,0.24984
2020-06-09,ADEA.OQ,2.68,0.0,2.68,0.0
2020-06-09,AEO.N,-0.25982,-25.852,-0.32699,0.32364
2020-06-10,AAL.OQ,-16.31888,4.77,-15.5404,5.3
2020-06-10,AAPL.OQ,3.09779,-0.131,3.09372,0.09503
2020-06-10,ABT.N,2.82533,1.44,2.86603,0.2579
2020-06-10,AEO.N,-0.26218,-25.516,-0.32907,0.32305
2020-06-11,AAPL.OQ,3.09941,-0.151,3.09473,0.09272
2020-06-11,ABR.N,0.218,1.857,0.22205,0.09908
2020-06-11,ACGL.OQ,0.79008,-3.556,0.76198,0.30553
2020-06-11,ADBE.OQ,9.73454,0.259,9.75977,0.24319
2020-06-11,ADI.OQ,4.27179,-0.109,4.26712,0.0988
2020-06-11,ADSK.OQ,3.77739,0.275,3.78779,0.08701
2020-06-12,A.N,3.10013,-0.016,3.09963,0.06278
2020-06-12,ABBV.N,10.28546,0.259,10.31212,0.45163
2020-06-12,ABT.N,2.832,1.673,2.87938,0.25846
2020-06-12,ACN.N,7.59429,-0.036,7.59153,0.06211
2020-06-12,ADBE.OQ,9.76925,0.263,9.79491,0.11999
2020-06-12,ADC.N,1.7492,0.155,1.75191,0.05339
2020-06-14,ACN.N,7.59393,-0.043,7.59067,0.06222
2020-06-14,ADNT.N,,19.664,-0.31559,
2020-06-14,AEO.N,-0.261,-26.067,-0.32904,0.3228
2020-06-15,AA.N,-1.27709,0.639,-1.26893,0.57468
2020-06-15,AAL.OQ,-16.351,4.9,-15.54976,5.28941
2020-06-15,AAP.N,6.3883,0.408,6.41435,0.43355
2020-06-15,ADBE.OQ,9.76626,0.306,9.79616,0.12095
2020-06-15,ADSK.OQ,3.77652,0.298,3.78779,0.08597
2020-06-15,AEE.N,3.42731,-0.112,3.42346,0.05551
2020-06-15,AEE.N,3.42731,,,0.05551
2020-06-16,AA.N,-1.27464,0.846,-1.26385,0.57508
2020-06-16,AAL.OQ,-16.28629,4.588,-15.53908,5.27482
2020-06-16,AAP.N,6.3878,0.432,6.41542,0.43327
2020-06-16,AAPL.OQ,3.09949,-0.162,3.09448,0.0927
2020-06-16,ABBV.N,10.23917,-0.203,10.21836,0.45885
2020-06-16,ACLS.OQ,1.0874,0.576,1.09367,0.19724
2020-06-16,ACMR.OQ,0.33524,8.259,0.36292,0.04186
2020-06-16,ACN.N,7.58854,-0.226,7.57136,0.06792
2020-06-16,ADEA.OQ,2.575,-0.306,2.56711,0.105
2020-06-16,ADMA.OQ,-0.689,-2.124,-0.70363,0.11641
2020-06-17,AAL.OQ,-16.36161,4.679,-15.59614,5.1592
2020-06-17,AAP.N,6.3978,0.372,6.42158,0.4332
2020-06-17,ABBV.N,10.28546,0.245,10.31065,0.45163
2020-06-17,ABCB.N,2.29833,0.447,2.3086,0.18863
2020-06-17,ADBE.OQ,9.76675,0.3,9.79608,0.1188
2020-06-17,AEP.OQ,4.26593,-0.037,4.26436,0.07049
2020-06-18,AAPL.OQ,3.1022,-0.092,3.09933,0.1003
2020-06-18,ABM.N,1.828,-0.215,1.82407,0.34073
2020-06-18,ACN.N,7.58711,-0.265,7.567,0.07015
2020-06-19,ABM.N,1.934,5.164,2.03388,0.30943
2020-06-19,ACN.N,7.58282,-0.251,7.56378,0.07106
2020-06-19,ADNT.N,-0.39117,23.878,-0.29776,1.15847
2020-06-21,ADC.N,1.7492,0.162,1.75203,0.05339
2020-06-22,AA.N,-1.28918,-0.015,-1.28938,0.57755
2020-06-22,AAL.OQ,-16.41818,6.076,-15.42067,5.09327
2020-06-22,AAP.N,6.43933,0.847,6.4939,0.46177
2020-06-22,AAPL.OQ,3.10632,-0.187,3.10052,0.09512
2020-06-22,AEO.N,-0.26041,-26.471,-0.32934,0.32341
2020-06-22,AEO.N,-0.26041,,,0.32341
2020-06-23,A.N,3.10729,-0.117,3.10366,0.05879
2020-06-23,AAL.OQ,-16.31383,5.752,-15.37549,4.96843
2020-06-23,AAPL.OQ,3.10625,-0.193,3.10026,0.09513
2020-06-23,ABBV.N,10.24917,-0.033,10.24578,0.44884
2020-06-23,ABM.N,1.968,-0.109,1.96585,0.27745
2020-06-23,ACN.N,7.58139,-0.186,7.56729,0.06844
2020-06-23,ADSK.OQ,3.77652,0.313,3.78835,0.08597
2020-06-24,AAL.OQ,-16.26717,6.021,-15.2877,5.00204
2020-06-24,ACAD.OQ,-1.89475,-0.073,-1.89614,0.06531
2020-06-24,ACGL.OQ,0.78823,-2.994,0.76463,0.30274
2020-06-24,ADC.N,1.7438,0.282,1.74872,0.04739
2020-06-24,ADNT.N,-0.3995,25.098,-0.29923,1.1575
2020-06-24,ADNT.N,-0.3995,,,1.1575
2020-06-25,AA.N,-1.28425,-0.579,-1.29169,0.55321
2020-06-25,AAP.N,6.45457,1.123,6.52706,0.47295
2020-06-25,AAPL.OQ,3.10483,-0.175,3.09939,0.09486
2020-06-25,ABBV.N,10.25083,-0.044,10.24636,0.44888
2020-06-25,ABT.N,2.83676,2.05,2.89491,0.25984
2020-06-25,ACIW.OQ,0.662,0.884,0.66785,0.21405
2020-06-25,ACN.N,7.60707,-0.058,7.60265,0.05069
2020-06-26,ACN.N,7.63657,0.069,7.64183,0.02661
2020-06-26,ADC.N,1.7298,-0.023,1.7294,0.06524
2020-06-26,AEE.N,,-0.21,3.42011,
2020-06-26,ACI.N,1.75,0.0,1.75,0.0
2020-06-28,AAL.OQ,-16.52272,5.031,-15.69154,4.92508
2020-06-29,ABBV.N,10.26,-0.064,10.25349,0.4503
2020-06-29,ABG.N,5.94125,1.439,6.02676,0.47612
2020-06-29,ACN.N,7.63704,0.023,7.63876,0.02526
2020-06-29,ADC.N,1.7338,-1.482,1.70812,0.06262
2020-06-29,ADM.N,2.81292,-0.686,2.79362,0.17591
2020-06-30,A.N,3.10943,-0.111,3.10598,0.05756
2020-06-30,AAL.OQ,-16.44732,4.815,-15.6554,4.80438
2020-06-30,AAP.N,6.50171,1.83,6.62071,0.46863
2020-06-30,ABCB.N,2.28667,-0.271,2.28048,0.27097
2020-06-30,ACGL.OQ,0.78554,-3.122,0.76102,0.29887
2020-06-30,ACHC.OQ,1.86267,-3.095,1.80502,0.24331
2020-06-30,ACN.N,7.63693,0.024,7.63873,0.02572
2020-06-30,ADM.N,2.79557,-0.91,2.77013,0.18069
2020-06-30,ADNT.N,,25.973,-0.29574,
2020-06-30,AEO.N,,-27.807,-0.33282,
2020-07-01,A.N,3.10213,-0.048,3.10063,0.06194
2020-07-01,AAL.OQ,-16.32153,22.341,-12.67518,4.90182
2020-07-01,ADNT.N,-0.32783,31.045,-0.22606,1.0993
2020-07-01,ADPT.OQ,-1.046,-3.024,-1.07763,0.14596
2020-07-01,AEP.OQ,4.26931,-0.109,4.26468,0.0695
2020-07-01,AES.N,1.38778,-0.02,1.3875,0.0282
2020-07-01,ADNT.N,-0.32783,,,1.0993
2020-07-02,AAP.N,6.48482,1.955,6.61161,0.46436
2020-07-02,AAPL.OQ,3.1051,-0.145,3.10061,0.09509
2020-07-02,ACN.N,7.63846,0.028,7.64061,0.02649
2020-07-02,ADC.N,1.7308,-1.581,1.70343,0.06022
2020-07-03,AEO.N,,-30.226,-0.33912,
2020-07-05,ADNT.N,,31.767,-0.22369,
2020-07-06,AAOI.OQ,-1.02278,2.024,-1.00208,0.12371
2020-07-06,ABG.N,5.99714,1.575,6.09157,0.48382
2020-07-06,ADSK.OQ,3.77826,0.343,3.79122,0.08377
2020-07-06,AFG.N,6.24333,-9.599,5.64402,1.35355
2020-07-07,AEE.N,3.42962,,,0.05579
2020-07-07,AA.N,-1.33491,2.124,-1.30655,0.55051
2020-07-07,AAPL.OQ,3.10652,-0.152,3.1018,0.09465
2020-07-07,ABCB.N,2.305,-0.061,2.3036,0.27891
2020-07-07,ABG.N,7.82571,7.287,8.39596,2.34433
2020-07-07,ADI.OQ,4.275,-0.028,4.27381,0.10146
2020-07-07,ADNT.N,-0.33617,7.343,-0.31148,0.85878
2020-07-07,AEE.N,3.42962,-0.196,3.42289,0.05579
2020-07-07,AES.N,1.38556,-0.059,1.38474,0.02793
2020-07-07,AFG.N,7.04,-1.707,6.91985,0.22993
2020-07-08,A.N,3.10347,-0.002,3.10341,0.06379
2020-07-08,AA.N,-1.21855,1.702,-1.19781,0.53895
2020-07-08,ABG.N,8.51875,10.173,9.38536,2.05377
2020-07-08,ABT.N,2.8501,2.463,2.9203,0.26331
2020-07-08,ADM.N,2.79057,-0.714,2.77065,0.17159
2020-07-09,AA.N,-1.21127,4.037,-1.16238,0.54818
2020-07-09,AAPL.OQ,3.10483,-0.154,3.10005,0.0937
2020-07-09,ADM.N,2.79557,-0.459,2.78275,0.17339
2020-07-09,ADNT.N,-0.40309,1.516,-0.39698,0.86649
2020-07-09,AEIS.OQ,3.136,1.203,3.17373,0.32446
2020-07-10,AAL.OQ,-16.13425,17.629,-13.28998,4.80521
2020-07-10,AAPL.OQ,3.10071,-0.074,3.09842,0.08972
2020-07-10,ABG.N,8.97375,6.3,9.53914,1.98706
2020-07-10,ACA.N,2.45167,-1.611,2.41218,0.28533
2020-07-10,ADBE.OQ,9.76675,0.342,9.80018,0.1188
2020-07-10,AEO.N,,-31.649,-0.34283,
2020-07-10,AEP.OQ,4.26494,-0.046,4.26299,0.06836
2020-07-11,AEE.N,,-0.383,3.41648,
2020-07-12,ACAD.OQ,-1.89913,-0.523,-1.90906,0.0667
2020-07-13,AAL.OQ,-16.19525,12.28,-14.20644,4.7748
2020-07-13,AAPL.OQ,3.10172,-0.072,3.0995,0.08989
2020-07-13,ABBV.N,10.31,-0.087,10.30103,0.39749
2020-07-13,ABT.N,2.86624,1.921,2.92128,0.2527
2020-07-13,ACGL.OQ,0.78169,-6.11,0.73393,0.3091
2020-07-13,ACHC.OQ,1.866,-3.322,1.80401,0.24201
2020-07-13,ACIW.OQ,0.652,3.328,0.6737,0.20163
2020-07-13,ACMR.OQ,0.34458,8.576,0.37413,0.04631
2020-07-13,ADEA.OQ,2.575,-0.341,2.56623,0.105
2020-07-13,ADI.OQ,4.44044,1.329,4.49946,0.21841
2020-07-13,ADUS.OQ,2.67143,0.394,2.68196,0.11218
2020-07-13,ADUS.OQ,2.67143,,,0.11218
2020-07-14,AA.N,-1.174,7.156,-1.08999,0.57263
2020-07-14,AAL.OQ,-16.25525,7.384,-15.05491,4.83629
2020-07-14,AAP.N,6.47838,1.73,6.59044,0.47432
2020-07-14,AAPL.OQ,3.10198,-0.211,3.09544,0.09112
2020-07-14,ABBV.N,10.31462,0.084,10.32324,0.40517
2020-07-14,ACGL.OQ,0.71631,-6.519,0.66961,0.34001
2020-07-14,ACHC.OQ,1.86875,-2.987,1.81292,0.24316
2020-07-14,ACI.N,1.755,0.011,1.7552,0.005
2020-07-14,ADI.OQ,4.49708,3.479,4.65352,0.22876
2020-07-14,ADNT.N,-0.43036,-5.58,-0.45438,0.88774
2020-07-14,ADP.OQ,5.73642,-0.033,5.73452,0.03992
2020-07-14,ADPT.OQ,-1.01,-2.127,-1.03148,0.14195
2020-07-15,AA.N,-1.2374,7.638,-1.14289,0.61031
2020-07-15,AAL.OQ,-16.92175,5.495,-15.9919,4.72363
2020-07-15,AAP.N,6.48267,1.715,6.59387,0.47482
2020-07-15,AAPL.OQ,3.10552,-0.249,3.09778,0.0926
2020-07-15,ABBV.N,10.29929,0.12,10.31167,0.39433
2020-07-15,ABT.N,2.86576,0.97,2.89357,0.25308
2020-07-15,ACGL.OQ,0.60862,-45.217,0.33342,0.36376
2020-07-15,ADI.OQ,4.53917,3.08,4.67896,0.22382
2020-07-15,ADM.N,2.802,-0.656,2.78362,0.17063
2020-07-16,AA.N,-1.10918,,,0.69376
2020-07-16,AA.N,-1.10918,1.704,-1.09028,0.69376
2020-07-16,AAPL.OQ,3.10517,-0.28,3.09649,0.09268
2020-07-16,ABT.N,3.04581,1.261,3.08421,0.25706
2020-07-16,ACAD.OQ,-1.89538,-0.594,-1.90663,0.06711
2020-07-16,ADPT.OQ,-1.042,-3.21,-1.07545,0.14218
2020-07-16,AEO.N,,-32.98,-0.34629,
2020-07-17,AA.N,,17.965,-0.90992,
2020-07-17,ABBV.N,10.32357,0.06,10.32976,0.41053
2020-07-17,ABG.N,9.47638,0.836,9.55557,1.54131
2020-07-17,ABT.N,3.19664,1.565,3.24665,0.17657
2020-07-17,ACAD.OQ,-1.89656,-0.55,-1.90699,0.06621
2020-07-17,ACGL.OQ,0.58754,-25.388,0.43837,0.33897
2020-07-17,AEE.N,3.445,-0.36,3.4326,0.03226
2020-07-17,AEHR.OQ,0.09,0,0.09,0
2020-07-17,AEP.OQ,4.276,-0.111,4.27124,0.05189
2020-07-17,AES.N,1.38111,0.251,1.38458,0.02514
2020-07-17,ABBV.N,10.32357,,,0.41053
2020-07-18,ABBV.N,,1.251,10.45268,
2020-07-19,AA.N,-1.13464,8.567,-1.03743,0.71108
2020-07-20,AEP.OQ,4.27547,,,0.05113
2020-07-20,A.N,3.1048,0.111,3.10824,0.06536
2020-07-20,AAP.N,6.52457,1.838,6.64451,0.46024
2020-07-20,ABM.N,1.948,-0.812,1.93217,0.30215
2020-07-20,ABT.N,3.24137,0.169,3.24685,0.05344
2020-07-20,ACAD.OQ,-1.88719,-0.312,-1.89307,0.07018
2020-07-20,ACGL.OQ,0.56369,-7.831,0.51955,0.33419
2020-07-20,ADC.N,1.69067,-2.715,1.64477,0.10524
2020-07-20,ADI.OQ,4.56,2.683,4.68236,0.21915
2020-07-20,AEE.N,3.45015,-0.195,3.44344,0.03061
2020-07-20,AEP.OQ,4.27547,-0.009,4.27507,0.05113
2020-07-21,ACI.N,2.0875,,,0.16384
2020-07-21,AAL.OQ,-17.22325,5.53,-16.27089,4.55283
2020-07-21,ACAD.OQ,-1.87263,-0.505,-1.88209,0.0951
2020-07-21,ACI.N,2.0875,0.18,2.09127,0.16384
2020-07-21,ADMA.OQ,-0.67057,-0.329,-0.67277,0.11685
2020-07-21,ADSK.OQ,3.77936,0.448,3.79628,0.08549
2020-07-21,AEP.OQ,,-0.01,4.27505,
2020-07-21,AES.N,1.38,0.186,1.38256,0.02582
2020-07-22,AA.N,-1.0011,-3.67,-1.03784,0.60004
2020-07-22,AAP.N,6.55219,2.116,6.69085,0.49393
2020-07-22,AAPL.OQ,3.10899,-0.279,3.10031,0.09111
2020-07-22,ACGL.OQ,0.54733,-5.124,0.51929,0.3428
2020-07-22,ACI.N,,2.275,2.135,
2020-07-22,ADNT.N,-0.43218,-2.244,-0.44188,0.88601
2020-07-22,AEO.N,,-34.427,-0.35006,
2020-07-22,AAP.N,6.55219,,,0.49393
2020-07-23,AAL.OQ,-17.30295,0.967,-17.13557,4.33991
2020-07-23,AAON.OQ,0.94978,1.556,0.96456,0.05245
2020-07-23,AAP.N,,4.119,6.82209,
2020-07-23,AAPL.OQ,3.10809,-0.354,3.09708,0.09136
2020-07-23,ABM.N,1.946,-0.788,1.93066,0.3023
2020-07-23,ABT.N,3.2443,0.137,3.24875,0.05363
2020-07-23,AEE.N,3.45169,-0.197,3.44489,0.02848
2020-07-23,AEP.OQ,4.27841,-0.028,4.27723,0.0516
2020-07-23,AES.N,1.37889,0.121,1.38055,0.02685
2020-07-24,AAL.OQ,-18.1845,-1.797,-18.51132,4.40051
2020-07-24,AAPL.OQ,3.10767,-0.348,3.09686,0.09015
2020-07-24,ABBV.N,10.32214,1.667,10.49418,0.40817
2020-07-24,ADC.N,1.74733,-0.774,1.7338,0.05821
2020-07-24,ADNT.N,-0.444,-1.601,-0.45111,0.88504
2020-07-26,ACAD.OQ,-1.86744,-0.549,-1.87769,0.08898
2020-07-27,AAL.OQ,-18.78526,-4.049,-19.54591,2.77131
2020-07-27,AAPL.OQ,3.10666,-0.294,3.09752,0.08356
2020-07-27,ABCB.N,2.49,0.294,2.49733,0.22993
2020-07-27,ACI.N,2.13375,2.538,2.1879,0.17356
2020-07-27,ADC.N,1.769,-0.187,1.76569,0.02553
2020-07-27,ADM.N,2.79607,-0.757,2.7749,0.17219
2020-07-27,ADUS.OQ,,0.422,2.68271,
2020-07-27,ADC.N,1.769,,,0.02553
2020-07-28,AAL.OQ,-19.07078,-1.281,-19.31498,2.59245
2020-07-28,AAPL.OQ,3.10752,-0.279,3.09885,0.08285
2020-07-28,ABCB.N,2.48143,0.689,2.49853,0.2139
2020-07-28,ABG.N,10.04725,0.65,10.11256,0.75892
2020-07-28,ABR.N,0.196,5.808,0.20738,0.08261
2020-07-28,ACI.N,2.13625,1.938,2.17764,0.16744
2020-07-28,ADC.N,,-0.361,1.76261,
2020-07-28,ADM.N,2.80233,-0.78,2.78049,0.168
2020-07-28,ADNT.N,-0.47791,8.039,-0.43949,0.83332
2020-07-28,AEO.N,,-36.008,-0.35418,
2020-07-29,ADNT.N,-0.48246,,,0.83111
2020-07-29,AAL.OQ,-19.14525,-0.89,-19.31556,2.484
2020-07-29,ABG.N,10.15475,2.553,10.414,0.74013
2020-07-29,ACGL.OQ,0.62831,-2.151,0.61479,0.22326
2020-07-29,ACI.N,2.13,1.875,2.16993,0.16663
2020-07-29,ADNT.N,-0.48246,10.578,-0.43142,0.83111
2020-07-29,ADP.OQ,5.41174,-1.862,5.311,0.3384
2020-07-29,AEO.N,-0.27856,-31.536,-0.36641,0.32486
2020-07-30,AAL.OQ,-19.01906,-1.085,-19.22539,2.46213
2020-07-30,AAPL.OQ,3.15232,-0.003,3.15222,0.08377
2020-07-30,ACA.N,2.47667,-1.922,2.42908,0.28188
2020-07-30,ACGL.OQ,0.82215,4.423,0.85852,0.32768
2020-07-30,ADM.N,2.84967,0.623,2.86741,0.21177
2020-07-30,ADNT.N,,124.966,0.12045,
2020-07-30,ADP.OQ,5.10695,-2.228,4.99316,0.27908
2020-07-30,AEO.N,-0.29406,-27.538,-0.37504,0.32408
2020-07-30,AEO.N,-0.29406,,,0.32408
2020-07-31,AAL.OQ,-19.13967,-0.841,-19.30068,2.44389
2020-07-31,AAPL.OQ,3.23383,0.74,3.25775,0.07971
2020-07-31,ABBV.N,10.33133,1.501,10.48639,0.39583
2020-07-31,ACA.N,2.45167,0.641,2.46739,0.19937
2020-07-31,ACGL.OQ,0.87677,11.318,0.97601,0.30631
2020-07-31,ADM.N,3.05409,0.509,3.06964,0.17377
2020-07-31,ADP.OQ,5.06274,-1.242,4.99987,0.21764
2020-08-01,ADP.OQ,4.99535,0.091,4.9999,0.06628
2020-08-03,ABR.N,0.542,,,0.2962
2020-08-03,ACA.N,2.512,,,0.19457
2020-08-03,AAOI.OQ,-1.025,1.544,-1.00918,0.12507
2020-08-03,AAP.N,6.57076,5.41,6.92622,0.51541
2020-08-03,AAPL.OQ,3.24081,0.501,3.25703,0.08036
2020-08-03,ABBV.N,10.374,0.664,10.44287,0.25155
2020-08-03,ABCB.N,2.51167,-0.585,2.49699,0.21675
2020-08-03,ABR.N,0.542,11.097,0.60215,0.2962
2020-08-03,ACA.N,2.512,1.023,2.53769,0.19457
2020-08-03,ACGL.OQ,0.936,10.948,1.03847,0.32153
2020-08-03,ACI.N,2.15375,0.8,2.17097,0.14111
2020-08-03,ADC.N,1.7728,-0.576,1.76259,0.02637
2020-08-03,ADM.N,3.05792,0.701,3.07936,0.16685
2020-08-03,ADT.N,1.04157,-1.977,1.02098,0.08513
2020-08-04,AA.N,-0.7811,-8.613,-0.84837,0.72948
2020-08-04,AAPL.OQ,3.24838,0.205,3.25503,0.07475
2020-08-04,ABBV.N,10.45571,0.029,10.45871,0.08483
2020-08-04,ABG.N,10.36971,0.349,10.40592,0.50633
2020-08-04,ABR.N,,25.005,0.67753,
