Date,RIC,Earnings Per Share - Mean,Earnings Per Share - Predicted Surprise PCT,Earnings Per Share - SmartEstimate®,Earnings Per Share - Standard Deviation
2021-11-04,AAOI.OQ,-0.84,1.917,-0.8239,0.05916
2021-11-04,AAPL.OQ,5.73715,0.524,5.76722,0.24492
2021-11-04,ABBV.N,12.67008,0.038,12.67492,0.04919
2021-11-04,ABNB.OQ,-1.29163,6.946,-1.20192,0.4914
2021-11-04,ABT.N,5.06526,0.072,5.06892,0.04048
2021-11-04,ACA.N,1.834,2.083,1.8722,0.07761
2021-11-04,ACIW.OQ,1.1175,0.253,1.12033,0.02586
2021-11-04,ACLS.OQ,2.56067,0.352,2.56968,0.1215
2021-11-04,ACT.OQ,3.23663,0.042,3.23798,0.02674
2021-11-04,ADPT.OQ,-1.49714,-0.22,-1.50043,0.03769
2021-11-04,AEE.N,3.78813,0.714,3.81516,0.03616
2021-11-04,AES.N,1.549,-0.195,1.54599,0.013
2021-11-05,AAOI.OQ,-0.79667,,,0.03399
2021-11-05,AAON.OQ,0.88,,,0.066
2021-11-05,AEE.N,3.7988,,,0.04235
2021-11-05,AAOI.OQ,-0.79667,1.372,-0.78574,0.03399
2021-11-05,AAON.OQ,0.88,-1.356,0.86807,0.066
2021-11-05,ABBV.N,12.67079,0.075,12.68024,0.04747
2021-11-05,ABG.N,26.0375,1.369,26.39407,0.95369
2021-11-05,ABNB.OQ,-0.86131,18.63,-0.70085,0.50638
2021-11-05,ACA.N,1.792,1.416,1.81738,0.10088
2021-11-05,ACGL.OQ,3.277,-0.009,3.27671,0.06067
2021-11-05,ACIW.OQ,,-0.722,1.10943,
2021-11-05,ACLS.OQ,2.67567,0.015,2.67607,0.00582
2021-11-05,ACMR.OQ,0.44341,0.91,0.44744,0.03676
2021-11-05,ACT.OQ,3.23913,0.201,3.24563,0.02599
2021-11-05,AEE.N,3.7988,0.837,3.83061,0.04235
2021-11-05,AES.N,1.539,-1.568,1.51488,0.02468
2021-11-05,AFG.N,9.735,0.762,9.80917,0.74466
2021-11-06,AAOI.OQ,,1.926,-0.78132,
2021-11-06,AAON.OQ,,-5.303,0.83333,
2021-11-06,ABBV.N,12.67985,0.044,12.68548,0.03574
2021-11-06,AEE.N,,1.459,3.85422,
2021-11-07,ACT.OQ,3.24663,0.175,3.25231,0.03053
2021-11-07,ADSK.OQ,4.983,0.093,4.98763,0.03822
2021-11-08,ABNB.OQ,-0.74459,20.816,-0.5896,0.45292
2021-11-08,ABR.N,2.01,-0.273,2.0045,0.02
2021-11-08,ACA.N,1.768,0.305,1.7734,0.11634
2021-11-08,ACAD.OQ,-1.094,5.474,-1.03412,0.11403
2021-11-08,ACGL.OQ,3.27455,-0.051,3.27288,0.05837
2021-11-08,ACIW.OQ,1.125,-0.621,1.11802,0.02693
2021-11-08,ACMR.OQ,0.4803,5.06,0.5046,0.05065
2021-11-08,AEIS.OQ,4.40933,0.039,4.41105,0.07139
2021-11-08,AEO.N,2.2205,0.144,2.22369,0.05735
2021-11-08,AES.N,1.533,-1.368,1.51204,0.02369
2021-11-08,AFG.N,10.415,0.054,10.42064,0.1021
2021-11-09,AAOI.OQ,-0.782,0.071,-0.78145,0.0098
2021-11-09,AAON.OQ,0.83555,0.008,0.83563,0.00314
2021-11-09,AAP.N,11.4687,0.325,11.506,0.27344
2021-11-09,AAPL.OQ,5.74577,0.499,5.77444,0.24631
2021-11-09,ABCB.N,5.40714,0.242,5.42021,0.07382
2021-11-09,ACAD.OQ,-1.04591,3.651,-1.00771,0.1027
2021-11-09,ADEA.OQ,2.087,0.452,2.09643,0.06697
2021-11-09,ADM.N,4.86714,-0.433,4.84608,0.08932
2021-11-09,ADPT.OQ,-1.495,-0.315,-1.49971,0.04031
2021-11-09,ADT.N,0.5324,-13.184,0.46221,0.19948
2021-11-09,AEE.N,3.80213,1.036,3.84153,0.03946
2021-11-09,AEIS.OQ,4.37544,0.066,4.37834,0.03382
2021-11-09,AEP.OQ,4.69144,-0.163,4.6838,0.03196
2021-11-09,AAPL.OQ,5.74577,,,0.24631
2021-11-09,ABCB.N,5.40714,,,0.07382
2021-11-09,ADT.N,0.5324,,,0.19948
2021-11-09,AEP.OQ,4.69144,,,0.03196
2021-11-10,AA.N,6.437,-0.229,6.42229,0.57362
2021-11-10,AAP.N,11.47348,0.368,11.51567,0.26876
2021-11-10,ACA.N,1.745,1.642,1.77365,0.11948
2021-11-10,ACAD.OQ,-1.03686,2.477,-1.01117,0.0871
2021-11-10,ACVA.N,-0.69609,-0.988,-0.70297,0.09044
2021-11-10,ADM.N,4.87013,-0.465,4.84747,0.08701
2021-11-10,ADMA.OQ,-0.535,0.498,-0.53234,0.02363
2021-11-10,ADNT.N,3.51418,-6.982,3.26884,1.22522
2021-11-10,ADT.N,,-24.367,0.40267,
2021-11-11,AAP.N,11.48461,0.422,11.53306,0.26886
2021-11-11,ABBV.N,12.67986,0.044,12.68537,0.03444
2021-11-11,ABT.N,5.06596,0.074,5.06973,0.04125
2021-11-11,ACA.N,1.74,1.372,1.76387,0.10733
2021-11-11,ACMR.OQ,0.50381,0.158,0.50461,0.02848
2021-11-11,ACVA.N,-0.65392,-0.13,-0.65477,0.05129
2021-11-11,ADMA.OQ,-0.53333,3.807,-0.51303,0.02494
2021-11-11,ADNT.N,2.832,-8.145,2.60134,1.23213
2021-11-11,ADT.N,0.5324,-24.363,0.40269,0.19948
2021-11-11,AEVA.OQ,-2.4,0.348,-2.39165,0.17795
2021-11-11,ACMR.OQ,0.50381,,,0.02848
2021-11-11,ADNT.N,2.832,,,1.23213
2021-11-12,ABT.N,5.06624,0.075,5.07004,0.0422
2021-11-12,ACA.N,1.73,1.092,1.74889,0.1005
2021-11-12,ADNT.N,,-19.769,2.27216,
2021-11-12,ADPT.OQ,-1.49167,-0.273,-1.49574,0.04298
2021-11-12,ADT.N,0.5144,-6.954,0.47863,0.16689
2021-11-12,AEIS.OQ,4.36878,0.115,4.37382,0.03793
2021-11-13,ABNB.OQ,-0.61763,4.551,-0.58952,0.18397
2021-11-14,ABBV.N,12.6772,0.06,12.68483,0.03472
2021-11-15,AAP.N,11.52891,0.699,11.60944,0.29713
2021-11-15,ACAD.OQ,-1.01924,0.721,-1.01189,0.06948
2021-11-15,ACHR.N,-0.68,-11.709,-0.75962,0.43
2021-11-15,ACM.N,3.33427,-0.072,3.33187,0.07851
2021-11-15,ACHR.N,-0.68,,,0.43
2021-11-16,AA.N,6.36636,-1.177,6.29141,0.59078
2021-11-16,AAOI.OQ,-0.78383,0.121,-0.78288,0.00984
2021-11-16,AAP.N,11.71196,0.646,11.78764,0.27373
2021-11-16,ABNB.OQ,-0.61852,4.458,-0.59095,0.1803
2021-11-16,ABT.N,5.06624,0.077,5.07014,0.0422
2021-11-16,ACM.N,3.32882,0.215,3.33598,0.04305
2021-11-16,ACVA.N,-0.65425,-0.833,-0.6597,0.05265
2021-11-16,ADBE.OQ,12.46886,0.111,12.48264,0.02728
2021-11-16,ADP.OQ,6.76768,0.243,6.7841,0.04417
2021-11-16,ADSK.OQ,4.98524,0.105,4.99049,0.03862
2021-11-16,AEO.N,2.22467,0.65,2.23912,0.06437
2021-11-17,AAL.OQ,-8.53647,-1.589,-8.67212,0.43095
2021-11-17,AAP.N,11.77196,0.929,11.88132,0.18222
2021-11-17,ABBV.N,12.6755,0.059,12.68295,0.03426
2021-11-17,ABG.N,25.94444,1.111,26.2327,0.93688
2021-11-17,ACT.OQ,3.25663,0.085,3.25939,0.03316
2021-11-17,ADMA.OQ,-0.51333,0.154,-0.51254,0.00471
2021-11-17,ADNT.N,2.5902,-12.284,2.27201,1.01332
2021-11-17,ADSK.OQ,4.98714,0.217,4.99797,0.0393
2021-11-17,ADT.N,0.53,-8.293,0.48605,0.1833
2021-11-17,AEO.N,2.223,0.604,2.23643,0.06446
2021-11-17,ADMA.OQ,-0.51333,,,0.00471
2021-11-17,ADT.N,0.53,,,0.1833
2021-11-18,AA.N,6.31455,-1.458,6.22248,0.56528
2021-11-18,AAP.N,11.77177,0.963,11.88518,0.18632
2021-11-18,ABT.N,5.06624,0.078,5.07019,0.0422
2021-11-18,ACGL.OQ,3.27667,-0.075,3.2742,0.05632
2021-11-18,ACM.N,3.34427,-0.053,3.34252,0.03445
2021-11-18,ADNT.N,2.5492,-12.994,2.21795,1.02877
2021-11-18,ADPT.OQ,-1.48833,-0.355,-1.49362,0.04741
2021-11-18,ADSK.OQ,4.98595,0.18,4.99492,0.04076
2021-11-18,AEE.N,3.80613,1.167,3.85054,0.04477
2021-11-18,AFG.N,10.43,0.066,10.43686,0.09613
2021-11-19,ADC.N,1.835,0.109,1.837,0.07937
2021-11-19,ADI.OQ,6.42177,0.144,6.43103,0.02825
2021-11-20,AEP.OQ,,-0.18,4.68302,
2021-11-22,ABNB.OQ,-0.659,,,0.26875
2021-11-22,A.N,4.77635,0.618,4.80585,0.21956
2021-11-22,AAP.N,11.85883,0.222,11.88517,0.09818
2021-11-22,AAPL.OQ,,0.528,5.7761,
2021-11-22,ABNB.OQ,-0.659,10.345,-0.59083,0.26875
2021-11-22,ACI.N,2.5902,1.395,2.62633,0.10422
2021-11-22,ADBE.OQ,12.473,0.191,12.49679,0.04354
2021-11-22,ADNT.N,2.3692,-5.573,2.23715,0.87959
2021-11-23,A.N,4.78929,1.163,4.845,0.21526
2021-11-23,AAON.OQ,1.12667,,,0.02722
2021-11-23,AAP.N,11.85942,0.213,11.88469,0.0956
2021-11-23,AAPL.OQ,5.7396,0.523,5.76964,0.24541
2021-11-23,ABBV.N,12.671,0.067,12.6795,0.0357
2021-11-23,ABNB.OQ,,10.348,-0.59081,
2021-11-23,ABT.N,5.06576,0.078,5.06972,0.04244
2021-11-23,ADI.OQ,7.49164,0.451,7.52545,0.1953
2021-11-23,ADSK.OQ,4.99448,0.133,5.00112,0.03902
2021-11-23,AEO.N,2.28136,0.727,2.29795,0.08235
2021-11-23,ABBV.N,12.671,,,0.0357
2021-11-24,ADSK.OQ,5.02173,,,0.03283
2021-11-24,AAON.OQ,,1.457,1.14309,
2021-11-24,ABCB.N,,0.26,5.4212,
2021-11-24,ABNB.OQ,-0.659,10.351,-0.59079,0.26875
2021-11-24,ADI.OQ,7.56042,0.226,7.57748,0.22109
2021-11-24,ADSK.OQ,5.02173,0.051,5.02429,0.03283
2021-11-24,AEE.N,3.81253,1.121,3.85527,0.04763
2021-11-24,AEO.N,2.31773,0.775,2.33568,0.06562
2021-11-25,ADI.OQ,7.5835,0.285,7.60513,0.22605
2021-11-25,ADSK.OQ,,0.026,5.02304,
2021-11-26,AAPL.OQ,5.7396,0.531,5.77008,0.24541
2021-11-26,ABNB.OQ,-0.66256,10.757,-0.59129,0.27347
2021-11-28,AAPL.OQ,5.73528,0.524,5.76535,0.24333
2021-11-28,ABBV.N,,0.069,12.67976,
2021-11-28,AEO.N,2.32773,0.029,2.3284,0.04639
2021-11-29,A.N,4.84238,0.057,4.84515,0.03653
2021-11-29,ADNT.N,2.33655,-5.296,2.21282,0.84499
2021-11-29,ADSK.OQ,5.02264,-0.007,5.02228,0.03193
2021-11-29,AEP.OQ,4.69311,-0.132,4.68694,0.03312
2021-11-30,AAP.N,11.86645,0.261,11.89744,0.09808
2021-11-30,ABM.N,3.535,-0.093,3.53172,0.02814
2021-11-30,ACI.N,2.5832,1.481,2.62146,0.11115
2021-11-30,ACM.N,3.34246,-0.059,3.34048,0.03302
2021-11-30,ACVA.N,-0.65392,-0.731,-0.65871,0.0506
2021-11-30,ADBE.OQ,12.47623,0.102,12.48899,0.04621
2021-11-30,ADI.OQ,7.58524,0.262,7.60508,0.23036
2021-11-30,ADNT.N,2.19564,-0.122,2.19296,0.76095
2021-11-30,ADP.OQ,6.7685,0.204,6.78233,0.0432
2021-11-30,ADSK.OQ,5.02038,0.038,5.02229,0.03092
2021-11-30,AEE.N,3.8152,0.903,3.84965,0.04569
2021-11-30,AEO.N,2.3255,0.126,2.32843,0.04809
2021-12-01,ABNB.OQ,-0.66256,10.777,-0.59116,0.27347
2021-12-02,AAPL.OQ,5.73528,0.536,5.76599,0.24333
2021-12-02,ACI.N,2.5912,1.853,2.63922,0.11764
2021-12-02,ADC.N,1.8426,0.791,1.85717,0.09305
2021-12-03,AAL.OQ,-8.55713,-1.812,-8.71217,0.43611
2021-12-03,ACHR.N,,-12.853,-0.7674,
2021-12-03,ACM.N,3.347,-0.042,3.34561,0.04266
2021-12-03,ACN.N,10.12883,0.098,10.13872,0.05324
2021-12-05,AA.N,6.32391,,,0.56009
2021-12-05,AA.N,6.32391,-1.685,6.21737,0.56009
2021-12-05,AEE.N,3.8212,0.731,3.84914,0.04393
2021-12-06,AAL.OQ,-8.56606,-1.706,-8.71217,0.42368
2021-12-06,AAP.N,11.86757,0.254,11.89769,0.09585
2021-12-06,AAPL.OQ,5.73757,0.693,5.77735,0.2401
2021-12-06,ABT.N,5.07481,0.054,5.07757,0.05452
2021-12-06,ACAD.OQ,-1.02233,0.481,-1.01742,0.0717
2021-12-06,ADC.N,1.87075,0.556,1.88115,0.08284
2021-12-07,AAP.N,11.85086,0.396,11.89778,0.12096
2021-12-07,AAPL.OQ,5.73811,0.695,5.77799,0.24017
2021-12-07,ACAD.OQ,-1.02186,0.337,-1.01842,0.07221
2021-12-07,ACHR.N,-1.1,-12.437,-1.23681,0.68998
2021-12-07,AEE.N,3.82914,0.566,3.8508,0.04114
2021-12-07,AES.N,1.525,-1.125,1.50785,0.02156
2021-12-08,AA.N,,-1.701,6.21634,
2021-12-08,AAL.OQ,-8.59906,-1.579,-8.73483,0.44424
2021-12-08,ABBV.N,12.6689,0.031,12.67279,0.03445
2021-12-08,ABNB.OQ,-0.6624,10.781,-0.59099,0.2735
2021-12-08,ABT.N,5.07277,0.057,5.07569,0.05408
2021-12-08,ACI.N,2.594,1.764,2.63977,0.11549
2021-12-08,AEE.N,3.836,0.386,3.85081,0.03412
2021-12-09,ABT.N,5.07265,0.056,5.07548,0.05289
2021-12-09,ACN.N,10.12508,0.04,10.12912,0.05612
2021-12-10,AA.N,6.163,-2.417,6.01405,0.57664
2021-12-10,ABR.N,2.03667,0.174,2.04022,0.0411
2021-12-10,ACN.N,10.13092,0.025,10.13349,0.05735
2021-12-10,ADC.N,1.87175,0.643,1.88379,0.08455
2021-12-12,ABR.N,1.97667,,,0.09843
2021-12-12,ACT.OQ,3.25288,0.095,3.25595,0.03079
2021-12-12,ADSK.OQ,4.90764,0.041,5.02246,0.51754
2021-12-13,AAPL.OQ,5.73946,0.799,5.78529,0.24149
2021-12-13,ABCB.N,5.40714,0.226,5.41935,0.07535
2021-12-13,ABR.N,,1.128,1.99896,
2021-12-13,ACI.N,2.59927,1.567,2.64001,0.11187
2021-12-13,ADBE.OQ,12.4769,0.124,12.49235,0.0464
2021-12-13,ADC.N,1.8634,0.454,1.87186,0.07745
2021-12-13,ADM.N,4.89147,-0.662,4.85907,0.09333
2021-12-13,AES.N,1.52455,-0.984,1.50955,0.02061
2021-12-14,AAPL.OQ,5.7427,0.712,5.78359,0.23618
2021-12-14,ABCB.N,5.41714,0.056,5.4202,0.07304
2021-12-14,ACA.N,1.73,1.034,1.7479,0.09304
2021-12-14,ACI.N,2.60118,1.545,2.64137,0.11239
2021-12-15,AAP.N,11.86677,0.253,11.8968,0.09372
2021-12-15,ABCB.N,5.41,0.063,5.4134,0.07964
2021-12-15,ABM.N,3.45333,-1.167,3.41303,0.1656
2021-12-15,ABT.N,5.07379,0.055,5.07658,0.05206
2021-12-15,ACA.N,1.9,0.52,1.90988,0.09212
2021-12-15,ADNT.N,2.19655,-0.243,2.19121,0.76069
2021-12-16,ABM.N,3.44333,,,0.09049
2021-12-16,ACHR.N,-1.975,0.139,-1.97225,0.055
2021-12-16,AFG.N,9.874,3.167,10.18667,0.47718
2021-12-16,AA.N,6.15046,-2.281,6.01018,0.57266
2021-12-16,ABM.N,3.44333,-0.637,3.42141,0.09049
2021-12-16,ACHR.N,-1.525,-1.361,-1.54575,0.415
2021-12-16,ACN.N,10.42052,0.701,10.4936,0.21272
2021-12-16,ADBE.OQ,14.06613,-0.019,14.06345,0.3786
2021-12-16,ADNT.N,2.14018,-0.755,2.12403,0.81771
2021-12-16,AFG.N,10.456,0.192,10.47609,0.12274
2021-12-17,ABBV.N,12.66752,,,0.03418
2021-12-17,ABBV.N,12.66752,0.033,12.6717,0.03418
2021-12-17,ABM.N,,-1.958,3.37593,
2021-12-17,ABT.N,5.0757,0.038,5.07762,0.05236
2021-12-17,ACAD.OQ,-1.02281,0.376,-1.01897,0.07245
2021-12-17,ACN.N,10.52628,0.257,10.55336,0.1218
2021-12-17,ADBE.OQ,13.87127,-0.463,13.80709,0.34762
2021-12-17,AEE.N,3.83483,0.375,3.84923,0.03527
2021-12-17,AEP.OQ,4.69056,-0.12,4.68491,0.03334
2021-12-17,AES.N,1.526,-1.084,1.50946,0.02107
2021-12-19,AAP.N,11.86778,0.246,11.89695,0.09178
2021-12-19,ADM.N,4.89747,-0.386,4.87858,0.09958
2021-12-19,ADT.N,,-9.216,0.48116,
2021-12-20,ABM.N,3.43167,-1.114,3.39345,0.08275
2021-12-20,ADBE.OQ,13.84193,-0.155,13.82049,0.26603
2021-12-21,ADBE.OQ,13.78564,,,0.16685
2021-12-21,AA.N,6.08864,-1.923,5.97155,0.5182
2021-12-21,AAPL.OQ,5.74481,0.8,5.79079,0.23689
2021-12-21,ABBV.N,,0.034,12.67182,
2021-12-21,ABM.N,3.415,-0.299,3.40478,0.06551
2021-12-21,ACHC.OQ,2.58736,-0.607,2.57166,0.03491
2021-12-21,ACI.N,2.60255,1.72,2.64731,0.11566
2021-12-21,ACN.N,10.54113,0.119,10.55363,0.09972
2021-12-21,ADBE.OQ,13.78564,-0.099,13.77196,0.16685
2021-12-21,ADM.N,4.89813,-0.355,4.88077,0.10023
2021-12-21,ADP.OQ,6.76684,0.271,6.78516,0.0437
2021-12-21,AEP.OQ,4.69111,-0.089,4.68695,0.03374
2021-12-22,ABT.N,5.08222,,,0.06216
2021-12-22,A.N,4.83988,0.092,4.84434,0.03522
2021-12-22,ABT.N,5.08222,0.221,5.09343,0.06216
2021-12-22,ADM.N,4.89325,-0.257,4.88066,0.09887
2021-12-22,AEP.OQ,4.69056,-0.082,4.6867,0.03317
2021-12-23,ABNB.OQ,-0.66346,10.446,-0.59416,0.26824
2021-12-25,ABBV.N,,0.035,12.67191,
2021-12-25,ABT.N,,0.226,5.0937,
2021-12-27,AAPL.OQ,5.7439,0.806,5.79021,0.23382
2021-12-27,AEE.N,3.83483,0.378,3.84932,0.03527
2021-12-30,ABCB.N,5.39857,0.123,5.40522,0.05693
2021-12-30,ACM.N,3.34791,-0.005,3.34775,0.04489
2021-12-30,ACMR.OQ,,0.199,0.50481,
2022-01-02,ABBV.N,12.66991,0.029,12.67352,0.03392
2022-01-03,ADEA.OQ,1.87967,,,0.34252
2022-01-03,AAL.OQ,-8.57344,-1.386,-8.69224,0.44431
2022-01-03,ADEA.OQ,2.064,0.467,2.07365,0.03491
2022-01-03,ADM.N,4.9045,-0.272,4.89115,0.10013
2022-01-04,AA.N,6.12625,-1.305,6.04631,0.48976
2022-01-04,ACMR.OQ,0.51,0.12,0.51061,0.03152
2022-01-04,ADT.N,0.53,-9.798,0.47807,0.1833
2022-01-04,AEO.N,2.3305,0.183,2.33475,0.04563
2022-01-05,ACGL.OQ,3.28008,-0.011,3.27973,0.05645
2022-01-05,ACI.N,2.60936,1.783,2.65589,0.11572
2022-01-05,ACMR.OQ,0.55286,1.172,0.55934,0.0629
2022-01-05,ADC.N,1.8642,0.712,1.87748,0.07904
2022-01-05,AES.N,1.523,-0.793,1.51093,0.01952
2022-01-05,AES.N,1.64273,-0.733,1.63069,0.04712
2022-01-06,ABG.N,25.98889,0.919,26.22782,0.9169
2022-01-06,ABT.N,5.08483,0.239,5.09695,0.06285
2022-01-06,ACAD.OQ,-1.02233,0.383,-1.01842,0.07236
2022-01-06,ACGL.OQ,3.29508,0.232,3.30271,0.0544
2022-01-06,ACMR.OQ,0.56476,6.136,0.59942,0.05614
2022-01-06,ACN.N,10.54654,0.108,10.55788,0.0942
2022-01-06,ADM.N,4.902,-0.232,4.89064,0.09946
2022-01-06,ADNT.N,2.122,-0.774,2.10558,0.81506
2022-01-06,ADT.N,0.51667,-7.552,0.47765,0.20997
2022-01-06,AEIS.OQ,4.3709,0.212,4.38015,0.03654
2022-01-06,AEO.N,2.32591,0.254,2.33182,0.04587
2022-01-06,ACMR.OQ,0.56476,,,0.05614
2022-01-06,ADT.N,0.51667,,,0.20997
2022-01-07,A.N,4.8405,0.102,4.84546,0.03477
2022-01-07,AA.N,6.23208,-0.769,6.18413,0.43381
2022-01-07,AAL.OQ,-8.54281,-1.498,-8.67082,0.44453
2022-01-07,AAOI.OQ,-0.7806,0.243,-0.7787,0.00731
2022-01-07,AAP.N,11.87996,0.226,11.90676,0.08577
2022-01-07,ABNB.OQ,-0.66154,10.678,-0.5909,0.26815
2022-01-07,ABT.N,5.08526,0.248,5.09788,0.06292
2022-01-07,ACGL.OQ,3.30342,0.162,3.30878,0.06169
2022-01-07,ACI.N,2.61346,1.926,2.66378,0.1169
2022-01-07,ACT.OQ,3.25413,0.039,3.2554,0.02875
2022-01-07,ACVA.N,-0.65721,-0.838,-0.66273,0.05018
2022-01-07,ADC.N,1.8602,0.652,1.87232,0.08065
2022-01-07,ADPT.OQ,-1.49,-0.549,-1.49817,0.04831
2022-01-07,AEHR.OQ,0.43,0.0,0.43,0.0
2022-01-07,AES.N,1.64364,-0.721,1.63178,0.04676
2022-01-07,A.N,4.8405,,,0.03477
2022-01-07,ABNB.OQ,-0.66154,,,0.26815
2022-01-07,ADC.N,1.9416,0.317,1.94774,0.04926
2022-01-07,AEHR.OQ,0.43,,,0.0
2022-01-08,A.N,,0.103,4.84551,
2022-01-08,ADBE.OQ,,-0.087,13.77371,
2022-01-09,ABT.N,5.08744,0.257,5.10052,0.06252
2022-01-09,ACN.N,10.54828,0.102,10.55904,0.09269
2022-01-09,ACN.N,10.54828,,,0.09269
2022-01-10,AA.N,6.28958,-1.179,6.21546,0.28986
2022-01-10,AAP.N,11.88083,0.226,11.90772,0.08607
2022-01-10,ABBV.N,12.6659,0.038,12.67069,0.02952
2022-01-10,ABCB.N,4.57583,-0.461,4.55475,0.09231
2022-01-10,ACI.N,2.62209,1.962,2.67354,0.11909
2022-01-10,ADI.OQ,7.58808,0.311,7.61165,0.23044
2022-01-10,AEE.N,3.83523,0.385,3.85001,0.03391
2022-01-10,AEP.OQ,4.69278,-0.032,4.69127,0.03238
2022-01-11,ACGL.OQ,3.30315,,,0.05927
2022-01-11,AA.N,6.28458,-1.703,6.17757,0.28755
2022-01-11,AAL.OQ,-8.47431,-1.081,-8.56594,0.43478
2022-01-11,ABG.N,25.84222,0.439,25.95574,0.84628
2022-01-11,ACGL.OQ,3.30315,0.15,3.30811,0.05927
2022-01-11,ACHC.OQ,2.59108,-0.641,2.57446,0.03344
