Date,RIC,Close Price
2016-01-11,Price Close,3027.49
2016-01-12,Price Close,3064.66
2016-01-13,Price Close,3073.02
2016-01-14,Price Close,3024.0
2016-01-15,Price Close,2952.48
2016-01-18,Price Close,2935.39
2016-01-19,Price Close,2980.49
2016-01-20,Price Close,2882.59
2016-01-21,Price Close,2943.92
2016-01-22,Price Close,3023.21
2016-01-25,Price Close,3001.78
2016-01-26,Price Close,3032.84
2016-01-27,Price Close,3043.47
2016-01-28,Price Close,2979.42
2016-01-29,Price Close,3045.09
2016-02-01,Price Close,3021.01
2016-02-02,Price Close,2951.85
2016-02-03,Price Close,2896.63
2016-02-04,Price Close,2905.3
2016-02-05,Price Close,2879.39
2016-02-08,Price Close,2785.17
2016-02-09,Price Close,2736.5
2016-02-10,Price Close,2789.05
2016-02-11,Price Close,2680.35
2016-02-12,Price Close,2756.16
2016-02-15,Price Close,2833.87
2016-02-16,Price Close,2821.26
2016-02-17,Price Close,2897.72
2016-02-18,Price Close,2895.15
2016-02-19,Price Close,2871.05
2016-02-22,Price Close,2933.91
2016-02-23,Price Close,2887.38
2016-02-24,Price Close,2820.24
2016-02-25,Price Close,2877.42
2016-02-26,Price Close,2929.16
2016-02-29,Price Close,2945.75
2016-03-01,Price Close,2996.39
2016-03-02,Price Close,3022.14
2016-03-03,Price Close,3012.87
2016-03-04,Price Close,3037.35
2016-03-07,Price Close,3021.09
2016-03-08,Price Close,3002.01
2016-03-09,Price Close,3016.18
2016-03-10,Price Close,2970.78
2016-03-11,Price Close,3073.8
2016-03-14,Price Close,3091.98
2016-03-15,Price Close,3067.21
2016-03-16,Price Close,3062.05
2016-03-17,Price Close,3043.1
2016-03-18,Price Close,3059.77
2016-03-21,Price Close,3048.77
2016-03-22,Price Close,3051.23
2016-03-23,Price Close,3042.42
2016-03-24,Price Close,2986.73
2016-03-29,Price Close,3004.87
2016-03-30,Price Close,3044.1
2016-03-31,Price Close,3004.93
2016-04-01,Price Close,2953.28
2016-04-04,Price Close,2962.28
2016-04-05,Price Close,2890.35
2016-04-06,Price Close,2909.36
2016-04-07,Price Close,2871.57
2016-04-08,Price Close,2911.98
2016-04-11,Price Close,2924.23
2016-04-12,Price Close,2942.09
2016-04-13,Price Close,3039.19
2016-04-14,Price Close,3060.86
2016-04-15,Price Close,3054.34
2016-04-18,Price Close,3064.03
2016-04-19,Price Close,3112.99
2016-04-20,Price Close,3142.52
2016-04-21,Price Close,3151.69
2016-04-22,Price Close,3141.12
2016-04-25,Price Close,3117.62
2016-04-26,Price Close,3121.29
2016-04-27,Price Close,3130.43
2016-04-28,Price Close,3125.43
2016-04-29,Price Close,3028.21
2016-05-02,Price Close,3032.6
2016-05-03,Price Close,2974.2
2016-05-04,Price Close,2938.75
2016-05-05,Price Close,2940.35
2016-05-06,Price Close,2936.84
2016-05-09,Price Close,2955.83
2016-05-10,Price Close,2978.97
2016-05-11,Price Close,2956.71
2016-05-12,Price Close,2935.46
2016-05-13,Price Close,2956.63
2016-05-16,Price Close,2951.39
2016-05-17,Price Close,2938.09
2016-05-18,Price Close,2956.43
2016-05-19,Price Close,2919.22
2016-05-20,Price Close,2962.16
2016-05-23,Price Close,2932.93
2016-05-24,Price Close,3010.12
2016-05-25,Price Close,3061.6
2016-05-26,Price Close,3071.21
2016-05-27,Price Close,3078.48
2016-05-30,Price Close,3090.01
2016-05-31,Price Close,3063.48
2016-06-01,Price Close,3038.77
2016-06-02,Price Close,3033.86
2016-06-03,Price Close,2997.55
2016-06-06,Price Close,3001.9
2016-06-07,Price Close,3040.69
2016-06-08,Price Close,3019.76
2016-06-09,Price Close,2989.03
2016-06-10,Price Close,2911.11
2016-06-13,Price Close,2853.52
2016-06-14,Price Close,2797.18
2016-06-15,Price Close,2830.3
2016-06-16,Price Close,2819.3
2016-06-17,Price Close,2849.17
2016-06-20,Price Close,2942.88
2016-06-21,Price Close,2967.34
2016-06-22,Price Close,2978.31
2016-06-23,Price Close,3037.86
2016-06-24,Price Close,2776.09
2016-06-27,Price Close,2697.44
2016-06-28,Price Close,2758.67
2016-06-29,Price Close,2832.18
2016-06-30,Price Close,2864.74
2016-07-01,Price Close,2883.06
2016-07-04,Price Close,2862.21
2016-07-05,Price Close,2812.88
2016-07-06,Price Close,2761.37
2016-07-07,Price Close,2780.1
2016-07-08,Price Close,2838.01
2016-07-11,Price Close,2885.32
2016-07-12,Price Close,2933.44
2016-07-13,Price Close,2926.14
2016-07-14,Price Close,2963.07
2016-07-15,Price Close,2958.65
2016-07-18,Price Close,2949.17
2016-07-19,Price Close,2931.1
2016-07-20,Price Close,2966.95
2016-07-21,Price Close,2968.49
2016-07-22,Price Close,2972.23
2016-07-25,Price Close,2973.22
2016-07-26,Price Close,2978.9
2016-07-27,Price Close,2999.48
2016-07-28,Price Close,2966.1
2016-07-29,Price Close,2990.76
2016-08-01,Price Close,2967.31
2016-08-02,Price Close,2906.98
2016-08-03,Price Close,2911.06
2016-08-04,Price Close,2932.34
2016-08-05,Price Close,2973.71
2016-08-08,Price Close,2982.92
2016-08-09,Price Close,3029.18
2016-08-10,Price Close,3018.46
2016-08-11,Price Close,3049.03
2016-08-12,Price Close,3044.94
2016-08-15,Price Close,3046.65
2016-08-16,Price Close,3016.19
2016-08-17,Price Close,2980.54
2016-08-18,Price Close,2995.3
2016-08-19,Price Close,2968.2
2016-08-22,Price Close,2960.37
2016-08-23,Price Close,2993.73
2016-08-24,Price Close,3008.59
2016-08-25,Price Close,2987.69
2016-08-26,Price Close,3010.36
2016-08-29,Price Close,2998.5
2016-08-30,Price Close,3030.75
2016-08-31,Price Close,3023.13
2016-09-01,Price Close,3017.49
2016-09-02,Price Close,3079.74
2016-09-05,Price Close,3077.66
2016-09-06,Price Close,3070.16
2016-09-07,Price Close,3091.66
2016-09-08,Price Close,3083.54
2016-09-09,Price Close,3053.2
2016-09-12,Price Close,3012.88
2016-09-13,Price Close,2974.8
2016-09-14,Price Close,2964.9
2016-09-15,Price Close,2973.77
2016-09-16,Price Close,2935.25
2016-09-19,Price Close,2968.31
2016-09-20,Price Close,2964.86
2016-09-21,Price Close,2982.18
2016-09-22,Price Close,3051.69
2016-09-23,Price Close,3032.31
2016-09-26,Price Close,2975.88
2016-09-27,Price Close,2970.84
2016-09-28,Price Close,2991.11
2016-09-29,Price Close,2991.58
2016-09-30,Price Close,3002.24
2016-10-03,Price Close,2998.5
2016-10-04,Price Close,3029.5
2016-10-05,Price Close,3026.28
2016-10-06,Price Close,3021.58
2016-10-07,Price Close,3000.57
2016-10-10,Price Close,3035.76
2016-10-11,Price Close,3020.69
2016-10-12,Price Close,3008.03
2016-10-13,Price Close,2975.04
2016-10-14,Price Close,3025.19
2016-10-17,Price Close,3008.72
2016-10-18,Price Close,3046.99
2016-10-19,Price Close,3055.94
2016-10-20,Price Close,3076.63
2016-10-21,Price Close,3077.65
2016-10-24,Price Close,3093.86
2016-10-25,Price Close,3087.41
2016-10-26,Price Close,3080.98
2016-10-27,Price Close,3085.17
2016-10-28,Price Close,3079.24
2016-10-31,Price Close,3055.25
2016-11-01,Price Close,3023.15
2016-11-02,Price Close,2980.17
2016-11-03,Price Close,2973.49
2016-11-04,Price Close,2954.53
2016-11-07,Price Close,3009.28
2016-11-08,Price Close,3023.43
2016-11-09,Price Close,3056.29
2016-11-10,Price Close,3046.59
2016-11-11,Price Close,3030.02
2016-11-14,Price Close,3039.8
2016-11-15,Price Close,3049.72
2016-11-16,Price Close,3026.36
2016-11-17,Price Close,3041.79
2016-11-18,Price Close,3020.83
2016-11-21,Price Close,3032.97
2016-11-22,Price Close,3044.33
2016-11-23,Price Close,3032.14
2016-11-24,Price Close,3040.6
2016-11-25,Price Close,3048.38
2016-11-28,Price Close,3016.8
2016-11-29,Price Close,3038.42
2016-11-30,Price Close,3051.61
2016-12-01,Price Close,3030.98
2016-12-02,Price Close,3015.13
2016-12-05,Price Close,3052.75
2016-12-06,Price Close,3100.76
2016-12-07,Price Close,3142.24
2016-12-08,Price Close,3185.79
2016-12-09,Price Close,3197.54
2016-12-12,Price Close,3199.11
2016-12-13,Price Close,3236.71
2016-12-14,Price Close,3211.71
2016-12-15,Price Close,3249.74
2016-12-16,Price Close,3259.24
2016-12-19,Price Close,3257.85
2016-12-20,Price Close,3279.41
2016-12-21,Price Close,3270.75
2016-12-22,Price Close,3269.51
2016-12-23,Price Close,3273.97
2016-12-27,Price Close,3278.53
2016-12-28,Price Close,3278.72
2016-12-29,Price Close,3271.76
2016-12-30,Price Close,3290.52
2017-01-02,Price Close,3308.67
2017-01-03,Price Close,3315.02
2017-01-04,Price Close,3317.52
2017-01-05,Price Close,3316.47
2017-01-06,Price Close,3321.17
2017-01-09,Price Close,3308.97
2017-01-10,Price Close,3306.21
2017-01-11,Price Close,3307.94
2017-01-12,Price Close,3286.7
2017-01-13,Price Close,3324.34
2017-01-16,Price Close,3294.53
2017-01-17,Price Close,3285.04
2017-01-18,Price Close,3294.0
2017-01-19,Price Close,3290.33
2017-01-20,Price Close,3299.44
2017-01-23,Price Close,3273.04
2017-01-24,Price Close,3281.53
2017-01-25,Price Close,3326.15
2017-01-26,Price Close,3319.13
2017-01-27,Price Close,3303.33
2017-01-30,Price Close,3262.72
2017-01-31,Price Close,3230.68
2017-02-01,Price Close,3258.92
2017-02-02,Price Close,3253.61
2017-02-03,Price Close,3273.11
2017-02-06,Price Close,3238.31
2017-02-07,Price Close,3235.71
2017-02-08,Price Close,3238.04
2017-02-09,Price Close,3277.79
2017-02-10,Price Close,3270.83
2017-02-13,Price Close,3305.23
2017-02-14,Price Close,3308.89
2017-02-15,Price Close,3323.71
2017-02-16,Price Close,3311.04
2017-02-17,Price Close,3308.81
2017-02-20,Price Close,3312.39
2017-02-21,Price Close,3339.33
2017-02-22,Price Close,3339.27
2017-02-23,Price Close,3333.96
2017-02-24,Price Close,3304.09
2017-02-27,Price Close,3309.3
2017-02-28,Price Close,3319.61
2017-03-01,Price Close,3390.2
2017-03-02,Price Close,3384.71
2017-03-03,Price Close,3403.39
2017-03-06,Price Close,3387.46
2017-03-07,Price Close,3385.12
2017-03-08,Price Close,3389.62
2017-03-09,Price Close,3409.89
2017-03-10,Price Close,3416.27
2017-03-13,Price Close,3415.49
2017-03-14,Price Close,3399.43
2017-03-15,Price Close,3409.32
2017-03-16,Price Close,3439.96
2017-03-17,Price Close,3448.41
2017-03-20,Price Close,3437.48
2017-03-21,Price Close,3429.62
2017-03-22,Price Close,3420.7
2017-03-23,Price Close,3452.18
2017-03-24,Price Close,3444.15
2017-03-27,Price Close,3437.14
2017-03-28,Price Close,3465.07
2017-03-29,Price Close,3475.27
2017-03-30,Price Close,3481.58
2017-03-31,Price Close,3500.93
2017-04-03,Price Close,3472.94
2017-04-04,Price Close,3481.66
2017-04-05,Price Close,3472.58
2017-04-06,Price Close,3489.57
2017-04-07,Price Close,3495.8
2017-04-10,Price Close,3480.44
2017-04-11,Price Close,3470.04
2017-04-12,Price Close,3468.51
2017-04-13,Price Close,3448.26
2017-04-18,Price Close,3409.78
2017-04-19,Price Close,3420.99
2017-04-20,Price Close,3440.03
2017-04-21,Price Close,3440.27
2017-04-24,Price Close,3577.38
2017-04-25,Price Close,3583.16
2017-04-26,Price Close,3578.71
2017-04-27,Price Close,3563.29
2017-04-28,Price Close,3559.59
2017-05-01,Price Close,3559.59
2017-05-02,Price Close,3578.21
2017-05-03,Price Close,3586.25
2017-05-04,Price Close,3627.88
2017-05-05,Price Close,3658.79
2017-05-08,Price Close,3642.11
2017-05-09,Price Close,3649.08
2017-05-10,Price Close,3645.74
2017-05-11,Price Close,3623.55
2017-05-12,Price Close,3637.52
2017-05-15,Price Close,3641.88
2017-05-16,Price Close,3641.89
2017-05-17,Price Close,3584.83
2017-05-18,Price Close,3562.22
2017-05-19,Price Close,3587.01
2017-05-22,Price Close,3576.53
2017-05-23,Price Close,3595.03
2017-05-24,Price Close,3586.62
2017-05-25,Price Close,3584.55
2017-05-26,Price Close,3579.02
2017-05-29,Price Close,3578.95
2017-05-30,Price Close,3561.22
2017-05-31,Price Close,3554.59
2017-06-01,Price Close,3567.02
2017-06-02,Price Close,3591.82
2017-06-05,Price Close,3579.55
2017-06-06,Price Close,3554.18
2017-06-07,Price Close,3548.84
2017-06-08,Price Close,3563.88
2017-06-09,Price Close,3586.07
2017-06-12,Price Close,3543.95
2017-06-13,Price Close,3557.87
2017-06-14,Price Close,3547.15
2017-06-15,Price Close,3525.46
2017-06-16,Price Close,3543.88
2017-06-19,Price Close,3579.58
2017-06-20,Price Close,3560.66
2017-06-21,Price Close,3554.35
2017-06-22,Price Close,3555.76
2017-06-23,Price Close,3543.68
2017-06-26,Price Close,3561.76
2017-06-27,Price Close,3538.32
2017-06-28,Price Close,3535.7
2017-06-29,Price Close,3471.33
2017-06-30,Price Close,3441.88
2017-07-03,Price Close,3491.81
2017-07-04,Price Close,3479.47
2017-07-05,Price Close,3478.41
2017-07-06,Price Close,3462.06
2017-07-07,Price Close,3463.84
2017-07-10,Price Close,3478.06
2017-07-11,Price Close,3464.48
2017-07-12,Price Close,3515.23
2017-07-13,Price Close,3527.83
2017-07-14,Price Close,3525.94
2017-07-17,Price Close,3516.35
2017-07-18,Price Close,3478.68
2017-07-19,Price Close,3500.28
2017-07-20,Price Close,3499.49
2017-07-21,Price Close,3451.71
2017-07-24,Price Close,3453.17
2017-07-25,Price Close,3473.54
2017-07-26,Price Close,3491.19
2017-07-27,Price Close,3493.14
2017-07-28,Price Close,3467.73
2017-07-31,Price Close,3449.36
2017-08-01,Price Close,3477.39
2017-08-02,Price Close,3459.32
2017-08-03,Price Close,3466.37
2017-08-04,Price Close,3507.41
2017-08-07,Price Close,3505.8
2017-08-08,Price Close,3515.63
2017-08-09,Price Close,3468.45
2017-08-10,Price Close,3433.54
2017-08-11,Price Close,3406.34
2017-08-14,Price Close,3450.66
2017-08-15,Price Close,3461.91
2017-08-16,Price Close,3484.57
2017-08-17,Price Close,3461.97
2017-08-18,Price Close,3446.03
2017-08-21,Price Close,3423.53
2017-08-22,Price Close,3455.59
2017-08-23,Price Close,3438.63
2017-08-24,Price Close,3444.73
2017-08-25,Price Close,3438.55
2017-08-28,Price Close,3421.03
2017-08-29,Price Close,3388.22
2017-08-30,Price Close,3403.71
2017-08-31,Price Close,3421.47
2017-09-01,Price Close,3443.88
2017-09-04,Price Close,3429.98
2017-09-05,Price Close,3420.86
2017-09-06,Price Close,3433.8
2017-09-07,Price Close,3447.66
2017-09-08,Price Close,3447.69
2017-09-11,Price Close,3495.19
2017-09-12,Price Close,3512.56
2017-09-13,Price Close,3523.14
2017-09-14,Price Close,3526.48
2017-09-15,Price Close,3515.55
2017-09-18,Price Close,3526.74
2017-09-19,Price Close,3531.18
2017-09-20,Price Close,3525.55
2017-09-21,Price Close,3539.59
2017-09-22,Price Close,3541.42
2017-09-25,Price Close,3537.81
2017-09-26,Price Close,3536.38
2017-09-27,Price Close,3555.17
2017-09-28,Price Close,3563.64
2017-09-29,Price Close,3594.85
2017-10-02,Price Close,3602.69
2017-10-03,Price Close,3605.73
2017-10-04,Price Close,3594.91
2017-10-05,Price Close,3613.54
2017-10-06,Price Close,3603.32
2017-10-09,Price Close,3610.5
2017-10-10,Price Close,3598.79
2017-10-11,Price Close,3607.39
2017-10-12,Price Close,3605.54
2017-10-13,Price Close,3604.55
2017-10-16,Price Close,3606.27
2017-10-17,Price Close,3607.77
2017-10-18,Price Close,3619.65
2017-10-19,Price Close,3602.08
2017-10-20,Price Close,3605.09
2017-10-23,Price Close,3608.87
2017-10-24,Price Close,3610.69
2017-10-25,Price Close,3591.46
2017-10-26,Price Close,3637.2
2017-10-27,Price Close,3652.23
2017-10-30,Price Close,3662.18
2017-10-31,Price Close,3673.95
2017-11-01,Price Close,3697.4
2017-11-02,Price Close,3688.8
2017-11-03,Price Close,3689.96
2017-11-06,Price Close,3682.36
2017-11-07,Price Close,3658.77
2017-11-08,Price Close,3655.04
2017-11-09,Price Close,3612.5
2017-11-10,Price Close,3593.76
2017-11-13,Price Close,3574.52
2017-11-14,Price Close,3556.38
2017-11-15,Price Close,3545.72
2017-11-16,Price Close,3564.8
2017-11-17,Price Close,3547.46
2017-11-20,Price Close,3561.41
2017-11-21,Price Close,3579.32
2017-11-22,Price Close,3562.65
2017-11-23,Price Close,3572.07
2017-11-24,Price Close,3581.23
2017-11-27,Price Close,3564.02
2017-11-28,Price Close,3583.49
2017-11-29,Price Close,3589.91
2017-11-30,Price Close,3569.93
2017-12-01,Price Close,3527.55
2017-12-04,Price Close,3576.22
2017-12-05,Price Close,3570.57
2017-12-06,Price Close,3561.57
2017-12-07,Price Close,3573.13
2017-12-08,Price Close,3591.45
2017-12-11,Price Close,3582.21
2017-12-12,Price Close,3600.35
2017-12-13,Price Close,3581.75
2017-12-14,Price Close,3556.22
2017-12-15,Price Close,3560.53
2017-12-18,Price Close,3609.42
2017-12-19,Price Close,3582.22
2017-12-20,Price Close,3552.65
2017-12-21,Price Close,3570.78
2017-12-22,Price Close,3553.39
2017-12-27,Price Close,3550.17
2017-12-28,Price Close,3524.31
2017-12-29,Price Close,3503.96
2018-01-02,Price Close,3490.19
2018-01-03,Price Close,3509.88
2018-01-04,Price Close,3568.88
2018-01-05,Price Close,3607.63
2018-01-08,Price Close,3616.45
2018-01-09,Price Close,3622.87
2018-01-10,Price Close,3609.83
2018-01-11,Price Close,3595.24
2018-01-12,Price Close,3612.61
2018-01-15,Price Close,3611.81
2018-01-16,Price Close,3622.01
2018-01-17,Price Close,3612.78
2018-01-18,Price Close,3620.91
2018-01-19,Price Close,3649.07
2018-01-22,Price Close,3665.28
2018-01-23,Price Close,3672.29
2018-01-24,Price Close,3643.22
2018-01-25,Price Close,3630.15
2018-01-26,Price Close,3647.41
2018-01-29,Price Close,3643.04
2018-01-30,Price Close,3606.75
2018-01-31,Price Close,3609.29
2018-02-01,Price Close,3577.35
2018-02-02,Price Close,3523.28
2018-02-05,Price Close,3478.77
2018-02-06,Price Close,3394.92
2018-02-07,Price Close,3454.52
2018-02-08,Price Close,3377.3
2018-02-09,Price Close,3325.99
2018-02-12,Price Close,3368.25
2018-02-13,Price Close,3340.93
2018-02-14,Price Close,3369.83
2018-02-15,Price Close,3389.63
2018-02-16,Price Close,3426.8
2018-02-19,Price Close,3407.79
2018-02-20,Price Close,3435.08
2018-02-21,Price Close,3430.16
2018-02-22,Price Close,3431.99
2018-02-23,Price Close,3441.46
2018-02-26,Price Close,3463.18
2018-02-27,Price Close,3458.03
2018-02-28,Price Close,3438.96
2018-03-01,Price Close,3399.16
2018-03-02,Price Close,3324.75
