Date,RIC,Close Price
2020-04-29,Price Close,2996.08
2020-04-30,Price Close,2927.93
2020-05-01,Price Close,2927.93
2020-05-04,Price Close,2816.48
2020-05-05,Price Close,2875.91
2020-05-06,Price Close,2843.76
2020-05-07,Price Close,2880.6
2020-05-08,Price Close,2908.11
2020-05-11,Price Close,2883.75
2020-05-12,Price Close,2884.2
2020-05-13,Price Close,2810.55
2020-05-14,Price Close,2760.23
2020-05-15,Price Close,2770.7
2020-05-18,Price Close,2911.88
2020-05-19,Price Close,2902.58
2020-05-20,Price Close,2942.39
2020-05-21,Price Close,2904.98
2020-05-22,Price Close,2905.47
2020-05-25,Price Close,2971.35
2020-05-26,Price Close,2999.22
2020-05-27,Price Close,3051.08
2020-05-28,Price Close,3094.47
2020-05-29,Price Close,3050.2
2020-06-01,Price Close,3077.92
2020-06-02,Price Close,3159.02
2020-06-03,Price Close,3269.59
2020-06-04,Price Close,3261.67
2020-06-05,Price Close,3384.29
2020-06-08,Price Close,3366.29
2020-06-09,Price Close,3320.71
2020-06-10,Price Close,3293.71
2020-06-11,Price Close,3144.57
2020-06-12,Price Close,3153.74
2020-06-15,Price Close,3136.4
2020-06-16,Price Close,3242.65
2020-06-17,Price Close,3267.26
2020-06-18,Price Close,3249.9
2020-06-19,Price Close,3269.1
2020-06-22,Price Close,3241.69
2020-06-23,Price Close,3298.83
2020-06-24,Price Close,3196.12
2020-06-25,Price Close,3218.91
2020-06-26,Price Close,3204.17
2020-06-29,Price Close,3232.02
2020-06-30,Price Close,3234.07
2020-07-01,Price Close,3228.45
2020-07-02,Price Close,3320.09
2020-07-03,Price Close,3294.38
2020-07-06,Price Close,3350.03
2020-07-07,Price Close,3321.56
2020-07-08,Price Close,3286.09
2020-07-09,Price Close,3261.17
2020-07-10,Price Close,3296.22
2020-07-13,Price Close,3350.0
2020-07-14,Price Close,3321.39
2020-07-15,Price Close,3378.21
2020-07-16,Price Close,3365.35
2020-07-17,Price Close,3365.6
2020-07-20,Price Close,3388.34
2020-07-21,Price Close,3405.35
2020-07-22,Price Close,3370.76
2020-07-23,Price Close,3371.74
2020-07-24,Price Close,3310.89
2020-07-27,Price Close,3302.84
2020-07-28,Price Close,3303.56
2020-07-29,Price Close,3300.16
2020-07-30,Price Close,3208.2
2020-07-31,Price Close,3174.32
2020-08-03,Price Close,3248.28
2020-08-04,Price Close,3254.29
2020-08-05,Price Close,3268.38
2020-08-06,Price Close,3240.39
2020-08-07,Price Close,3252.65
2020-08-10,Price Close,3259.71
2020-08-11,Price Close,3332.12
2020-08-12,Price Close,3363.18
2020-08-13,Price Close,3342.85
2020-08-14,Price Close,3305.05
2020-08-17,Price Close,3305.85
2020-08-18,Price Close,3289.64
2020-08-19,Price Close,3317.62
2020-08-20,Price Close,3273.98
2020-08-21,Price Close,3259.75
2020-08-24,Price Close,3331.74
2020-08-25,Price Close,3329.71
2020-08-26,Price Close,3356.76
2020-08-27,Price Close,3331.04
2020-08-28,Price Close,3315.54
2020-08-31,Price Close,3272.51
2020-09-01,Price Close,3277.58
2020-09-02,Price Close,3337.77
2020-09-03,Price Close,3304.22
2020-09-04,Price Close,3260.59
2020-09-07,Price Close,3314.07
2020-09-08,Price Close,3267.37
2020-09-09,Price Close,3324.83
2020-09-10,Price Close,3312.77
2020-09-11,Price Close,3315.81
2020-09-14,Price Close,3316.79
2020-09-15,Price Close,3332.26
2020-09-16,Price Close,3338.84
2020-09-17,Price Close,3316.57
2020-09-18,Price Close,3283.69
2020-09-21,Price Close,3160.95
2020-09-22,Price Close,3164.13
2020-09-23,Price Close,3180.11
2020-09-24,Price Close,3159.64
2020-09-25,Price Close,3137.06
2020-09-28,Price Close,3223.19
2020-09-29,Price Close,3214.3
2020-09-30,Price Close,3193.61
2020-10-01,Price Close,3194.09
2020-10-02,Price Close,3190.93
2020-10-05,Price Close,3220.22
2020-10-06,Price Close,3233.3
2020-10-07,Price Close,3233.43
2020-10-08,Price Close,3255.76
2020-10-09,Price Close,3273.12
2020-10-12,Price Close,3298.12
2020-10-13,Price Close,3279.19
2020-10-14,Price Close,3273.28
2020-10-15,Price Close,3192.69
2020-10-16,Price Close,3245.47
2020-10-19,Price Close,3242.51
2020-10-20,Price Close,3227.87
2020-10-21,Price Close,3180.7
2020-10-22,Price Close,3171.41
2020-10-23,Price Close,3198.86
2020-10-26,Price Close,3105.25
2020-10-27,Price Close,3070.6
2020-10-28,Price Close,2963.54
2020-10-29,Price Close,2960.03
2020-10-30,Price Close,2958.21
2020-11-02,Price Close,3019.54
2020-11-03,Price Close,3098.72
2020-11-04,Price Close,3161.07
2020-11-05,Price Close,3215.56
2020-11-06,Price Close,3204.05
2020-11-09,Price Close,3407.91
2020-11-10,Price Close,3442.62
2020-11-11,Price Close,3467.3
2020-11-12,Price Close,3428.2
2020-11-13,Price Close,3432.07
2020-11-16,Price Close,3466.21
2020-11-17,Price Close,3468.48
2020-11-18,Price Close,3482.17
2020-11-19,Price Close,3451.97
2020-11-20,Price Close,3467.6
2020-11-23,Price Close,3463.04
2020-11-24,Price Close,3507.98
2020-11-25,Price Close,3511.9
2020-11-26,Price Close,3510.94
2020-11-27,Price Close,3527.79
2020-11-30,Price Close,3492.54
2020-12-01,Price Close,3525.24
2020-12-02,Price Close,3521.32
2020-12-03,Price Close,3517.1
2020-12-04,Price Close,3539.27
2020-12-07,Price Close,3530.08
2020-12-08,Price Close,3525.87
2020-12-09,Price Close,3529.02
2020-12-10,Price Close,3522.31
2020-12-11,Price Close,3485.84
2020-12-14,Price Close,3503.96
2020-12-15,Price Close,3521.5
2020-12-16,Price Close,3543.0
2020-12-17,Price Close,3560.87
2020-12-18,Price Close,3545.74
2020-12-21,Price Close,3448.68
2020-12-22,Price Close,3497.49
2020-12-23,Price Close,3539.26
2020-12-24,Price Close,3543.28
2020-12-28,Price Close,3575.41
2020-12-29,Price Close,3581.37
2020-12-30,Price Close,3571.59
2020-12-31,Price Close,3552.64
2021-01-04,Price Close,3564.39
2021-01-05,Price Close,3547.85
2021-01-06,Price Close,3611.08
2021-01-07,Price Close,3622.42
2021-01-08,Price Close,3645.05
2021-01-11,Price Close,3620.62
2021-01-12,Price Close,3612.13
2021-01-13,Price Close,3616.51
2021-01-14,Price Close,3641.37
2021-01-15,Price Close,3599.55
2021-01-18,Price Close,3602.67
2021-01-19,Price Close,3595.42
2021-01-20,Price Close,3624.04
2021-01-21,Price Close,3618.35
2021-01-22,Price Close,3602.41
2021-01-25,Price Close,3553.14
2021-01-26,Price Close,3592.83
2021-01-27,Price Close,3536.38
2021-01-28,Price Close,3557.04
2021-01-29,Price Close,3481.44
2021-02-01,Price Close,3530.85
2021-02-02,Price Close,3590.46
2021-02-03,Price Close,3609.75
2021-02-04,Price Close,3642.12
2021-02-05,Price Close,3655.77
2021-02-08,Price Close,3665.51
2021-02-09,Price Close,3661.13
2021-02-10,Price Close,3648.37
2021-02-11,Price Close,3671.68
2021-02-12,Price Close,3695.61
2021-02-15,Price Close,3734.2
2021-02-16,Price Close,3726.4
2021-02-17,Price Close,3699.85
2021-02-18,Price Close,3681.04
2021-02-19,Price Close,3713.46
2021-02-22,Price Close,3699.85
2021-02-23,Price Close,3689.1
2021-02-24,Price Close,3705.99
2021-02-25,Price Close,3685.28
2021-02-26,Price Close,3636.44
2021-03-01,Price Close,3706.62
2021-03-02,Price Close,3707.72
2021-03-03,Price Close,3712.78
2021-03-04,Price Close,3704.85
2021-03-05,Price Close,3669.54
2021-03-08,Price Close,3763.24
2021-03-09,Price Close,3786.05
2021-03-10,Price Close,3819.92
2021-03-11,Price Close,3845.64
2021-03-12,Price Close,3833.36
2021-03-15,Price Close,3829.84
2021-03-16,Price Close,3850.96
2021-03-17,Price Close,3849.74
2021-03-18,Price Close,3867.54
2021-03-19,Price Close,3837.02
2021-03-22,Price Close,3833.84
2021-03-23,Price Close,3827.02
2021-03-24,Price Close,3832.55
2021-03-25,Price Close,3832.57
2021-03-26,Price Close,3866.68
2021-03-29,Price Close,3882.87
2021-03-30,Price Close,3926.2
2021-03-31,Price Close,3919.21
2021-04-01,Price Close,3945.96
2021-04-06,Price Close,3970.42
2021-04-07,Price Close,3956.77
2021-04-08,Price Close,3977.83
2021-04-09,Price Close,3978.84
2021-04-12,Price Close,3961.9
2021-04-13,Price Close,3966.99
2021-04-14,Price Close,3976.28
2021-04-15,Price Close,3993.43
2021-04-16,Price Close,4032.99
2021-04-19,Price Close,4019.91
2021-04-20,Price Close,3940.46
2021-04-21,Price Close,3976.41
2021-04-22,Price Close,4014.8
2021-04-23,Price Close,4013.34
2021-04-26,Price Close,4020.83
2021-04-27,Price Close,4011.91
2021-04-28,Price Close,4015.03
2021-04-29,Price Close,3996.9
2021-04-30,Price Close,3974.74
2021-05-03,Price Close,4000.25
2021-05-04,Price Close,3924.8
2021-05-05,Price Close,4002.79
2021-05-06,Price Close,3999.44
2021-05-07,Price Close,4034.25
2021-05-10,Price Close,4023.35
2021-05-11,Price Close,3946.06
2021-05-12,Price Close,3947.43
2021-05-13,Price Close,3952.45
2021-05-14,Price Close,4017.44
2021-05-17,Price Close,4006.84
2021-05-18,Price Close,4005.34
2021-05-19,Price Close,3936.74
2021-05-20,Price Close,3999.91
2021-05-21,Price Close,4025.78
2021-05-24,Price Close,4035.58
2021-05-25,Price Close,4036.04
2021-05-26,Price Close,4031.67
2021-05-27,Price Close,4039.21
2021-05-28,Price Close,4070.56
2021-05-31,Price Close,4039.46
2021-06-01,Price Close,4071.75
2021-06-02,Price Close,4088.5
2021-06-03,Price Close,4079.24
2021-06-04,Price Close,4089.38
2021-06-07,Price Close,4097.65
2021-06-08,Price Close,4096.01
2021-06-09,Price Close,4096.85
2021-06-10,Price Close,4096.07
2021-06-11,Price Close,4126.7
2021-06-14,Price Close,4132.67
2021-06-15,Price Close,4143.52
2021-06-16,Price Close,4151.76
2021-06-17,Price Close,4158.14
2021-06-18,Price Close,4083.37
2021-06-21,Price Close,4112.33
2021-06-22,Price Close,4123.13
2021-06-23,Price Close,4075.94
2021-06-24,Price Close,4122.43
2021-06-25,Price Close,4120.66
2021-06-28,Price Close,4089.91
2021-06-29,Price Close,4107.51
2021-06-30,Price Close,4064.3
2021-07-01,Price Close,4078.89
2021-07-02,Price Close,4084.31
2021-07-05,Price Close,4087.37
2021-07-06,Price Close,4052.67
2021-07-07,Price Close,4078.53
2021-07-08,Price Close,3991.66
2021-07-09,Price Close,4068.09
2021-07-12,Price Close,4093.38
2021-07-13,Price Close,4094.56
2021-07-14,Price Close,4099.5
2021-07-15,Price Close,4056.39
2021-07-16,Price Close,4035.77
2021-07-19,Price Close,3928.53
2021-07-20,Price Close,3956.34
2021-07-21,Price Close,4026.68
2021-07-22,Price Close,4059.05
2021-07-23,Price Close,4109.1
2021-07-26,Price Close,4102.59
2021-07-27,Price Close,4064.83
2021-07-28,Price Close,4103.03
2021-07-29,Price Close,4116.77
2021-07-30,Price Close,4089.3
2021-08-02,Price Close,4116.62
2021-08-03,Price Close,4117.95
2021-08-04,Price Close,4144.9
2021-08-05,Price Close,4161.08
2021-08-06,Price Close,4174.54
2021-08-09,Price Close,4177.15
2021-08-10,Price Close,4187.82
2021-08-11,Price Close,4206.33
2021-08-12,Price Close,4226.33
2021-08-13,Price Close,4229.7
2021-08-16,Price Close,4202.44
2021-08-17,Price Close,4196.4
2021-08-18,Price Close,4189.42
2021-08-19,Price Close,4124.71
2021-08-20,Price Close,4147.5
2021-08-23,Price Close,4176.42
2021-08-24,Price Close,4178.08
2021-08-25,Price Close,4181.12
2021-08-26,Price Close,4169.87
2021-08-27,Price Close,4190.98
2021-08-30,Price Close,4198.8
2021-08-31,Price Close,4196.41
2021-09-01,Price Close,4227.27
2021-09-02,Price Close,4232.1
2021-09-03,Price Close,4201.98
2021-09-06,Price Close,4246.13
2021-09-07,Price Close,4225.01
2021-09-08,Price Close,4177.15
2021-09-09,Price Close,4177.11
2021-09-10,Price Close,4170.35
2021-09-13,Price Close,4189.53
2021-09-14,Price Close,4191.67
2021-09-15,Price Close,4145.94
2021-09-16,Price Close,4169.87
2021-09-17,Price Close,4130.84
2021-09-20,Price Close,4043.63
2021-09-21,Price Close,4097.51
2021-09-22,Price Close,4150.19
2021-09-23,Price Close,4194.92
2021-09-24,Price Close,4158.51
2021-09-27,Price Close,4165.48
2021-09-28,Price Close,4058.82
2021-09-29,Price Close,4080.22
2021-09-30,Price Close,4048.08
2021-10-01,Price Close,4035.3
2021-10-04,Price Close,3996.41
2021-10-05,Price Close,4065.43
2021-10-06,Price Close,4012.65
2021-10-07,Price Close,4098.34
2021-10-08,Price Close,4073.29
2021-10-11,Price Close,4072.52
2021-10-12,Price Close,4055.09
2021-10-13,Price Close,4083.28
2021-10-14,Price Close,4149.06
2021-10-15,Price Close,4182.91
2021-10-18,Price Close,4151.4
2021-10-19,Price Close,4166.83
2021-10-20,Price Close,4172.17
2021-10-21,Price Close,4155.73
2021-10-22,Price Close,4188.81
2021-10-25,Price Close,4188.31
2021-10-26,Price Close,4223.97
2021-10-27,Price Close,4220.88
2021-10-28,Price Close,4233.87
2021-10-29,Price Close,4250.56
2021-11-01,Price Close,4280.47
2021-11-02,Price Close,4296.22
2021-11-03,Price Close,4309.61
2021-11-04,Price Close,4333.34
2021-11-05,Price Close,4363.04
2021-11-08,Price Close,4352.53
2021-11-09,Price Close,4344.63
2021-11-10,Price Close,4348.82
2021-11-11,Price Close,4358.0
2021-11-12,Price Close,4370.33
2021-11-15,Price Close,4386.19
2021-11-16,Price Close,4401.49
2021-11-17,Price Close,4400.81
2021-11-18,Price Close,4383.7
2021-11-19,Price Close,4356.47
2021-11-22,Price Close,4338.69
2021-11-23,Price Close,4283.82
2021-11-24,Price Close,4276.25
2021-11-25,Price Close,4293.24
2021-11-26,Price Close,4089.58
2021-11-29,Price Close,4109.51
2021-11-30,Price Close,4063.06
2021-12-01,Price Close,4179.15
2021-12-02,Price Close,4108.02
2021-12-03,Price Close,4080.15
2021-12-06,Price Close,4137.11
2021-12-07,Price Close,4276.2
2021-12-08,Price Close,4233.09
2021-12-09,Price Close,4208.3
2021-12-10,Price Close,4199.16
2021-12-13,Price Close,4183.04
2021-12-14,Price Close,4144.51
2021-12-15,Price Close,4159.68
2021-12-16,Price Close,4201.87
2021-12-17,Price Close,4161.35
2021-12-20,Price Close,4107.13
2021-12-21,Price Close,4174.99
2021-12-22,Price Close,4217.06
2021-12-23,Price Close,4265.86
2021-12-24,Price Close,4255.01
2021-12-27,Price Close,4287.98
2021-12-28,Price Close,4311.93
2021-12-29,Price Close,4284.83
2021-12-30,Price Close,4306.07
2021-12-31,Price Close,4298.41
2022-01-03,Price Close,4331.82
2022-01-04,Price Close,4367.62
2022-01-05,Price Close,4392.15
2022-01-06,Price Close,4324.81
2022-01-07,Price Close,4305.83
2022-01-10,Price Close,4239.52
2022-01-11,Price Close,4281.54
2022-01-12,Price Close,4316.39
2022-01-13,Price Close,4315.9
2022-01-14,Price Close,4272.19
2022-01-17,Price Close,4302.14
2022-01-18,Price Close,4257.82
2022-01-19,Price Close,4268.28
2022-01-20,Price Close,4299.61
2022-01-21,Price Close,4229.56
2022-01-24,Price Close,4054.36
2022-01-25,Price Close,4078.26
2022-01-26,Price Close,4164.6
2022-01-27,Price Close,4184.97
2022-01-28,Price Close,4136.91
2022-01-31,Price Close,4174.6
2022-02-01,Price Close,4224.45
2022-02-02,Price Close,4222.05
2022-02-03,Price Close,4141.02
2022-02-04,Price Close,4086.58
2022-02-07,Price Close,4120.56
2022-02-08,Price Close,4129.25
2022-02-09,Price Close,4204.09
2022-02-10,Price Close,4197.07
2022-02-11,Price Close,4155.23
2022-02-14,Price Close,4064.45
2022-02-15,Price Close,4143.71
2022-02-16,Price Close,4137.22
2022-02-17,Price Close,4113.19
2022-02-18,Price Close,4074.28
2022-02-21,Price Close,3985.71
2022-02-22,Price Close,3985.47
2022-02-23,Price Close,3973.41
2022-02-24,Price Close,3829.29
2022-02-25,Price Close,3970.69
2022-02-28,Price Close,3924.23
2022-03-01,Price Close,3765.85
2022-03-02,Price Close,3820.59
2022-03-03,Price Close,3741.78
2022-03-04,Price Close,3556.01
2022-03-07,Price Close,3512.22
2022-03-08,Price Close,3505.29
2022-03-09,Price Close,3766.02
2022-03-10,Price Close,3651.39
2022-03-11,Price Close,3686.78
2022-03-14,Price Close,3741.1
2022-03-15,Price Close,3738.11
2022-03-16,Price Close,3889.69
2022-03-17,Price Close,3885.32
2022-03-18,Price Close,3902.44
2022-03-21,Price Close,3881.8
2022-03-22,Price Close,3926.12
2022-03-23,Price Close,3869.22
2022-03-24,Price Close,3863.39
2022-03-25,Price Close,3867.73
2022-03-28,Price Close,3887.1
2022-03-29,Price Close,4002.18
2022-03-30,Price Close,3959.14
2022-03-31,Price Close,3902.52
2022-04-01,Price Close,3918.68
2022-04-04,Price Close,3951.12
2022-04-05,Price Close,3917.85
2022-04-06,Price Close,3824.69
2022-04-07,Price Close,3802.01
2022-04-08,Price Close,3858.37
2022-04-11,Price Close,3839.62
2022-04-12,Price Close,3831.47
2022-04-13,Price Close,3827.96
2022-04-14,Price Close,3848.68
2022-04-19,Price Close,3830.76
2022-04-20,Price Close,3896.81
2022-04-21,Price Close,3928.03
2022-04-22,Price Close,3840.01
2022-04-25,Price Close,3757.59
2022-04-26,Price Close,3721.36
2022-04-27,Price Close,3734.64
2022-04-28,Price Close,3777.02
2022-04-29,Price Close,3802.86
2022-05-02,Price Close,3732.44
2022-05-03,Price Close,3761.19
2022-05-04,Price Close,3724.99
2022-05-05,Price Close,3696.63
2022-05-06,Price Close,3629.17
2022-05-09,Price Close,3526.86
2022-05-10,Price Close,3554.8
2022-05-11,Price Close,3647.87
2022-05-12,Price Close,3613.43
2022-05-13,Price Close,3703.42
2022-05-16,Price Close,3685.34
2022-05-17,Price Close,3741.51
2022-05-18,Price Close,3690.74
2022-05-19,Price Close,3640.55
2022-05-20,Price Close,3657.03
2022-05-23,Price Close,3708.39
2022-05-24,Price Close,3647.56
2022-05-25,Price Close,3677.1
2022-05-26,Price Close,3740.31
2022-05-27,Price Close,3808.86
2022-05-30,Price Close,3841.62
2022-05-31,Price Close,3789.21
2022-06-01,Price Close,3759.54
2022-06-02,Price Close,3795.13
2022-06-03,Price Close,3783.66
2022-06-06,Price Close,3838.42
2022-06-07,Price Close,3806.74
2022-06-08,Price Close,3788.93
2022-06-09,Price Close,3724.45
2022-06-10,Price Close,3599.2
2022-06-13,Price Close,3502.5
2022-06-14,Price Close,3475.18
2022-06-15,Price Close,3532.32
2022-06-16,Price Close,3427.91
2022-06-17,Price Close,3438.46
2022-06-20,Price Close,3469.83
2022-06-21,Price Close,3494.0
2022-06-22,Price Close,3464.64
2022-06-23,Price Close,3436.29
2022-06-24,Price Close,3533.17
2022-06-27,Price Close,3538.88
2022-06-28,Price Close,3549.29
2022-06-29,Price Close,3514.32
2022-06-30,Price Close,3454.86
2022-07-01,Price Close,3448.31
2022-07-04,Price Close,3452.42
2022-07-05,Price Close,3359.83
2022-07-06,Price Close,3421.84
2022-07-07,Price Close,3488.5
2022-07-08,Price Close,3506.55
2022-07-11,Price Close,3471.69
2022-07-12,Price Close,3487.05
2022-07-13,Price Close,3453.97
2022-07-14,Price Close,3396.61
2022-07-15,Price Close,3477.2
2022-07-18,Price Close,3511.86
2022-07-19,Price Close,3587.44
2022-07-20,Price Close,3585.24
2022-07-21,Price Close,3596.51
2022-07-22,Price Close,3596.49
2022-07-25,Price Close,3604.16
2022-07-26,Price Close,3575.36
2022-07-27,Price Close,3607.78
2022-07-28,Price Close,3652.2
2022-07-29,Price Close,3708.1
2022-08-01,Price Close,3706.62
2022-08-02,Price Close,3684.63
2022-08-03,Price Close,3732.54
2022-08-04,Price Close,3754.6
2022-08-05,Price Close,3725.39
2022-08-08,Price Close,3757.22
2022-08-09,Price Close,3715.37
2022-08-10,Price Close,3749.35
2022-08-11,Price Close,3757.05
2022-08-12,Price Close,3776.81
2022-08-15,Price Close,3789.62
2022-08-16,Price Close,3805.22
2022-08-17,Price Close,3756.06
2022-08-18,Price Close,3777.38
2022-08-19,Price Close,3730.32
2022-08-22,Price Close,3658.22
2022-08-23,Price Close,3652.52
2022-08-24,Price Close,3667.46
2022-08-25,Price Close,3674.54
2022-08-26,Price Close,3603.68
2022-08-29,Price Close,3570.51
2022-08-30,Price Close,3561.92
2022-08-31,Price Close,3517.25
2022-09-01,Price Close,3456.7
2022-09-02,Price Close,3544.38
2022-09-05,Price Close,3490.01
2022-09-06,Price Close,3500.14
2022-09-07,Price Close,3502.09
2022-09-08,Price Close,3512.38
2022-09-09,Price Close,3570.04
2022-09-12,Price Close,3646.51
2022-09-13,Price Close,3586.18
2022-09-14,Price Close,3567.56
2022-09-15,Price Close,3541.79
2022-09-16,Price Close,3500.41
2022-09-19,Price Close,3499.49
2022-09-20,Price Close,3467.09
2022-09-21,Price Close,3491.87
2022-09-22,Price Close,3427.14
2022-09-23,Price Close,3348.6
2022-09-26,Price Close,3342.56
2022-09-27,Price Close,3328.65
2022-09-28,Price Close,3335.3
2022-09-29,Price Close,3279.04
2022-09-30,Price Close,3318.2
2022-10-03,Price Close,3342.17
2022-10-04,Price Close,3484.48
2022-10-05,Price Close,3447.72
2022-10-06,Price Close,3433.45
2022-10-07,Price Close,3375.46
2022-10-10,Price Close,3356.88
2022-10-11,Price Close,3340.35
2022-10-12,Price Close,3331.53
2022-10-13,Price Close,3362.4
2022-10-14,Price Close,3381.73
2022-10-17,Price Close,3441.64
2022-10-18,Price Close,3463.83
2022-10-19,Price Close,3471.24
2022-10-20,Price Close,3492.85
2022-10-21,Price Close,3476.63
2022-10-24,Price Close,3527.79
2022-10-25,Price Close,3585.58
2022-10-26,Price Close,3605.31
2022-10-27,Price Close,3604.51
2022-10-28,Price Close,3613.02
2022-10-31,Price Close,3617.54
2022-11-01,Price Close,3651.02
2022-11-02,Price Close,3622.01
2022-11-03,Price Close,3593.18
2022-11-04,Price Close,3688.33
2022-11-07,Price Close,3708.8
2022-11-08,Price Close,3739.28
2022-11-09,Price Close,3728.03
2022-11-10,Price Close,3846.56
2022-11-11,Price Close,3868.5
2022-11-14,Price Close,3887.51
2022-11-15,Price Close,3915.09
2022-11-16,Price Close,3882.78
2022-11-17,Price Close,3878.42
2022-11-18,Price Close,3924.84
2022-11-21,Price Close,3909.28
2022-11-22,Price Close,3929.9
2022-11-23,Price Close,3946.44
2022-11-24,Price Close,3961.99
2022-11-25,Price Close,3962.41
2022-11-28,Price Close,3935.51
2022-11-29,Price Close,3934.44
2022-11-30,Price Close,3964.72
2022-12-01,Price Close,3984.5
2022-12-02,Price Close,3977.9
2022-12-05,Price Close,3956.53
2022-12-06,Price Close,3939.19
2022-12-07,Price Close,3920.9
2022-12-08,Price Close,3921.27
2022-12-09,Price Close,3942.62
2022-12-12,Price Close,3921.82
2022-12-13,Price Close,3986.83
2022-12-14,Price Close,3975.26
2022-12-15,Price Close,3835.7
2022-12-16,Price Close,3804.02
2022-12-19,Price Close,3811.24
2022-12-20,Price Close,3802.49
2022-12-21,Price Close,3872.15
2022-12-22,Price Close,3823.29
2022-12-23,Price Close,3817.01
2022-12-27,Price Close,3832.89
2022-12-28,Price Close,3808.82
2022-12-29,Price Close,3850.07
2022-12-30,Price Close,3793.62
2023-01-02,Price Close,3856.09
2023-01-03,Price Close,3882.29
2023-01-04,Price Close,3973.97
2023-01-05,Price Close,3959.48
2023-01-06,Price Close,4017.83
2023-01-09,Price Close,4068.62
2023-01-10,Price Close,4057.46
2023-01-11,Price Close,4099.76
2023-01-12,Price Close,4126.68
2023-01-13,Price Close,4150.8
2023-01-16,Price Close,4157.0
2023-01-17,Price Close,4174.33
2023-01-18,Price Close,4174.34
2023-01-19,Price Close,4094.28
2023-01-20,Price Close,4119.9
2023-01-23,Price Close,4150.82
2023-01-24,Price Close,4153.02
2023-01-25,Price Close,4148.11
2023-01-26,Price Close,4173.98
2023-01-27,Price Close,4178.01
2023-01-30,Price Close,4158.63
2023-01-31,Price Close,4163.45
2023-02-01,Price Close,4171.44
2023-02-02,Price Close,4241.12
2023-02-03,Price Close,4257.98
2023-02-06,Price Close,4205.45
2023-02-07,Price Close,4209.31
2023-02-08,Price Close,4209.15
2023-02-09,Price Close,4250.14
2023-02-10,Price Close,4197.94
2023-02-13,Price Close,4241.36
2023-02-14,Price Close,4238.76
2023-02-15,Price Close,4280.04
2023-02-16,Price Close,4297.24
2023-02-17,Price Close,4274.92
2023-02-20,Price Close,4271.18
2023-02-21,Price Close,4250.4
2023-02-22,Price Close,4242.88
2023-02-23,Price Close,4258.16
2023-02-24,Price Close,4178.82
2023-02-27,Price Close,4248.01
2023-02-28,Price Close,4238.38
2023-03-01,Price Close,4215.75
2023-03-02,Price Close,4240.59
2023-03-03,Price Close,4294.8
2023-03-06,Price Close,4313.78
2023-03-07,Price Close,4278.96
2023-03-08,Price Close,4288.45
2023-03-09,Price Close,4286.12
2023-03-10,Price Close,4229.53
2023-03-13,Price Close,4096.54
2023-03-14,Price Close,4179.47
2023-03-15,Price Close,4034.92
2023-03-16,Price Close,4116.98
2023-03-17,Price Close,4064.99
2023-03-20,Price Close,4119.42
2023-03-21,Price Close,4181.6
2023-03-22,Price Close,4195.7
2023-03-23,Price Close,4207.14
2023-03-24,Price Close,4130.62
2023-03-27,Price Close,4164.62
2023-03-28,Price Close,4168.21
2023-03-29,Price Close,4231.27
2023-03-30,Price Close,4285.42
2023-03-31,Price Close,4315.05
2023-04-03,Price Close,4311.05
2023-04-04,Price Close,4315.32
2023-04-05,Price Close,4298.36
2023-04-06,Price Close,4309.45
2023-04-11,Price Close,4333.29
2023-04-12,Price Close,4334.03
2023-04-13,Price Close,4363.24
2023-04-14,Price Close,4390.75
2023-04-17,Price Close,4367.61
2023-04-18,Price Close,4393.95
2023-04-19,Price Close,4393.57
2023-04-20,Price Close,4384.86
2023-04-21,Price Close,4408.59
2023-04-24,Price Close,4401.8
2023-04-25,Price Close,4377.85
2023-04-26,Price Close,4347.71
2023-04-27,Price Close,4358.05
2023-04-28,Price Close,4359.31
2023-05-01,Price Close,4359.31
2023-05-02,Price Close,4294.85
2023-05-03,Price Close,4310.18
2023-05-04,Price Close,4287.03
2023-05-05,Price Close,4340.43
2023-05-08,Price Close,4348.65
2023-05-09,Price Close,4323.09
2023-05-10,Price Close,4306.76
2023-05-11,Price Close,4309.75
2023-05-12,Price Close,4317.88
2023-05-15,Price Close,4316.41
2023-05-16,Price Close,4315.51
2023-05-17,Price Close,4323.23
2023-05-18,Price Close,4367.45
2023-05-19,Price Close,4395.3
2023-05-22,Price Close,4385.63
2023-05-23,Price Close,4342.38
2023-05-24,Price Close,4263.74
2023-05-25,Price Close,4269.64
2023-05-26,Price Close,4337.5
2023-05-29,Price Close,4320.01
2023-05-30,Price Close,4291.58
2023-05-31,Price Close,4218.04
2023-06-01,Price Close,4257.61
2023-06-02,Price Close,4323.52
2023-06-05,Price Close,4293.24
2023-06-06,Price Close,4295.22
2023-06-07,Price Close,4291.91
2023-06-08,Price Close,4297.68
2023-06-09,Price Close,4289.79
2023-06-12,Price Close,4316.49
2023-06-13,Price Close,4347.55
2023-06-14,Price Close,4375.98
2023-06-15,Price Close,4365.12
2023-06-16,Price Close,4394.82
2023-06-19,Price Close,4362.38
2023-06-20,Price Close,4343.14
2023-06-21,Price Close,4322.75
2023-06-22,Price Close,4304.47
2023-06-23,Price Close,4271.61
2023-06-26,Price Close,4280.57
2023-06-27,Price Close,4305.26
2023-06-28,Price Close,4344.75
2023-06-29,Price Close,4354.69
2023-06-30,Price Close,4399.09
2023-07-03,Price Close,4398.15
2023-07-04,Price Close,4390.99
2023-07-05,Price Close,4350.71
