Date,RIC,0
2019-10-04,Price Close,17.04
2019-10-07,Price Close,17.86
2019-10-08,Price Close,20.28
2019-10-09,Price Close,18.64
2019-10-10,Price Close,17.57
2019-10-11,Price Close,15.58
2019-10-14,Price Close,14.57
2019-10-15,Price Close,13.54
2019-10-16,Price Close,13.68
2019-10-17,Price Close,13.79
2019-10-18,Price Close,14.25
2019-10-21,Price Close,14.0
2019-10-22,Price Close,14.46
2019-10-23,Price Close,14.01
2019-10-24,Price Close,13.71
2019-10-25,Price Close,12.65
2019-10-28,Price Close,13.11
2019-10-29,Price Close,13.2
2019-10-30,Price Close,12.33
2019-10-31,Price Close,13.22
2019-11-01,Price Close,12.3
2019-11-04,Price Close,12.83
2019-11-05,Price Close,13.1
2019-11-06,Price Close,12.62
2019-11-07,Price Close,12.73
2019-11-08,Price Close,12.07
2019-11-11,Price Close,12.69
2019-11-12,Price Close,12.68
2019-11-13,Price Close,13.0
2019-11-14,Price Close,13.05
2019-11-15,Price Close,12.05
2019-11-18,Price Close,12.46
2019-11-19,Price Close,12.86
2019-11-20,Price Close,12.78
2019-11-21,Price Close,13.13
2019-11-22,Price Close,12.34
2019-11-25,Price Close,11.87
2019-11-26,Price Close,11.54
2019-11-27,Price Close,11.75
2019-11-29,Price Close,12.62
2019-12-02,Price Close,14.91
2019-12-03,Price Close,15.96
2019-12-04,Price Close,14.8
2019-12-05,Price Close,14.52
2019-12-06,Price Close,13.62
2019-12-09,Price Close,15.86
2019-12-10,Price Close,15.68
2019-12-11,Price Close,14.99
2019-12-12,Price Close,13.94
2019-12-13,Price Close,12.63
2019-12-16,Price Close,12.14
2019-12-17,Price Close,12.29
2019-12-18,Price Close,12.58
2019-12-19,Price Close,12.5
2019-12-20,Price Close,12.51
2019-12-23,Price Close,12.61
2019-12-24,Price Close,12.67
2019-12-26,Price Close,12.65
2019-12-27,Price Close,13.43
2019-12-30,Price Close,14.82
2019-12-31,Price Close,13.78
2020-01-02,Price Close,12.47
2020-01-03,Price Close,14.02
2020-01-06,Price Close,13.85
2020-01-07,Price Close,13.79
2020-01-08,Price Close,13.45
2020-01-09,Price Close,12.54
2020-01-10,Price Close,12.56
2020-01-13,Price Close,12.32
2020-01-14,Price Close,12.39
2020-01-15,Price Close,12.42
2020-01-16,Price Close,12.32
2020-01-17,Price Close,12.1
2020-01-21,Price Close,12.85
2020-01-22,Price Close,12.91
2020-01-23,Price Close,12.98
2020-01-24,Price Close,14.56
2020-01-27,Price Close,18.23
2020-01-28,Price Close,16.28
2020-01-29,Price Close,16.39
2020-01-30,Price Close,15.49
2020-01-31,Price Close,18.84
2020-02-03,Price Close,17.97
2020-02-04,Price Close,16.05
2020-02-05,Price Close,15.15
2020-02-06,Price Close,14.96
2020-02-07,Price Close,15.47
2020-02-10,Price Close,15.04
2020-02-11,Price Close,15.18
2020-02-12,Price Close,13.74
2020-02-13,Price Close,14.15
2020-02-14,Price Close,13.68
2020-02-18,Price Close,14.83
2020-02-19,Price Close,14.38
2020-02-20,Price Close,15.56
2020-02-21,Price Close,17.08
2020-02-24,Price Close,25.03
2020-02-25,Price Close,27.85
2020-02-26,Price Close,27.56
2020-02-27,Price Close,39.16
2020-02-28,Price Close,40.11
2020-03-02,Price Close,33.42
2020-03-03,Price Close,36.82
2020-03-04,Price Close,31.99
2020-03-05,Price Close,39.62
2020-03-06,Price Close,41.94
2020-03-09,Price Close,54.46
2020-03-10,Price Close,47.3
2020-03-11,Price Close,53.9
2020-03-12,Price Close,75.47
2020-03-13,Price Close,57.83
2020-03-16,Price Close,82.69
2020-03-17,Price Close,75.91
2020-03-18,Price Close,76.45
2020-03-19,Price Close,72.0
2020-03-20,Price Close,66.04
2020-03-23,Price Close,61.59
2020-03-24,Price Close,61.67
2020-03-25,Price Close,63.95
2020-03-26,Price Close,61.0
2020-03-27,Price Close,65.54
2020-03-30,Price Close,57.08
2020-03-31,Price Close,53.54
2020-04-01,Price Close,57.06
2020-04-02,Price Close,50.91
2020-04-03,Price Close,46.8
2020-04-06,Price Close,45.24
2020-04-07,Price Close,46.7
2020-04-08,Price Close,43.35
2020-04-09,Price Close,41.67
2020-04-13,Price Close,41.17
2020-04-14,Price Close,37.76
2020-04-15,Price Close,40.84
2020-04-16,Price Close,40.11
2020-04-17,Price Close,38.15
2020-04-20,Price Close,43.83
2020-04-21,Price Close,45.41
2020-04-22,Price Close,41.98
2020-04-23,Price Close,41.38
2020-04-24,Price Close,35.93
2020-04-27,Price Close,33.29
2020-04-28,Price Close,33.57
2020-04-29,Price Close,31.23
2020-04-30,Price Close,34.15
2020-05-01,Price Close,37.19
2020-05-04,Price Close,35.97
2020-05-05,Price Close,33.61
2020-05-06,Price Close,34.12
2020-05-07,Price Close,31.44
2020-05-08,Price Close,27.98
2020-05-11,Price Close,27.57
2020-05-12,Price Close,33.04
2020-05-13,Price Close,35.28
2020-05-14,Price Close,32.61
2020-05-15,Price Close,31.89
2020-05-18,Price Close,29.3
2020-05-19,Price Close,30.53
2020-05-20,Price Close,27.99
2020-05-21,Price Close,29.53
2020-05-22,Price Close,28.16
2020-05-26,Price Close,28.01
2020-05-27,Price Close,27.62
2020-05-28,Price Close,28.59
2020-05-29,Price Close,27.51
2020-06-01,Price Close,28.23
2020-06-02,Price Close,26.84
2020-06-03,Price Close,25.66
2020-06-04,Price Close,25.81
2020-06-05,Price Close,24.52
2020-06-08,Price Close,25.81
2020-06-09,Price Close,27.57
2020-06-10,Price Close,27.57
2020-06-11,Price Close,40.79
2020-06-12,Price Close,36.09
2020-06-15,Price Close,34.4
2020-06-16,Price Close,33.67
2020-06-17,Price Close,33.47
2020-06-18,Price Close,32.94
2020-06-19,Price Close,35.12
2020-06-22,Price Close,31.77
2020-06-23,Price Close,31.37
2020-06-24,Price Close,33.84
2020-06-25,Price Close,32.22
2020-06-26,Price Close,34.73
2020-06-29,Price Close,31.78
2020-06-30,Price Close,30.43
2020-07-01,Price Close,28.62
2020-07-02,Price Close,27.68
2020-07-06,Price Close,27.94
2020-07-07,Price Close,29.43
2020-07-08,Price Close,28.08
2020-07-09,Price Close,29.26
2020-07-10,Price Close,27.29
2020-07-13,Price Close,32.19
2020-07-14,Price Close,29.52
2020-07-15,Price Close,27.76
2020-07-16,Price Close,28.0
2020-07-17,Price Close,25.68
2020-07-20,Price Close,24.46
2020-07-21,Price Close,24.84
2020-07-22,Price Close,24.32
2020-07-23,Price Close,26.08
2020-07-24,Price Close,25.84
2020-07-27,Price Close,24.74
2020-07-28,Price Close,25.44
2020-07-29,Price Close,24.1
2020-07-30,Price Close,24.76
2020-07-31,Price Close,24.46
2020-08-03,Price Close,24.28
2020-08-04,Price Close,23.76
2020-08-05,Price Close,22.99
2020-08-06,Price Close,22.65
2020-08-07,Price Close,22.21
2020-08-10,Price Close,22.13
2020-08-11,Price Close,24.03
2020-08-12,Price Close,22.28
2020-08-13,Price Close,22.13
2020-08-14,Price Close,22.05
2020-08-17,Price Close,21.35
2020-08-18,Price Close,21.51
2020-08-19,Price Close,22.54
2020-08-20,Price Close,22.72
2020-08-21,Price Close,22.54
2020-08-24,Price Close,22.37
2020-08-25,Price Close,22.03
2020-08-26,Price Close,23.27
2020-08-27,Price Close,24.47
2020-08-28,Price Close,22.96
2020-08-31,Price Close,26.41
2020-09-01,Price Close,26.12
2020-09-02,Price Close,26.57
2020-09-03,Price Close,33.6
2020-09-04,Price Close,30.75
2020-09-08,Price Close,31.46
2020-09-09,Price Close,28.81
2020-09-10,Price Close,29.71
2020-09-11,Price Close,26.87
2020-09-14,Price Close,25.85
2020-09-15,Price Close,25.59
2020-09-16,Price Close,26.04
2020-09-17,Price Close,26.46
2020-09-18,Price Close,25.83
2020-09-21,Price Close,27.78
2020-09-22,Price Close,26.86
2020-09-23,Price Close,28.58
2020-09-24,Price Close,28.51
2020-09-25,Price Close,26.38
2020-09-28,Price Close,26.19
2020-09-29,Price Close,26.27
2020-09-30,Price Close,26.37
2020-10-01,Price Close,26.7
2020-10-02,Price Close,27.63
2020-10-05,Price Close,27.96
2020-10-06,Price Close,29.48
2020-10-07,Price Close,28.06
2020-10-08,Price Close,26.36
2020-10-09,Price Close,25.0
2020-10-12,Price Close,25.07
2020-10-13,Price Close,26.07
2020-10-14,Price Close,26.4
2020-10-15,Price Close,26.97
2020-10-16,Price Close,27.41
2020-10-19,Price Close,29.18
2020-10-20,Price Close,29.35
2020-10-21,Price Close,28.65
2020-10-22,Price Close,28.11
2020-10-23,Price Close,27.55
2020-10-26,Price Close,32.46
2020-10-27,Price Close,33.35
2020-10-28,Price Close,40.28
2020-10-29,Price Close,37.59
2020-10-30,Price Close,38.02
2020-11-02,Price Close,37.13
2020-11-03,Price Close,35.55
2020-11-04,Price Close,29.57
2020-11-05,Price Close,27.58
2020-11-06,Price Close,24.86
2020-11-09,Price Close,25.75
2020-11-10,Price Close,24.8
2020-11-11,Price Close,23.45
2020-11-12,Price Close,25.35
2020-11-13,Price Close,23.1
2020-11-16,Price Close,22.45
2020-11-17,Price Close,22.71
2020-11-18,Price Close,23.84
2020-11-19,Price Close,23.11
2020-11-20,Price Close,23.7
2020-11-23,Price Close,22.66
2020-11-24,Price Close,21.64
2020-11-25,Price Close,21.25
2020-11-27,Price Close,20.84
2020-11-30,Price Close,20.57
2020-12-01,Price Close,20.77
2020-12-02,Price Close,21.17
2020-12-03,Price Close,21.28
2020-12-04,Price Close,20.79
2020-12-07,Price Close,21.3
2020-12-08,Price Close,20.68
2020-12-09,Price Close,22.27
2020-12-10,Price Close,22.52
2020-12-11,Price Close,23.31
2020-12-14,Price Close,24.72
2020-12-15,Price Close,22.89
2020-12-16,Price Close,22.5
2020-12-17,Price Close,21.93
2020-12-18,Price Close,21.57
2020-12-21,Price Close,25.16
2020-12-22,Price Close,24.23
2020-12-23,Price Close,23.31
2020-12-24,Price Close,21.53
2020-12-28,Price Close,21.7
2020-12-29,Price Close,23.08
2020-12-30,Price Close,22.77
2020-12-31,Price Close,22.75
2021-01-04,Price Close,26.97
2021-01-05,Price Close,25.34
2021-01-06,Price Close,25.07
2021-01-07,Price Close,22.37
2021-01-08,Price Close,21.56
2021-01-11,Price Close,24.08
2021-01-12,Price Close,23.33
2021-01-13,Price Close,22.21
2021-01-14,Price Close,23.25
2021-01-15,Price Close,24.34
2021-01-19,Price Close,23.24
2021-01-20,Price Close,21.58
2021-01-21,Price Close,21.32
2021-01-22,Price Close,21.91
2021-01-25,Price Close,23.19
2021-01-26,Price Close,23.02
2021-01-27,Price Close,37.21
2021-01-28,Price Close,30.21
2021-01-29,Price Close,33.09
2021-02-01,Price Close,30.24
2021-02-02,Price Close,25.56
2021-02-03,Price Close,22.91
2021-02-04,Price Close,21.77
2021-02-05,Price Close,20.87
2021-02-08,Price Close,21.24
2021-02-09,Price Close,21.63
2021-02-10,Price Close,21.99
2021-02-11,Price Close,21.25
2021-02-12,Price Close,19.97
2021-02-16,Price Close,21.46
2021-02-17,Price Close,21.5
2021-02-18,Price Close,22.49
2021-02-19,Price Close,22.05
2021-02-22,Price Close,23.45
2021-02-23,Price Close,23.11
2021-02-24,Price Close,21.34
2021-02-25,Price Close,28.89
2021-02-26,Price Close,27.95
2021-03-01,Price Close,23.35
2021-03-02,Price Close,24.1
2021-03-03,Price Close,26.67
2021-03-04,Price Close,28.57
2021-03-05,Price Close,24.66
2021-03-08,Price Close,25.47
2021-03-09,Price Close,24.03
2021-03-10,Price Close,22.56
2021-03-11,Price Close,21.91
2021-03-12,Price Close,20.69
2021-03-15,Price Close,20.03
2021-03-16,Price Close,19.79
2021-03-17,Price Close,19.23
2021-03-18,Price Close,21.58
2021-03-19,Price Close,20.95
2021-03-22,Price Close,18.88
2021-03-23,Price Close,20.3
2021-03-24,Price Close,21.2
2021-03-25,Price Close,19.81
2021-03-26,Price Close,18.86
2021-03-29,Price Close,20.74
2021-03-30,Price Close,19.61
2021-03-31,Price Close,19.4
2021-04-01,Price Close,17.33
2021-04-05,Price Close,17.91
2021-04-06,Price Close,18.12
2021-04-07,Price Close,17.16
2021-04-08,Price Close,16.95
2021-04-09,Price Close,16.69
2021-04-12,Price Close,16.91
2021-04-13,Price Close,16.65
2021-04-14,Price Close,16.99
2021-04-15,Price Close,16.57
2021-04-16,Price Close,16.25
2021-04-19,Price Close,17.29
2021-04-20,Price Close,18.68
2021-04-21,Price Close,17.5
2021-04-22,Price Close,18.71
2021-04-23,Price Close,17.33
2021-04-26,Price Close,17.64
2021-04-27,Price Close,17.56
2021-04-28,Price Close,17.28
2021-04-29,Price Close,17.61
2021-04-30,Price Close,18.61
2021-05-03,Price Close,18.31
2021-05-04,Price Close,19.48
2021-05-05,Price Close,19.15
2021-05-06,Price Close,18.39
2021-05-07,Price Close,16.69
2021-05-10,Price Close,19.66
2021-05-11,Price Close,21.84
2021-05-12,Price Close,27.59
2021-05-13,Price Close,23.13
2021-05-14,Price Close,18.81
2021-05-17,Price Close,19.72
2021-05-18,Price Close,21.34
2021-05-19,Price Close,22.18
2021-05-20,Price Close,20.67
2021-05-21,Price Close,20.15
2021-05-24,Price Close,18.4
2021-05-25,Price Close,18.84
2021-05-26,Price Close,17.36
2021-05-27,Price Close,16.74
2021-05-28,Price Close,16.76
2021-06-01,Price Close,17.9
2021-06-02,Price Close,17.48
2021-06-03,Price Close,18.04
2021-06-04,Price Close,16.42
2021-06-07,Price Close,16.42
2021-06-08,Price Close,17.07
2021-06-09,Price Close,17.89
2021-06-10,Price Close,16.1
2021-06-11,Price Close,15.65
2021-06-14,Price Close,16.39
2021-06-15,Price Close,17.02
2021-06-16,Price Close,18.15
2021-06-17,Price Close,17.75
2021-06-18,Price Close,20.7
2021-06-21,Price Close,17.89
2021-06-22,Price Close,16.66
2021-06-23,Price Close,16.32
2021-06-24,Price Close,15.97
2021-06-25,Price Close,15.62
2021-06-28,Price Close,15.76
2021-06-29,Price Close,16.02
2021-06-30,Price Close,15.83
2021-07-01,Price Close,15.48
2021-07-02,Price Close,15.07
2021-07-06,Price Close,16.44
2021-07-07,Price Close,16.2
2021-07-08,Price Close,19.0
2021-07-09,Price Close,16.18
2021-07-12,Price Close,16.17
2021-07-13,Price Close,17.12
2021-07-14,Price Close,16.33
2021-07-15,Price Close,17.01
2021-07-16,Price Close,18.45
2021-07-19,Price Close,22.5
2021-07-20,Price Close,19.73
2021-07-21,Price Close,17.91
2021-07-22,Price Close,17.69
2021-07-23,Price Close,17.2
2021-07-26,Price Close,17.58
2021-07-27,Price Close,19.36
2021-07-28,Price Close,18.31
2021-07-29,Price Close,17.7
2021-07-30,Price Close,18.24
2021-08-02,Price Close,19.46
2021-08-03,Price Close,18.04
2021-08-04,Price Close,17.97
2021-08-05,Price Close,17.28
2021-08-06,Price Close,16.15
2021-08-09,Price Close,16.72
2021-08-10,Price Close,16.79
2021-08-11,Price Close,16.06
2021-08-12,Price Close,15.59
2021-08-13,Price Close,15.45
2021-08-16,Price Close,16.12
2021-08-17,Price Close,17.91
2021-08-18,Price Close,21.57
2021-08-19,Price Close,21.67
2021-08-20,Price Close,18.56
2021-08-23,Price Close,17.15
2021-08-24,Price Close,17.22
2021-08-25,Price Close,16.79
2021-08-26,Price Close,18.84
2021-08-27,Price Close,16.39
2021-08-30,Price Close,16.19
2021-08-31,Price Close,16.48
2021-09-01,Price Close,16.11
2021-09-02,Price Close,16.41
2021-09-03,Price Close,16.41
2021-09-06,Price Close,16.41
2021-09-07,Price Close,18.14
2021-09-08,Price Close,17.96
2021-09-09,Price Close,18.8
2021-09-10,Price Close,20.95
2021-09-13,Price Close,19.37
2021-09-14,Price Close,19.46
2021-09-15,Price Close,18.18
2021-09-16,Price Close,18.69
2021-09-17,Price Close,20.81
2021-09-20,Price Close,25.71
2021-09-21,Price Close,24.36
2021-09-22,Price Close,20.87
2021-09-23,Price Close,18.63
2021-09-24,Price Close,17.75
2021-09-27,Price Close,18.76
2021-09-28,Price Close,23.25
2021-09-29,Price Close,22.56
2021-09-30,Price Close,23.14
2021-10-01,Price Close,21.15
2021-10-04,Price Close,22.96
2021-10-05,Price Close,21.3
2021-10-06,Price Close,21.0
2021-10-07,Price Close,19.54
2021-10-08,Price Close,18.77
2021-10-11,Price Close,20.0
2021-10-12,Price Close,19.85
2021-10-13,Price Close,18.64
2021-10-14,Price Close,16.86
2021-10-15,Price Close,16.3
2021-10-18,Price Close,16.31
2021-10-19,Price Close,15.7
2021-10-20,Price Close,15.49
2021-10-21,Price Close,15.01
2021-10-22,Price Close,15.43
2021-10-25,Price Close,15.24
2021-10-26,Price Close,15.98
2021-10-27,Price Close,16.98
2021-10-28,Price Close,16.53
2021-10-29,Price Close,16.26
2021-11-01,Price Close,16.41
2021-11-02,Price Close,16.03
2021-11-03,Price Close,15.1
2021-11-04,Price Close,15.44
2021-11-05,Price Close,16.48
2021-11-08,Price Close,17.22
2021-11-09,Price Close,17.78
2021-11-10,Price Close,18.73
2021-11-11,Price Close,17.66
2021-11-12,Price Close,16.29
2021-11-15,Price Close,16.49
2021-11-16,Price Close,16.37
2021-11-17,Price Close,17.11
2021-11-18,Price Close,17.59
2021-11-19,Price Close,17.91
2021-11-22,Price Close,19.17
2021-11-23,Price Close,19.38
2021-11-24,Price Close,18.58
2021-11-25,Price Close,18.58
2021-11-26,Price Close,28.62
2021-11-29,Price Close,22.96
2021-11-30,Price Close,27.19
2021-12-01,Price Close,31.12
2021-12-02,Price Close,27.95
2021-12-03,Price Close,30.67
2021-12-06,Price Close,27.18
2021-12-07,Price Close,21.89
2021-12-08,Price Close,19.9
2021-12-09,Price Close,21.58
2021-12-10,Price Close,18.69
2021-12-13,Price Close,20.31
2021-12-14,Price Close,21.89
2021-12-15,Price Close,19.29
2021-12-16,Price Close,20.57
2021-12-17,Price Close,21.57
2021-12-20,Price Close,22.87
2021-12-21,Price Close,21.01
2021-12-22,Price Close,18.63
2021-12-23,Price Close,17.96
2021-12-24,Price Close,17.96
2021-12-27,Price Close,17.68
2021-12-28,Price Close,17.54
2021-12-29,Price Close,16.95
2021-12-30,Price Close,17.33
2021-12-31,Price Close,17.22
2022-01-03,Price Close,16.6
2022-01-04,Price Close,16.91
2022-01-05,Price Close,19.73
2022-01-06,Price Close,19.61
2022-01-07,Price Close,18.76
2022-01-10,Price Close,19.4
2022-01-11,Price Close,18.41
2022-01-12,Price Close,17.62
2022-01-13,Price Close,20.31
2022-01-14,Price Close,19.19
2022-01-17,Price Close,19.19
2022-01-18,Price Close,22.79
2022-01-19,Price Close,23.85
2022-01-20,Price Close,25.59
2022-01-21,Price Close,28.85
2022-01-24,Price Close,29.9
2022-01-25,Price Close,31.16
2022-01-26,Price Close,31.96
2022-01-27,Price Close,30.49
2022-01-28,Price Close,27.66
2022-01-31,Price Close,24.83
2022-02-01,Price Close,21.96
2022-02-02,Price Close,22.09
2022-02-03,Price Close,24.35
2022-02-04,Price Close,23.22
2022-02-07,Price Close,22.86
2022-02-08,Price Close,21.44
2022-02-09,Price Close,19.96
2022-02-10,Price Close,23.91
2022-02-11,Price Close,27.36
2022-02-14,Price Close,28.33
2022-02-15,Price Close,25.7
2022-02-16,Price Close,24.29
2022-02-17,Price Close,28.11
2022-02-18,Price Close,27.75
2022-02-21,Price Close,27.75
2022-02-22,Price Close,28.81
2022-02-23,Price Close,31.02
2022-02-24,Price Close,30.32
2022-02-25,Price Close,27.59
2022-02-28,Price Close,30.15
2022-03-01,Price Close,33.32
2022-03-02,Price Close,30.74
2022-03-03,Price Close,30.48
2022-03-04,Price Close,31.98
2022-03-07,Price Close,36.45
2022-03-08,Price Close,35.13
2022-03-09,Price Close,32.45
2022-03-10,Price Close,30.23
2022-03-11,Price Close,30.75
2022-03-14,Price Close,31.77
2022-03-15,Price Close,29.83
2022-03-16,Price Close,26.67
2022-03-17,Price Close,25.67
2022-03-18,Price Close,23.87
2022-03-21,Price Close,23.53
2022-03-22,Price Close,22.94
2022-03-23,Price Close,23.57
2022-03-24,Price Close,21.67
2022-03-25,Price Close,20.81
2022-03-28,Price Close,19.63
2022-03-29,Price Close,18.9
2022-03-30,Price Close,19.33
2022-03-31,Price Close,20.56
2022-04-01,Price Close,19.63
2022-04-04,Price Close,18.57
2022-04-05,Price Close,21.03
2022-04-06,Price Close,22.1
2022-04-07,Price Close,21.55
2022-04-08,Price Close,21.16
2022-04-11,Price Close,24.37
2022-04-12,Price Close,24.26
2022-04-13,Price Close,21.82
2022-04-14,Price Close,22.7
2022-04-15,Price Close,22.7
2022-04-18,Price Close,22.17
2022-04-19,Price Close,21.37
2022-04-20,Price Close,20.32
2022-04-21,Price Close,22.68
2022-04-22,Price Close,28.21
2022-04-25,Price Close,27.02
2022-04-26,Price Close,33.52
2022-04-27,Price Close,31.6
2022-04-28,Price Close,29.99
2022-04-29,Price Close,33.4
2022-05-02,Price Close,32.34
2022-05-03,Price Close,29.25
2022-05-04,Price Close,25.42
2022-05-05,Price Close,31.2
2022-05-06,Price Close,30.19
2022-05-09,Price Close,34.75
2022-05-10,Price Close,32.99
2022-05-11,Price Close,32.56
2022-05-12,Price Close,31.77
2022-05-13,Price Close,28.87
2022-05-16,Price Close,27.47
2022-05-17,Price Close,26.1
2022-05-18,Price Close,30.96
2022-05-19,Price Close,29.35
2022-05-20,Price Close,29.43
2022-05-23,Price Close,28.48
2022-05-24,Price Close,29.45
2022-05-25,Price Close,28.37
2022-05-26,Price Close,27.5
2022-05-27,Price Close,25.72
2022-05-30,Price Close,26.54
2022-05-31,Price Close,26.19
2022-06-01,Price Close,25.69
2022-06-02,Price Close,24.72
2022-06-03,Price Close,24.79
2022-06-06,Price Close,25.07
2022-06-07,Price Close,24.02
2022-06-08,Price Close,23.96
2022-06-09,Price Close,26.09
2022-06-10,Price Close,27.75
2022-06-13,Price Close,34.02
2022-06-14,Price Close,32.69
2022-06-15,Price Close,29.62
2022-06-16,Price Close,32.95
2022-06-17,Price Close,31.13
2022-06-20,Price Close,31.03
2022-06-21,Price Close,30.19
2022-06-22,Price Close,28.95
2022-06-23,Price Close,29.05
2022-06-24,Price Close,27.23
2022-06-27,Price Close,26.95
2022-06-28,Price Close,28.36
2022-06-29,Price Close,28.16
2022-06-30,Price Close,28.71
2022-07-01,Price Close,26.7
2022-07-04,Price Close,27.53
2022-07-05,Price Close,27.54
2022-07-06,Price Close,26.73
2022-07-07,Price Close,26.08
2022-07-08,Price Close,24.64
2022-07-11,Price Close,26.17
2022-07-12,Price Close,27.29
2022-07-13,Price Close,26.82
2022-07-14,Price Close,26.4
2022-07-15,Price Close,24.23
2022-07-18,Price Close,25.3
2022-07-19,Price Close,24.5
2022-07-20,Price Close,23.88
2022-07-21,Price Close,23.11
2022-07-22,Price Close,23.03
2022-07-25,Price Close,23.36
2022-07-26,Price Close,24.69
2022-07-27,Price Close,23.24
2022-07-28,Price Close,22.33
2022-07-29,Price Close,21.33
2022-08-01,Price Close,22.84
2022-08-02,Price Close,23.93
2022-08-03,Price Close,21.95
2022-08-04,Price Close,21.44
2022-08-05,Price Close,21.15
2022-08-08,Price Close,21.29
2022-08-09,Price Close,21.77
2022-08-10,Price Close,19.74
2022-08-11,Price Close,20.2
2022-08-12,Price Close,19.53
2022-08-15,Price Close,19.95
2022-08-16,Price Close,19.69
2022-08-17,Price Close,19.9
2022-08-18,Price Close,19.56
2022-08-19,Price Close,20.6
2022-08-22,Price Close,23.8
2022-08-23,Price Close,24.11
2022-08-24,Price Close,22.82
2022-08-25,Price Close,21.78
2022-08-26,Price Close,25.56
2022-08-29,Price Close,26.21
2022-08-30,Price Close,26.21
2022-08-31,Price Close,25.87
2022-09-01,Price Close,25.56
2022-09-02,Price Close,25.47
2022-09-05,Price Close,25.99
2022-09-06,Price Close,26.91
2022-09-07,Price Close,24.64
2022-09-08,Price Close,23.61
2022-09-09,Price Close,22.79
2022-09-12,Price Close,23.87
2022-09-13,Price Close,27.27
2022-09-14,Price Close,26.16
2022-09-15,Price Close,26.27
2022-09-16,Price Close,26.3
2022-09-19,Price Close,25.76
2022-09-20,Price Close,27.16
2022-09-21,Price Close,27.99
2022-09-22,Price Close,27.35
2022-09-23,Price Close,29.92
2022-09-26,Price Close,32.26
2022-09-27,Price Close,32.6
2022-09-28,Price Close,30.18
2022-09-29,Price Close,31.84
2022-09-30,Price Close,31.62
2022-10-03,Price Close,30.1
2022-10-04,Price Close,29.07
2022-10-05,Price Close,28.55
2022-10-06,Price Close,30.52
2022-10-07,Price Close,31.36
2022-10-10,Price Close,32.45
2022-10-11,Price Close,33.63
2022-10-12,Price Close,33.57
2022-10-13,Price Close,31.94
2022-10-14,Price Close,32.02
2022-10-17,Price Close,31.37
2022-10-18,Price Close,30.5
2022-10-19,Price Close,30.76
2022-10-20,Price Close,29.98
2022-10-21,Price Close,29.69
2022-10-24,Price Close,29.85
2022-10-25,Price Close,28.46
2022-10-26,Price Close,27.28
2022-10-27,Price Close,27.39
2022-10-28,Price Close,25.75
2022-10-31,Price Close,25.88
2022-11-01,Price Close,25.81
2022-11-02,Price Close,25.86
2022-11-03,Price Close,25.3
2022-11-04,Price Close,24.55
2022-11-07,Price Close,24.35
2022-11-08,Price Close,25.54
2022-11-09,Price Close,26.09
2022-11-10,Price Close,23.53
2022-11-11,Price Close,22.52
2022-11-14,Price Close,23.73
2022-11-15,Price Close,24.54
2022-11-16,Price Close,24.11
2022-11-17,Price Close,23.93
2022-11-18,Price Close,23.12
2022-11-21,Price Close,22.36
2022-11-22,Price Close,21.29
2022-11-23,Price Close,20.35
2022-11-24,Price Close,20.42
2022-11-25,Price Close,20.5
2022-11-28,Price Close,22.21
2022-11-29,Price Close,21.89
2022-11-30,Price Close,20.58
2022-12-01,Price Close,19.84
2022-12-02,Price Close,19.06
2022-12-05,Price Close,20.75
2022-12-06,Price Close,22.17
2022-12-07,Price Close,22.68
2022-12-08,Price Close,22.29
2022-12-09,Price Close,22.83
2022-12-12,Price Close,25.0
2022-12-13,Price Close,22.55
2022-12-14,Price Close,21.14
2022-12-15,Price Close,22.83
2022-12-16,Price Close,22.62
2022-12-19,Price Close,22.42
2022-12-20,Price Close,21.48
2022-12-21,Price Close,20.07
2022-12-22,Price Close,21.97
2022-12-23,Price Close,20.87
2022-12-26,Price Close,20.87
2022-12-27,Price Close,21.65
2022-12-28,Price Close,22.14
2022-12-29,Price Close,21.44
2022-12-30,Price Close,21.67
2023-01-02,Price Close,21.67
2023-01-03,Price Close,22.9
2023-01-04,Price Close,22.01
2023-01-05,Price Close,22.46
2023-01-06,Price Close,21.13
2023-01-09,Price Close,21.97
2023-01-10,Price Close,20.58
2023-01-11,Price Close,21.09
2023-01-12,Price Close,18.83
2023-01-13,Price Close,18.35
2023-01-16,Price Close,19.49
2023-01-17,Price Close,19.36
2023-01-18,Price Close,20.34
2023-01-19,Price Close,20.52
2023-01-20,Price Close,19.85
2023-01-23,Price Close,19.81
2023-01-24,Price Close,19.2
2023-01-25,Price Close,19.08
2023-01-26,Price Close,18.73
2023-01-27,Price Close,18.51
2023-01-30,Price Close,19.94
2023-01-31,Price Close,19.4
2023-02-01,Price Close,17.87
2023-02-02,Price Close,18.73
2023-02-03,Price Close,18.33
2023-02-06,Price Close,19.43
2023-02-07,Price Close,18.66
2023-02-08,Price Close,19.63
2023-02-09,Price Close,20.71
2023-02-10,Price Close,20.53
2023-02-13,Price Close,20.34
2023-02-14,Price Close,18.91
2023-02-15,Price Close,18.23
2023-02-16,Price Close,20.17
2023-02-17,Price Close,20.02
2023-02-20,Price Close,21.23
2023-02-21,Price Close,22.87
2023-02-22,Price Close,22.29
2023-02-23,Price Close,21.14
2023-02-24,Price Close,21.67
2023-02-27,Price Close,20.95
2023-02-28,Price Close,20.7
2023-03-01,Price Close,20.58
2023-03-02,Price Close,19.59
2023-03-03,Price Close,18.49
