Date,RIC,0
2023-03-06,Price Close,18.61
2023-03-07,Price Close,19.59
2023-03-08,Price Close,19.11
2023-03-09,Price Close,22.61
2023-03-10,Price Close,24.8
2023-03-13,Price Close,26.52
2023-03-14,Price Close,23.73
2023-03-15,Price Close,26.14
2023-03-16,Price Close,22.99
2023-03-17,Price Close,25.51
2023-03-20,Price Close,24.15
2023-03-21,Price Close,21.38
2023-03-22,Price Close,22.26
2023-03-23,Price Close,22.61
2023-03-24,Price Close,21.74
2023-03-27,Price Close,20.6
2023-03-28,Price Close,19.97
2023-03-29,Price Close,19.12
2023-03-30,Price Close,19.02
2023-03-31,Price Close,18.7
2023-04-03,Price Close,18.55
2023-04-04,Price Close,19.0
2023-04-05,Price Close,19.08
2023-04-06,Price Close,18.4
2023-04-10,Price Close,18.97
2023-04-11,Price Close,19.1
2023-04-12,Price Close,19.09
2023-04-13,Price Close,17.8
2023-04-14,Price Close,17.07
2023-04-17,Price Close,16.95
2023-04-18,Price Close,16.83
2023-04-19,Price Close,16.46
2023-04-20,Price Close,17.17
2023-04-21,Price Close,16.77
2023-04-24,Price Close,16.89
2023-04-25,Price Close,18.76
2023-04-26,Price Close,18.84
2023-04-27,Price Close,17.03
2023-04-28,Price Close,15.78
2023-05-01,Price Close,16.08
2023-05-02,Price Close,17.78
2023-05-03,Price Close,18.34
2023-05-04,Price Close,20.09
2023-05-05,Price Close,17.19
2023-05-08,Price Close,16.98
2023-05-09,Price Close,17.71
2023-05-10,Price Close,16.94
2023-05-11,Price Close,16.93
2023-05-12,Price Close,17.03
2023-05-15,Price Close,17.12
2023-05-16,Price Close,17.99
2023-05-17,Price Close,16.87
2023-05-18,Price Close,16.05
2023-05-19,Price Close,16.81
2023-05-22,Price Close,17.21
2023-05-23,Price Close,18.53
2023-05-24,Price Close,20.03
2023-05-25,Price Close,19.14
2023-05-26,Price Close,17.95
2023-05-29,Price Close,17.46
2023-05-30,Price Close,17.46
2023-05-31,Price Close,17.94
2023-06-01,Price Close,15.65
2023-06-02,Price Close,14.6
2023-06-05,Price Close,14.73
2023-06-06,Price Close,13.96
2023-06-07,Price Close,13.94
2023-06-08,Price Close,13.65
2023-06-09,Price Close,13.83
2023-06-12,Price Close,15.01
2023-06-13,Price Close,14.61
2023-06-14,Price Close,13.88
2023-06-15,Price Close,14.5
2023-06-16,Price Close,13.54
2023-06-19,Price Close,14.19
2023-06-20,Price Close,13.88
2023-06-21,Price Close,13.2
2023-06-22,Price Close,12.91
2023-06-23,Price Close,13.44
2023-06-26,Price Close,14.25
2023-06-27,Price Close,13.74
2023-06-28,Price Close,13.43
2023-06-29,Price Close,13.54
2023-06-30,Price Close,13.59
2023-07-03,Price Close,13.57
2023-07-04,Price Close,13.7
2023-07-05,Price Close,14.18
2023-07-06,Price Close,15.44
2023-07-07,Price Close,14.83
2023-07-10,Price Close,15.07
2023-07-11,Price Close,14.84
2023-07-12,Price Close,13.54
2023-07-13,Price Close,13.61
2023-07-14,Price Close,13.34
2023-07-17,Price Close,13.48
2023-07-18,Price Close,13.3
2023-07-19,Price Close,13.76
2023-07-20,Price Close,13.99
2023-07-21,Price Close,13.6
2023-07-24,Price Close,13.91
2023-07-25,Price Close,13.86
2023-07-26,Price Close,13.19
2023-07-27,Price Close,14.41
2023-07-28,Price Close,13.33
2023-07-31,Price Close,13.63
2023-08-01,Price Close,13.93
2023-08-02,Price Close,16.09
2023-08-03,Price Close,15.92
2023-08-04,Price Close,17.1
2023-08-07,Price Close,15.77
2023-08-08,Price Close,15.99
2023-08-09,Price Close,15.96
2023-08-10,Price Close,15.85
2023-08-11,Price Close,14.84
2023-08-14,Price Close,14.82
2023-08-15,Price Close,16.46
2023-08-16,Price Close,16.78
2023-08-17,Price Close,17.89
2023-08-18,Price Close,17.3
2023-08-21,Price Close,17.13
2023-08-22,Price Close,16.97
2023-08-23,Price Close,15.98
2023-08-24,Price Close,17.2
2023-08-25,Price Close,15.68
2023-08-28,Price Close,15.08
2023-08-29,Price Close,14.45
2023-08-30,Price Close,13.88
2023-08-31,Price Close,13.57
2023-09-01,Price Close,13.09
2023-09-04,Price Close,13.82
2023-09-05,Price Close,14.01
2023-09-06,Price Close,14.45
2023-09-07,Price Close,14.4
2023-09-08,Price Close,13.84
2023-09-11,Price Close,13.8
2023-09-12,Price Close,14.23
2023-09-13,Price Close,13.48
2023-09-14,Price Close,12.82
2023-09-15,Price Close,13.79
2023-09-18,Price Close,14.0
2023-09-19,Price Close,14.11
2023-09-20,Price Close,15.14
2023-09-21,Price Close,17.54
2023-09-22,Price Close,17.2
2023-09-25,Price Close,16.9
2023-09-26,Price Close,18.94
2023-09-27,Price Close,18.22
2023-09-28,Price Close,17.34
2023-09-29,Price Close,17.52
2023-10-02,Price Close,17.61
2023-10-03,Price Close,19.78
2023-10-04,Price Close,18.58
2023-10-05,Price Close,18.49
2023-10-06,Price Close,17.45
2023-10-09,Price Close,17.7
2023-10-10,Price Close,17.03
2023-10-11,Price Close,16.09
2023-10-12,Price Close,16.69
2023-10-13,Price Close,19.32
2023-10-16,Price Close,17.21
2023-10-17,Price Close,17.88
2023-10-18,Price Close,19.22
2023-10-19,Price Close,21.4
2023-10-20,Price Close,21.71
2023-10-23,Price Close,20.37
2023-10-24,Price Close,18.97
2023-10-25,Price Close,20.19
2023-10-26,Price Close,20.68
2023-10-27,Price Close,21.27
2023-10-30,Price Close,19.75
2023-10-31,Price Close,18.14
2023-11-01,Price Close,16.87
2023-11-02,Price Close,15.66
2023-11-03,Price Close,14.91
2023-11-06,Price Close,14.89
2023-11-07,Price Close,14.81
2023-11-08,Price Close,14.45
2023-11-09,Price Close,15.29
2023-11-10,Price Close,14.17
2023-11-13,Price Close,14.76
2023-11-14,Price Close,14.16
2023-11-15,Price Close,14.18
2023-11-16,Price Close,14.32
2023-11-17,Price Close,13.8
2023-11-20,Price Close,13.41
2023-11-21,Price Close,13.35
2023-11-22,Price Close,12.85
2023-11-23,Price Close,12.8
2023-11-24,Price Close,12.46
2023-11-27,Price Close,12.69
2023-11-28,Price Close,12.69
2023-11-29,Price Close,12.98
2023-11-30,Price Close,12.92
2023-12-01,Price Close,12.63
2023-12-04,Price Close,13.08
2023-12-05,Price Close,12.85
2023-12-06,Price Close,12.97
2023-12-07,Price Close,13.06
2023-12-08,Price Close,12.35
2023-12-11,Price Close,12.63
2023-12-12,Price Close,12.07
2023-12-13,Price Close,12.19
2023-12-14,Price Close,12.48
2023-12-15,Price Close,12.28
2023-12-18,Price Close,12.56
2023-12-19,Price Close,12.53
2023-12-20,Price Close,13.67
2023-12-21,Price Close,13.65
2023-12-22,Price Close,13.03
2023-12-26,Price Close,12.99
2023-12-27,Price Close,12.43
2023-12-28,Price Close,12.47
2023-12-29,Price Close,12.45
2024-01-02,Price Close,13.2
2024-01-03,Price Close,14.04
2024-01-04,Price Close,14.13
2024-01-05,Price Close,13.35
2024-01-08,Price Close,13.08
2024-01-09,Price Close,12.76
2024-01-10,Price Close,12.69
2024-01-11,Price Close,12.44
2024-01-12,Price Close,12.7
2024-01-15,Price Close,13.25
2024-01-16,Price Close,13.84
2024-01-17,Price Close,14.79
2024-01-18,Price Close,14.13
2024-01-19,Price Close,13.3
2024-01-22,Price Close,13.19
2024-01-23,Price Close,12.55
2024-01-24,Price Close,13.14
2024-01-25,Price Close,13.45
2024-01-26,Price Close,13.26
2024-01-29,Price Close,13.6
2024-01-30,Price Close,13.31
2024-01-31,Price Close,14.35
2024-02-01,Price Close,13.88
2024-02-02,Price Close,13.85
2024-02-05,Price Close,13.67
2024-02-06,Price Close,13.06
2024-02-07,Price Close,12.83
2024-02-08,Price Close,12.79
2024-02-09,Price Close,12.93
2024-02-12,Price Close,13.93
2024-02-13,Price Close,15.85
2024-02-14,Price Close,14.38
2024-02-15,Price Close,14.01
2024-02-16,Price Close,14.24
2024-02-19,Price Close,14.71
2024-02-20,Price Close,15.42
2024-02-21,Price Close,15.34
2024-02-22,Price Close,14.54
2024-02-23,Price Close,13.75
2024-02-26,Price Close,13.74
2024-02-27,Price Close,13.43
2024-02-28,Price Close,13.84
2024-02-29,Price Close,13.4
2024-03-01,Price Close,13.11
2024-03-04,Price Close,13.49
2024-03-05,Price Close,14.46
2024-03-06,Price Close,14.5
2024-03-07,Price Close,14.44
2024-03-08,Price Close,14.74
2024-03-11,Price Close,15.22
2024-03-12,Price Close,13.84
2024-03-13,Price Close,13.75
2024-03-14,Price Close,14.4
2024-03-15,Price Close,14.41
2024-03-18,Price Close,14.33
2024-03-19,Price Close,13.82
2024-03-20,Price Close,13.04
2024-03-21,Price Close,12.92
2024-03-22,Price Close,13.06
2024-03-25,Price Close,13.19
2024-03-26,Price Close,13.24
2024-03-27,Price Close,12.78
2024-03-28,Price Close,13.01
2024-04-01,Price Close,13.65
2024-04-02,Price Close,14.61
2024-04-03,Price Close,14.33
2024-04-04,Price Close,16.35
2024-04-05,Price Close,16.03
2024-04-08,Price Close,15.19
2024-04-09,Price Close,14.98
2024-04-10,Price Close,15.8
2024-04-11,Price Close,14.91
2024-04-12,Price Close,17.31
2024-04-15,Price Close,19.23
2024-04-16,Price Close,18.4
2024-04-17,Price Close,18.21
2024-04-18,Price Close,18.0
2024-04-19,Price Close,18.71
2024-04-22,Price Close,16.94
2024-04-23,Price Close,15.69
2024-04-24,Price Close,15.97
2024-04-25,Price Close,15.37
2024-04-26,Price Close,15.03
2024-04-29,Price Close,14.67
2024-04-30,Price Close,15.65
2024-05-01,Price Close,15.39
2024-05-02,Price Close,14.68
2024-05-03,Price Close,13.49
2024-05-06,Price Close,13.49
2024-05-07,Price Close,13.23
2024-05-08,Price Close,13.0
2024-05-09,Price Close,12.69
2024-05-10,Price Close,12.55
2024-05-13,Price Close,13.6
2024-05-14,Price Close,13.42
2024-05-15,Price Close,12.45
2024-05-16,Price Close,12.42
2024-05-17,Price Close,11.99
2024-05-20,Price Close,12.15
2024-05-21,Price Close,11.86
2024-05-22,Price Close,12.29
2024-05-23,Price Close,12.77
2024-05-24,Price Close,11.93
2024-05-27,Price Close,12.36
2024-05-28,Price Close,12.92
2024-05-29,Price Close,14.28
2024-05-30,Price Close,14.47
2024-05-31,Price Close,12.92
2024-06-03,Price Close,13.11
2024-06-04,Price Close,13.16
2024-06-05,Price Close,12.63
2024-06-06,Price Close,12.58
2024-06-07,Price Close,12.22
2024-06-10,Price Close,12.74
2024-06-11,Price Close,12.85
2024-06-12,Price Close,12.04
2024-06-13,Price Close,11.94
2024-06-14,Price Close,12.66
2024-06-17,Price Close,12.75
2024-06-18,Price Close,12.3
2024-06-19,Price Close,12.48
2024-06-20,Price Close,13.28
2024-06-21,Price Close,13.2
2024-06-24,Price Close,13.33
2024-06-25,Price Close,12.84
2024-06-26,Price Close,12.55
2024-06-27,Price Close,12.24
2024-06-28,Price Close,12.44
2024-07-01,Price Close,12.22
2024-07-02,Price Close,12.03
2024-07-03,Price Close,12.09
2024-07-04,Price Close,12.26
2024-07-05,Price Close,12.48
2024-07-08,Price Close,12.37
2024-07-09,Price Close,12.51
2024-07-10,Price Close,12.85
2024-07-11,Price Close,12.92
2024-07-12,Price Close,12.46
2024-07-15,Price Close,13.12
2024-07-16,Price Close,13.19
2024-07-17,Price Close,14.48
2024-07-18,Price Close,15.93
2024-07-19,Price Close,16.52
2024-07-22,Price Close,14.91
2024-07-23,Price Close,14.72
2024-07-24,Price Close,18.04
2024-07-25,Price Close,18.46
2024-07-26,Price Close,16.39
2024-07-29,Price Close,16.6
2024-07-30,Price Close,17.69
2024-07-31,Price Close,16.36
2024-08-01,Price Close,18.59
2024-08-02,Price Close,23.39
2024-08-05,Price Close,38.57
2024-08-06,Price Close,27.71
2024-08-07,Price Close,27.85
2024-08-08,Price Close,23.79
2024-08-09,Price Close,20.37
2024-08-12,Price Close,20.71
2024-08-13,Price Close,18.12
2024-08-14,Price Close,16.19
2024-08-15,Price Close,15.23
2024-08-16,Price Close,14.8
2024-08-19,Price Close,14.65
2024-08-20,Price Close,15.88
2024-08-21,Price Close,16.27
2024-08-22,Price Close,17.55
2024-08-23,Price Close,15.86
2024-08-26,Price Close,16.15
2024-08-27,Price Close,15.43
2024-08-28,Price Close,17.11
2024-08-29,Price Close,15.65
2024-08-30,Price Close,15.0
2024-09-02,Price Close,15.55
2024-09-03,Price Close,20.72
2024-09-04,Price Close,21.32
2024-09-05,Price Close,19.9
2024-09-06,Price Close,22.38
2024-09-09,Price Close,19.45
2024-09-10,Price Close,19.08
2024-09-11,Price Close,17.69
2024-09-12,Price Close,17.07
2024-09-13,Price Close,16.56
2024-09-16,Price Close,17.14
2024-09-17,Price Close,17.61
2024-09-18,Price Close,18.23
2024-09-19,Price Close,16.33
2024-09-20,Price Close,16.15
2024-09-23,Price Close,15.89
2024-09-24,Price Close,15.39
2024-09-25,Price Close,15.41
2024-09-26,Price Close,15.37
2024-09-27,Price Close,16.96
2024-09-30,Price Close,16.73
2024-10-01,Price Close,19.26
2024-10-02,Price Close,18.9
2024-10-03,Price Close,20.49
2024-10-04,Price Close,19.21
2024-10-07,Price Close,22.64
2024-10-08,Price Close,21.42
2024-10-09,Price Close,20.86
2024-10-10,Price Close,20.93
2024-10-11,Price Close,20.46
2024-10-14,Price Close,19.7
2024-10-15,Price Close,20.64
2024-10-16,Price Close,19.58
2024-10-17,Price Close,19.11
2024-10-18,Price Close,18.03
2024-10-21,Price Close,18.37
2024-10-22,Price Close,18.2
2024-10-23,Price Close,19.24
2024-10-24,Price Close,19.08
2024-10-25,Price Close,20.33
2024-10-28,Price Close,19.8
2024-10-29,Price Close,19.34
2024-10-30,Price Close,20.35
2024-10-31,Price Close,23.16
2024-11-01,Price Close,21.88
2024-11-04,Price Close,21.98
2024-11-05,Price Close,20.49
2024-11-06,Price Close,16.27
2024-11-07,Price Close,15.2
2024-11-08,Price Close,14.94
2024-11-11,Price Close,14.97
2024-11-12,Price Close,14.71
2024-11-13,Price Close,14.02
2024-11-14,Price Close,14.31
2024-11-15,Price Close,16.14
2024-11-18,Price Close,15.58
2024-11-19,Price Close,16.35
2024-11-20,Price Close,17.16
2024-11-21,Price Close,16.87
2024-11-22,Price Close,15.24
2024-11-25,Price Close,14.6
2024-11-26,Price Close,14.1
2024-11-27,Price Close,14.1
2024-11-28,Price Close,13.9
2024-11-29,Price Close,13.51
2024-12-02,Price Close,13.34
2024-12-03,Price Close,13.3
2024-12-04,Price Close,13.45
2024-12-05,Price Close,13.54
2024-12-06,Price Close,12.77
2024-12-09,Price Close,14.19
2024-12-10,Price Close,14.18
2024-12-11,Price Close,13.58
2024-12-12,Price Close,13.92
2024-12-13,Price Close,13.81
2024-12-16,Price Close,14.69
2024-12-17,Price Close,15.87
2024-12-18,Price Close,27.62
2024-12-19,Price Close,24.09
2024-12-20,Price Close,18.36
2024-12-23,Price Close,16.78
2024-12-24,Price Close,14.27
2024-12-26,Price Close,14.73
2024-12-27,Price Close,15.95
2024-12-30,Price Close,17.4
2024-12-31,Price Close,17.35
2025-01-02,Price Close,17.93
2025-01-03,Price Close,16.13
2025-01-06,Price Close,16.04
2025-01-07,Price Close,17.82
2025-01-08,Price Close,17.7
2025-01-09,Price Close,18.07
2025-01-10,Price Close,19.54
2025-01-13,Price Close,19.19
2025-01-14,Price Close,18.71
2025-01-15,Price Close,16.12
2025-01-16,Price Close,16.6
2025-01-17,Price Close,15.97
2025-01-20,Price Close,15.81
2025-01-21,Price Close,15.06
2025-01-22,Price Close,15.1
2025-01-23,Price Close,15.02
2025-01-24,Price Close,14.85
2025-01-27,Price Close,17.9
2025-01-28,Price Close,16.41
2025-01-29,Price Close,16.56
2025-01-30,Price Close,15.84
2025-01-31,Price Close,16.43
2025-02-03,Price Close,18.62
2025-02-04,Price Close,17.21
2025-02-05,Price Close,15.77
2025-02-06,Price Close,15.5
2025-02-07,Price Close,16.54
2025-02-10,Price Close,15.81
2025-02-11,Price Close,16.02
2025-02-12,Price Close,15.89
2025-02-13,Price Close,15.1
2025-02-14,Price Close,14.77
2025-02-17,Price Close,15.37
2025-02-18,Price Close,15.35
2025-02-19,Price Close,15.27
2025-02-20,Price Close,15.66
2025-02-21,Price Close,18.21
2025-02-24,Price Close,18.98
2025-02-25,Price Close,19.43
2025-02-26,Price Close,19.1
2025-02-27,Price Close,21.13
2025-02-28,Price Close,19.63
2025-03-03,Price Close,22.78
2025-03-04,Price Close,23.51
2025-03-05,Price Close,21.93
2025-03-06,Price Close,24.87
2025-03-07,Price Close,23.37
2025-03-10,Price Close,27.86
2025-03-11,Price Close,26.92
2025-03-12,Price Close,24.23
2025-03-13,Price Close,24.66
2025-03-14,Price Close,21.77
2025-03-17,Price Close,20.51
2025-03-18,Price Close,21.7
2025-03-19,Price Close,19.9
2025-03-20,Price Close,19.8
2025-03-21,Price Close,19.28
2025-03-24,Price Close,17.48
2025-03-25,Price Close,17.15
2025-03-26,Price Close,18.33
2025-03-27,Price Close,18.69
2025-03-28,Price Close,21.65
2025-03-31,Price Close,22.28
2025-04-01,Price Close,21.77
2025-04-02,Price Close,21.51
2025-04-03,Price Close,30.02
2025-04-04,Price Close,45.31
2025-04-07,Price Close,46.98
2025-04-08,Price Close,52.33
2025-04-09,Price Close,33.62
2025-04-10,Price Close,40.72
2025-04-11,Price Close,37.56
2025-04-14,Price Close,30.89
2025-04-15,Price Close,30.12
2025-04-16,Price Close,32.64
2025-04-17,Price Close,29.65
2025-04-21,Price Close,33.82
2025-04-22,Price Close,30.57
2025-04-23,Price Close,28.45
2025-04-24,Price Close,26.47
2025-04-25,Price Close,24.84
2025-04-28,Price Close,25.15
2025-04-29,Price Close,24.17
2025-04-30,Price Close,24.7
2025-05-01,Price Close,24.6
2025-05-02,Price Close,22.68
2025-05-05,Price Close,23.64
2025-05-06,Price Close,24.76
2025-05-07,Price Close,23.55
2025-05-08,Price Close,22.48
2025-05-09,Price Close,21.9
2025-05-12,Price Close,18.39
2025-05-13,Price Close,18.22
2025-05-14,Price Close,18.62
2025-05-15,Price Close,17.83
2025-05-16,Price Close,17.24
2025-05-19,Price Close,18.14
2025-05-20,Price Close,18.09
2025-05-21,Price Close,20.87
2025-05-22,Price Close,20.28
2025-05-23,Price Close,22.29
2025-05-26,Price Close,20.57
2025-05-27,Price Close,18.96
2025-05-28,Price Close,19.31
2025-05-29,Price Close,19.18
2025-05-30,Price Close,18.57
2025-06-02,Price Close,18.36
2025-06-03,Price Close,17.69
2025-06-04,Price Close,17.61
2025-06-05,Price Close,18.48
2025-06-06,Price Close,16.77
2025-06-09,Price Close,17.16
2025-06-10,Price Close,16.95
2025-06-11,Price Close,17.26
2025-06-12,Price Close,18.02
2025-06-13,Price Close,20.82
2025-06-16,Price Close,19.11
2025-06-17,Price Close,21.6
2025-06-18,Price Close,20.14
2025-06-19,Price Close,22.17
2025-06-20,Price Close,20.62
2025-06-23,Price Close,19.83
2025-06-24,Price Close,17.48
2025-06-25,Price Close,16.76
2025-06-26,Price Close,16.59
2025-06-27,Price Close,16.32
2025-06-30,Price Close,16.73
2025-07-01,Price Close,16.83
2025-07-02,Price Close,16.64
2025-07-03,Price Close,16.38
2025-07-04,Price Close,17.48
2025-07-07,Price Close,17.79
2025-07-08,Price Close,16.81
2025-07-09,Price Close,15.94
2025-07-10,Price Close,15.78
2025-07-11,Price Close,16.4
2025-07-14,Price Close,17.2
2025-07-15,Price Close,17.38
2025-07-16,Price Close,17.16
2025-07-17,Price Close,16.52
2025-07-18,Price Close,16.41
2025-07-21,Price Close,16.65
2025-07-22,Price Close,16.5
2025-07-23,Price Close,15.37
2025-07-24,Price Close,15.39
2025-07-25,Price Close,14.93
2025-07-28,Price Close,15.03
2025-07-29,Price Close,15.98
2025-07-30,Price Close,15.48
2025-07-31,Price Close,16.72
2025-08-01,Price Close,20.38
2025-08-04,Price Close,17.52
2025-08-05,Price Close,17.85
2025-08-06,Price Close,16.77
2025-08-07,Price Close,16.57
2025-08-08,Price Close,15.15
2025-08-11,Price Close,16.25
2025-08-12,Price Close,14.73
2025-08-13,Price Close,14.49
2025-08-14,Price Close,14.83
2025-08-15,Price Close,15.09
2025-08-18,Price Close,14.99
2025-08-19,Price Close,15.57
2025-08-20,Price Close,15.69
2025-08-21,Price Close,16.6
2025-08-22,Price Close,14.22
2025-08-25,Price Close,14.79
2025-08-26,Price Close,14.62
2025-08-27,Price Close,14.85
2025-08-28,Price Close,14.43
2025-08-29,Price Close,15.36
2025-09-01,Price Close,16.12
2025-09-02,Price Close,17.17
2025-09-03,Price Close,16.35
2025-09-04,Price Close,15.3
2025-09-05,Price Close,15.18
2025-09-08,Price Close,15.11
2025-09-09,Price Close,15.04
2025-09-10,Price Close,15.35
2025-09-11,Price Close,14.71
2025-09-12,Price Close,14.76
2025-09-15,Price Close,15.69
2025-09-16,Price Close,16.36
2025-09-17,Price Close,15.72
2025-09-18,Price Close,15.7
2025-09-19,Price Close,15.45
2025-09-22,Price Close,16.1
2025-09-23,Price Close,16.64
2025-09-24,Price Close,16.18
2025-09-25,Price Close,16.74
2025-09-26,Price Close,15.29
2025-09-29,Price Close,16.12
2025-09-30,Price Close,16.28
2025-10-01,Price Close,16.29
2025-10-02,Price Close,16.63
2025-10-03,Price Close,16.65
2025-10-06,Price Close,16.37
2025-10-07,Price Close,17.24
2025-10-08,Price Close,16.3
2025-10-09,Price Close,16.43
2025-10-10,Price Close,21.66
2025-10-13,Price Close,19.03
2025-10-14,Price Close,20.81
2025-10-15,Price Close,20.64
2025-10-16,Price Close,25.31
2025-10-17,Price Close,20.78
2025-10-20,Price Close,18.23
2025-10-21,Price Close,17.87
2025-10-22,Price Close,18.6
2025-10-23,Price Close,17.3
2025-10-24,Price Close,16.37
2025-10-27,Price Close,15.79
2025-10-28,Price Close,16.42
2025-10-29,Price Close,16.92
2025-10-30,Price Close,16.91
2025-10-31,Price Close,17.44
2025-11-03,Price Close,17.17
2025-11-04,Price Close,19.0
2025-11-05,Price Close,18.01
2025-11-06,Price Close,19.5
2025-11-07,Price Close,19.08
2025-11-10,Price Close,17.6
2025-11-11,Price Close,17.28
2025-11-12,Price Close,17.51
2025-11-13,Price Close,20.0
2025-11-14,Price Close,19.83
2025-11-17,Price Close,22.38
2025-11-18,Price Close,24.69
2025-11-19,Price Close,23.66
2025-11-20,Price Close,26.42
2025-11-21,Price Close,23.43
2025-11-24,Price Close,20.52
2025-11-25,Price Close,18.56
2025-11-26,Price Close,17.19
2025-11-27,Price Close,17.21
2025-11-28,Price Close,16.35
2025-12-01,Price Close,17.24
2025-12-02,Price Close,16.59
2025-12-03,Price Close,16.08
2025-12-04,Price Close,15.78
2025-12-05,Price Close,15.41
2025-12-08,Price Close,16.66
2025-12-09,Price Close,16.93
2025-12-10,Price Close,15.77
2025-12-11,Price Close,14.85
2025-12-12,Price Close,15.74
2025-12-15,Price Close,16.5
2025-12-16,Price Close,16.48
2025-12-17,Price Close,17.62
2025-12-18,Price Close,16.87
2025-12-19,Price Close,14.91
2025-12-22,Price Close,14.08
2025-12-23,Price Close,14.0
2025-12-24,Price Close,13.47
2025-12-26,Price Close,13.6
2025-12-29,Price Close,14.2
2025-12-30,Price Close,14.33
2025-12-31,Price Close,14.95
2026-01-02,Price Close,14.51
2026-01-05,Price Close,14.9
2026-01-06,Price Close,14.75
2026-01-07,Price Close,15.38
2026-01-08,Price Close,15.45
2026-01-09,Price Close,14.49
2026-01-12,Price Close,15.12
2026-01-13,Price Close,15.98
2026-01-14,Price Close,16.75
2026-01-15,Price Close,15.84
2026-01-16,Price Close,15.86
2026-01-19,Price Close,18.84
2026-01-20,Price Close,20.09
2026-01-21,Price Close,16.9
2026-01-22,Price Close,15.64
2026-01-23,Price Close,16.09
2026-01-26,Price Close,16.15
2026-01-27,Price Close,16.35
2026-01-28,Price Close,16.35
2026-01-29,Price Close,16.88
2026-01-30,Price Close,17.44
2026-02-02,Price Close,16.34
2026-02-03,Price Close,18.0
2026-02-04,Price Close,18.64
2026-02-05,Price Close,21.77
2026-02-06,Price Close,17.76
2026-02-09,Price Close,17.36
2026-02-10,Price Close,17.79
2026-02-11,Price Close,17.65
2026-02-12,Price Close,20.82
2026-02-13,Price Close,20.6
2026-02-16,Price Close,21.2
2026-02-17,Price Close,20.29
2026-02-18,Price Close,19.62
2026-02-19,Price Close,20.23
2026-02-20,Price Close,19.09
2026-02-23,Price Close,21.01
2026-02-24,Price Close,19.55
2026-02-25,Price Close,17.93
2026-02-26,Price Close,18.63
2026-02-27,Price Close,19.86
2026-03-02,Price Close,21.44
2026-03-03,Price Close,23.57
2026-03-04,Price Close,21.15
2026-03-05,Price Close,23.75
2026-03-06,Price Close,29.49
2026-03-09,Price Close,25.5
2026-03-10,Price Close,24.93
2026-03-11,Price Close,24.23
2026-03-12,Price Close,27.29
2026-03-13,Price Close,27.19
2026-03-16,Price Close,23.51
2026-03-17,Price Close,22.37
2026-03-18,Price Close,25.09
2026-03-19,Price Close,24.06
2026-03-20,Price Close,26.78
2026-03-23,Price Close,26.15
