internal_code,currency,target_notional
EQT.N,USD,1185.33
ERAS.OQ,USD,1592.81
ERII.OQ,USD,544.94
ES.N,USD,1444.92
ESAB.N,USD,-1580.98
ESCA.OQ,USD,0.0
ESE.N,USD,1054.55
ESI.N,USD,-798.28
ESNT.N,USD,484.56
ESOA.OQ,USD,0.0
ESPR.OQ,USD,0.0
ESQ.OQ,USD,1282.46
ESRT.N,USD,0.0
ESS.N,USD,901.63
ESTC.N,USD,-1442.3
ETD.N,USD,0.0
ETN.N,USD,-946.7
ETON.OQ,USD,0.0
ETR.N,USD,4110.33
ETSY.N,USD,940.37
EU.OQ,USD,0.0
EVC.N,USD,0.0
EVCM.OQ,USD,0.0
EVER.OQ,USD,-2223.9
EVEX.N,USD,-1367.57
EVGO.OQ,USD,0.0
EVH.N,USD,-998.07
EVI.A,USD,0.0
EVLV.OQ,USD,-2165.55
EVR.N,USD,-2724.95
EVRG.OQ,USD,3102.79
EVTC.N,USD,-1704.74
EW.N,USD,2670.8
EWBC.OQ,USD,-341.51
EWCZ.OQ,USD,-2000.43
EWTX.OQ,USD,1330.6
EXAS.OQ,USD,6630.19
EXC.OQ,USD,3527.83
EXE.OQ,USD,935.5
EXEL.OQ,USD,1233.31
EXFY.OQ,USD,-113.08
EXLS.OQ,USD,-1073.21
EXP.N,USD,-2146.35
EXPD.N,USD,947.74
EXPE.OQ,USD,-1278.6
EXPI.OQ,USD,0.0
EXPO.OQ,USD,533.15
EXR.N,USD,2285.4
EXTR.OQ,USD,-2198.66
EYE.OQ,USD,-2050.37
EYPT.OQ,USD,1028.03
F.N,USD,-1347.56
FA.OQ,USD,-1338.55
FAF.N,USD,903.37
FANG.OQ,USD,920.89
FAST.OQ,USD,928.37
FATE.OQ,USD,421.96
FBIN.N,USD,-1304.3
FBIZ.OQ,USD,0.0
FBK.N,USD,631.65
FBLA.OQ,USD,3056.14
FBNC.OQ,USD,958.11
FBP.N,USD,417.56
FBRT.N,USD,0.0
FBYD.OQ,USD,0.0
FC.N,USD,0.0
FCAP.OQ,USD,0.0
FCBC.OQ,USD,0.0
FCCO.OQ,USD,0.0
FCF.N,USD,940.8
FCFS.OQ,USD,1530.56
FCN.N,USD,968.57
FCNCA.OQ,USD,-1544.62
FCPT.N,USD,2415.91
FCX.N,USD,2515.19
FDBC.OQ,USD,0.0
FDMT.OQ,USD,0.0
FDP.N,USD,0.0
FDS.N,USD,-1750.94
FDX.N,USD,2952.93
FE.N,USD,3055.92
FEIM.OQ,USD,0.0
FELE.OQ,USD,1130.44
FENC.OQ,USD,628.98
FERG.N,USD,611.09
FET.N,USD,292.71
FF.N,USD,0.0
FFAI.OQ,USD,-561.32
FFBC.OQ,USD,841.21
FFIC.OQ,USD,122.8
FFIN.OQ,USD,-831.64
FFIV.OQ,USD,-938.15
FFWM.N,USD,333.31
FG.N,USD,-1444.53
FHB.OQ,USD,799.68
FHN.N,USD,852.2
FHTX.OQ,USD,0.0
FIBK.OQ,USD,830.01
FICO.N,USD,-1728.6
FIGR.OQ,USD,-1235.21
FIGS.N,USD,1903.23
FIHL.N,USD,0.0
FINW.OQ,USD,-56.09
FIP.OQ,USD,0.0
FIS.N,USD,-620.03
FISI.OQ,USD,0.0
FISV.OQ,USD,-4687.4
FITB.OQ,USD,-70.21
FIVE.OQ,USD,1375.69
FIVN.OQ,USD,-1528.24
FIX.N,USD,1575.08
FIZZ.OQ,USD,391.04
FLD.OQ,USD,-869.38
FLEX.OQ,USD,-1013.96
FLG.N,USD,687.95
FLGT.OQ,USD,349.17
FLNC.OQ,USD,-620.99
FLNG.N,USD,0.0
FLO.N,USD,-1181.58
FLOC.N,USD,1536.65
FLR.N,USD,-1693.37
FLS.N,USD,-1088.22
FLUT.N,USD,0.0
FLWS.OQ,USD,0.0
FLXS.OQ,USD,324.41
FLY.OQ,USD,-2527.95
FLYW.OQ,USD,-1896.88
FLYX.A,USD,0.0
FMAO.OQ,USD,290.44
FMBH.OQ,USD,0.0
FMC.N,USD,-2029.72
FMNB.OQ,USD,0.0
FN.N,USD,1046.01
FNB.N,USD,594.15
FND.N,USD,-2882.55
FNF.N,USD,213.9
FNKO.OQ,USD,-2025.18
FNLC.OQ,USD,0.0
FNWD.OQ,USD,279.41
FOA.N,USD,0.0
FOLD.OQ,USD,1588.75
FOR.N,USD,679.37
FORM.OQ,USD,1997.0
FORR.OQ,USD,-387.84
FOUR.N,USD,-1482.08
FOX.OQ,USD,-218.06
FOXA.OQ,USD,-471.76
FOXF.OQ,USD,-1849.94
FPI.N,USD,1860.26
FR.N,USD,3510.48
FRAF.OQ,USD,0.0
FRBA.OQ,USD,0.0
FRD.OQ,USD,0.0
FRGE.N,USD,3917.7
FRHC.OQ,USD,-3186.58
FRME.OQ,USD,406.06
FRMI.OQ,USD,-95.13
FRPH.OQ,USD,0.0
FRPT.OQ,USD,228.71
FRSH.OQ,USD,-1986.03
FRST.OQ,USD,0.0
FRT.N,USD,1492.14
FSBC.OQ,USD,3263.52
FSBW.OQ,USD,0.0
FSLR.OQ,USD,-1751.31
FSLY.OQ,USD,-413.13
FSP.A,USD,0.0
FSS.N,USD,244.24
FSTR.OQ,USD,0.0
FSUN.OQ,USD,1619.97
FTAI.OQ,USD,858.4
FTDR.OQ,USD,1550.84
FTI.N,USD,1592.57
FTK.N,USD,0.0
FTLF.OQ,USD,0.0
FTNT.OQ,USD,126.39
FTRE.OQ,USD,-2706.79
FTV.N,USD,600.82
FUBO.N,USD,-892.09
FUL.N,USD,-1651.96
FULC.OQ,USD,0.0
FULT.OQ,USD,815.85
FUN.N,USD,-1272.41
FUNC.OQ,USD,1011.79
FVCB.OQ,USD,0.0
FVR.N,USD,1526.79
FWONA.OQ,USD,0.0
FWONK.OQ,USD,601.47
FWRD.OQ,USD,-1749.14
FWRG.OQ,USD,-2574.66
FXNC.OQ,USD,1905.54
G.N,USD,546.64
GABC.OQ,USD,0.0
GAIA.OQ,USD,0.0
GAMB.OQ,USD,-1037.23
GAP.N,USD,-1907.05
GATX.N,USD,922.43
GBCI.N,USD,-1803.62
GBFH.OQ,USD,118.44
GBTG.N,USD,-1647.5
GBX.N,USD,1328.89
GCBC.OQ,USD,0.0
GCMG.OQ,USD,1507.54
GCO.N,USD,-1972.18
GCT.OQ,USD,-1031.96
GD.N,USD,2400.98
GDDY.N,USD,-2284.15
GDEN.OQ,USD,0.0
GDOT.N,USD,0.0
GDYN.OQ,USD,-1050.95
GE.N,USD,920.13
GEF.N,USD,1091.71
GEFb.N,USD,0.0
GEHC.OQ,USD,-1832.48
GEN.OQ,USD,-3194.66
GENC.A,USD,0.0
GENI.N,USD,-1968.05
GEO.N,USD,-1335.83
GERN.OQ,USD,0.0
GETY.N,USD,-638.04
GEV.N,USD,602.68
GEVO.OQ,USD,-79.17
GFF.N,USD,-184.33
GFS.OQ,USD,-850.78
GGG.N,USD,966.9
GH.OQ,USD,899.39
GHC.N,USD,933.1
GHM.N,USD,0.0
GIC.N,USD,0.0
GIII.OQ,USD,-1242.84
GILD.OQ,USD,3725.27
GIS.N,USD,275.09
GKOS.N,USD,-1066.39
GL.N,USD,904.4
GLDD.OQ,USD,0.0
GLIBA.OQ,USD,2330.22
GLIBK.OQ,USD,1231.49
GLNG.OQ,USD,1414.98
GLOB.N,USD,-1529.83
GLPI.OQ,USD,3302.05
GLRE.OQ,USD,370.94
GLSI.OQ,USD,0.0
GLUE.OQ,USD,1642.07
GLW.N,USD,996.79
GM.N,USD,827.33
GME.N,USD,-904.72
GMED.N,USD,2302.95
GMGI.OQ,USD,0.0
GMRE.N,USD,1430.47
GNE.N,USD,572.18
GNK.N,USD,769.96
GNL.N,USD,1190.56
GNRC.N,USD,105.2
GNTX.OQ,USD,-137.2
GNW.N,USD,259.96
GO.OQ,USD,-763.24
GOCO.OQ,USD,0.0
GOGO.OQ,USD,111.91
GOLD.N,USD,962.03
GOLF.N,USD,979.8
GOOD.OQ,USD,3145.28
GOOG.OQ,USD,2094.77
GOOGL.OQ,USD,1719.18
GOSS.OQ,USD,0.0
GPC.N,USD,-97.85
GPGI.N,USD,-985.38
GPI.N,USD,-4288.04
GPK.N,USD,-1768.27
GPN.N,USD,-1592.03
GPOR.N,USD,-912.89
GPRE.OQ,USD,-235.27
GRAL.OQ,USD,0.0
GRBK.N,USD,-401.84
GRC.N,USD,0.0
GRDN.N,USD,2507.69
GRMN.N,USD,920.51
GRND.N,USD,-3006.15
GRNT.N,USD,0.0
GRPN.OQ,USD,-620.77
GS.N,USD,245.68
GSAT.OQ,USD,-1363.13
GSBC.OQ,USD,0.0
GSHD.OQ,USD,-1069.67
GSM.OQ,USD,0.0
GT.OQ,USD,-1582.96
GTES.N,USD,-2040.02
GTLB.OQ,USD,-1157.63
GTLS.N,USD,-1002.77
GTM.OQ,USD,-1244.51
GTN.N,USD,0.0
GTX.OQ,USD,154.91
GTY.N,USD,5283.34
GVA.N,USD,1980.5
GWRE.N,USD,-289.03
GWRS.OQ,USD,256.09
GWW.N,USD,1316.92
GXO.N,USD,-1420.91
GYRE.OQ,USD,0.0
H.N,USD,-2088.28
HAE.N,USD,314.31
HAFC.OQ,USD,0.0
HAIN.OQ,USD,0.0
HAL.N,USD,938.31
HALO.OQ,USD,1125.52
HAS.OQ,USD,896.31
HASI.N,USD,1154.47
HAYW.N,USD,-1232.9
HBAN.OQ,USD,-1995.82
HBB.N,USD,0.0
HBCP.OQ,USD,0.0
HBNC.OQ,USD,0.0
HBT.OQ,USD,0.0
HCA.N,USD,933.81
HCAT.OQ,USD,-1461.77
HCC.N,USD,1871.66
HCI.N,USD,943.85
HCKT.OQ,USD,0.0
HCSG.OQ,USD,1507.22
HD.N,USD,1081.53
HDSN.OQ,USD,0.0
HE.N,USD,1554.62
HEI.N,USD,986.99
HEIa.N,USD,921.66
HELE.OQ,USD,-2074.86
HFFG.OQ,USD,0.0
HFWA.OQ,USD,0.0
HG.N,USD,0.0
HGV.N,USD,-1657.64
HHH.N,USD,-1867.26
HIFS.OQ,USD,130.8
HIG.N,USD,1165.15
HII.N,USD,2494.1
HIMS.N,USD,-986.72
HIPO.N,USD,0.0
HIW.N,USD,-1055.7
HL.N,USD,1079.94
HLF.N,USD,98.8
HLI.N,USD,-1061.98
HLIO.N,USD,733.62
HLIT.OQ,USD,537.34
HLLY.N,USD,0.0
HLMN.OQ,USD,0.0
HLNE.OQ,USD,-2130.84
HLT.N,USD,797.96
HLX.N,USD,0.0
HMN.N,USD,0.0
HNI.N,USD,-957.15
HNRG.OQ,USD,0.0
HNST.OQ,USD,-526.79
HNVR.OQ,USD,0.0
HOG.N,USD,-2822.9
HOLX.OQ,USD,2093.72
HOMB.N,USD,823.54
HON.OQ,USD,1024.33
HOOD.OQ,USD,-1022.06
HOPE.OQ,USD,-362.47
HOV.N,USD,306.32
HP.N,USD,961.84
HPE.N,USD,-1966.01
HPK.OQ,USD,-326.09
HPP.N,USD,1145.51
HPQ.N,USD,-2474.36
HQI.OQ,USD,0.0
HQY.OQ,USD,-1000.13
HR.N,USD,3336.1
HRB.N,USD,-3288.96
HRI.N,USD,-1984.91
HRL.N,USD,2605.54
HRMY.OQ,USD,-356.08
HROW.OQ,USD,-1349.02
HRTG.N,USD,0.0
HRTX.OQ,USD,0.0
HSHP.N,USD,905.29
HSIC.OQ,USD,947.56
HST.OQ,USD,921.86
HSTM.OQ,USD,0.0
HSY.N,USD,2320.7
HTB.N,USD,0.0
HTBK.OQ,USD,0.0
HTFL.OQ,USD,-1140.05
HTH.N,USD,1833.53
HTLD.OQ,USD,0.0
HTO.OQ,USD,4865.31
HTZ.OQ,USD,-1439.51
HUBB.N,USD,1328.23
HUBG.OQ,USD,-499.85
HUBS.N,USD,-890.73
HUM.N,USD,-102.71
HUMA.OQ,USD,-1067.51
HUN.N,USD,-2250.52
HURA.OQ,USD,0.0
HURN.OQ,USD,-748.69
HUT.OQ,USD,-1061.02
HVT.N,USD,0.0
HWBK.OQ,USD,0.0
HWC.OQ,USD,-187.35
HWKN.OQ,USD,-732.92
HWM.N,USD,1330.85
HXL.N,USD,2085.26
HY.N,USD,125.2
HYLN.A,USD,0.0
HZO.N,USD,0.0
IAC.OQ,USD,-926.41
IART.OQ,USD,0.0
IBCP.OQ,USD,783.59
IBEX.OQ,USD,0.0
IBKR.OQ,USD,-2096.56
IBM.N,USD,-908.23
IBOC.OQ,USD,860.87
IBP.N,USD,862.67
IBRX.OQ,USD,-966.36
IBTA.N,USD,313.09
ICE.N,USD,905.21
ICFI.OQ,USD,-671.08
ICHR.OQ,USD,708.38
ICUI.OQ,USD,-713.08
IDA.N,USD,3606.42
IDCC.OQ,USD,132.38
IDR.A,USD,293.64
IDT.N,USD,0.0
IDXX.OQ,USD,-366.05
IDYA.OQ,USD,2031.69
IE.A,USD,-953.98
IESC.OQ,USD,-1223.6
IEX.N,USD,1192.41
IFF.N,USD,550.21
IHRT.OQ,USD,0.0
III.OQ,USD,0.0
IIIN.N,USD,563.88
IIIV.OQ,USD,0.0
IIPR.N,USD,3521.18
IKT.OQ,USD,0.0
ILMN.OQ,USD,571.28
ILPT.OQ,USD,0.0
IMAX.N,USD,455.98
IMKTA.OQ,USD,0.0
IMMR.OQ,USD,0.0
IMNM.OQ,USD,1462.1
IMVT.OQ,USD,2711.64
IMXI.OQ,USD,2421.67
INBK.OQ,USD,0.0
INBX.OQ,USD,0.0
INCY.OQ,USD,2112.66
INDB.OQ,USD,854.21
INDI.OQ,USD,0.0
INDV.OQ,USD,1995.32
INGM.N,USD,629.68
INGN.OQ,USD,0.0
INGR.N,USD,1666.6
INMB.OQ,USD,0.0
INN.N,USD,-975.4
INNV.OQ,USD,0.0
INOD.OQ,USD,-2107.4
INR.N,USD,62.08
INSE.OQ,USD,0.0
INSG.OQ,USD,0.0
INSM.OQ,USD,2142.52
INSP.N,USD,-947.15
INSW.N,USD,1435.28
INTA.OQ,USD,-1223.08
INTC.OQ,USD,3017.49
INTU.OQ,USD,-939.03
INV.OQ,USD,0.0
INVA.OQ,USD,1612.19
INVH.N,USD,884.97
INVX.N,USD,0.0
IONQ.N,USD,-874.93
IONS.OQ,USD,910.24
IOSP.OQ,USD,-1499.61
IOT.N,USD,-1394.43
IOVA.OQ,USD,94.26
IP.N,USD,-1444.9
IPAR.OQ,USD,-3240.37
IPGP.OQ,USD,-1309.88
IPI.N,USD,0.0
IQV.N,USD,-1666.11
IR.N,USD,-840.56
IRDM.OQ,USD,222.88
IRM.N,USD,927.71
IRMD.OQ,USD,2686.13
IRON.OQ,USD,-1449.46
IRT.N,USD,902.59
IRTC.OQ,USD,-3274.55
IRWD.OQ,USD,0.0
ISPR.OQ,USD,0.0
ISRG.OQ,USD,-961.7
ISTR.OQ,USD,923.38
IT.N,USD,-1960.48
ITGR.N,USD,1469.67
ITIC.OQ,USD,0.0
ITRI.OQ,USD,-1897.74
ITT.N,USD,-244.97
ITW.N,USD,930.19
IVR.N,USD,423.01
IVT.N,USD,2285.1
IVZ.N,USD,-1904.54
J.N,USD,259.33
JACK.OQ,USD,-1701.62
JAKK.OQ,USD,0.0
JANX.OQ,USD,3418.59
JAZZ.OQ,USD,2590.63
JBGS.N,USD,2425.86
JBHT.OQ,USD,1355.57
JBI.N,USD,0.0
JBIO.OQ,USD,0.0
JBL.N,USD,-971.85
JBLU.OQ,USD,-1871.96
JBSS.OQ,USD,551.1
JBTM.N,USD,-2325.93
JCAP.OQ,USD,1021.75
JCI.N,USD,124.54
JEF.N,USD,-2069.72
JELD.N,USD,0.0
JHG.N,USD,-281.95
JHX.N,USD,-206.47
JILL.N,USD,0.0
JJSF.OQ,USD,924.32
JKHY.OQ,USD,955.28
JLL.N,USD,-443.6
JMSB.OQ,USD,0.0
JNJ.N,USD,3811.56
JOBY.N,USD,-426.79
JOE.N,USD,1863.0
JOUT.OQ,USD,1372.27
JPM.N,USD,832.3
JRVR.OQ,USD,303.05
JXN.N,USD,-985.14
JYNT.OQ,USD,0.0
KAI.N,USD,-990.62
KALU.OQ,USD,992.49
KALV.OQ,USD,1504.82
KBH.N,USD,375.07
KBR.N,USD,-2374.8
KD.N,USD,-2165.01
KDP.OQ,USD,1599.78
KE.OQ,USD,0.0
KELYA.OQ,USD,0.0
KEX.N,USD,3021.52
KEY.N,USD,871.6
KEYS.N,USD,933.12
KFRC.N,USD,0.0
KFS.N,USD,0.0
KFY.N,USD,-150.44
KG.OQ,USD,0.0
KGEI.OQ,USD,0.0
KGS.N,USD,2979.49
KHC.OQ,USD,942.71
KIDS.OQ,USD,0.0
KIM.N,USD,969.3
KINS.OQ,USD,-474.13
KKR.N,USD,-1691.55
KLAC.OQ,USD,487.58
KLC.N,USD,-1561.46
KLIC.OQ,USD,954.66
KLTR.OQ,USD,0.0
KMB.OQ,USD,1893.27
KMI.N,USD,3384.32
KMPR.N,USD,-3180.8
KMT.N,USD,2128.9
KMTS.OQ,USD,-3250.42
KMX.N,USD,-3002.45
KN.N,USD,882.58
KNF.N,USD,-2131.09
KNSL.N,USD,-1412.26
KNTK.N,USD,-939.03
KNX.N,USD,1347.99
KO.N,USD,1505.34
KOD.OQ,USD,1790.91
KODK.N,USD,0.0
KOP.N,USD,0.0
KOPN.OQ,USD,0.0
KOS.N,USD,-311.51
KR.N,USD,3979.08
KRC.N,USD,-2901.33
KREF.N,USD,0.0
KRG.N,USD,2418.98
KRMD.OQ,USD,0.0
KRMN.N,USD,299.44
KRNY.OQ,USD,0.0
KRO.N,USD,0.0
KROS.OQ,USD,48.22
KRRO.OQ,USD,-918.87
KRT.OQ,USD,0.0
KRUS.OQ,USD,-1499.95
KRYS.OQ,USD,1707.76
KSS.N,USD,-1481.73
KTB.N,USD,-1935.78
KTOS.OQ,USD,825.92
KULR.A,USD,-41.23
KURA.OQ,USD,2025.02
KVUE.N,USD,1316.59
KW.N,USD,0.0
KWR.N,USD,-831.0
KYMR.OQ,USD,1896.54
L.N,USD,2094.38
LAB.OQ,USD,0.0
LAD.N,USD,-2388.49
LADR.N,USD,0.0
LAKE.OQ,USD,-901.9
LAMR.OQ,USD,895.95
LAND.OQ,USD,2091.54
LARK.OQ,USD,0.0
LASR.OQ,USD,1780.37
LAUR.OQ,USD,1442.68
LAW.N,USD,0.0
LAZ.N,USD,-2976.56
LBRDA.OQ,USD,0.0
LBRDK.OQ,USD,-4771.81
LBRT.N,USD,-132.57
LBRX.OQ,USD,153.43
LBTYA.OQ,USD,1238.79
LBTYK.OQ,USD,-146.39
LC.N,USD,-1450.49
LCID.OQ,USD,-1963.78
LCII.N,USD,684.66
LCNB.OQ,USD,0.0
LDI.N,USD,0.0
LDOS.N,USD,938.13
LE.OQ,USD,0.0
LEA.N,USD,-333.96
LECO.OQ,USD,879.33
LEG.N,USD,-1614.89
LEGH.OQ,USD,543.45
LEN.N,USD,-1643.83
LENZ.OQ,USD,-930.26
LENb.N,USD,451.61
LEU.N,USD,-2452.75
LFCR.OQ,USD,0.0
LFMD.OQ,USD,-456.55
LFST.OQ,USD,904.55
LFT.N,USD,0.0
LFUS.OQ,USD,354.79
LFVN.OQ,USD,50.45
LGIH.OQ,USD,-2787.36
LGN.OQ,USD,998.97
LGND.OQ,USD,1784.04
LH.N,USD,2672.1
LHX.N,USD,2502.49
LIF.OQ,USD,-1141.06
LII.N,USD,-874.78
LILA.OQ,USD,0.0
LILAK.OQ,USD,0.0
LIN.OQ,USD,2193.3
LINC.OQ,USD,498.81
LIND.OQ,USD,0.0
LINE.OQ,USD,-1268.96
LION.N,USD,1010.55
LITE.OQ,USD,1053.82
LIVN.OQ,USD,159.81
LKFN.OQ,USD,0.0
LKQ.OQ,USD,689.21
LLY.N,USD,1715.31
LLYVA.OQ,USD,2356.97
LLYVK.OQ,USD,2454.49
LMAT.OQ,USD,2315.8
LMB.OQ,USD,-1695.56
LMND.N,USD,-867.82
LMNR.OQ,USD,0.0
LMT.N,USD,3230.52
LNC.N,USD,-2443.64
LNG.N,USD,928.96
LNKB.OQ,USD,0.0
LNN.N,USD,0.0
LNSR.OQ,USD,0.0
LNT.OQ,USD,2758.46
LNTH.OQ,USD,1470.32
LOAR.N,USD,923.27
LOB.N,USD,1393.46
LOCO.OQ,USD,0.0
LOPE.OQ,USD,-1021.89
LOVE.OQ,USD,0.0
LOW.N,USD,1491.89
LPA.A,USD,0.0
LPG.N,USD,768.36
LPLA.OQ,USD,-2209.17
LPRO.OQ,USD,0.0
LPX.N,USD,-1359.78
LQDA.OQ,USD,890.42
LQDT.OQ,USD,0.0
LRCX.OQ,USD,822.56
LRMR.OQ,USD,0.0
LRN.N,USD,85.47
LSCC.OQ,USD,-794.85
LSTR.OQ,USD,1295.75
LTBR.OQ,USD,-1935.2
LTC.N,USD,1652.86
LTH.N,USD,-1255.56
LUCD.OQ,USD,123.44
LULU.OQ,USD,-3117.44
LUMN.N,USD,-1863.95
LUNG.OQ,USD,0.0
LUNR.OQ,USD,-1366.21
LUV.N,USD,-1648.35
LVS.N,USD,-3279.99
LVWR.N,USD,-86.41
LW.N,USD,813.17
LWAY.OQ,USD,0.0
LXEO.OQ,USD,0.0
LXFR.N,USD,0.0
LXP.N,USD,962.47
LXU.N,USD,0.0
LYB.N,USD,-5.74
LYFT.OQ,USD,-1368.18
LYTS.OQ,USD,132.29
LYV.N,USD,342.28
LZ.OQ,USD,-1464.67
LZB.N,USD,-1514.89
LZM.N,USD,0.0
M.N,USD,-1528.63
MA.N,USD,592.12
MAA.N,USD,970.4
MAC.N,USD,-957.07
MAGN.N,USD,-1024.57
MAMA.OQ,USD,799.61
MAN.N,USD,-2857.52
MANH.OQ,USD,-1985.69
MAPS.OQ,USD,0.0
MAR.OQ,USD,-728.2
MARA.OQ,USD,-1995.41
MAS.N,USD,-1739.33
MASI.OQ,USD,-227.19
MASS.OQ,USD,0.0
MAT.OQ,USD,-1933.76
MATV.N,USD,0.0
MATW.OQ,USD,0.0
MATX.N,USD,2117.04
MAX.N,USD,-858.62
MAZE.OQ,USD,2095.16
MBC.N,USD,-150.95
MBCN.OQ,USD,0.0
MBI.N,USD,0.0
MBIN.OQ,USD,-898.82
MBUU.OQ,USD,124.69
MBWM.OQ,USD,0.0
MBX.OQ,USD,652.15
MC.N,USD,-1766.2
MCB.N,USD,0.0
MCBS.OQ,USD,0.0
MCD.N,USD,1649.37
MCFT.OQ,USD,0.0
MCHB.OQ,USD,0.0
MCHP.OQ,USD,-2766.16
MCK.N,USD,1632.13
MCO.N,USD,-1749.45
MCRI.OQ,USD,18.9
MCS.N,USD,1125.32
MCW.OQ,USD,0.0
MCY.N,USD,1091.11
MD.N,USD,-940.13
MDB.OQ,USD,-1464.53
MDGL.OQ,USD,901.49
MDLZ.OQ,USD,1201.02
MDT.N,USD,2065.27
MDU.N,USD,2495.55
MDV.N,USD,0.0
MDWD.OQ,USD,0.0
MDXG.OQ,USD,0.0
MEC.N,USD,501.6
MED.N,USD,0.0
MEDP.OQ,USD,166.38
MEG.N,USD,-438.37
MEI.N,USD,126.26
MET.N,USD,-3074.2
META.OQ,USD,-2076.02
METC.OQ,USD,236.46
MFA.N,USD,2975.06
MFIN.OQ,USD,0.0
MG.N,USD,952.47
MGEE.OQ,USD,1243.79
MGM.N,USD,-3299.71
MGNI.OQ,USD,-2346.15
MGPI.OQ,USD,0.0
MGRC.OQ,USD,357.37
MGTX.OQ,USD,0.0
MGY.N,USD,388.36
MH.N,USD,-834.94
MHK.N,USD,-1505.17
MHO.N,USD,910.73
MIAX.N,USD,2184.54
MIDD.OQ,USD,-419.59
MIR.N,USD,178.14
MIRM.OQ,USD,980.08
MITK.OQ,USD,0.0
MITT.N,USD,573.86
MKC.N,USD,-90.69
MKL.N,USD,964.28
MKSI.OQ,USD,920.72
MKTW.OQ,USD,0.0
MKTX.OQ,USD,1630.91
MLAB.OQ,USD,319.93
MLI.N,USD,936.53
MLKN.OQ,USD,-2512.58
MLM.N,USD,2477.44
MLP.N,USD,0.0
MLR.N,USD,0.0
MLYS.OQ,USD,1800.78
MMI.N,USD,0.0
MMM.N,USD,-1977.81
MMS.N,USD,1003.7
MMSI.OQ,USD,-1450.03
MNKD.OQ,USD,259.66
MNPR.OQ,USD,0.0
MNRO.OQ,USD,77.49
MNSB.OQ,USD,0.0
MNST.OQ,USD,1707.7
MNTK.OQ,USD,-122.66
MO.N,USD,1964.6
MOD.N,USD,-194.92
MOFG.OQ,USD,919.91
MOGa.N,USD,2232.47
MOH.N,USD,1549.56
MORN.OQ,USD,-2267.3
MOS.N,USD,-1764.45
MOV.N,USD,0.0
MP.N,USD,1655.77
MPAA.OQ,USD,0.0
MPB.OQ,USD,0.0
MPC.N,USD,1317.95
MPLT.OQ,USD,-805.77
MPT.N,USD,506.26
MPTI.A,USD,0.0
MPWR.OQ,USD,-701.37
MPX.N,USD,0.0
MQ.OQ,USD,-2315.79
MRBK.OQ,USD,121.98
MRCY.OQ,USD,3690.13
MRK.N,USD,1739.47
MRNA.OQ,USD,970.41
MRP.N,USD,962.76
MRSH.N,USD,834.02
MRTN.OQ,USD,0.0
MRVI.OQ,USD,0.0
MRVL.OQ,USD,-1597.05
MRX.OQ,USD,-1486.24
MS.N,USD,-858.28
MSA.N,USD,1829.46
MSBI.OQ,USD,0.0
MSCI.N,USD,776.4
MSEX.OQ,USD,1477.65
MSFT.OQ,USD,-901.75
MSGE.N,USD,1553.23
MSGS.N,USD,1542.22
MSI.N,USD,1559.92
MSM.N,USD,970.13
MSTR.OQ,USD,-1426.54
MTB.N,USD,609.97
MTCH.OQ,USD,-821.94
MTD.N,USD,-1129.83
MTDR.N,USD,-1031.27
MTG.N,USD,890.86
MTH.N,USD,-890.91
MTN.N,USD,-934.83
MTRN.N,USD,2660.55
MTRX.OQ,USD,0.0
MTSI.OQ,USD,1630.07
MTUS.N,USD,0.0
MTW.N,USD,290.28
MTX.N,USD,0.0
MTZ.N,USD,4077.46
MU.OQ,USD,1246.03
MUR.N,USD,-899.75
MUSA.N,USD,3114.25
MVBF.OQ,USD,0.0
MVIS.OQ,USD,-421.69
MVST.OQ,USD,-121.36
MWA.N,USD,1402.63
MXCT.OQ,USD,0.0
MXL.OQ,USD,-1680.47
MYE.N,USD,390.08
MYFW.OQ,USD,0.0
MYGN.OQ,USD,0.0
MYO.A,USD,-207.48
MYPS.OQ,USD,0.0
MYRG.OQ,USD,2098.45
MZTI.OQ,USD,1264.39
NABL.N,USD,0.0
NAGE.OQ,USD,0.0
NAT.N,USD,1368.24
NATH.OQ,USD,0.0
NATL.N,USD,85.51
NATR.OQ,USD,0.0
NAVI.OQ,USD,0.0
NAVN.OQ,USD,-1593.07
NB.OQ,USD,2021.31
NBBK.OQ,USD,804.7
NBHC.N,USD,846.05
NBIX.OQ,USD,919.83
NBN.OQ,USD,0.0
NBR.N,USD,-1506.8
NBTB.OQ,USD,0.0
NC.N,USD,0.0
NCLH.N,USD,-1917.96
NCMI.OQ,USD,0.0
NCNO.OQ,USD,-2902.0
NDAQ.OQ,USD,508.27
NDSN.OQ,USD,1536.52
NE.N,USD,-1002.68
NECB.OQ,USD,945.63
NEE.N,USD,1098.42
NEM.N,USD,1685.57
NEO.OQ,USD,-46.5
NEOG.OQ,USD,1258.26
NEON.OQ,USD,-548.01
NESR.OQ,USD,282.77
NET.N,USD,-1537.25
NEU.N,USD,452.76
NEWT.OQ,USD,0.0
NEXN.OQ,USD,-2410.52
NEXT.OQ,USD,0.0
NFBK.OQ,USD,0.0
NFE.OQ,USD,0.0
NFG.N,USD,3092.68
NFLX.OQ,USD,-15.41
NG.A,USD,416.17
NGNE.OQ,USD,0.0
NGS.N,USD,0.0
NGVC.N,USD,338.8
NGVT.N,USD,177.8
NHC.A,USD,0.0
NHI.N,USD,1293.87
NI.N,USD,3440.73
NIC.N,USD,1304.54
