Date,RIC,Price Target - Mean,Recommendation - Mean (1-5),Revenue - Mean
2019-01-03,GAW.L,,1.0,
2019-10-11,BCVN.S,,3.33333,
2019-10-28,VEND.OL,,2.66667,
2020-01-06,ASRNL.AS,,2.47059,
2020-01-15,WALLb.ST,,3.16667,
2020-01-16,INWT.MI,,1.82353,
2020-01-27,GBLB.BR,,,4959173000
2020-02-06,GBLB.BR,,2.55556,
2020-02-06,WALLb.ST,,,2192200000
2020-02-07,BAWG.VI,,1.77778,
2020-02-07,WALLb.ST,59.625,,
2020-02-10,INDUc.ST,,3.0,
2020-02-11,INDUc.ST,257.66667,,
2020-02-12,DRX.L,,2.0,
2020-02-17,BKWB.S,101.0,,
2020-02-19,BKGH.L,,3.17647,
2020-02-21,ASRNL.AS,,,4733059600
2020-03-02,GFCP.PA,160.64615,,
2020-03-03,SSE.L,,,7700495500
2020-03-04,DRX.L,,,4378045630
2020-03-10,INWT.MI,,,511800130
2020-03-10,LGEN.L,,2.52941,
2020-03-11,AAK.ST,,2.66667,
2020-03-11,AAK.ST,183.33333,2.66667,
2020-03-11,DRX.L,372.88889,,
2020-03-11,LGEN.L,,,11484535000
2020-03-12,ICAG.L,,1.71429,
2020-03-13,VOWG_p.DE,,2.0,
2020-03-15,AAK.ST,,,30360500000
2020-03-17,AM.PA,,2.09091,
2020-03-17,SASY.PA,,1.92,
2020-03-17,TKAG.DE,,2.41177,
2020-03-18,ANTO.L,,2.61111,
2020-03-18,BAWG.VI,48.9375,,1242310000
2020-03-18,GALP.LS,,2.20833,
2020-03-18,GFCP.PA,,2.5,
2020-03-18,NSISb.CO,,3.31579,
2020-03-18,REP.MC,,2.19355,
2020-03-19,BKGH.L,5150.05421,,2057810210
2020-03-19,DANSKE.CO,,2.33333,
2020-03-19,EDP.LS,,,15792881150
2020-03-19,EXHO.PA,,2.72727,
2020-03-19,GALP.LS,13.74143,,
2020-03-19,HLMA.L,,2.66667,
2020-03-19,RAND.AS,,2.73684,
2020-03-19,SAMPO.HE,,2.0,
2020-03-19,VEND.OL,274.33333,,21243500000
2020-03-20,BKWB.S,,1.75,
2020-03-20,EDP.LS,,2.10526,
2020-03-20,EXHO.PA,92.85,,
2020-03-20,INWT.MI,10.54065,,
2020-03-20,NG.L,,2.05263,
2020-03-20,TUI1n.DE,20.90017,3.6,19631421170
2020-03-20,TUI1n.DE,,,19631421170
2020-03-22,SAMPO.HE,,,4523057000
2020-03-23,BCVN.S,69.35,,983253670
2020-03-23,BKWB.S,,,3020937500
2020-03-23,EDP.LS,4.4572,,
2020-03-23,EXHO.PA,,,22241249650
2020-03-23,KYGa.I,,2.47059,
2020-03-23,LHAG.DE,,3.25,32385523550
2020-03-23,NG.L,925.66269,,15353473920
2020-03-23,PLUSP.L,862.75,3.0,424125000
2020-03-23,RAND.AS,44.47059,,
2020-03-23,RR.L,,2.65,
2020-03-23,SASY.PA,101.3913,,
2020-03-23,SDR.L,436.99068,3.25,2064428150
2020-03-23,SSE.L,1502.52941,2.31579,
2020-03-23,BCVN.S,,,983253670
2020-03-23,PLUSP.L,,3.0,
2020-03-23,SDR.L,,3.25,
2020-03-23,SSE.L,,2.31579,
2020-03-24,DANSKE.CO,113.9375,,
2020-03-24,GAW.L,,,258878500
2020-03-24,AM.PA,127.61,,5539980910
2020-03-24,DANSKE.CO,113.9375,,41955903470
2020-03-24,GALP.LS,,,16348457310
2020-03-24,GAW.L,5000.0,,258878500
2020-03-24,GBLB.BR,88.75,,
2020-03-24,ICAG.L,393.03378,,22706060770
2020-03-24,LHAG.DE,8.59498,,
2020-03-24,MBGn.DE,41.57083,,
2020-03-24,REP.MC,12.17218,,43121246430
2020-03-24,RR.L,261.02216,,
2020-03-24,SASY.PA,,,37827756080
2020-03-24,SUBC.OL,,2.04,
2020-03-25,ANTO.L,869.14208,,
2020-03-25,BYG.L,,,129932670
2020-03-25,EQNR.OL,,2.3871,
2020-03-25,HLMA.L,2003.84615,,
2020-03-25,KYGa.I,118.07692,,
2020-03-25,OREP.PA,,2.78571,
2020-03-25,ULVR.L,,2.23077,52441478730
2020-03-25,ANTO.L,869.14208,,4579060200
2020-03-25,ASRNL.AS,36.9625,,
2020-03-25,BYG.L,1106.46875,3.0,129932670
2020-03-25,EQNR.OL,151.03542,2.3871,52079760720
2020-03-25,GFCP.PA,,,672328180
2020-03-25,HLMA.L,2003.84615,,1336817400
2020-03-25,KYGa.I,118.07692,,7538656500
2020-03-25,LGEN.L,289.38462,,
2020-03-25,MBGn.DE,,2.82143,165698921500
2020-03-25,NSISb.CO,320.88235,,1998937840
2020-03-25,OREP.PA,252.25,2.78571,30319197440
2020-03-25,RAND.AS,,,22211039530
2020-03-25,RR.L,,,14700458200
2020-03-25,SAMPO.HE,8.363,,
2020-03-25,SUBC.OL,99.29176,,4013627700
2020-03-25,TKAG.DE,11.14333,,39843207250
2020-03-25,ULVR.L,5413.2439,2.23077,52441478730
2020-03-25,VOWG_p.DE,179.06522,,240654778880
2020-03-25,ULVR.L,,2.23077,
2020-03-26,ASRNL.AS,36.5875,2.41177,
2020-03-26,BKGH.L,5142.57269,3.11765,2040868070
2020-03-26,DANSKE.CO,,,41831079940
2020-03-26,EQNR.OL,150.36876,,51597736060
2020-03-26,HLMA.L,,,1337550730
2020-03-26,MBGn.DE,40.8625,2.75,165036546500
2020-03-26,RAND.AS,42.79412,,22089648410
2020-03-26,REP.MC,11.89304,,40990041570
2020-03-26,SAMPO.HE,8.343,,
2020-03-26,SASY.PA,,,37889516080
2020-03-26,SUBC.OL,95.95843,,3990366830
2020-03-26,TKAG.DE,10.95667,2.17647,38956457250
2020-03-26,BKGH.L,,3.11765,
2020-03-26,EQNR.OL,,,51597736060
2020-03-26,TKAG.DE,10.95667,,38956457250
2020-03-27,AM.PA,,,5499526360
2020-03-27,BKGH.L,4914.0124,,
2020-03-27,DANSKE.CO,,,41698491710
2020-03-27,EXHO.PA,,2.77273,
2020-03-27,ICAG.L,367.48553,1.85714,
2020-03-27,MBGn.DE,,2.81482,
2020-03-27,NG.L,,,15340582930
2020-03-27,REP.MC,,,40406803480
2020-03-27,TUI1n.DE,,3.5,
2020-03-27,VOWG_p.DE,,2.03704,
2020-03-27,AM.PA,125.61,,5499526360
2020-03-27,ANTO.L,,,4526397600
2020-03-27,BAWG.VI,47.1875,,1231738570
2020-03-27,BKGH.L,4914.0124,,2028841000
2020-03-27,DANSKE.CO,111.875,,41698491710
2020-03-27,DRX.L,365.11111,,4407446880
2020-03-27,EDP.LS,4.42377,,15703442690
2020-03-27,EQNR.OL,150.62802,,
2020-03-27,EXHO.PA,87.875,2.77273,22106499650
2020-03-27,ICAG.L,367.48553,1.85714,22072707820
2020-03-27,LHAG.DE,8.09216,3.29167,31693023550
2020-03-27,MBGn.DE,39.2913,2.81482,163113701570
2020-03-27,NG.L,926.17969,,15340582930
2020-03-27,REP.MC,11.67822,,40406803480
2020-03-27,SSE.L,1482.52941,,7701529000
2020-03-27,TKAG.DE,,2.25,
2020-03-27,TUI1n.DE,21.34895,3.5,
2020-03-27,ULVR.L,5310.97118,,
2020-03-27,VOWG_p.DE,172.88636,2.03704,237860776330
2020-03-27,ICAG.L,,1.85714,
2020-03-29,EQNR.OL,,2.45161,
2020-03-29,KYGa.I,,,7543462000
2020-03-30,ANTO.L,857.4352,,
2020-03-30,ASRNL.AS,35.95625,2.29412,
2020-03-30,BKGH.L,,,2016851600
2020-03-30,DANSKE.CO,111.25,2.27778,
2020-03-30,EQNR.OL,144.24098,,50075011530
2020-03-30,EXHO.PA,86.625,,21678599650
2020-03-30,LGEN.L,283.76923,2.41177,
2020-03-30,MBGn.DE,38.59565,,161356442220
2020-03-30,OREP.PA,251.625,,30196464770
2020-03-30,RAND.AS,42.32353,,21889073500
2020-03-30,REP.MC,11.71471,,
2020-03-30,RR.L,260.37872,2.7,14583458200
2020-03-30,SAMPO.HE,8.215,,
2020-03-30,SUBC.OL,93.25009,2.04,3939236390
2020-03-30,ULVR.L,,,52424464640
2020-03-30,VOWG_p.DE,171.56818,,235407837880
2020-03-30,ASRNL.AS,,2.29412,
2020-03-30,DANSKE.CO,,2.27778,
2020-03-30,EQNR.OL,,,50075011530
2020-03-30,LGEN.L,283.76923,,
2020-03-30,MBGn.DE,38.59565,,
2020-03-30,RAND.AS,42.32353,,
2020-03-30,RR.L,,2.7,14583458200
2020-03-31,AM.PA,129.23637,,
2020-03-31,ASRNL.AS,35.8875,,
2020-03-31,BAWG.VI,45.9375,1.88889,1213085000
2020-03-31,BKGH.L,,3.05882,2007451600
2020-03-31,DANSKE.CO,109.1875,,41661644240
2020-03-31,EQNR.OL,144.31505,,
2020-03-31,EXHO.PA,85.025,,21551749650
2020-03-31,GALP.LS,13.72048,,
2020-03-31,GFCP.PA,158.64615,2.35714,670146360
2020-03-31,LGEN.L,,2.47059,
2020-03-31,MBGn.DE,,,160687215460
2020-03-31,NG.L,926.17969,,
2020-03-31,OREP.PA,248.0,2.85185,29770378380
2020-03-31,REP.MC,11.69763,,38768511960
2020-03-31,RR.L,253.72984,,
2020-03-31,SASY.PA,100.78261,,37863156080
2020-03-31,SSE.L,1479.58824,,8422041910
2020-03-31,WALLb.ST,58.375,,
2020-03-31,BAWG.VI,45.9375,1.88889,
2020-03-31,DANSKE.CO,,,41661644240
2020-03-31,GFCP.PA,,2.35714,
2020-03-31,OREP.PA,,2.85185,
2020-03-31,REP.MC,11.69763,,
2020-03-31,BAWG.VI,,1.88889,
2020-04-01,EXHO.PA,,2.72727,
2020-04-01,EDP.LS,4.38261,,
2020-04-01,EXHO.PA,,2.72727,21458999650
2020-04-01,OREP.PA,248.3913,,
2020-04-01,SSE.L,1473.70588,,
2020-04-01,ANTO.L,841.8102,2.66667,4476664270
2020-04-01,DANSKE.CO,107.625,,
2020-04-01,EDP.LS,4.38261,,15563301000
2020-04-01,EQNR.OL,144.50024,,49981827260
2020-04-01,EXHO.PA,83.325,2.72727,21458999650
2020-04-01,GALP.LS,,,16306663150
2020-04-01,GFCP.PA,154.64615,,666328180
2020-04-01,ICAG.L,,,21150531350
2020-04-01,LHAG.DE,7.84886,3.375,30892273550
2020-04-01,NSISb.CO,313.05882,3.42105,1985881940
2020-04-01,OREP.PA,248.3913,,29824711710
2020-04-01,RAND.AS,,,21881865060
2020-04-01,REP.MC,,,38606248050
2020-04-01,RR.L,243.30612,,
2020-04-01,SDR.L,433.20535,,2051130690
2020-04-01,SSE.L,1473.70588,,8422314640
2020-04-01,ULVR.L,,,52541190790
2020-04-02,NSISb.CO,,3.31579,
2020-04-02,RR.L,,,14261680180
2020-04-02,SAMPO.HE,,,4458164000
2020-04-02,TKAG.DE,,2.125,
2020-04-02,AM.PA,129.46364,,
2020-04-02,ANTO.L,817.37602,2.72222,4425397600
2020-04-02,ASRNL.AS,35.6375,,
2020-04-02,BAWG.VI,,,1206513570
2020-04-02,BKGH.L,4863.88625,,
2020-04-02,BYG.L,1094.28125,2.8125,
2020-04-02,DANSKE.CO,104.6875,,41446644240
2020-04-02,EDP.LS,,2.1579,
2020-04-02,EQNR.OL,144.68542,2.48387,49685893260
2020-04-02,EXHO.PA,81.275,,
2020-04-02,GALP.LS,13.64905,2.33333,
2020-04-02,GFCP.PA,151.33846,2.28571,659285360
2020-04-02,HLMA.L,2008.46154,,1337817400
2020-04-02,ICAG.L,359.86836,,20841562470
2020-04-02,INWT.MI,,,549300130
2020-04-02,KYGa.I,117.38462,2.47059,7536391620
2020-04-02,LGEN.L,280.69231,2.64706,
2020-04-02,LHAG.DE,7.45342,3.625,29949332800
2020-04-02,MBGn.DE,36.94348,3.03704,159538382130
2020-04-02,NG.L,,2.10526,
2020-04-02,NSISb.CO,310.41177,3.31579,1981044080
2020-04-02,OREP.PA,,2.92593,
2020-04-02,REP.MC,11.45827,,38138749090
2020-04-02,RR.L,225.22545,2.8,14261680180
2020-04-02,SAMPO.HE,8.105,2.09091,4458164000
2020-04-02,SASY.PA,100.30435,,37831294320
2020-04-02,SSE.L,,2.42105,7701829000
2020-04-02,SUBC.OL,90.75009,2.0,3926845090
2020-04-02,TKAG.DE,10.55667,2.125,38615737250
2020-04-02,TUI1n.DE,20.23983,,
2020-04-02,ULVR.L,5285.403,2.15385,52482242870
2020-04-02,VOWG_p.DE,169.29546,2.0,233762717880
2020-04-02,WALLb.ST,56.25,,2191600000
2020-04-02,ANTO.L,,2.72222,4425397600
2020-04-02,BYG.L,,2.8125,
2020-04-02,DANSKE.CO,104.6875,,
2020-04-02,EQNR.OL,,2.48387,
2020-04-02,GALP.LS,,2.33333,
2020-04-02,KYGa.I,,2.47059,
2020-04-02,LGEN.L,280.69231,,
2020-04-02,LHAG.DE,,3.625,
2020-04-02,NSISb.CO,310.41177,3.31579,
2020-04-02,REP.MC,11.45827,,
2020-04-02,RR.L,225.22545,,14261680180
2020-04-02,SAMPO.HE,,2.09091,4458164000
2020-04-02,SASY.PA,100.30435,,
2020-04-02,SSE.L,,2.42105,
2020-04-02,SUBC.OL,,2.0,
2020-04-02,TKAG.DE,10.55667,2.125,
2020-04-02,ULVR.L,,2.15385,
2020-04-02,VOWG_p.DE,,2.0,
2020-04-02,WALLb.ST,,,2191600000
2020-04-03,AM.PA,123.41818,,
2020-04-03,BKGH.L,,2.94118,
2020-04-03,HLMA.L,2005.38462,,
2020-04-03,INDUc.ST,,2.6,
2020-04-03,KYGa.I,116.07692,,
2020-04-03,MBGn.DE,36.2913,3.0,
2020-04-03,NG.L,,2.1579,
2020-04-03,SDR.L,430.93868,,
2020-04-03,VOWG_p.DE,169.06818,,
2020-04-03,AM.PA,123.41818,,5386038180
2020-04-03,ANTO.L,814.25102,,
2020-04-03,ASRNL.AS,35.30625,,
2020-04-03,BKGH.L,5021.06937,2.94118,1994851600
2020-04-03,BKWB.S,,,3030880000
2020-04-03,GALP.LS,,,16303970850
2020-04-03,HLMA.L,2005.38462,,1336574200
2020-04-03,INDUc.ST,252.66667,2.6,
2020-04-03,INWT.MI,10.50506,1.88889,560084240
2020-04-03,KYGa.I,116.07692,,7508512390
2020-04-03,LHAG.DE,7.38529,,29075296800
2020-04-03,MBGn.DE,36.2913,3.0,158257423790
2020-04-03,NG.L,,2.1579,15340868640
2020-04-03,NSISb.CO,,,1976684710
2020-04-03,OREP.PA,,,29801664100
2020-04-03,RAND.AS,40.97059,,21563253940
2020-04-03,RR.L,,2.95,
2020-04-03,SASY.PA,,,37800814320
2020-04-03,SDR.L,430.93868,,2046899920
2020-04-03,SSE.L,1459.0,,7692929000
2020-04-03,SUBC.OL,89.37509,,3911062480
2020-04-03,TKAG.DE,,,38615674750
2020-04-03,VOWG_p.DE,169.06818,,233260637880
2020-04-03,WALLb.ST,53.75,,
2020-04-04,KYGa.I,,,7506595460
2020-04-05,SASY.PA,,,37799806580
2020-04-06,ANTO.L,,2.76471,
2020-04-06,EXHO.PA,,,21200514210
2020-04-06,INWT.MI,,1.89474,571296290
2020-04-06,SUBC.OL,,,3907758130
2020-04-06,INWT.MI,,1.89474,
2020-04-06,AM.PA,,,5305765460
2020-04-06,ANTO.L,792.00108,2.76471,4340204710
2020-04-06,BKGH.L,4970.19506,,1990309600
2020-04-06,DANSKE.CO,,,41454798710
2020-04-06,DRX.L,351.77778,,4403571880
2020-04-06,EDP.LS,,,15345841920
2020-04-06,EQNR.OL,145.20352,,49347567790
2020-04-06,EXHO.PA,79.765,,21200514210
2020-04-06,GALP.LS,,,15071425090
2020-04-06,HLMA.L,,,1335834200
2020-04-06,INDUc.ST,246.0,,
2020-04-06,INWT.MI,10.58668,1.89474,571296290
2020-04-06,MBGn.DE,,,157692257130
2020-04-06,NG.L,927.90303,,15313477400
2020-04-06,OREP.PA,246.47826,,29621723430
2020-04-06,REP.MC,,,37925822050
2020-04-06,RR.L,212.55826,,
2020-04-06,SDR.L,,,2038669150
2020-04-06,SSE.L,1440.76471,2.52632,8285935460
2020-04-06,SUBC.OL,89.29176,1.92,3907758130
2020-04-06,TKAG.DE,10.12333,,38312996330
2020-04-06,ULVR.L,5275.17573,,52423570130
2020-04-06,VOWG_p.DE,,,232437237880
2020-04-07,AAK.ST,179.33333,,
2020-04-07,EQNR.OL,143.32556,2.41936,
2020-04-07,KYGa.I,114.61539,,
2020-04-07,LHAG.DE,,3.70833,
