Date,RIC,Price Target - Mean,Recommendation - Mean (1-5),Revenue - Mean
2014-05-14,PLUSP.L,,1.0,
2014-06-06,GAW.L,,1,
2015-01-15,BKWB.S,,3.0,
2015-01-27,NSISb.CO,,2.94118,
2015-02-04,GAW.L,,,120700000
2015-02-04,LGEN.L,,2.4,6315000000
2015-02-06,BKGH.L,,2.46667,
2015-02-09,GBLB.BR,,2.36364,
2015-02-11,HLMA.L,,,720604440
2015-02-12,AAK.ST,78.42608,,19427888890
2015-02-13,AM.PA,,2.5,
2015-02-13,GAW.L,680,,
2015-02-16,AAK.ST,,2.44444,
2015-02-18,KYGa.I,,2.66667,
2015-02-19,WALLb.ST,,,1520500000
2015-02-20,BCVN.S,,3.4,
2015-02-20,RR.L,,3.0,
2015-02-23,ANTO.L,,2.8,
2015-02-23,SAMPO.HE,,,4569598000
2015-02-25,PLUSP.L,819.0,,279000000
2015-02-25,RAND.AS,,2.6087,
2015-02-27,BCVN.S,47.9,,
2015-02-27,TKAG.DE,,2.89655,
2015-03-04,ICAG.L,,2.125,
2015-03-04,RAND.AS,51.19,,
2015-03-06,BCVN.S,,,958057600
2015-03-06,HLMA.L,698.11111,,
2015-03-09,EQNR.OL,,3.27027,
2015-03-13,AM.PA,114.14,,3976833330
2015-03-13,DRX.L,443.21429,,
2015-03-13,RR.L,,,13955947000
2015-03-16,GBLB.BR,,,4208877500
2015-03-16,BKGH.L,,,1876961600
2015-03-16,GBLB.BR,80.51111,,4208877500
2015-03-16,HLMA.L,,2.88889,
2015-03-16,RAND.AS,,,18840961890
2015-03-16,REP.MC,12.78549,,
2015-03-17,BKGH.L,3012.45886,,
2015-03-17,NSISb.CO,299.0625,,1919643360
2015-03-17,SASY.PA,,2.56667,
2015-03-17,SSE.L,,3.05556,
2015-03-17,TUI1n.DE,,1.92857,
2015-03-18,EQNR.OL,139.74242,,62042082600
2015-03-18,GALP.LS,,,15624682930
2015-03-18,KYGa.I,64.89091,,5938677170
2015-03-18,OREP.PA,,2.78378,
2015-03-18,REP.MC,,2.68571,
2015-03-18,SAMPO.HE,,2.91304,
2015-03-18,TUI1n.DE,45.02561,,19233244360
2015-03-18,EQNR.OL,,,62042082600
2015-03-18,TUI1n.DE,45.02561,,
2015-03-19,BKWB.S,30.0,,
2015-03-19,DRX.L,,,2675307230
2015-03-19,NG.L,,2.83333,
2015-03-19,SDR.L,,2.21053,
2015-03-20,REP.MC,,,42427600170
2015-03-20,VOWG_p.DE,,2.12121,
2015-03-23,BYG.L,,2.27273,
2015-03-23,EXHO.PA,,2.41667,
2015-03-23,GALP.LS,,2.40909,
2015-03-23,ICAG.L,398.77785,,
2015-03-23,ANTO.L,774.79087,,
2015-03-23,BYG.L,654.63636,2.27273,79893430
2015-03-23,EXHO.PA,,2.41667,19394376820
2015-03-23,GALP.LS,12.225,2.40909,
2015-03-23,ICAG.L,398.77785,,21333392600
2015-03-23,RR.L,320.78164,,
2015-03-23,SASY.PA,85.89002,,35800987000
2015-03-23,TKAG.DE,23.35,,42650976520
2015-03-24,SUBC.OL,,3.42857,
2015-03-24,GFCP.PA,,3.08333,
2015-03-24,NG.L,893.6294,,
2015-03-24,SUBC.OL,73.4866,3.42857,
2015-03-24,ANTO.L,,,5127957910
2015-03-24,DANSKE.CO,183.20833,2.52,
2015-03-24,GFCP.PA,,3.08333,555798110
2015-03-24,INDUc.ST,136.66667,3.33333,
2015-03-24,MBGn.DE,,2.15625,
2015-03-24,NG.L,893.6294,,14871782470
2015-03-24,SSE.L,1549.58824,,30585371870
2015-03-24,SUBC.OL,73.4866,3.42857,5525485260
2015-03-24,ULVR.L,,2.78261,
2015-03-25,EDP.LS,3.36059,,
2015-03-25,LHAG.DE,10.03018,3.17857,
2015-03-25,MBGn.DE,90.07407,,
2015-03-25,OREP.PA,161.01179,,
2015-03-25,ULVR.L,3232.11566,,
2015-03-25,VOWG_p.DE,250.7871,,
2015-03-25,BKWB.S,,,2735300330
2015-03-25,DANSKE.CO,,,44652376230
2015-03-25,DRX.L,,2.53333,
2015-03-25,EDP.LS,3.36059,3.0,15771843110
2015-03-25,EXHO.PA,88.67619,,
2015-03-25,GFCP.PA,118.17756,,
2015-03-25,LGEN.L,276.44444,,
2015-03-25,LHAG.DE,10.03018,3.17857,30417100150
2015-03-25,MBGn.DE,90.07407,,138886782170
2015-03-25,OREP.PA,161.01179,,24823419210
2015-03-25,SAMPO.HE,8.8,,
2015-03-25,SDR.L,530.99055,,1675498880
2015-03-25,ULVR.L,3232.11566,,53416283870
2015-03-25,VOWG_p.DE,250.7871,,209040690370
2015-03-25,WALLb.ST,35.1,3.5,
2015-03-25,LHAG.DE,10.03018,,
2015-03-26,ANTO.L,771.08254,2.88,5124548380
2015-03-26,BYG.L,670.54546,,80046430
2015-03-26,EQNR.OL,140.02303,,
2015-03-26,GALP.LS,12.08864,,15626397210
2015-03-26,GFCP.PA,,,552876440
2015-03-26,LGEN.L,277.0,,
2015-03-26,OREP.PA,,,24872782850
2015-03-26,RAND.AS,,2.63636,18840961890
2015-03-26,SAMPO.HE,8.79,,
2015-03-26,SSE.L,1552.52941,,30437505200
2015-03-26,TUI1n.DE,,,19261022930
2015-03-26,ULVR.L,,,53308039160
2015-03-26,ANTO.L,,2.88,
2015-03-26,BYG.L,670.54546,,
2015-03-26,GALP.LS,,,15626397210
2015-03-26,SSE.L,1552.52941,,
2015-03-27,DANSKE.CO,182.95833,2.52,
2015-03-27,LGEN.L,279.27778,,
2015-03-27,OREP.PA,161.18421,2.78378,24893710640
2015-03-27,REP.MC,12.77461,2.75,
2015-03-27,SDR.L,533.00102,2.25,1675311380
2015-03-27,SSE.L,,,30436870670
2015-03-27,TKAG.DE,23.53462,2.89655,42664538850
2015-03-27,ULVR.L,3238.03672,2.78261,53602371670
2015-03-27,DANSKE.CO,,2.52,
2015-03-27,OREP.PA,161.18421,2.78378,
2015-03-27,SDR.L,,2.25,
2015-03-27,ULVR.L,3238.03672,2.78261,
2015-03-27,OREP.PA,161.18421,,
2015-03-27,ULVR.L,,2.78261,
2015-03-28,EXHO.PA,89.03333,,
2015-03-30,AM.PA,119.94,,3909166670
2015-03-30,DRX.L,,2.46667,
2015-03-30,EQNR.OL,140.20485,,
2015-03-30,GALP.LS,12.13409,,
2015-03-30,GBLB.BR,81.06667,,
2015-03-30,LHAG.DE,,,30390985540
2015-03-30,RAND.AS,51.14737,,
2015-03-30,REP.MC,12.70631,2.78378,42639898920
2015-03-30,ULVR.L,,,53601921360
2015-03-30,VOWG_p.DE,,,209005143700
2015-03-31,DRX.L,440.35714,,
2015-03-31,TKAG.DE,24.01539,,
2015-03-31,VOWG_p.DE,251.5125,,
2015-03-31,DRX.L,440.35714,,2698276770
2015-03-31,EDP.LS,,,15766185720
2015-03-31,NG.L,,2.83333,
2015-03-31,RAND.AS,51.38421,2.68182,
2015-03-31,SSE.L,,3.05556,
2015-03-31,TKAG.DE,24.01539,2.86207,
2015-03-31,VOWG_p.DE,251.5125,,209071410370
2015-03-31,ANTO.L,770.66587,,5106072190
2015-03-31,DRX.L,440.35714,2.46667,2698276770
2015-03-31,EDP.LS,,3.0,15766185720
2015-03-31,NG.L,,2.83333,14906176240
2015-03-31,RAND.AS,51.38421,2.68182,18866572390
2015-03-31,SSE.L,1551.94118,3.05556,30442619930
2015-03-31,TKAG.DE,24.01539,2.86207,42716242560
2015-03-31,VOWG_p.DE,251.5125,2.11765,209071410370
2015-04-01,BKGH.L,,,1878405600
2015-04-01,REP.MC,,2.78378,
2015-04-01,AM.PA,,2.5,
2015-04-01,ANTO.L,768.16587,,5091929330
2015-04-01,BKGH.L,3017.6692,2.46667,1878405600
2015-04-01,DANSKE.CO,183.58333,,44616467140
2015-04-01,EDP.LS,,3.0,
2015-04-01,EQNR.OL,,,63991454500
2015-04-01,GALP.LS,,2.40909,15628325790
2015-04-01,GBLB.BR,,2.36364,
2015-04-01,ICAG.L,,,21364842600
2015-04-01,LHAG.DE,,3.17857,
2015-04-01,MBGn.DE,,2.15625,138956333900
2015-04-01,NG.L,,,14929940940
2015-04-01,RAND.AS,,,18867905720
2015-04-01,REP.MC,12.70822,2.78378,42626190580
2015-04-01,RR.L,321.2496,3.08,13955447000
2015-04-01,SAMPO.HE,8.84455,3.0,
2015-04-01,SASY.PA,86.33002,2.56667,35814717770
