Date,RIC,Price Target - Mean,Recommendation - Mean (1-5),Revenue - Mean
2021-02-02,GAW.L,,1.5,
2022-03-22,BCVN.S,,3,
2023-09-13,TKAG.DE,,2.5,
2023-10-23,INPST.AS,,2.125,
2023-11-20,GAW.L,11512.5,,
2023-12-04,GBLB.BR,,,5844592000
2023-12-11,SUBC.OL,,1.95238,
2024-01-08,LGEN.L,,2.4375,
2024-01-11,BKGH.L,,2.86667,
2024-01-12,ASRNL.AS,,1.8,
2024-01-22,KYGa.I,,2.38462,
2024-01-23,PLUSP.L,,1.4,
2024-01-25,BAWG.VI,,1.8,
2024-01-25,BYG.L,,2.375,
2024-01-30,BKGH.L,,,2472431600
2024-01-31,BKGH.L,4957.65721,,
2024-02-05,INDUc.ST,359.5,2.5,
2024-02-07,ASRNL.AS,,,8807474670
2024-02-09,WALLb.ST,,3.0,
2024-02-12,AAK.ST,,2.55556,
2024-02-12,AAK.ST,257.66667,2.55556,
2024-02-13,DRX.L,,2.25,
2024-02-13,NG.L,,2.29412,
2024-02-16,WALLb.ST,,,2945000000
2024-02-19,EDP.LS,,2.04762,
2024-02-19,KYGa.I,93.575,,
2024-02-19,SSE.L,,1.94444,
2024-02-21,TPRO.MI,,3.0,
2024-02-23,GALP.LS,,,20721237710
2024-02-23,EXHO.PA,,2.14286,
2024-02-23,GALP.LS,,2.76191,20721237710
2024-02-27,BAWG.VI,75.42444,,
2024-02-27,MBGn.DE,,2.18519,
2024-02-28,OREP.PA,,2.42857,
2024-03-01,BCVN.S,,,1183106000
2024-03-01,PLUSP.L,3009.6,,674362600
2024-03-01,WALLb.ST,45.66667,,
2024-03-03,BYG.L,,,192793620
2024-03-04,EXHO.PA,88.43333,,23745057400
2024-03-04,REP.MC,,2.13793,
2024-03-04,SSE.L,,,11586987000
2024-03-06,ANTO.L,,3.05556,
2024-03-06,TUI1n.DE,9.89808,2.27273,
2024-03-07,LGEN.L,,,16900000000
2024-03-08,DRX.L,740.28571,,
2024-03-08,EQNR.OL,,3.28571,
2024-03-08,SAMPO.HE,8.8,2.57895,
2024-03-11,EQNR.OL,301.45622,,
2024-03-11,DRX.L,,,7322757000
2024-03-11,EQNR.OL,301.45622,,101396323280
2024-03-11,NG.L,1070.96476,,
2024-03-11,OREP.PA,443.23077,,44006377540
2024-03-11,TKAG.DE,9.68,,36556514600
2024-03-12,ASRNL.AS,52.47286,,
2024-03-13,BKWB.S,152.5,,
2024-03-13,LGEN.L,273.61539,,
2024-03-13,P911_p.DE,,2.3913,
2024-03-13,SSE.L,2072.0,,
2024-03-14,SASY.PA,103.30435,,
2024-03-14,BKWB.S,,2.8,
2024-03-14,INPST.AS,14.13514,,8917969440
2024-03-14,SASY.PA,103.30435,2.11539,
2024-03-14,VEND.OL,,2.0,
2024-03-15,AAK.ST,,,43490524290
2024-03-15,HLMA.L,,,1985434600
2024-03-17,BAWG.VI,,,1580490130
2024-03-18,R3NK.DE,27.98,2.8,927263000
2024-03-18,REP.MC,17.43577,,61160618950
2024-03-18,VOWG_p.DE,,2.25,
2024-03-18,R3NK.DE,,,1044305750
2024-03-18,REP.MC,17.43577,,
2024-03-19,MBGn.DE,84.03846,,
2024-03-19,NG.L,,,20299365060
2024-03-19,RAND.AS,51.53333,3.6,
2024-03-19,RR.L,,2.05556,
2024-03-19,SASY.PA,,,47170769910
2024-03-19,ULVR.L,,2.94444,
2024-03-20,WISEa.L,,2.35294,
2024-03-20,HLMA.L,2310.71429,2.9375,
2024-03-20,P911_p.DE,97.2,,41046562500
2024-03-20,ULVR.L,4945.2221,,
2024-03-20,WISEa.L,1020.76471,2.35294,
2024-03-21,GALP.LS,15.3,,
2024-03-21,GAW.L,,,495280000
2024-03-21,SUBC.OL,186.01777,,6474897900
2024-03-21,TPRO.MI,7.64,,500310000
2024-03-21,ULVR.L,,,60575009120
2024-03-21,VEND.OL,,,15582907140
2024-03-22,DANSKE.CO,,2.11765,
2024-03-22,INWT.MI,,2.35,
2024-03-22,ANTO.L,1615.94208,,
2024-03-22,BKWB.S,,,4747281200
2024-03-22,DANSKE.CO,227.93333,2.11765,55819826790
2024-03-22,EDP.LS,5.17389,,19024891730
2024-03-22,GBLB.BR,88.6,2.0,
2024-03-22,GFCP.PA,,,693122630
2024-03-22,INWT.MI,12.75263,2.35,1057306500
2024-03-22,KYGa.I,,,8053530830
2024-03-22,RAND.AS,,,24908079790
2024-03-22,RR.L,435.9375,,16694708410
2024-03-22,VEND.OL,323.2,,
2024-03-22,DANSKE.CO,,2.11765,55819826790
2024-03-22,GBLB.BR,,2.0,
2024-03-22,INWT.MI,12.75263,2.35,
