Date,RIC,0
2019-03-18,Price Close,2832.94
2019-03-19,Price Close,2832.57
2019-03-20,Price Close,2824.23
2019-03-21,Price Close,2854.88
2019-03-22,Price Close,2800.71
2019-03-25,Price Close,2798.36
2019-03-26,Price Close,2818.46
2019-03-27,Price Close,2805.37
2019-03-28,Price Close,2815.44
2019-03-29,Price Close,2834.4
2019-04-01,Price Close,2867.19
2019-04-02,Price Close,2867.24
2019-04-03,Price Close,2873.4
2019-04-04,Price Close,2879.39
2019-04-05,Price Close,2892.74
2019-04-08,Price Close,2895.77
2019-04-09,Price Close,2878.2
2019-04-10,Price Close,2888.21
2019-04-11,Price Close,2888.32
2019-04-12,Price Close,2907.41
2019-04-15,Price Close,2905.58
2019-04-16,Price Close,2907.06
2019-04-17,Price Close,2900.45
2019-04-18,Price Close,2905.03
2019-04-22,Price Close,2907.97
2019-04-23,Price Close,2933.68
2019-04-24,Price Close,2927.25
2019-04-25,Price Close,2926.17
2019-04-26,Price Close,2939.88
2019-04-29,Price Close,2943.03
2019-04-30,Price Close,2945.83
2019-05-01,Price Close,2923.73
2019-05-02,Price Close,2917.52
2019-05-03,Price Close,2945.64
2019-05-06,Price Close,2932.47
2019-05-07,Price Close,2884.05
2019-05-08,Price Close,2879.42
2019-05-09,Price Close,2870.72
2019-05-10,Price Close,2881.4
2019-05-13,Price Close,2811.87
2019-05-14,Price Close,2834.41
2019-05-15,Price Close,2850.96
2019-05-16,Price Close,2876.32
2019-05-17,Price Close,2859.53
2019-05-20,Price Close,2840.23
2019-05-21,Price Close,2864.36
2019-05-22,Price Close,2856.27
2019-05-23,Price Close,2822.24
2019-05-24,Price Close,2826.06
2019-05-28,Price Close,2802.39
2019-05-29,Price Close,2783.02
2019-05-30,Price Close,2788.86
2019-05-31,Price Close,2752.06
2019-06-03,Price Close,2744.45
2019-06-04,Price Close,2803.27
2019-06-05,Price Close,2826.15
2019-06-06,Price Close,2843.49
2019-06-07,Price Close,2873.34
2019-06-10,Price Close,2886.73
2019-06-11,Price Close,2885.72
2019-06-12,Price Close,2879.84
2019-06-13,Price Close,2891.64
2019-06-14,Price Close,2886.98
2019-06-17,Price Close,2889.67
2019-06-18,Price Close,2917.75
2019-06-19,Price Close,2926.46
2019-06-20,Price Close,2954.18
2019-06-21,Price Close,2950.46
2019-06-24,Price Close,2945.35
2019-06-25,Price Close,2917.38
2019-06-26,Price Close,2913.78
2019-06-27,Price Close,2924.92
2019-06-28,Price Close,2941.76
2019-07-01,Price Close,2964.33
2019-07-02,Price Close,2973.01
2019-07-03,Price Close,2995.82
2019-07-05,Price Close,2990.41
2019-07-08,Price Close,2975.95
2019-07-09,Price Close,2979.63
2019-07-10,Price Close,2993.07
2019-07-11,Price Close,2999.91
2019-07-12,Price Close,3013.77
2019-07-15,Price Close,3014.3
2019-07-16,Price Close,3004.04
2019-07-17,Price Close,2984.42
2019-07-18,Price Close,2995.11
2019-07-19,Price Close,2976.61
2019-07-22,Price Close,2985.03
2019-07-23,Price Close,3005.47
2019-07-24,Price Close,3019.56
2019-07-25,Price Close,3003.67
2019-07-26,Price Close,3025.86
2019-07-29,Price Close,3020.97
2019-07-30,Price Close,3013.18
2019-07-31,Price Close,2980.38
2019-08-01,Price Close,2953.56
2019-08-02,Price Close,2932.05
2019-08-05,Price Close,2844.74
2019-08-06,Price Close,2881.77
2019-08-07,Price Close,2883.98
2019-08-08,Price Close,2938.09
2019-08-09,Price Close,2918.65
2019-08-12,Price Close,2883.75
2019-08-13,Price Close,2926.32
2019-08-14,Price Close,2840.6
2019-08-15,Price Close,2847.6
2019-08-16,Price Close,2888.68
2019-08-19,Price Close,2923.65
2019-08-20,Price Close,2900.51
2019-08-21,Price Close,2924.43
2019-08-22,Price Close,2922.95
2019-08-23,Price Close,2847.11
2019-08-26,Price Close,2878.38
2019-08-27,Price Close,2869.16
2019-08-28,Price Close,2887.94
2019-08-29,Price Close,2924.58
2019-08-30,Price Close,2926.46
2019-09-03,Price Close,2906.27
2019-09-04,Price Close,2937.78
2019-09-05,Price Close,2976.0
2019-09-06,Price Close,2978.71
2019-09-09,Price Close,2978.43
2019-09-10,Price Close,2979.39
2019-09-11,Price Close,3000.93
2019-09-12,Price Close,3009.57
2019-09-13,Price Close,3007.39
2019-09-16,Price Close,2997.96
2019-09-17,Price Close,3005.7
2019-09-18,Price Close,3006.73
2019-09-19,Price Close,3006.79
2019-09-20,Price Close,2992.07
2019-09-23,Price Close,2991.78
2019-09-24,Price Close,2966.6
2019-09-25,Price Close,2984.87
2019-09-26,Price Close,2977.62
2019-09-27,Price Close,2961.79
2019-09-30,Price Close,2976.74
2019-10-01,Price Close,2940.25
2019-10-02,Price Close,2887.61
2019-10-03,Price Close,2910.63
2019-10-04,Price Close,2952.01
2019-10-07,Price Close,2938.79
2019-10-08,Price Close,2893.06
2019-10-09,Price Close,2919.4
2019-10-10,Price Close,2938.13
2019-10-11,Price Close,2970.27
2019-10-14,Price Close,2966.15
2019-10-15,Price Close,2995.68
2019-10-16,Price Close,2989.69
2019-10-17,Price Close,2997.95
2019-10-18,Price Close,2986.2
2019-10-21,Price Close,3006.72
2019-10-22,Price Close,2995.99
2019-10-23,Price Close,3004.52
2019-10-24,Price Close,3010.29
2019-10-25,Price Close,3022.55
2019-10-28,Price Close,3039.42
2019-10-29,Price Close,3036.89
2019-10-30,Price Close,3046.77
2019-10-31,Price Close,3037.56
2019-11-01,Price Close,3066.91
2019-11-04,Price Close,3078.27
2019-11-05,Price Close,3074.62
2019-11-06,Price Close,3076.78
2019-11-07,Price Close,3085.18
2019-11-08,Price Close,3093.08
2019-11-11,Price Close,3087.01
2019-11-12,Price Close,3091.84
2019-11-13,Price Close,3094.04
2019-11-14,Price Close,3096.63
2019-11-15,Price Close,3120.46
2019-11-18,Price Close,3122.03
2019-11-19,Price Close,3120.18
2019-11-20,Price Close,3108.46
2019-11-21,Price Close,3103.54
2019-11-22,Price Close,3110.29
2019-11-25,Price Close,3133.64
2019-11-26,Price Close,3140.52
2019-11-27,Price Close,3153.63
2019-11-29,Price Close,3140.98
2019-12-02,Price Close,3113.87
2019-12-03,Price Close,3093.2
2019-12-04,Price Close,3112.76
2019-12-05,Price Close,3117.43
2019-12-06,Price Close,3145.91
2019-12-09,Price Close,3135.96
2019-12-10,Price Close,3132.52
2019-12-11,Price Close,3141.63
2019-12-12,Price Close,3168.57
2019-12-13,Price Close,3168.8
2019-12-16,Price Close,3191.45
2019-12-17,Price Close,3192.52
2019-12-18,Price Close,3191.14
2019-12-19,Price Close,3205.37
2019-12-20,Price Close,3221.22
2019-12-23,Price Close,3224.01
2019-12-24,Price Close,3223.38
2019-12-26,Price Close,3239.91
2019-12-27,Price Close,3240.02
2019-12-30,Price Close,3221.29
2019-12-31,Price Close,3230.78
2020-01-02,Price Close,3257.85
2020-01-03,Price Close,3234.85
2020-01-06,Price Close,3246.28
2020-01-07,Price Close,3237.18
2020-01-08,Price Close,3253.05
2020-01-09,Price Close,3274.7
2020-01-10,Price Close,3265.35
2020-01-13,Price Close,3288.13
2020-01-14,Price Close,3283.15
2020-01-15,Price Close,3289.29
2020-01-16,Price Close,3316.81
2020-01-17,Price Close,3329.62
2020-01-21,Price Close,3320.79
2020-01-22,Price Close,3321.75
2020-01-23,Price Close,3325.54
2020-01-24,Price Close,3295.47
2020-01-27,Price Close,3243.63
2020-01-28,Price Close,3276.24
2020-01-29,Price Close,3273.4
2020-01-30,Price Close,3283.66
2020-01-31,Price Close,3225.52
2020-02-03,Price Close,3248.92
2020-02-04,Price Close,3297.59
2020-02-05,Price Close,3334.69
2020-02-06,Price Close,3345.78
2020-02-07,Price Close,3327.71
2020-02-10,Price Close,3352.09
2020-02-11,Price Close,3357.75
2020-02-12,Price Close,3379.45
2020-02-13,Price Close,3373.94
2020-02-14,Price Close,3380.16
2020-02-18,Price Close,3370.29
2020-02-19,Price Close,3386.15
2020-02-20,Price Close,3373.23
2020-02-21,Price Close,3337.75
2020-02-24,Price Close,3225.89
2020-02-25,Price Close,3128.21
2020-02-26,Price Close,3116.39
2020-02-27,Price Close,2978.76
2020-02-28,Price Close,2954.22
2020-03-02,Price Close,3090.23
2020-03-03,Price Close,3003.37
2020-03-04,Price Close,3130.12
2020-03-05,Price Close,3023.94
2020-03-06,Price Close,2972.37
2020-03-09,Price Close,2746.56
2020-03-10,Price Close,2882.23
2020-03-11,Price Close,2741.38
2020-03-12,Price Close,2480.64
2020-03-13,Price Close,2711.02
2020-03-16,Price Close,2386.13
2020-03-17,Price Close,2529.19
2020-03-18,Price Close,2398.1
2020-03-19,Price Close,2409.39
2020-03-20,Price Close,2304.92
2020-03-23,Price Close,2237.4
2020-03-24,Price Close,2447.33
2020-03-25,Price Close,2475.56
2020-03-26,Price Close,2630.07
2020-03-27,Price Close,2541.47
2020-03-30,Price Close,2626.65
2020-03-31,Price Close,2584.59
2020-04-01,Price Close,2470.5
2020-04-02,Price Close,2526.9
2020-04-03,Price Close,2488.65
2020-04-06,Price Close,2663.68
2020-04-07,Price Close,2659.41
2020-04-08,Price Close,2749.98
2020-04-09,Price Close,2789.82
2020-04-13,Price Close,2761.63
2020-04-14,Price Close,2846.06
2020-04-15,Price Close,2783.36
2020-04-16,Price Close,2799.55
2020-04-17,Price Close,2874.56
2020-04-20,Price Close,2823.16
2020-04-21,Price Close,2736.56
2020-04-22,Price Close,2799.31
2020-04-23,Price Close,2797.8
2020-04-24,Price Close,2836.74
2020-04-27,Price Close,2878.48
2020-04-28,Price Close,2863.39
2020-04-29,Price Close,2939.51
2020-04-30,Price Close,2912.43
2020-05-01,Price Close,2830.71
2020-05-04,Price Close,2842.74
2020-05-05,Price Close,2868.44
2020-05-06,Price Close,2848.42
2020-05-07,Price Close,2881.19
2020-05-08,Price Close,2929.8
2020-05-11,Price Close,2930.32
2020-05-12,Price Close,2870.12
2020-05-13,Price Close,2820.0
2020-05-14,Price Close,2852.5
2020-05-15,Price Close,2863.7
2020-05-18,Price Close,2953.91
2020-05-19,Price Close,2922.94
2020-05-20,Price Close,2971.61
2020-05-21,Price Close,2948.51
2020-05-22,Price Close,2955.45
2020-05-26,Price Close,2991.77
2020-05-27,Price Close,3036.13
2020-05-28,Price Close,3029.73
2020-05-29,Price Close,3044.31
2020-06-01,Price Close,3055.73
2020-06-02,Price Close,3080.82
2020-06-03,Price Close,3122.87
2020-06-04,Price Close,3112.35
2020-06-05,Price Close,3193.93
2020-06-08,Price Close,3232.39
2020-06-09,Price Close,3207.18
2020-06-10,Price Close,3190.14
2020-06-11,Price Close,3002.1
2020-06-12,Price Close,3041.31
2020-06-15,Price Close,3066.59
2020-06-16,Price Close,3124.74
2020-06-17,Price Close,3113.49
2020-06-18,Price Close,3115.34
2020-06-19,Price Close,3097.74
2020-06-22,Price Close,3117.86
2020-06-23,Price Close,3131.29
2020-06-24,Price Close,3050.33
2020-06-25,Price Close,3083.76
2020-06-26,Price Close,3009.05
2020-06-29,Price Close,3053.24
2020-06-30,Price Close,3100.29
2020-07-01,Price Close,3115.86
2020-07-02,Price Close,3130.01
2020-07-06,Price Close,3179.72
2020-07-07,Price Close,3145.32
2020-07-08,Price Close,3169.94
2020-07-09,Price Close,3152.05
2020-07-10,Price Close,3185.04
2020-07-13,Price Close,3155.22
2020-07-14,Price Close,3197.52
2020-07-15,Price Close,3226.56
2020-07-16,Price Close,3215.57
2020-07-17,Price Close,3224.73
2020-07-20,Price Close,3251.84
2020-07-21,Price Close,3257.3
2020-07-22,Price Close,3276.02
2020-07-23,Price Close,3235.66
2020-07-24,Price Close,3215.63
2020-07-27,Price Close,3239.41
2020-07-28,Price Close,3218.44
2020-07-29,Price Close,3258.44
2020-07-30,Price Close,3246.22
2020-07-31,Price Close,3271.12
2020-08-03,Price Close,3294.61
2020-08-04,Price Close,3306.51
2020-08-05,Price Close,3327.77
2020-08-06,Price Close,3349.16
2020-08-07,Price Close,3351.28
2020-08-10,Price Close,3360.47
2020-08-11,Price Close,3333.69
2020-08-12,Price Close,3380.35
2020-08-13,Price Close,3373.43
2020-08-14,Price Close,3372.85
2020-08-17,Price Close,3381.99
2020-08-18,Price Close,3389.78
2020-08-19,Price Close,3374.85
2020-08-20,Price Close,3385.51
2020-08-21,Price Close,3397.16
2020-08-24,Price Close,3431.28
2020-08-25,Price Close,3443.62
2020-08-26,Price Close,3478.73
2020-08-27,Price Close,3484.55
2020-08-28,Price Close,3508.01
2020-08-31,Price Close,3500.31
2020-09-01,Price Close,3526.65
2020-09-02,Price Close,3580.84
2020-09-03,Price Close,3455.06
2020-09-04,Price Close,3426.96
2020-09-08,Price Close,3331.84
2020-09-09,Price Close,3398.96
2020-09-10,Price Close,3339.19
2020-09-11,Price Close,3340.97
2020-09-14,Price Close,3383.54
2020-09-15,Price Close,3401.2
2020-09-16,Price Close,3385.49
2020-09-17,Price Close,3357.01
2020-09-18,Price Close,3319.47
2020-09-21,Price Close,3281.06
2020-09-22,Price Close,3315.57
2020-09-23,Price Close,3236.92
2020-09-24,Price Close,3246.59
2020-09-25,Price Close,3298.46
2020-09-28,Price Close,3351.6
2020-09-29,Price Close,3335.47
2020-09-30,Price Close,3363.0
2020-10-01,Price Close,3380.8
2020-10-02,Price Close,3348.44
2020-10-05,Price Close,3408.63
2020-10-06,Price Close,3360.95
2020-10-07,Price Close,3419.45
2020-10-08,Price Close,3446.83
2020-10-09,Price Close,3477.13
2020-10-12,Price Close,3534.22
2020-10-13,Price Close,3511.93
2020-10-14,Price Close,3488.67
2020-10-15,Price Close,3483.34
2020-10-16,Price Close,3483.81
2020-10-19,Price Close,3426.92
2020-10-20,Price Close,3443.12
2020-10-21,Price Close,3435.56
2020-10-22,Price Close,3453.49
2020-10-23,Price Close,3465.39
2020-10-26,Price Close,3400.97
2020-10-27,Price Close,3390.68
2020-10-28,Price Close,3271.03
2020-10-29,Price Close,3310.11
2020-10-30,Price Close,3269.96
2020-11-02,Price Close,3310.24
2020-11-03,Price Close,3369.16
2020-11-04,Price Close,3443.44
2020-11-05,Price Close,3510.45
2020-11-06,Price Close,3509.44
2020-11-09,Price Close,3550.5
2020-11-10,Price Close,3545.53
2020-11-11,Price Close,3572.66
2020-11-12,Price Close,3537.01
2020-11-13,Price Close,3585.15
2020-11-16,Price Close,3626.91
2020-11-17,Price Close,3609.53
2020-11-18,Price Close,3567.79
2020-11-19,Price Close,3581.87
2020-11-20,Price Close,3557.54
2020-11-23,Price Close,3577.59
2020-11-24,Price Close,3635.41
2020-11-25,Price Close,3629.65
2020-11-27,Price Close,3638.35
2020-11-30,Price Close,3621.63
2020-12-01,Price Close,3662.45
2020-12-02,Price Close,3669.01
2020-12-03,Price Close,3666.72
2020-12-04,Price Close,3699.12
2020-12-07,Price Close,3691.96
2020-12-08,Price Close,3702.25
2020-12-09,Price Close,3672.82
2020-12-10,Price Close,3668.1
2020-12-11,Price Close,3663.46
2020-12-14,Price Close,3647.49
2020-12-15,Price Close,3694.62
2020-12-16,Price Close,3701.17
2020-12-17,Price Close,3722.48
2020-12-18,Price Close,3709.41
2020-12-21,Price Close,3694.92
2020-12-22,Price Close,3687.26
2020-12-23,Price Close,3690.01
2020-12-24,Price Close,3703.06
2020-12-28,Price Close,3735.36
2020-12-29,Price Close,3727.04
2020-12-30,Price Close,3732.04
2020-12-31,Price Close,3756.07
2021-01-04,Price Close,3700.65
2021-01-05,Price Close,3726.86
2021-01-06,Price Close,3748.14
2021-01-07,Price Close,3803.79
2021-01-08,Price Close,3824.68
2021-01-11,Price Close,3799.61
2021-01-12,Price Close,3801.19
2021-01-13,Price Close,3809.84
2021-01-14,Price Close,3795.54
2021-01-15,Price Close,3768.25
2021-01-19,Price Close,3798.91
2021-01-20,Price Close,3851.85
2021-01-21,Price Close,3853.07
2021-01-22,Price Close,3841.47
2021-01-25,Price Close,3855.36
2021-01-26,Price Close,3849.62
2021-01-27,Price Close,3750.77
2021-01-28,Price Close,3787.38
2021-01-29,Price Close,3714.24
2021-02-01,Price Close,3773.86
2021-02-02,Price Close,3826.31
2021-02-03,Price Close,3830.17
2021-02-04,Price Close,3871.74
2021-02-05,Price Close,3886.83
2021-02-08,Price Close,3915.59
2021-02-09,Price Close,3911.23
2021-02-10,Price Close,3909.88
2021-02-11,Price Close,3916.38
2021-02-12,Price Close,3934.83
2021-02-16,Price Close,3932.59
2021-02-17,Price Close,3931.33
2021-02-18,Price Close,3913.97
2021-02-19,Price Close,3906.71
2021-02-22,Price Close,3876.5
2021-02-23,Price Close,3881.37
2021-02-24,Price Close,3925.43
2021-02-25,Price Close,3829.34
2021-02-26,Price Close,3811.15
2021-03-01,Price Close,3901.82
2021-03-02,Price Close,3870.29
2021-03-03,Price Close,3819.72
2021-03-04,Price Close,3768.47
2021-03-05,Price Close,3841.94
2021-03-08,Price Close,3821.35
2021-03-09,Price Close,3875.44
2021-03-10,Price Close,3898.81
2021-03-11,Price Close,3939.34
2021-03-12,Price Close,3943.34
2021-03-15,Price Close,3968.94
2021-03-16,Price Close,3962.71
2021-03-17,Price Close,3974.12
2021-03-18,Price Close,3915.46
2021-03-19,Price Close,3913.1
2021-03-22,Price Close,3940.59
2021-03-23,Price Close,3910.52
2021-03-24,Price Close,3889.14
2021-03-25,Price Close,3909.52
2021-03-26,Price Close,3974.54
2021-03-29,Price Close,3971.09
2021-03-30,Price Close,3958.55
2021-03-31,Price Close,3972.89
2021-04-01,Price Close,4019.87
2021-04-05,Price Close,4077.91
2021-04-06,Price Close,4073.94
2021-04-07,Price Close,4079.95
2021-04-08,Price Close,4097.17
2021-04-09,Price Close,4128.8
2021-04-12,Price Close,4127.99
2021-04-13,Price Close,4141.59
2021-04-14,Price Close,4124.66
2021-04-15,Price Close,4170.42
2021-04-16,Price Close,4185.47
2021-04-19,Price Close,4163.26
2021-04-20,Price Close,4134.94
2021-04-21,Price Close,4173.42
2021-04-22,Price Close,4134.98
2021-04-23,Price Close,4180.17
2021-04-26,Price Close,4187.62
2021-04-27,Price Close,4186.72
2021-04-28,Price Close,4183.18
2021-04-29,Price Close,4211.47
2021-04-30,Price Close,4181.17
2021-05-03,Price Close,4192.66
2021-05-04,Price Close,4164.66
2021-05-05,Price Close,4167.59
2021-05-06,Price Close,4201.62
2021-05-07,Price Close,4232.6
2021-05-10,Price Close,4188.43
2021-05-11,Price Close,4152.1
2021-05-12,Price Close,4063.04
2021-05-13,Price Close,4112.5
2021-05-14,Price Close,4173.85
2021-05-17,Price Close,4163.29
2021-05-18,Price Close,4127.83
2021-05-19,Price Close,4115.68
2021-05-20,Price Close,4159.12
2021-05-21,Price Close,4155.86
2021-05-24,Price Close,4197.05
2021-05-25,Price Close,4188.13
2021-05-26,Price Close,4195.99
2021-05-27,Price Close,4200.88
2021-05-28,Price Close,4204.11
2021-06-01,Price Close,4202.04
2021-06-02,Price Close,4208.12
2021-06-03,Price Close,4192.85
2021-06-04,Price Close,4229.89
2021-06-07,Price Close,4226.52
2021-06-08,Price Close,4227.26
2021-06-09,Price Close,4219.55
2021-06-10,Price Close,4239.18
2021-06-11,Price Close,4247.44
2021-06-14,Price Close,4255.15
2021-06-15,Price Close,4246.59
2021-06-16,Price Close,4223.7
2021-06-17,Price Close,4221.86
2021-06-18,Price Close,4166.45
2021-06-21,Price Close,4224.79
2021-06-22,Price Close,4246.44
2021-06-23,Price Close,4241.84
2021-06-24,Price Close,4266.49
2021-06-25,Price Close,4280.7
2021-06-28,Price Close,4290.61
2021-06-29,Price Close,4291.8
2021-06-30,Price Close,4297.5
2021-07-01,Price Close,4319.94
2021-07-02,Price Close,4352.34
2021-07-06,Price Close,4343.54
2021-07-07,Price Close,4358.13
2021-07-08,Price Close,4320.82
2021-07-09,Price Close,4369.55
2021-07-12,Price Close,4384.63
2021-07-13,Price Close,4369.21
2021-07-14,Price Close,4374.3
2021-07-15,Price Close,4360.03
2021-07-16,Price Close,4327.16
2021-07-19,Price Close,4258.49
2021-07-20,Price Close,4323.06
2021-07-21,Price Close,4358.69
2021-07-22,Price Close,4367.48
2021-07-23,Price Close,4411.79
2021-07-26,Price Close,4422.3
2021-07-27,Price Close,4401.46
2021-07-28,Price Close,4400.64
2021-07-29,Price Close,4419.15
2021-07-30,Price Close,4395.26
2021-08-02,Price Close,4387.16
2021-08-03,Price Close,4423.15
2021-08-04,Price Close,4402.66
2021-08-05,Price Close,4429.1
2021-08-06,Price Close,4436.52
2021-08-09,Price Close,4432.35
2021-08-10,Price Close,4436.75
2021-08-11,Price Close,4447.7
2021-08-12,Price Close,4460.83
2021-08-13,Price Close,4468.0
2021-08-16,Price Close,4479.71
2021-08-17,Price Close,4448.08
2021-08-18,Price Close,4400.27
2021-08-19,Price Close,4405.8
2021-08-20,Price Close,4441.67
2021-08-23,Price Close,4479.53
2021-08-24,Price Close,4486.23
2021-08-25,Price Close,4496.19
2021-08-26,Price Close,4470.0
2021-08-27,Price Close,4509.37
2021-08-30,Price Close,4528.79
2021-08-31,Price Close,4522.68
2021-09-01,Price Close,4524.09
2021-09-02,Price Close,4536.95
2021-09-03,Price Close,4535.43
2021-09-06,Price Close,4535.43
2021-09-07,Price Close,4520.03
2021-09-08,Price Close,4514.07
2021-09-09,Price Close,4493.28
2021-09-10,Price Close,4458.58
2021-09-13,Price Close,4468.73
2021-09-14,Price Close,4443.05
2021-09-15,Price Close,4480.7
2021-09-16,Price Close,4473.75
2021-09-17,Price Close,4432.99
2021-09-20,Price Close,4357.73
2021-09-21,Price Close,4354.19
2021-09-22,Price Close,4395.64
2021-09-23,Price Close,4448.98
2021-09-24,Price Close,4455.48
2021-09-27,Price Close,4443.11
2021-09-28,Price Close,4352.63
2021-09-29,Price Close,4359.46
2021-09-30,Price Close,4307.54
2021-10-01,Price Close,4357.04
2021-10-04,Price Close,4300.46
2021-10-05,Price Close,4345.72
2021-10-06,Price Close,4363.55
2021-10-07,Price Close,4399.76
2021-10-08,Price Close,4391.34
2021-10-11,Price Close,4361.19
2021-10-12,Price Close,4350.65
2021-10-13,Price Close,4363.8
2021-10-14,Price Close,4438.26
2021-10-15,Price Close,4471.37
2021-10-18,Price Close,4486.46
2021-10-19,Price Close,4519.63
2021-10-20,Price Close,4536.19
2021-10-21,Price Close,4549.78
2021-10-22,Price Close,4544.9
2021-10-25,Price Close,4566.48
2021-10-26,Price Close,4574.79
2021-10-27,Price Close,4551.68
2021-10-28,Price Close,4596.42
2021-10-29,Price Close,4605.38
2021-11-01,Price Close,4613.67
2021-11-02,Price Close,4630.65
2021-11-03,Price Close,4660.57
2021-11-04,Price Close,4680.06
2021-11-05,Price Close,4697.53
2021-11-08,Price Close,4701.7
2021-11-09,Price Close,4685.25
2021-11-10,Price Close,4646.71
2021-11-11,Price Close,4649.27
2021-11-12,Price Close,4682.85
2021-11-15,Price Close,4682.8
2021-11-16,Price Close,4700.9
2021-11-17,Price Close,4688.67
2021-11-18,Price Close,4704.54
2021-11-19,Price Close,4697.96
2021-11-22,Price Close,4682.94
2021-11-23,Price Close,4690.7
2021-11-24,Price Close,4701.46
2021-11-25,Price Close,4701.46
2021-11-26,Price Close,4594.62
2021-11-29,Price Close,4655.27
2021-11-30,Price Close,4567.0
2021-12-01,Price Close,4513.04
2021-12-02,Price Close,4577.1
2021-12-03,Price Close,4538.43
2021-12-06,Price Close,4591.67
2021-12-07,Price Close,4686.75
2021-12-08,Price Close,4701.21
2021-12-09,Price Close,4667.45
2021-12-10,Price Close,4712.02
2021-12-13,Price Close,4668.97
2021-12-14,Price Close,4634.09
2021-12-15,Price Close,4709.85
2021-12-16,Price Close,4668.67
2021-12-17,Price Close,4620.64
2021-12-20,Price Close,4568.02
2021-12-21,Price Close,4649.23
2021-12-22,Price Close,4696.56
2021-12-23,Price Close,4725.79
2021-12-24,Price Close,4725.79
2021-12-27,Price Close,4791.19
2021-12-28,Price Close,4786.35
2021-12-29,Price Close,4793.06
2021-12-30,Price Close,4778.73
2021-12-31,Price Close,4766.18
2022-01-03,Price Close,4796.56
2022-01-04,Price Close,4793.54
2022-01-05,Price Close,4700.58
2022-01-06,Price Close,4696.05
2022-01-07,Price Close,4677.03
2022-01-10,Price Close,4670.29
2022-01-11,Price Close,4713.07
2022-01-12,Price Close,4726.35
2022-01-13,Price Close,4659.03
2022-01-14,Price Close,4662.85
2022-01-17,Price Close,4662.85
2022-01-18,Price Close,4577.11
2022-01-19,Price Close,4532.76
2022-01-20,Price Close,4482.73
2022-01-21,Price Close,4397.94
2022-01-24,Price Close,4410.13
2022-01-25,Price Close,4356.45
2022-01-26,Price Close,4349.93
2022-01-27,Price Close,4326.51
2022-01-28,Price Close,4431.85
2022-01-31,Price Close,4515.55
2022-02-01,Price Close,4546.54
2022-02-02,Price Close,4589.38
2022-02-03,Price Close,4477.44
2022-02-04,Price Close,4500.53
2022-02-07,Price Close,4483.87
2022-02-08,Price Close,4521.54
2022-02-09,Price Close,4587.18
2022-02-10,Price Close,4504.08
2022-02-11,Price Close,4418.64
2022-02-14,Price Close,4401.67
2022-02-15,Price Close,4471.07
2022-02-16,Price Close,4475.01
2022-02-17,Price Close,4380.26
2022-02-18,Price Close,4348.87
2022-02-21,Price Close,4348.87
2022-02-22,Price Close,4304.76
2022-02-23,Price Close,4225.5
2022-02-24,Price Close,4288.7
2022-02-25,Price Close,4384.65
2022-02-28,Price Close,4373.94
2022-03-01,Price Close,4306.26
2022-03-02,Price Close,4386.54
2022-03-03,Price Close,4363.49
2022-03-04,Price Close,4328.87
2022-03-07,Price Close,4201.09
2022-03-08,Price Close,4170.7
2022-03-09,Price Close,4277.88
2022-03-10,Price Close,4259.52
2022-03-11,Price Close,4204.31
2022-03-14,Price Close,4173.11
2022-03-15,Price Close,4262.45
2022-03-16,Price Close,4357.86
2022-03-17,Price Close,4411.67
2022-03-18,Price Close,4463.12
2022-03-21,Price Close,4461.18
2022-03-22,Price Close,4511.61
2022-03-23,Price Close,4456.24
2022-03-24,Price Close,4520.16
2022-03-25,Price Close,4543.06
2022-03-28,Price Close,4575.52
2022-03-29,Price Close,4631.6
2022-03-30,Price Close,4602.45
2022-03-31,Price Close,4530.41
2022-04-01,Price Close,4545.86
2022-04-04,Price Close,4582.64
2022-04-05,Price Close,4525.12
2022-04-06,Price Close,4481.15
2022-04-07,Price Close,4500.21
2022-04-08,Price Close,4488.28
2022-04-11,Price Close,4412.53
2022-04-12,Price Close,4397.45
2022-04-13,Price Close,4446.59
2022-04-14,Price Close,4392.59
2022-04-15,Price Close,4392.59
2022-04-18,Price Close,4391.69
2022-04-19,Price Close,4462.21
2022-04-20,Price Close,4459.45
2022-04-21,Price Close,4393.66
2022-04-22,Price Close,4271.78
2022-04-25,Price Close,4296.12
2022-04-26,Price Close,4175.2
2022-04-27,Price Close,4183.96
2022-04-28,Price Close,4287.5
2022-04-29,Price Close,4131.93
2022-05-02,Price Close,4155.38
2022-05-03,Price Close,4175.48
2022-05-04,Price Close,4300.17
2022-05-05,Price Close,4146.87
2022-05-06,Price Close,4123.34
2022-05-09,Price Close,3991.24
2022-05-10,Price Close,4001.05
2022-05-11,Price Close,3935.18
2022-05-12,Price Close,3930.08
2022-05-13,Price Close,4023.89
2022-05-16,Price Close,4008.01
2022-05-17,Price Close,4088.85
2022-05-18,Price Close,3923.68
2022-05-19,Price Close,3900.79
2022-05-20,Price Close,3901.36
2022-05-23,Price Close,3973.75
2022-05-24,Price Close,3941.48
2022-05-25,Price Close,3978.73
2022-05-26,Price Close,4057.84
2022-05-27,Price Close,4158.24
2022-05-30,Price Close,4158.24
2022-05-31,Price Close,4132.15
2022-06-01,Price Close,4101.23
2022-06-02,Price Close,4176.82
2022-06-03,Price Close,4108.54
2022-06-06,Price Close,4121.43
2022-06-07,Price Close,4160.68
2022-06-08,Price Close,4115.77
2022-06-09,Price Close,4017.82
