Date,RIC,Currency,Daily Total Return,Price Close,Volume,0
2026-03-24,AAF.L,GBp,1.804850535815,361.0,2191792,
2026-03-24,AAK.ST,SEK,0.449640287769784,223.4,314479,
2026-03-24,AIR.PA,EUR,-1.10576923076923,164.56,1186305,
2026-03-24,AVANZ.ST,SEK,-0.632720699005714,329.8,157612,
2026-03-24,BAB.L,GBp,-2.20472440944882,1242.0,2386605,
2026-03-24,BATS.L,GBp,1.12044817927171,4332,2320304,
2026-03-24,BAYGn.DE,EUR,-1.88483036526713,37.74,3185697,
2026-03-24,BESI.AS,EUR,0.849082443166246,184.1,342473,
2026-03-24,BIOX.PA,EUR,1.17845117845119,90.15,86063,
2026-03-24,CPG.L,USD,0.521574205784723,27.956461767,4589631,
2026-03-24,DNP.WA,PLN,-0.23076923076924,38.91,3748582,
2026-03-24,DSV.CO,DKK,0.781504395962227,1547.5,333302,
2026-03-24,DTEGn.DE,EUR,2.85351934051997,32.44,5633976,
2026-03-24,DTGGe.DE,EUR,0.024372410431387,41.04,707379,
2026-03-24,EMSN.S,CHF,1.56121610517666,618.0,13121,
2026-03-24,EXOR.AS,EUR,-1.854714064915,63.5,767884,
2026-03-24,FBK.MI,EUR,1.48488120950325,18.795,2568417,
2026-03-24,FHZN.S,CHF,0.821692686935086,245.4,62079,
2026-03-24,FLS.CO,DKK,1.29761406446212,484.0,113315,
2026-03-24,FORTUM.HE,EUR,1.07632093933463,20.66,882620,
2026-03-24,GALD.S,CHF,0.701754385964912,143.5,838253,
2026-03-24,HMb.ST,SEK,-0.144969556393157,172.2,1359483,
2026-03-24,HRA.MI,EUR,-0.205867215645909,3.878,3218934,
2026-03-24,IDR.MC,EUR,-4.19063270336894,46.64,1695945,
2026-03-24,IHG.L,USD,-0.076132470498663,131.25,194823,
2026-03-24,INGA.AS,EUR,-1.42598460842011,21.775,11787354,
2026-03-24,ISP.MI,EUR,-0.741752879172365,5.085,56132891,
2026-03-24,ISS.CO,DKK,1.15452930728243,227.8,325762,
2026-03-24,KBX.DE,EUR,-0.504540867810293,98.6,138298,
2026-03-24,KEMIRA.HE,EUR,1.43846563665423,19.04,341053,
2026-03-24,KNIN.S,CHF,2.34630234630236,172.3,172458,
2026-03-24,LPPP.WA,PLN,-0.743589743589744,19355,2236,
2026-03-24,LUNDb.ST,SEK,0.196463654223969,510.0,101105,
2026-03-24,NEXII.MI,EUR,2.3448275862069,2.968,15711748,
2026-03-24,NSISb.CO,DKK,3.40747077274023,358.4,920112,
2026-03-24,PEO.WA,PLN,-1.63781001403837,210.2,450506,
2026-03-24,PSON.L,GBp,0.485232067510551,952.6,2911628,
2026-03-24,PUIGb.MC,EUR,12.9736673089274,17.59,8017650,
2026-03-24,QLT.L,GBp,-0.702576112412188,169.6,4989210,
2026-03-24,RYA.I,EUR,0.204081632653064,24.55,1453842,
2026-03-24,SAPG.DE,EUR,-4.05563499285065,147.62,4380715,
2026-03-24,SASY.PA,EUR,1.22348041129767,77.77,1799326,
2026-03-24,SCAb.ST,SEK,0.281425891181999,106.9,2017167,
2026-03-24,SCHN.PA,EUR,-0.61652281134402,241.8,781302,
2026-03-24,SDR.L,GBp,0.262237762237762,573.5,4401139,
2026-03-24,SQN.S,CHF,-0.208441896821264,383.0,20164,
2026-03-24,SSE.L,GBp,1.32211538461538,2529.0,2841223,
2026-03-24,STMMI.MI,EUR,1.92556933901129,27.525,3588575,
2026-03-24,URW.PA,EUR,0.084566596194516,94.68,445040,
2026-03-24,ZEG.L,GBp,1.19047619047619,1700,813009,
2026-03-25,AAF.L,GBp,1.21883656509695,365.4,2024189,
2026-03-25,AAK.ST,SEK,1.8800358102059,227.6,408707,
2026-03-25,AIR.PA,EUR,2.3699562469616,168.46,1202507,
2026-03-25,AVANZ.ST,SEK,4.30563978168587,344.0,348128,
2026-03-25,BAB.L,GBp,1.04669887278583,1255.0,7189269,
2026-03-25,BATS.L,GBp,0.715604801477378,4363,2025549,
2026-03-25,BAYGn.DE,EUR,1.03338632750398,38.13,2317577,
2026-03-25,BESI.AS,EUR,0.760456273764262,185.5,468166,
2026-03-25,BIOX.PA,EUR,1.05379922351635,91.1,106068,
2026-03-25,CPG.L,USD,2.07547169811321,28.536690219,1561013,
2026-03-25,DNP.WA,PLN,1.64482138267798,39.55,3040586,
2026-03-25,DSV.CO,DKK,-3.39256865912763,1495.0,604344,
2026-03-25,DTEGn.DE,EUR,-0.369913686806404,32.32,4927703,
2026-03-25,DTGGe.DE,EUR,0.877192982456139,41.4,888010,
2026-03-25,EMSN.S,CHF,1.77993527508091,629.0,18975,
2026-03-25,EXOR.AS,EUR,2.67716535433071,65.2,355068,
2026-03-25,FBK.MI,EUR,1.755786113328,19.125,2738005,
2026-03-25,FHZN.S,CHF,1.95599022004889,250.2,48637,
2026-03-25,FLS.CO,DKK,2.39669421487604,491.6,90624,
2026-03-25,FORTUM.HE,EUR,2.85575992255566,21.25,1275946,
2026-03-25,GALD.S,CHF,3.34494773519165,148.3,471877,
2026-03-25,HMb.ST,SEK,1.36469221835077,174.55,1785189,
2026-03-25,HRA.MI,EUR,1.90820010314595,3.952,1931417,
2026-03-25,IDR.MC,EUR,2.95883361921098,48.02,1240269,
2026-03-25,IHG.L,USD,1.52380952380952,133.25,289267,
2026-03-25,INGA.AS,EUR,2.47990815154996,22.315,8430051,
2026-03-25,ISP.MI,EUR,1.6125860373648,5.167,54795093,
2026-03-25,ISS.CO,DKK,0.438981562774363,228.8,546821,
2026-03-25,KBX.DE,EUR,1.72413793103449,100.3,179983,
2026-03-25,KEMIRA.HE,EUR,1.62815126050421,19.35,407017,
2026-03-25,KNIN.S,CHF,0.928612884503769,173.9,258963,
2026-03-25,LPPP.WA,PLN,2.84164298630845,19905,4107,
2026-03-25,LUNDb.ST,SEK,2.15686274509804,521.0,141989,
2026-03-25,NEXII.MI,EUR,2.93126684636119,3.055,20028925,
2026-03-25,NSISb.CO,DKK,2.34375000000001,366.8,1225760,
2026-03-25,PEO.WA,PLN,2.04567078972408,214.5,632528,
2026-03-25,PSON.L,GBp,0.230946882217083,954.8,1607002,
2026-03-25,PUIGb.MC,EUR,-1.36441159749857,17.35,1615566,
2026-03-25,QLT.L,GBp,4.00943396226416,176.4,4487223,
2026-03-25,RYA.I,EUR,2.44399185336048,25.15,2485889,
2026-03-25,SAPG.DE,EUR,-0.487738788782007,146.9,3757697,
2026-03-25,SASY.PA,EUR,2.94458017230295,80.06,2338680,
2026-03-25,SCAb.ST,SEK,2.85313376987839,109.95,1777278,
2026-03-25,SCHN.PA,EUR,2.54342431761786,247.95,1034901,
2026-03-25,SDR.L,GBp,0.0871839581517,574.0,3286802,
2026-03-25,SQN.S,CHF,2.66318537859008,393.2,31163,
2026-03-25,SSE.L,GBp,2.01660735468565,2580.0,2482581,
2026-03-25,STMMI.MI,EUR,4.4868301544051,28.76,5337627,
2026-03-25,URW.PA,EUR,-1.05618926911703,93.68,407814,
2026-03-25,ZEG.L,GBp,0.294117647058824,1705,1033688,
2026-03-26,AAF.L,GBp,-3.61247947454844,352.2,2345389,
2026-03-26,AAK.ST,SEK,1.14235500878734,230.2,320672,
2026-03-26,AIR.PA,EUR,-3.00368039890775,163.4,1311132,
2026-03-26,AVANZ.ST,SEK,-0.843023255813947,341.1,265709,
2026-03-26,BAB.L,GBp,-3.42629482071713,1212.0,2795879,
2026-03-26,BATS.L,GBp,0.62479944991978,4329,3348272,
2026-03-26,BAYGn.DE,EUR,0.38027799632834,38.275,2249477,
2026-03-26,BESI.AS,EUR,-0.053908355795145,185.4,383215,
2026-03-26,BIOX.PA,EUR,-1.59165751920965,89.65,156979,
2026-03-26,CPG.L,USD,-3.65064695009241,27.494916408,4638475,
2026-03-26,DNP.WA,PLN,1.76991150442479,40.25,3930369,
2026-03-26,DSV.CO,DKK,2.0066889632107,1525.0,296515,
2026-03-26,DTEGn.DE,EUR,-1.14480198019802,31.95,6319850,
2026-03-26,DTGGe.DE,EUR,-0.483091787439603,41.2,1027781,
2026-03-26,EMSN.S,CHF,-0.874403815580286,623.5,13046,
2026-03-26,EXOR.AS,EUR,-0.613496932515346,64.8,160004,
2026-03-26,FBK.MI,EUR,-1.64705882352942,18.81,2017160,
2026-03-26,FHZN.S,CHF,-0.319744204636284,249.4,31575,
2026-03-26,FLS.CO,DKK,-2.31895850284785,480.2,93134,
2026-03-26,FORTUM.HE,EUR,-0.376470588235286,21.17,1121466,
2026-03-26,GALD.S,CHF,1.95549561699257,151.2,564510,
2026-03-26,HMb.ST,SEK,-2.17702663993126,170.75,5091787,
2026-03-26,HRA.MI,EUR,-0.202429149797571,3.944,2506670,
2026-03-26,IDR.MC,EUR,-1.95751770095794,47.08,1335911,
2026-03-26,IHG.L,USD,-0.938086303939962,132.0,224035,
2026-03-26,INGA.AS,EUR,-1.72529688550303,21.93,8698227,
2026-03-26,ISP.MI,EUR,-1.79988387845945,5.074,47064395,
2026-03-26,ISS.CO,DKK,2.09790209790209,233.6,429836,
2026-03-26,KBX.DE,EUR,-1.99401794616152,98.3,186028,
2026-03-26,KEMIRA.HE,EUR,0.98191214470283,19.54,291891,
2026-03-26,KNIN.S,CHF,1.20759056929269,176.0,128868,
2026-03-26,LPPP.WA,PLN,12.6852549610651,22430,17859,
2026-03-26,LUNDb.ST,SEK,-0.671785028790787,517.5,73940,
2026-03-26,NEXII.MI,EUR,-0.327332242225867,3.045,18345634,
2026-03-26,NSISb.CO,DKK,2.15376226826608,374.7,1129838,
2026-03-26,PEO.WA,PLN,-0.699300699300699,213.0,364891,
2026-03-26,PSON.L,GBp,0.544616673648936,960.0,1315252,
2026-03-26,PUIGb.MC,EUR,0.922190201729107,17.51,793323,
2026-03-26,QLT.L,GBp,-1.30385487528345,174.1,2282716,
2026-03-26,RYA.I,EUR,-1.27236580516899,24.83,1606956,
2026-03-26,SAPG.DE,EUR,-1.53846153846155,144.64,3752998,
2026-03-26,SASY.PA,EUR,1.36147889083188,81.15,2419155,
2026-03-26,SCAb.ST,SEK,0.318326512050927,110.3,1508686,
2026-03-26,SCHN.PA,EUR,-3.93224440411373,238.2,931444,
2026-03-26,SDR.L,GBp,-0.174216027874564,573.0,3576274,
2026-03-26,SQN.S,CHF,-0.864699898270594,389.8,21845,
2026-03-26,SSE.L,GBp,-2.94573643410853,2504.0,3011198,
2026-03-26,STMMI.MI,EUR,1.82545201668984,29.285,7603390,
2026-03-26,URW.PA,EUR,0.085397096498717,93.76,383542,
2026-03-26,ZEG.L,GBp,-0.586510263929619,1695,800876,
2026-03-27,AAF.L,GBp,0.283929585462805,353.2,8578313,
2026-03-27,AAK.ST,SEK,0.955690703735889,232.4,495043,
2026-03-27,AIR.PA,EUR,-1.82374541003673,160.42,1717713,
2026-03-27,AVANZ.ST,SEK,-0.52770448548813,339.3,154663,
2026-03-27,BAB.L,GBp,-4.7029702970297,1155.0,3521333,
2026-03-27,BATS.L,GBp,0.508200508200508,4351,6541318,
2026-03-27,BAYGn.DE,EUR,-0.039190071848467,38.26,1817738,
2026-03-27,BESI.AS,EUR,-5.69039913700108,174.85,452194,
2026-03-27,BIOX.PA,EUR,-0.278862242052426,89.4,125082,
2026-03-27,CPG.L,USD,-2.25419664268585,26.875126925,4233547,
2026-03-27,DNP.WA,PLN,-18.583850931677,32.77,25067661,
2026-03-27,DSV.CO,DKK,-1.80327868852459,1497.5,263837,
2026-03-27,DTEGn.DE,EUR,-0.813771517996864,31.69,6376869,
2026-03-27,DTGGe.DE,EUR,-0.898058252427195,40.83,820057,
2026-03-27,EMSN.S,CHF,1.28307939053729,631.5,18506,
2026-03-27,EXOR.AS,EUR,-1.62037037037037,63.75,206438,
2026-03-27,FBK.MI,EUR,-0.903774587985105,18.64,1882438,
2026-03-27,FHZN.S,CHF,-1.04250200481155,246.8,26045,
2026-03-27,FLS.CO,DKK,0.374843815077054,482.0,112481,
2026-03-27,FORTUM.HE,EUR,-1.36986301369864,20.88,1010133,
2026-03-27,GALD.S,CHF,-1.05820105820106,149.6,470661,
2026-03-27,HMb.ST,SEK,-0.263543191800872,170.3,2818998,
2026-03-27,HRA.MI,EUR,-1.06490872210953,3.902,2358803,
2026-03-27,IDR.MC,EUR,-4.41801189464741,45.0,1313687,
2026-03-27,IHG.L,USD,-1.40151515151515,130.15,1447443,
2026-03-27,INGA.AS,EUR,-0.95759233926129,21.72,8997827,
2026-03-27,ISP.MI,EUR,0.472999605833662,5.098,59864488,
2026-03-27,ISS.CO,DKK,-0.599315068493153,232.2,463718,
2026-03-27,KBX.DE,EUR,-1.67853509664292,96.65,201529,
2026-03-27,KEMIRA.HE,EUR,-0.562947799385872,19.43,328263,
2026-03-27,KNIN.S,CHF,-2.61363636363636,171.4,119334,
2026-03-27,LPPP.WA,PLN,-2.71957200178333,21820,6456,
2026-03-27,LUNDb.ST,SEK,0.096618357487923,518.0,87689,
2026-03-27,NEXII.MI,EUR,-1.64203612479474,2.995,13629966,
2026-03-27,NSISb.CO,DKK,1.4678409394182,380.2,1324063,
2026-03-27,PEO.WA,PLN,0.798122065727694,214.7,443027,
2026-03-27,PSON.L,GBp,-0.645833333333338,953.8,1610832,
2026-03-27,PUIGb.MC,EUR,-2.34151913192462,17.1,844835,
2026-03-27,QLT.L,GBp,-1.2636415852958,171.9,8769558,
2026-03-27,RYA.I,EUR,-0.886024969794599,24.61,1398608,
2026-03-27,SAPG.DE,EUR,-1.43805309734512,142.56,3568581,
2026-03-27,SASY.PA,EUR,1.03512014787429,81.99,2914793,
2026-03-27,SCAb.ST,SEK,-0.861287398005442,109.35,1339216,
2026-03-27,SCHN.PA,EUR,-3.77833753148615,229.2,1435412,
2026-03-27,SDR.L,GBp,-0.087260034904014,572.5,20593647,
2026-03-27,SQN.S,CHF,-1.693175987686,383.2,18759,
2026-03-27,SSE.L,GBp,-0.878594249201278,2482.0,4697294,
2026-03-27,STMMI.MI,EUR,-2.74884753286665,28.48,7212117,
2026-03-27,URW.PA,EUR,-1.6424914675768,92.22,478394,
2026-03-27,ZEG.L,GBp,-3.53982300884956,1635,564311,
2026-03-30,AAF.L,GBp,-1.52887882219705,347.8,2615813,
2026-03-30,AAK.ST,SEK,3.78657487091221,241.2,577941,
2026-03-30,AIR.PA,EUR,-0.772970951252949,159.18,1497455,
2026-03-30,AVANZ.ST,SEK,2.77040966696138,348.7,331506,
2026-03-30,BAB.L,GBp,-0.432900432900433,1150.0,2270638,
2026-03-30,BATS.L,GBp,1.72374166858193,4426,2660160,
2026-03-30,BAYGn.DE,EUR,2.10402509147935,39.065,2555361,
2026-03-30,BESI.AS,EUR,-0.371747211895914,174.2,396508,
2026-03-30,BIOX.PA,EUR,2.29306487695749,91.45,175589,
2026-03-30,CPG.L,USD,2.06084396467124,27.428981356,13860271,
2026-03-30,DNP.WA,PLN,0.915471467805911,33.07,9103006,
2026-03-30,DSV.CO,DKK,1.10183639398998,1514.0,357499,
2026-03-30,DTEGn.DE,EUR,1.79867466077626,32.26,4669682,
2026-03-30,DTGGe.DE,EUR,0.367376928728872,40.98,630503,
2026-03-30,EMSN.S,CHF,1.82106096595408,643.0,25585,
2026-03-30,EXOR.AS,EUR,2.74509803921569,65.5,278778,
2026-03-30,FBK.MI,EUR,0.751072961373394,18.78,1653636,
2026-03-30,FHZN.S,CHF,-0.162074554294978,246.4,53068,
2026-03-30,FLS.CO,DKK,-1.82572614107884,473.2,99894,
2026-03-30,FORTUM.HE,EUR,3.73563218390805,21.66,2404304,
2026-03-30,GALD.S,CHF,0.066844919786092,149.7,651251,
2026-03-30,HMb.ST,SEK,1.0569583088667,172.1,2569664,
2026-03-30,HRA.MI,EUR,2.20399794976935,3.988,2709298,
2026-03-30,IDR.MC,EUR,0.755555555555563,45.34,1491681,
2026-03-30,IHG.L,USD,-0.537840952746844,129.45,303712,
2026-03-30,INGA.AS,EUR,0.506445672191526,21.83,7614798,
2026-03-30,ISP.MI,EUR,0.11769321302472,5.104,53200906,
2026-03-30,ISS.CO,DKK,0.775193798449617,234.0,301439,
2026-03-30,KBX.DE,EUR,0.258665287118469,96.9,201084,
2026-03-30,KEMIRA.HE,EUR,1.23520329387546,19.67,230913,
2026-03-30,KNIN.S,CHF,2.94632438739789,176.45,181922,
2026-03-30,LPPP.WA,PLN,-0.870760769935839,21630,6522,
2026-03-30,LUNDb.ST,SEK,1.15830115830116,524.0,108823,
2026-03-30,NEXII.MI,EUR,3.37228714524207,3.096,11652293,
2026-03-30,NSISb.CO,DKK,2.44608100999474,389.5,947173,
2026-03-30,PEO.WA,PLN,-1.02468560782487,212.5,361981,
2026-03-30,PSON.L,GBp,2.4743132732229,977.4,1875882,
2026-03-30,PUIGb.MC,EUR,-0.994152046783636,16.93,1007642,
2026-03-30,QLT.L,GBp,-0.465386852821414,171.1,3354665,
2026-03-30,RYA.I,EUR,-2.8850060950833,23.9,2486945,
2026-03-30,SAPG.DE,EUR,3.12850729517397,147.02,3074669,
2026-03-30,SASY.PA,EUR,-0.109769484083412,81.9,2671794,
2026-03-30,SCAb.ST,SEK,1.73754000914495,108.25,1924264,
2026-03-30,SCHN.PA,EUR,-0.719895287958105,227.55,1076996,
2026-03-30,SDR.L,GBp,0.174672489082969,573.5,2928711,
2026-03-30,SQN.S,CHF,0.365344467640928,384.6,38022,
2026-03-30,SSE.L,GBp,3.70668815471394,2574.0,2865314,
2026-03-30,STMMI.MI,EUR,-2.00140449438202,27.91,4022725,
2026-03-30,URW.PA,EUR,2.49403600086749,94.52,503787,
2026-03-30,ZEG.L,GBp,-0.305810397553517,1630,595235,
2026-03-31,AAF.L,GBp,-0.920069005175385,344.6,4865624,
2026-03-31,AAK.ST,SEK,0.497512437810952,242.4,771529,
2026-03-31,AIR.PA,EUR,1.030280185953,160.82,1597791,
2026-03-31,AVANZ.ST,SEK,3.44135359908231,360.7,445187,
2026-03-31,BAB.L,GBp,0.695652173913044,1158.0,2088114,
2026-03-31,BATS.L,GBp,-1.24265702666064,4371,3693151,
2026-03-31,BAYGn.DE,EUR,0.819147574555229,39.385,3259663,
2026-03-31,BESI.AS,EUR,2.72675086107922,178.95,510929,
2026-03-31,BIOX.PA,EUR,0.382722799343898,91.8,122915,
2026-03-31,CPG.L,USD,0.240384615384619,27.494916408,13122798,
2026-03-31,DNP.WA,PLN,0.937405503477479,33.38,6958879,
2026-03-31,DSV.CO,DKK,1.12285336856011,1531.0,362951,
2026-03-31,DTEGn.DE,EUR,-0.960942343459388,31.95,7223994,
2026-03-31,DTGGe.DE,EUR,1.19570522205955,41.47,873823,
2026-03-31,EMSN.S,CHF,-3.18818040435459,622.5,32953,
2026-03-31,EXOR.AS,EUR,0.229007633587795,65.65,299568,
2026-03-31,FBK.MI,EUR,0.825346112886036,18.935,2275794,
2026-03-31,FHZN.S,CHF,0.649350649350647,248.0,80863,
2026-03-31,FLS.CO,DKK,2.11327134404057,483.2,82497,
2026-03-31,FORTUM.HE,EUR,1.01569713758079,21.88,1381877,
2026-03-31,GALD.S,CHF,2.47160988643956,153.4,1145838,
2026-03-31,HMb.ST,SEK,1.77222545031959,175.15,2698337,
2026-03-31,HRA.MI,EUR,-0.401203610832498,3.972,1680818,
2026-03-31,IDR.MC,EUR,4.19056021173357,47.24,1465546,
2026-03-31,IHG.L,USD,0.73387408265741,130.4,612845,
2026-03-31,INGA.AS,EUR,1.25973431058178,22.105,8811873,
2026-03-31,ISP.MI,EUR,1.1167711598746,5.161,60568784,
2026-03-31,ISS.CO,DKK,0.256410256410254,234.6,512088,
2026-03-31,KBX.DE,EUR,0.257997936016512,97.15,168150,
2026-03-31,KEMIRA.HE,EUR,-4.42297915607525,18.8,490328,
2026-03-31,KNIN.S,CHF,2.18192122414283,180.3,292551,
2026-03-31,LPPP.WA,PLN,3.09754969949145,22300,4752,
2026-03-31,LUNDb.ST,SEK,1.52671755725191,532.0,121618,
2026-03-31,NEXII.MI,EUR,2.71317829457365,3.18,22762582,
2026-03-31,NSISb.CO,DKK,-1.79717586649551,382.5,890731,
2026-03-31,PEO.WA,PLN,2.35294117647059,217.5,719231,
2026-03-31,PSON.L,GBp,1.24820953550236,989.6,2600739,
2026-03-31,PUIGb.MC,EUR,-0.236266981689304,16.89,823849,
2026-03-31,QLT.L,GBp,2.04558737580362,174.6,2439839,
2026-03-31,RYA.I,EUR,-0.125523012552291,23.87,2750135,
2026-03-31,SAPG.DE,EUR,-0.081621548088699,146.9,3271596,
2026-03-31,SASY.PA,EUR,1.00122100122099,82.72,2635162,
2026-03-31,SCAb.ST,SEK,0.508083140877596,108.8,2604447,
2026-03-31,SCHN.PA,EUR,0.681168973851893,229.1,1344619,
2026-03-31,SDR.L,GBp,0.1743679163034,574.5,4484818,
2026-03-31,SQN.S,CHF,1.09204368174727,388.8,32896,
2026-03-31,SSE.L,GBp,0.815850815850816,2595.0,8786797,
2026-03-31,STMMI.MI,EUR,2.47223217484773,28.6,7223678,
2026-03-31,URW.PA,EUR,0.402031316123582,94.9,414496,
2026-03-31,ZEG.L,GBp,0.613496932515337,1640,697848,
2026-04-01,AAF.L,GBp,2.031340684852,351.6,5772633,
2026-04-01,AAK.ST,SEK,0.330033003300323,243.2,387484,
2026-04-01,AIR.PA,EUR,4.40243750777267,167.9,2248144,
2026-04-01,AVANZ.ST,SEK,2.55059606321042,369.9,442688,
2026-04-01,BAB.L,GBp,9.49913644214162,1268.0,2831200,
2026-04-01,BATS.L,GBp,-1.32692747654999,4313,7828205,
2026-04-01,BAYGn.DE,EUR,1.86619271296179,40.12,2393210,
2026-04-01,BESI.AS,EUR,4.80581167924003,187.55,468917,
2026-04-01,BIOX.PA,EUR,0.980392156862751,92.7,117013,
2026-04-01,CPG.L,USD,7.47441294964033,29.55,3567811,
2026-04-01,DNP.WA,PLN,0.059916117435578,33.4,4567607,
2026-04-01,DSV.CO,DKK,2.93925538863488,1576.0,302705,
2026-04-01,DTEGn.DE,EUR,-0.344287949921751,31.84,8407902,
2026-04-01,DTGGe.DE,EUR,2.02556064625031,42.31,1195690,
2026-04-01,EMSN.S,CHF,0.963855421686747,628.5,14756,
2026-04-01,EXOR.AS,EUR,1.9040365575019,66.9,329443,
2026-04-01,FBK.MI,EUR,3.43279640876685,19.585,3016782,
2026-04-01,FHZN.S,CHF,1.93548387096775,252.8,97313,
2026-04-01,FLS.CO,DKK,4.40811258278146,504.5,89986,
2026-04-01,FORTUM.HE,EUR,0.822669104204759,21.32,1570957,
2026-04-01,GALD.S,CHF,1.95567144719687,156.4,647064,
2026-04-01,HMb.ST,SEK,1.88409934341992,178.45,2642091,
2026-04-01,HRA.MI,EUR,1.76233635448137,4.042,2009761,
2026-04-01,IDR.MC,EUR,3.13293818797628,48.72,3400945,
2026-04-01,IHG.L,USD,1.72546012269939,132.65,257387,
2026-04-01,INGA.AS,EUR,5.11196561863831,23.235,12014429,
2026-04-01,ISP.MI,EUR,4.39837240844798,5.388,84994473,
2026-04-01,ISS.CO,DKK,1.87553282182438,239.0,386909,
2026-04-01,KBX.DE,EUR,3.65414307771487,100.7,204475,
2026-04-01,KEMIRA.HE,EUR,2.39361702127659,19.25,311878,
2026-04-01,KNIN.S,CHF,2.24625623960066,184.35,180776,
2026-04-01,LPPP.WA,PLN,2.24215246636771,22800,4535,
2026-04-01,LUNDb.ST,SEK,1.31578947368421,539.0,106370,
2026-04-01,NEXII.MI,EUR,3.89937106918238,3.304,18157267,
2026-04-01,NSISb.CO,DKK,1.25490196078432,387.3,1705864,
2026-04-01,PEO.WA,PLN,2.80459770114942,223.6,829751,
2026-04-01,PSON.L,GBp,-0.282942603071955,986.8,2382021,
2026-04-01,PUIGb.MC,EUR,2.60509177027826,17.33,547872,
2026-04-01,QLT.L,GBp,3.72279495990836,181.1,2397012,
2026-04-01,RYA.I,EUR,4.52450775031419,24.95,1799794,
2026-04-01,SAPG.DE,EUR,1.33424098025869,148.86,3180299,
2026-04-01,SASY.PA,EUR,0.181334622823991,82.87,2494803,
2026-04-01,SCAb.ST,SEK,0.59742647058824,109.45,2230131,
2026-04-01,SCHN.PA,EUR,4.73592317765168,239.95,1144729,
2026-04-01,SDR.L,GBp,0.435161009573542,577.0,4369526,
2026-04-01,SQN.S,CHF,2.26337448559671,397.6,27124,
2026-04-01,SSE.L,GBp,3.12138728323699,2676.0,2799283,
2026-04-01,STMMI.MI,EUR,4.63286713286713,29.925,6661940,
2026-04-01,URW.PA,EUR,3.32982086406744,98.06,456063,
2026-04-01,ZEG.L,GBp,3.35365853658537,1695,689799,
2026-04-02,AAF.L,GBp,0.455062571103517,353.2,4575399,
2026-04-02,AAK.ST,SEK,-0.411184210526316,242.2,135544,
2026-04-02,AIR.PA,EUR,-1.64383561643837,165.14,1217733,
2026-04-02,AVANZ.ST,SEK,-1.2706136793728,365.2,627135,
2026-04-02,BAB.L,GBp,0.630914826498423,1276.0,1303297,
2026-04-02,BATS.L,GBp,2.17945745420821,4407,3834125,
2026-04-02,BAYGn.DE,EUR,-1.0593220338983,39.695,1861273,
2026-04-02,BESI.AS,EUR,1.38629698747001,190.15,553201,
2026-04-02,BIOX.PA,EUR,1.02481121898598,93.65,114904,
2026-04-02,CPG.L,USD,-1.28595600676819,29.17,7739427,
2026-04-02,DNP.WA,PLN,0.598802395209589,33.6,4010883,
2026-04-02,DTEGn.DE,EUR,-0.219849246231157,30.77,9192255,
2026-04-02,DTGGe.DE,EUR,0.378161191207744,42.47,935510,
2026-04-02,EMSN.S,CHF,0.795544948289578,633.5,8969,
2026-04-02,EXOR.AS,EUR,0.672645739910297,67.35,202539,
2026-04-02,FBK.MI,EUR,-1.04671942813379,19.38,1453422,
2026-04-02,FHZN.S,CHF,0.395569620253165,253.8,42688,
2026-04-02,FORTUM.HE,EUR,6.14446529080675,22.63,1820478,
2026-04-02,GALD.S,CHF,0.063938618925828,156.5,377386,
2026-04-02,HMb.ST,SEK,-2.40963855421686,174.15,817258,
2026-04-02,HRA.MI,EUR,1.38545274616527,4.098,1972204,
2026-04-02,IDR.MC,EUR,1.27257799671594,49.34,1666299,
2026-04-02,IHG.L,USD,1.20618168111571,134.25,763140,
2026-04-02,INGA.AS,EUR,-1.24811706477297,22.945,8361607,
2026-04-02,ISP.MI,EUR,-1.24350408314774,5.321,52158864,
2026-04-02,KBX.DE,EUR,-1.88679245283019,98.8,161834,
2026-04-02,KEMIRA.HE,EUR,0.259740259740263,19.3,246769,
2026-04-02,KNIN.S,CHF,1.57309465690263,187.25,172941,
2026-04-02,LPPP.WA,PLN,-0.043859649122807,22790,3445,
2026-04-02,LUNDb.ST,SEK,-1.39146567717996,531.5,42285,
2026-04-02,NEXII.MI,EUR,-0.060532687651325,3.302,17581910,
2026-04-02,PEO.WA,PLN,0.536672629695893,224.8,519633,
2026-04-02,PSON.L,GBp,2.24969598702878,1009.0,2324655,
2026-04-02,PUIGb.MC,EUR,0.980957876514724,17.5,697962,
2026-04-02,QLT.L,GBp,-1.21479845389287,178.9,3912939,
2026-04-02,RYA.I,EUR,-2.0440881763527,24.44,1533906,
2026-04-02,SAPG.DE,EUR,0.026870885395668,148.9,1928056,
2026-04-02,SASY.PA,EUR,-0.34994569808134,82.58,1994015,
2026-04-02,SCAb.ST,SEK,0.045682960255822,109.5,1159202,
2026-04-02,SCHN.PA,EUR,-1.58366326317982,236.15,1125309,
2026-04-02,SDR.L,GBp,0.259965337954939,578.5,3910368,
2026-04-02,SQN.S,CHF,-1.40845070422536,392.0,24788,
2026-04-02,SSE.L,GBp,1.94319880418535,2728.0,4160938,
2026-04-02,STMMI.MI,EUR,-2.82372598162073,29.08,7999607,
2026-04-02,URW.PA,EUR,0.407913522333257,98.46,338112,
2026-04-02,ZEG.L,GBp,1.76991150442478,1725,609793,
2026-04-07,AAF.L,GBp,1.07587768969423,357.0,5755573,
