Date,RIC,Combined Alpha Sector Rank
2022-06-13,SY1G.DE,12
2022-06-13,CMBN.S,50
2022-06-13,ORNBV.HE,78
2022-06-13,BBOXT.L,53
2022-06-13,SPL1.WA,66
2022-06-13,EDEN.PA,35
2022-06-13,HOTG.DE,65
2022-06-13,TEGG.DE,17
2022-06-13,AG1G.DE,2
2022-06-13,ASSAb.ST,70
2022-06-13,GIVN.S,14
2022-06-13,LOGN.S,28
2022-06-13,TCAPI.L,28
2022-06-13,LATOb.ST,21
2022-06-14,FORTUM.HE,89
2022-06-14,BAYGn.DE,99
2022-06-14,QLT.L,15
2022-06-14,SAPG.DE,33
2022-06-14,AAF.L,100
2022-06-14,LUNDb.ST,9
2022-06-14,PEO.WA,77
2022-06-14,STMMI.MI,93
2022-06-14,SCHN.PA,59
2022-06-14,DSV.CO,58
2022-06-14,JD.L,69
2022-06-14,GMAB.CO,77
2022-06-14,EMII.MI,86
2022-06-14,FTKn.DE,3
2022-06-14,ENI.MI,99
2022-06-14,HUBN.S,92
2022-06-14,INDT.ST,56
2022-06-14,MAERSKb.CO,100
2022-06-14,RKT.L,82
2022-06-14,VALMT.HE,72
2022-06-14,SGEF.PA,84
2022-06-14,ENX.PA,17
2022-06-14,ALVG.DE,32
2022-06-14,LSEG.L,5
2022-06-14,QIA.DE,84
2022-06-14,HOLN.S,38
2022-06-14,GASI.MI,43
2022-06-14,ICGIN.L,15
2022-06-14,HUH1V.HE,34
2022-06-14,ENT.L,28
2022-06-14,PHP.L,17
2022-06-14,SOBIV.ST,91
2022-06-14,SN.L,71
2022-06-14,RBREW.CO,31
2022-06-14,SY1G.DE,13
2022-06-14,CMBN.S,41
2022-06-14,ORNBV.HE,79
2022-06-14,BBOXT.L,57
2022-06-14,SPL1.WA,78
2022-06-14,EDEN.PA,35
2022-06-14,HOTG.DE,66
2022-06-14,TEGG.DE,21
2022-06-14,AG1G.DE,2
2022-06-14,ASSAb.ST,67
2022-06-14,GIVN.S,15
2022-06-14,LOGN.S,27
2022-06-14,TCAPI.L,25
2022-06-14,LATOb.ST,16
2022-06-15,FORTUM.HE,86
2022-06-15,BAYGn.DE,99
2022-06-15,QLT.L,13
2022-06-15,SAPG.DE,33
2022-06-15,AAF.L,100
2022-06-15,LUNDb.ST,7
2022-06-15,PEO.WA,77
2022-06-15,STMMI.MI,93
2022-06-15,SCHN.PA,58
2022-06-15,DSV.CO,57
2022-06-15,JD.L,70
2022-06-15,GMAB.CO,78
2022-06-15,EMII.MI,59
2022-06-15,FTKn.DE,3
2022-06-15,ENI.MI,99
2022-06-15,HUBN.S,92
2022-06-15,INDT.ST,58
2022-06-15,MAERSKb.CO,100
2022-06-15,RKT.L,82
2022-06-15,VALMT.HE,72
2022-06-15,SGEF.PA,83
2022-06-15,ENX.PA,16
2022-06-15,ALVG.DE,33
2022-06-15,LSEG.L,6
2022-06-15,QIA.DE,83
2022-06-15,HOLN.S,49
2022-06-15,GASI.MI,39
2022-06-15,ICGIN.L,12
2022-06-15,HUH1V.HE,35
2022-06-15,ENT.L,31
2022-06-15,PHP.L,20
2022-06-15,SOBIV.ST,92
2022-06-15,SN.L,72
2022-06-15,RBREW.CO,31
2022-06-15,SY1G.DE,16
2022-06-15,CMBN.S,42
2022-06-15,ORNBV.HE,80
2022-06-15,BBOXT.L,56
2022-06-15,SPL1.WA,77
2022-06-15,EDEN.PA,29
2022-06-15,HOTG.DE,67
2022-06-15,TEGG.DE,19
2022-06-15,AG1G.DE,2
2022-06-15,ASSAb.ST,68
2022-06-15,GIVN.S,14
2022-06-15,LOGN.S,26
2022-06-15,TCAPI.L,25
2022-06-15,LATOb.ST,13
2022-06-16,FORTUM.HE,88
2022-06-16,BAYGn.DE,99
2022-06-16,QLT.L,14
2022-06-16,SAPG.DE,30
2022-06-16,AAF.L,99
2022-06-16,LUNDb.ST,8
2022-06-16,STMMI.MI,92
2022-06-16,SCHN.PA,55
2022-06-16,DSV.CO,61
2022-06-16,JD.L,75
2022-06-16,GMAB.CO,78
2022-06-16,EMII.MI,58
2022-06-16,FTKn.DE,4
2022-06-16,ENI.MI,99
2022-06-16,HUBN.S,90
2022-06-16,INDT.ST,55
2022-06-16,MAERSKb.CO,100
2022-06-16,RKT.L,77
2022-06-16,VALMT.HE,72
2022-06-16,SGEF.PA,84
2022-06-16,ENX.PA,18
2022-06-16,ALVG.DE,30
2022-06-16,LSEG.L,6
2022-06-16,QIA.DE,81
2022-06-16,HOLN.S,48
2022-06-16,GASI.MI,43
2022-06-16,ICGIN.L,15
2022-06-16,HUH1V.HE,36
2022-06-16,ENT.L,38
2022-06-16,PHP.L,16
2022-06-16,SOBIV.ST,82
2022-06-16,SN.L,71
2022-06-16,RBREW.CO,30
2022-06-16,SY1G.DE,16
2022-06-16,CMBN.S,42
2022-06-16,ORNBV.HE,79
2022-06-16,BBOXT.L,52
2022-06-16,EDEN.PA,31
2022-06-16,HOTG.DE,65
2022-06-16,TEGG.DE,17
2022-06-16,AG1G.DE,2
2022-06-16,ASSAb.ST,70
2022-06-16,GIVN.S,14
2022-06-16,LOGN.S,26
2022-06-16,TCAPI.L,25
2022-06-16,LATOb.ST,10
2022-06-17,FORTUM.HE,88
2022-06-17,BAYGn.DE,99
2022-06-17,QLT.L,14
2022-06-17,SAPG.DE,30
2022-06-17,AAF.L,99
2022-06-17,LUNDb.ST,8
2022-06-17,PEO.WA,77
2022-06-17,STMMI.MI,92
2022-06-17,SCHN.PA,55
2022-06-17,DSV.CO,61
2022-06-17,JD.L,74
2022-06-17,GMAB.CO,78
2022-06-17,EMII.MI,58
2022-06-17,FTKn.DE,4
2022-06-17,ENI.MI,99
2022-06-17,HUBN.S,90
2022-06-17,INDT.ST,54
2022-06-17,MAERSKb.CO,100
2022-06-17,RKT.L,77
2022-06-17,VALMT.HE,72
2022-06-17,SGEF.PA,84
2022-06-17,ENX.PA,18
2022-06-17,ALVG.DE,30
2022-06-17,LSEG.L,6
2022-06-17,QIA.DE,81
2022-06-17,HOLN.S,48
2022-06-17,GASI.MI,43
2022-06-17,ICGIN.L,15
2022-06-17,HUH1V.HE,36
2022-06-17,ENT.L,38
2022-06-17,PHP.L,16
2022-06-17,SOBIV.ST,82
2022-06-17,SN.L,71
2022-06-17,RBREW.CO,31
2022-06-17,SY1G.DE,16
2022-06-17,CMBN.S,42
2022-06-17,ORNBV.HE,80
2022-06-17,BBOXT.L,52
2022-06-17,SPL1.WA,77
2022-06-17,EDEN.PA,31
2022-06-17,HOTG.DE,65
2022-06-17,TEGG.DE,18
2022-06-17,AG1G.DE,2
2022-06-17,ASSAb.ST,70
2022-06-17,GIVN.S,14
2022-06-17,LOGN.S,25
2022-06-17,TCAPI.L,25
2022-06-17,LATOb.ST,11
2022-06-20,FORTUM.HE,91
2022-06-20,BAYGn.DE,99
2022-06-20,QLT.L,12
2022-06-20,SAPG.DE,33
2022-06-20,AAF.L,100
2022-06-20,LUNDb.ST,9
2022-06-20,PEO.WA,81
2022-06-20,STMMI.MI,94
2022-06-20,SCHN.PA,60
2022-06-20,DSV.CO,62
2022-06-20,JD.L,69
2022-06-20,GMAB.CO,86
2022-06-20,EMII.MI,69
2022-06-20,FTKn.DE,5
2022-06-20,ENI.MI,100
2022-06-20,HUBN.S,92
2022-06-20,INDT.ST,52
2022-06-20,MAERSKb.CO,100
2022-06-20,RKT.L,67
2022-06-20,VALMT.HE,58
2022-06-20,SGEF.PA,86
2022-06-20,ENX.PA,16
2022-06-20,ALVG.DE,30
2022-06-20,LSEG.L,7
2022-06-20,QIA.DE,82
2022-06-20,HOLN.S,55
2022-06-20,GASI.MI,44
2022-06-20,ICGIN.L,14
2022-06-20,HUH1V.HE,36
2022-06-20,ENT.L,38
2022-06-20,PHP.L,31
2022-06-20,SOBIV.ST,78
2022-06-20,SN.L,66
2022-06-20,RBREW.CO,34
2022-06-20,SY1G.DE,17
2022-06-20,CMBN.S,28
2022-06-20,ORNBV.HE,77
2022-06-20,BBOXT.L,40
2022-06-20,SPL1.WA,80
2022-06-20,EDEN.PA,35
2022-06-20,HOTG.DE,70
2022-06-20,TEGG.DE,23
2022-06-20,AG1G.DE,2
2022-06-20,ASSAb.ST,69
2022-06-20,GIVN.S,11
2022-06-20,LOGN.S,17
2022-06-20,TCAPI.L,24
2022-06-20,LATOb.ST,10
2022-06-21,FORTUM.HE,92
2022-06-21,BAYGn.DE,99
2022-06-21,QLT.L,12
2022-06-21,SAPG.DE,42
2022-06-21,AAF.L,99
2022-06-21,LUNDb.ST,8
2022-06-21,PEO.WA,79
2022-06-21,STMMI.MI,94
2022-06-21,SCHN.PA,59
2022-06-21,DSV.CO,59
2022-06-21,JD.L,68
2022-06-21,GMAB.CO,86
2022-06-21,EMII.MI,67
2022-06-21,FTKn.DE,4
2022-06-21,ENI.MI,100
2022-06-21,HUBN.S,91
2022-06-21,INDT.ST,51
2022-06-21,MAERSKb.CO,100
2022-06-21,RKT.L,72
2022-06-21,VALMT.HE,57
2022-06-21,SGEF.PA,87
2022-06-21,ENX.PA,16
2022-06-21,ALVG.DE,26
2022-06-21,LSEG.L,7
2022-06-21,QIA.DE,80
2022-06-21,HOLN.S,50
2022-06-21,GASI.MI,46
2022-06-21,ICGIN.L,13
2022-06-21,HUH1V.HE,38
2022-06-21,ENT.L,36
2022-06-21,PHP.L,27
2022-06-21,SOBIV.ST,83
2022-06-21,SN.L,68
2022-06-21,RBREW.CO,33
2022-06-21,SY1G.DE,16
2022-06-21,CMBN.S,47
2022-06-21,ORNBV.HE,78
2022-06-21,BBOXT.L,42
2022-06-21,SPL1.WA,78
2022-06-21,EDEN.PA,37
2022-06-21,HOTG.DE,70
2022-06-21,TEGG.DE,25
2022-06-21,AG1G.DE,2
2022-06-21,ASSAb.ST,67
2022-06-21,GIVN.S,12
2022-06-21,LOGN.S,18
2022-06-21,TCAPI.L,33
2022-06-21,LATOb.ST,10
2022-06-22,FORTUM.HE,91
2022-06-22,BAYGn.DE,99
2022-06-22,QLT.L,14
2022-06-22,SAPG.DE,42
2022-06-22,AAF.L,100
2022-06-22,LUNDb.ST,12
2022-06-22,PEO.WA,77
2022-06-22,STMMI.MI,92
2022-06-22,SCHN.PA,57
2022-06-22,DSV.CO,62
2022-06-22,JD.L,63
2022-06-22,GMAB.CO,86
2022-06-22,EMII.MI,66
2022-06-22,FTKn.DE,3
2022-06-22,ENI.MI,99
2022-06-22,HUBN.S,92
2022-06-22,INDT.ST,49
2022-06-22,MAERSKb.CO,100
2022-06-22,RKT.L,77
2022-06-22,VALMT.HE,52
2022-06-22,SGEF.PA,86
2022-06-22,ENX.PA,16
2022-06-22,ALVG.DE,21
2022-06-22,LSEG.L,7
2022-06-22,QIA.DE,78
2022-06-22,HOLN.S,53
2022-06-22,GASI.MI,54
2022-06-22,ICGIN.L,13
2022-06-22,HUH1V.HE,40
2022-06-22,ENT.L,33
2022-06-22,PHP.L,30
2022-06-22,SOBIV.ST,82
2022-06-22,SN.L,65
2022-06-22,RBREW.CO,35
2022-06-22,SY1G.DE,16
2022-06-22,CMBN.S,47
2022-06-22,ORNBV.HE,80
2022-06-22,BBOXT.L,38
2022-06-22,SPL1.WA,79
2022-06-22,EDEN.PA,37
2022-06-22,HOTG.DE,72
2022-06-22,TEGG.DE,29
2022-06-22,AG1G.DE,2
2022-06-22,ASSAb.ST,68
2022-06-22,GIVN.S,10
2022-06-22,LOGN.S,17
2022-06-22,TCAPI.L,29
2022-06-22,LATOb.ST,6
2022-06-23,FORTUM.HE,91
2022-06-23,BAYGn.DE,99
2022-06-23,QLT.L,13
2022-06-23,SAPG.DE,44
2022-06-23,AAF.L,99
2022-06-23,LUNDb.ST,18
2022-06-23,PEO.WA,74
2022-06-23,STMMI.MI,92
2022-06-23,SCHN.PA,55
2022-06-23,DSV.CO,64
2022-06-23,JD.L,51
2022-06-23,GMAB.CO,86
2022-06-23,EMII.MI,65
2022-06-23,FTKn.DE,1
2022-06-23,ENI.MI,100
2022-06-23,HUBN.S,90
2022-06-23,INDT.ST,41
2022-06-23,MAERSKb.CO,100
2022-06-23,RKT.L,75
2022-06-23,VALMT.HE,52
2022-06-23,SGEF.PA,88
2022-06-23,ENX.PA,16
2022-06-23,ALVG.DE,23
2022-06-23,LSEG.L,6
2022-06-23,QIA.DE,77
2022-06-23,HOLN.S,55
2022-06-23,GASI.MI,70
2022-06-23,ICGIN.L,16
2022-06-23,HUH1V.HE,38
2022-06-23,ENT.L,35
2022-06-23,PHP.L,30
2022-06-23,SOBIV.ST,83
2022-06-23,SN.L,67
2022-06-23,RBREW.CO,33
2022-06-23,SY1G.DE,16
2022-06-23,CMBN.S,50
2022-06-23,ORNBV.HE,83
2022-06-23,BBOXT.L,40
2022-06-23,SPL1.WA,75
2022-06-23,EDEN.PA,45
2022-06-23,HOTG.DE,73
2022-06-23,TEGG.DE,27
2022-06-23,AG1G.DE,1
2022-06-23,ASSAb.ST,68
2022-06-23,GIVN.S,7
2022-06-23,LOGN.S,17
2022-06-23,TCAPI.L,30
2022-06-23,LATOb.ST,5
2022-06-24,BAYGn.DE,99
2022-06-24,QLT.L,14
2022-06-24,SAPG.DE,44
2022-06-24,AAF.L,99
2022-06-24,PEO.WA,74
2022-06-24,STMMI.MI,92
2022-06-24,SCHN.PA,55
2022-06-24,DSV.CO,64
2022-06-24,JD.L,50
2022-06-24,GMAB.CO,86
2022-06-24,EMII.MI,65
2022-06-24,FTKn.DE,1
2022-06-24,ENI.MI,100
2022-06-24,HUBN.S,90
2022-06-24,MAERSKb.CO,100
2022-06-24,RKT.L,77
2022-06-24,SGEF.PA,88
2022-06-24,ENX.PA,16
2022-06-24,ALVG.DE,23
2022-06-24,LSEG.L,7
2022-06-24,QIA.DE,77
2022-06-24,HOLN.S,54
2022-06-24,GASI.MI,69
2022-06-24,ICGIN.L,17
2022-06-24,ENT.L,34
2022-06-24,PHP.L,30
2022-06-24,SN.L,67
2022-06-24,RBREW.CO,34
2022-06-24,SY1G.DE,16
2022-06-24,CMBN.S,50
2022-06-24,BBOXT.L,40
2022-06-24,SPL1.WA,75
2022-06-24,EDEN.PA,45
2022-06-24,HOTG.DE,73
2022-06-24,TEGG.DE,27
2022-06-24,AG1G.DE,1
2022-06-24,GIVN.S,7
2022-06-24,LOGN.S,17
2022-06-24,TCAPI.L,31
2022-06-27,FORTUM.HE,92
2022-06-27,BAYGn.DE,99
2022-06-27,QLT.L,16
2022-06-27,SAPG.DE,40
2022-06-27,AAF.L,99
2022-06-27,LUNDb.ST,16
2022-06-27,PEO.WA,83
2022-06-27,STMMI.MI,92
2022-06-27,SCHN.PA,51
2022-06-27,DSV.CO,66
2022-06-27,JD.L,56
2022-06-27,GMAB.CO,83
2022-06-27,EMII.MI,82
2022-06-27,FTKn.DE,2
2022-06-27,ENI.MI,97
2022-06-27,HUBN.S,88
2022-06-27,INDT.ST,42
2022-06-27,MAERSKb.CO,100
2022-06-27,RKT.L,80
2022-06-27,VALMT.HE,52
2022-06-27,SGEF.PA,85
2022-06-27,ENX.PA,17
2022-06-27,ALVG.DE,24
2022-06-27,LSEG.L,7
2022-06-27,QIA.DE,74
2022-06-27,HOLN.S,31
2022-06-27,GASI.MI,73
2022-06-27,ICGIN.L,23
2022-06-27,HUH1V.HE,42
2022-06-27,ENT.L,30
2022-06-27,PHP.L,19
2022-06-27,SOBIV.ST,88
2022-06-27,SN.L,68
2022-06-27,RBREW.CO,33
2022-06-27,SY1G.DE,18
2022-06-27,CMBN.S,50
2022-06-27,ORNBV.HE,88
2022-06-27,BBOXT.L,38
2022-06-27,SPL1.WA,74
2022-06-27,EDEN.PA,50
2022-06-27,HOTG.DE,80
2022-06-27,TEGG.DE,15
2022-06-27,AG1G.DE,2
2022-06-27,ASSAb.ST,63
2022-06-27,GIVN.S,8
2022-06-27,LOGN.S,22
2022-06-27,TCAPI.L,46
2022-06-27,LATOb.ST,5
2022-06-28,FORTUM.HE,92
2022-06-28,BAYGn.DE,100
2022-06-28,QLT.L,15
2022-06-28,SAPG.DE,39
2022-06-28,AAF.L,100
2022-06-28,LUNDb.ST,18
2022-06-28,PEO.WA,81
2022-06-28,STMMI.MI,92
2022-06-28,SCHN.PA,50
2022-06-28,DSV.CO,67
2022-06-28,JD.L,61
2022-06-28,GMAB.CO,79
2022-06-28,EMII.MI,83
2022-06-28,FTKn.DE,2
2022-06-28,ENI.MI,97
2022-06-28,HUBN.S,92
2022-06-28,INDT.ST,44
2022-06-28,MAERSKb.CO,100
2022-06-28,RKT.L,78
2022-06-28,VALMT.HE,51
2022-06-28,SGEF.PA,78
2022-06-28,ENX.PA,18
2022-06-28,ALVG.DE,37
2022-06-28,LSEG.L,8
2022-06-28,QIA.DE,73
2022-06-28,HOLN.S,30
2022-06-28,GASI.MI,73
2022-06-28,ICGIN.L,23
2022-06-28,HUH1V.HE,41
2022-06-28,ENT.L,32
2022-06-28,PHP.L,21
2022-06-28,SOBIV.ST,88
2022-06-28,SN.L,69
2022-06-28,RBREW.CO,34
2022-06-28,SY1G.DE,17
2022-06-28,CMBN.S,53
2022-06-28,ORNBV.HE,84
2022-06-28,BBOXT.L,41
2022-06-28,SPL1.WA,74
2022-06-28,EDEN.PA,52
2022-06-28,HOTG.DE,81
2022-06-28,TEGG.DE,14
2022-06-28,AG1G.DE,2
2022-06-28,ASSAb.ST,67
2022-06-28,GIVN.S,15
2022-06-28,LOGN.S,25
2022-06-28,TCAPI.L,46
2022-06-28,LATOb.ST,5
2022-06-29,FORTUM.HE,92
2022-06-29,BAYGn.DE,100
2022-06-29,QLT.L,18
2022-06-29,SAPG.DE,40
2022-06-29,AAF.L,100
2022-06-29,LUNDb.ST,19
2022-06-29,PEO.WA,81
2022-06-29,STMMI.MI,92
2022-06-29,SCHN.PA,50
2022-06-29,DSV.CO,70
2022-06-29,JD.L,61
2022-06-29,GMAB.CO,77
2022-06-29,EMII.MI,83
2022-06-29,FTKn.DE,2
2022-06-29,ENI.MI,98
2022-06-29,HUBN.S,92
2022-06-29,INDT.ST,47
2022-06-29,MAERSKb.CO,100
2022-06-29,RKT.L,85
2022-06-29,VALMT.HE,53
2022-06-29,SGEF.PA,79
2022-06-29,ENX.PA,22
2022-06-29,ALVG.DE,36
2022-06-29,LSEG.L,6
2022-06-29,QIA.DE,72
2022-06-29,HOLN.S,30
2022-06-29,GASI.MI,75
2022-06-29,ICGIN.L,27
2022-06-29,HUH1V.HE,43
2022-06-29,ENT.L,26
2022-06-29,PHP.L,23
2022-06-29,SOBIV.ST,85
2022-06-29,SN.L,72
2022-06-29,RBREW.CO,39
2022-06-29,SY1G.DE,16
2022-06-29,CMBN.S,57
2022-06-29,ORNBV.HE,93
2022-06-29,BBOXT.L,22
2022-06-29,SPL1.WA,75
2022-06-29,EDEN.PA,50
2022-06-29,HOTG.DE,78
2022-06-29,TEGG.DE,14
2022-06-29,AG1G.DE,2
2022-06-29,ASSAb.ST,63
2022-06-29,GIVN.S,13
2022-06-29,LOGN.S,22
2022-06-29,TCAPI.L,49
2022-06-29,LATOb.ST,5
2022-06-30,FORTUM.HE,92
2022-06-30,BAYGn.DE,100
2022-06-30,QLT.L,19
2022-06-30,SAPG.DE,36
2022-06-30,AAF.L,99
2022-06-30,LUNDb.ST,17
2022-06-30,PEO.WA,72
2022-06-30,STMMI.MI,92
2022-06-30,SCHN.PA,45
2022-06-30,DSV.CO,73
2022-06-30,JD.L,66
2022-06-30,GMAB.CO,78
2022-06-30,EMII.MI,82
2022-06-30,FTKn.DE,2
2022-06-30,ENI.MI,99
2022-06-30,HUBN.S,91
2022-06-30,INDT.ST,49
2022-06-30,MAERSKb.CO,100
2022-06-30,RKT.L,85
2022-06-30,VALMT.HE,52
2022-06-30,SGEF.PA,81
2022-06-30,ENX.PA,21
2022-06-30,ALVG.DE,33
2022-06-30,LSEG.L,6
2022-06-30,QIA.DE,72
2022-06-30,HOLN.S,31
2022-06-30,GASI.MI,76
2022-06-30,ICGIN.L,27
2022-06-30,HUH1V.HE,41
2022-06-30,ENT.L,26
2022-06-30,PHP.L,25
2022-06-30,SOBIV.ST,84
2022-06-30,SN.L,72
2022-06-30,RBREW.CO,44
2022-06-30,SY1G.DE,16
2022-06-30,CMBN.S,58
2022-06-30,ORNBV.HE,94
2022-06-30,BBOXT.L,24
2022-06-30,SPL1.WA,75
2022-06-30,EDEN.PA,47
2022-06-30,HOTG.DE,74
2022-06-30,TEGG.DE,16
2022-06-30,AG1G.DE,2
2022-06-30,ASSAb.ST,63
2022-06-30,GIVN.S,9
2022-06-30,LOGN.S,21
2022-06-30,TCAPI.L,50
2022-06-30,LATOb.ST,5
2022-07-01,FORTUM.HE,92
2022-07-01,BAYGn.DE,100
2022-07-01,QLT.L,19
2022-07-01,SAPG.DE,36
2022-07-01,AAF.L,99
2022-07-01,LUNDb.ST,17
2022-07-01,PEO.WA,72
2022-07-01,STMMI.MI,92
2022-07-01,SCHN.PA,46
2022-07-01,DSV.CO,74
2022-07-01,JD.L,66
2022-07-01,GMAB.CO,78
2022-07-01,EMII.MI,82
2022-07-01,FTKn.DE,2
2022-07-01,ENI.MI,99
2022-07-01,HUBN.S,91
2022-07-01,INDT.ST,49
2022-07-01,MAERSKb.CO,100
2022-07-01,RKT.L,85
2022-07-01,VALMT.HE,52
2022-07-01,SGEF.PA,81
2022-07-01,ENX.PA,21
2022-07-01,ALVG.DE,33
2022-07-01,LSEG.L,6
2022-07-01,QIA.DE,72
2022-07-01,HOLN.S,31
2022-07-01,GASI.MI,76
2022-07-01,ICGIN.L,27
2022-07-01,HUH1V.HE,42
2022-07-01,ENT.L,26
2022-07-01,PHP.L,25
2022-07-01,SOBIV.ST,84
2022-07-01,SN.L,72
2022-07-01,RBREW.CO,44
2022-07-01,SY1G.DE,16
2022-07-01,CMBN.S,58
2022-07-01,ORNBV.HE,94
2022-07-01,BBOXT.L,24
2022-07-01,SPL1.WA,75
2022-07-01,EDEN.PA,48
2022-07-01,HOTG.DE,75
2022-07-01,TEGG.DE,16
2022-07-01,AG1G.DE,2
2022-07-01,ASSAb.ST,63
2022-07-01,GIVN.S,9
2022-07-01,LOGN.S,21
2022-07-01,TCAPI.L,50
2022-07-01,LATOb.ST,5
2022-07-04,FORTUM.HE,92
2022-07-04,BAYGn.DE,99
2022-07-04,QLT.L,21
2022-07-04,SAPG.DE,38
2022-07-04,AAF.L,99
2022-07-04,LUNDb.ST,10
2022-07-04,PEO.WA,78
2022-07-04,STMMI.MI,90
2022-07-04,SCHN.PA,37
2022-07-04,DSV.CO,71
2022-07-04,JD.L,70
2022-07-04,GMAB.CO,80
2022-07-04,EMII.MI,82
2022-07-04,FTKn.DE,2
2022-07-04,ENI.MI,97
2022-07-04,HUBN.S,65
2022-07-04,INDT.ST,37
2022-07-04,MAERSKb.CO,99
2022-07-04,RKT.L,85
2022-07-04,VALMT.HE,45
2022-07-04,SGEF.PA,77
2022-07-04,ENX.PA,23
2022-07-04,ALVG.DE,36
2022-07-04,LSEG.L,5
2022-07-04,QIA.DE,72
2022-07-04,HOLN.S,31
2022-07-04,GASI.MI,77
2022-07-04,ICGIN.L,32
2022-07-04,HUH1V.HE,40
2022-07-04,ENT.L,25
2022-07-04,PHP.L,44
2022-07-04,SOBIV.ST,87
2022-07-04,SN.L,73
2022-07-04,RBREW.CO,49
2022-07-04,SY1G.DE,20
2022-07-04,CMBN.S,56
2022-07-04,ORNBV.HE,95
2022-07-04,BBOXT.L,15
2022-07-04,SPL1.WA,76
2022-07-04,EDEN.PA,55
2022-07-04,HOTG.DE,76
2022-07-04,TEGG.DE,25
2022-07-04,AG1G.DE,1
2022-07-04,ASSAb.ST,60
2022-07-04,GIVN.S,8
2022-07-04,LOGN.S,21
2022-07-04,TCAPI.L,50
2022-07-04,LATOb.ST,4
2022-07-05,FORTUM.HE,92
2022-07-05,BAYGn.DE,99
2022-07-05,QLT.L,20
2022-07-05,SAPG.DE,38
2022-07-05,AAF.L,100
2022-07-05,LUNDb.ST,14
2022-07-05,PEO.WA,79
2022-07-05,STMMI.MI,87
2022-07-05,SCHN.PA,40
2022-07-05,DSV.CO,66
2022-07-05,JD.L,72
2022-07-05,GMAB.CO,79
2022-07-05,EMII.MI,82
2022-07-05,FTKn.DE,2
2022-07-05,ENI.MI,98
2022-07-05,HUBN.S,62
2022-07-05,INDT.ST,37
2022-07-05,MAERSKb.CO,100
2022-07-05,RKT.L,85
2022-07-05,VALMT.HE,47
2022-07-05,SGEF.PA,81
2022-07-05,ENX.PA,26
2022-07-05,ALVG.DE,30
2022-07-05,LSEG.L,8
2022-07-05,QIA.DE,74
2022-07-05,HOLN.S,31
2022-07-05,GASI.MI,60
2022-07-05,ICGIN.L,34
2022-07-05,HUH1V.HE,44
2022-07-05,ENT.L,21
2022-07-05,PHP.L,42
2022-07-05,SOBIV.ST,84
2022-07-05,SN.L,72
2022-07-05,RBREW.CO,47
2022-07-05,SY1G.DE,19
2022-07-05,CMBN.S,58
2022-07-05,ORNBV.HE,93
2022-07-05,BBOXT.L,15
2022-07-05,SPL1.WA,77
2022-07-05,EDEN.PA,56
2022-07-05,HOTG.DE,73
2022-07-05,TEGG.DE,28
2022-07-05,AG1G.DE,2
2022-07-05,ASSAb.ST,61
2022-07-05,GIVN.S,10
2022-07-05,LOGN.S,21
2022-07-05,TCAPI.L,45
2022-07-05,LATOb.ST,3
2022-07-06,FORTUM.HE,93
2022-07-06,BAYGn.DE,99
2022-07-06,QLT.L,18
2022-07-06,SAPG.DE,33
2022-07-06,AAF.L,98
2022-07-06,LUNDb.ST,7
2022-07-06,PEO.WA,72
2022-07-06,STMMI.MI,88
2022-07-06,SCHN.PA,44
2022-07-06,DSV.CO,69
2022-07-06,JD.L,68
2022-07-06,GMAB.CO,81
2022-07-06,EMII.MI,80
2022-07-06,FTKn.DE,2
2022-07-06,ENI.MI,98
2022-07-06,HUBN.S,61
2022-07-06,INDT.ST,37
2022-07-06,MAERSKb.CO,100
2022-07-06,RKT.L,84
2022-07-06,VALMT.HE,48
2022-07-06,SGEF.PA,79
2022-07-06,ENX.PA,27
2022-07-06,ALVG.DE,37
2022-07-06,LSEG.L,9
2022-07-06,QIA.DE,78
2022-07-06,HOLN.S,33
2022-07-06,GASI.MI,65
2022-07-06,ICGIN.L,26
2022-07-06,HUH1V.HE,45
2022-07-06,ENT.L,22
2022-07-06,PHP.L,40
2022-07-06,SOBIV.ST,88
2022-07-06,SN.L,67
2022-07-06,RBREW.CO,57
2022-07-06,SY1G.DE,19
2022-07-06,CMBN.S,58
2022-07-06,ORNBV.HE,93
2022-07-06,BBOXT.L,18
2022-07-06,SPL1.WA,68
2022-07-06,EDEN.PA,61
2022-07-06,HOTG.DE,75
2022-07-06,TEGG.DE,32
2022-07-06,AG1G.DE,3
2022-07-06,ASSAb.ST,55
2022-07-06,GIVN.S,11
2022-07-06,LOGN.S,22
2022-07-06,TCAPI.L,52
2022-07-06,LATOb.ST,3
2022-07-07,FORTUM.HE,91
2022-07-07,BAYGn.DE,99
2022-07-07,QLT.L,20
2022-07-07,SAPG.DE,36
2022-07-07,AAF.L,98
2022-07-07,LUNDb.ST,8
2022-07-07,PEO.WA,56
2022-07-07,STMMI.MI,83
2022-07-07,SCHN.PA,48
2022-07-07,DSV.CO,61
2022-07-07,JD.L,69
2022-07-07,GMAB.CO,78
2022-07-07,EMII.MI,79
2022-07-07,FTKn.DE,2
2022-07-07,ENI.MI,100
2022-07-07,HUBN.S,61
2022-07-07,INDT.ST,40
2022-07-07,MAERSKb.CO,99
2022-07-07,RKT.L,84
2022-07-07,VALMT.HE,45
2022-07-07,SGEF.PA,78
2022-07-07,ENX.PA,28
2022-07-07,ALVG.DE,39
2022-07-07,LSEG.L,11
2022-07-07,QIA.DE,82
