Date,RIC,Earnings Per Share - Mean,Earnings Per Share - Standard Deviation,Earnings Per Share - Predicted Surprise PCT,Earnings Per Share - SmartEstimate®
2022-03-22,UMI.BR,2.23257,0.17868,0.104,2.2349
2022-03-22,VIE.PA,1.59118,0.16404,-0.356,1.58552
2022-03-23,ADSGn.DE,9.76606,0.7874,-0.696,9.69808
2022-03-23,AIR.PA,5.0737,0.32329,0.619,5.10511
2022-03-23,ENEI.MI,0.55752,0.02933,-0.816,0.55297
2022-03-23,HNRGn.DE,12.70957,0.86717,-1.003,12.58212
2022-03-23,INPST.AS,,,-1.271,1.29168
2022-03-23,KBX.DE,3.85681,0.25407,-0.985,3.81882
2022-03-23,LIGHT.AS,4.0388,0.42919,2.383,4.13503
2022-03-23,MBGn.DE,10.62767,0.8257,-2.306,10.3826
2022-03-23,MONC.MI,1.832,0.08615,1.238,1.85469
2022-03-23,MWDP.PA1,8.81433,5.71882,40.774,12.40828
2022-03-23,NSISb.CO,1.49601,0.04101,0.33,1.50094
2022-03-23,PRU.L,,,-1.238,1.1329
2022-03-23,SAF.PA,3.8475,0.28139,-1.427,3.79262
2022-03-23,SDR.L,0.4051643,0.0237266,-0.737,0.4021783
2022-03-23,SFZN.S,2.78676,0.17375,2.448,2.85498
2022-03-23,SSE.L,0.8714137,0.081652,7.926,0.9404802
2022-03-23,TUI1n.DE,,,-55.437,0.10987
2022-03-23,UMI.BR,2.23852,0.17512,0.956,2.25992
2022-03-23,URW.PA,8.40069,0.23425,-0.21,8.38307
2022-03-23,ENEI.MI,0.55752,0.02933,,
2022-03-23,HNRGn.DE,12.70957,0.86717,,
2022-03-23,MWDP.PA1,8.81433,5.71882,,
2022-03-24,ADSGn.DE,9.75358,0.7891,-0.567,9.69827
2022-03-24,BYG.L,,,1.018,0.5204088
2022-03-24,CPG.L,0.74252,0.02275,1.349,0.75253
2022-03-24,HEIG.DE,8.08746,0.49601,0.107,8.09608
2022-03-24,INPST.AS,,,-1.286,1.29147
2022-03-24,PKO.WA,4.71725,0.22576,-0.429,4.69701
2022-03-24,RACE.MI,4.73819,0.28174,1.563,4.81226
2022-03-24,SSE.L,0.8760979,0.0810037,6.853,0.9361347
2022-03-24,TKAG.DE,1.65582,0.24251,1.888,1.68708
2022-03-24,VIE.PA,1.6005,0.16662,-0.012,1.60032
2022-03-24,INPST.AS,,,-9.757,1.66615
2022-03-24,TKAG.DE,1.65582,0.24251,,
2022-03-25,KBX.DE,3.83465,0.26195,,
2022-03-25,AIR.PA,5.06805,0.31382,0.697,5.10336
2022-03-25,BMPS.MI,,,21.967,1.97141
2022-03-25,ENEI.MI,,,-0.819,0.55296
2022-03-25,HNRGn.DE,,,-1.017,12.5803
2022-03-25,KBX.DE,3.83465,0.26195,-0.859,3.80173
2022-03-25,LEGn.DE,6.27058,0.68092,-2.34,6.12387
2022-03-25,LIGHT.AS,3.9678,0.39799,2.024,4.04811
2022-03-25,MWDP.PA1,,,42.261,12.53932
2022-03-25,RR.L,0.0416243,0.0173795,-6.987,0.0387159
2022-03-25,SAF.PA,3.8435,0.27207,-1.125,3.80026
2022-03-25,SASY.PA,7.45364,0.20102,1.119,7.53702
2022-03-25,TKAG.DE,,,-6.713,1.54466
2022-03-26,BYG.L,,,1.471,0.5227398
2022-03-26,KBX.DE,,,-4.615,3.65767
2022-03-27,GBLB.BR,,,1.936,3.33024
2022-03-27,PKO.WA,4.71725,0.22576,-0.437,4.69663
2022-03-28,ADSGn.DE,9.76247,0.79036,-0.579,9.70598
2022-03-28,BIRG.I,0.69793,0.10318,-0.649,0.6934
2022-03-28,HEIG.DE,8.06614,0.49775,0.371,8.09604
2022-03-28,LGEN.L,0.3339488,0.0229633,-0.2,0.33328
2022-03-28,NSISb.CO,1.49592,0.0408,0.33,1.50085
2022-03-28,RACE.MI,4.73881,0.28182,1.581,4.81371
2022-03-28,RR.L,0.0419031,0.0180053,-7.232,0.0388727
2022-03-28,SAMPO.HE,0.52673,0.05936,-0.117,0.52611
2022-03-28,SASY.PA,7.47284,0.19562,0.948,7.54365
2022-03-28,TEPRF.PA1,13.17074,1.07626,-3.26,12.74144
2022-03-28,URW.PA,8.41685,0.22911,-0.29,8.39241
2022-03-29,AAK.ST,7.57125,0.35887,0.679,7.62264
2022-03-29,EDP.LS,0.229,0.01879,-0.922,0.22689
2022-03-29,HNRGn.DE,12.69368,0.85035,-0.992,12.56776
2022-03-29,LEGn.DE,6.30733,0.68471,-1.961,6.18368
2022-03-29,NSISb.CO,1.49894,0.04126,0.426,1.50532
2022-03-29,SDR.L,0.4016023,0.0205964,-0.186,0.4008572
2022-03-29,SHLG.DE,2.17063,0.19326,2.787,2.23113
2022-03-29,SSE.L,0.8775742,0.0820093,6.995,0.9389606
2022-03-29,SUBC.OL,0.2175,0.10629,-18.616,0.17701
2022-03-30,AAK.ST,7.58,0.35121,0.561,7.6225
2022-03-30,AIR.PA,5.06892,0.31332,0.414,5.0899
2022-03-30,BMPS.MI,1.59255,1.07477,17.139,1.86549
2022-03-30,EMSN.S,26.21,1.08438,-0.948,25.96153
2022-03-30,EXPN.L,1.24294,0.03094,0.376,1.24762
2022-03-30,FORTUM.HE,1.70618,0.17075,0.309,1.71144
2022-03-30,GL9.I,0.9772,0.0566,-3.853,0.93954
2022-03-30,HEIG.DE,8.05695,0.50508,-0.642,8.00525
2022-03-30,HIAB.HE,3.49256,0.29955,-1.325,3.4463
2022-03-30,LIGHT.AS,4.00864,0.39889,1.127,4.05381
2022-03-30,MBGn.DE,10.59617,0.8526,-2.456,10.33597
2022-03-30,PRU.L,1.1383,0.05402,-0.415,1.13358
2022-03-30,RACE.MI,4.75125,0.27021,1.707,4.83237
2022-03-30,SAF.PA,3.841,0.27205,-1.191,3.79527
2022-03-30,SASY.PA,7.48044,0.2012,0.901,7.54785
2022-03-30,SFZN.S,2.79769,0.14828,-1.166,2.76506
2022-03-30,SHLG.DE,2.17326,0.19532,3.051,2.23957
2022-03-30,SSE.L,0.8796216,0.0835391,7.45,0.9451533
2022-03-30,TEPRF.PA1,13.08811,1.07266,-3.68,12.60643
2022-03-30,TKAG.DE,,,-6.691,1.54503
2022-03-30,TUI1n.DE,,,-55.658,0.10865
2022-03-30,UBSG.S,2.15707,0.22405,2.667,2.21461
2022-03-30,UMI.BR,2.23567,0.17815,0.922,2.25628
2022-03-30,EXPN.L,1.24294,0.03094,,
2022-03-31,BYG.L,0.5151486,0.0185628,1.703,0.523919
2022-03-31,EDP.LS,0.229,0.01879,-0.928,0.22688
2022-03-31,ELI.BR,3.81212,0.10563,0.329,3.82468
2022-03-31,ENEI.MI,,,-0.822,0.55294
2022-03-31,EXPN.L,,,0.561,1.24991
2022-03-31,HEIG.DE,8.03852,0.51536,-0.641,7.98697
2022-03-31,HIAB.HE,3.46811,0.27579,0.235,3.47625
2022-03-31,KBX.DE,3.80818,0.26259,-4.319,3.64372
2022-03-31,LEGn.DE,6.319,0.69178,-1.19,6.24383
2022-03-31,LIGHT.AS,4.00118,0.42159,1.662,4.06768
2022-03-31,MBGn.DE,10.64861,0.83218,-1.906,10.4456
2022-03-31,NSISb.CO,1.50752,0.04347,0.308,1.51216
2022-03-31,SDR.L,0.3998179,0.0209681,-0.45,0.3980193
2022-03-31,SHLG.DE,2.16974,0.19353,3.022,2.2353
2022-03-31,URW.PA,8.41146,0.23026,-0.327,8.38399
2022-04-01,AAK.ST,7.54375,0.38817,0.446,7.57741
2022-04-01,ENEI.MI,,,-0.889,0.55256
2022-04-01,GL9.I,0.97141,0.05568,-3.105,0.94125
2022-04-01,INPST.AS,1.8433,0.43102,-10.264,1.65411
2022-04-01,LGEN.L,0.3344194,0.0241775,-0.127,0.3339941
2022-04-01,MBGn.DE,10.63673,0.84898,-1.934,10.43101
2022-04-01,NSISb.CO,1.50372,0.05034,-0.824,1.49133
2022-04-01,PKO.WA,4.70427,0.23147,-0.877,4.663
2022-04-01,SDR.L,0.3998329,0.0211216,-0.467,0.3979664
2022-04-01,TEPRF.PA1,13.09495,1.07669,-3.711,12.60897
2022-04-01,TUI1n.DE,,,-58.478,0.09372
2022-04-01,UBSG.S,2.17397,0.2229,2.46,2.22746
2022-04-01,UMI.BR,2.23805,0.1813,1.121,2.26315
2022-04-01,PKO.WA,4.70427,0.23147,,
2022-04-03,PKO.WA,,,0.142,4.71097
2022-04-04,BYG.L,0.5113387,0.022909,,
2022-04-04,HIAB.HE,3.36589,0.32066,,
2022-04-04,LEGn.DE,6.30654,0.66604,,
2022-04-04,AIR.PA,5.11109,0.24845,-0.429,5.08915
2022-04-04,BIRG.I,0.6965,0.10397,-0.689,0.6917
2022-04-04,BYG.L,0.5113387,0.022909,0.384,0.5133013
2022-04-04,EDP.LS,0.22747,0.01386,-0.271,0.22685
2022-04-04,HIAB.HE,3.36589,0.32066,-0.532,3.348
2022-04-04,INPST.AS,1.7603,0.43853,-14.562,1.50397
2022-04-04,LEGn.DE,6.30654,0.66604,-1.154,6.23374
2022-04-04,MONC.MI,1.83272,0.08751,1.401,1.8584
2022-04-04,PRU.L,1.13355,0.05393,-0.13,1.13208
2022-04-04,SAMPO.HE,0.52873,0.06018,0.224,0.52991
2022-04-04,SHLG.DE,2.17925,0.19347,2.87,2.2418
2022-04-04,TEPRF.PA1,13.05022,1.08888,-3.425,12.60332
2022-04-04,UMI.BR,2.23805,0.1813,1.148,2.26373
2022-04-04,URW.PA,8.38221,0.24567,-0.213,8.3644
2022-04-05,ASRNL.AS,5.65407,0.69687,,
2022-04-05,PRU.L,1.12489,0.06139,,
2022-04-05,ASRNL.AS,5.65407,0.69687,1.051,5.7135
2022-04-05,HIAB.HE,,,-3.003,3.26483
2022-04-05,HNRGn.DE,12.59914,0.85944,-1.515,12.40823
2022-04-05,ITPG.MI,2.23186,0.13557,1.239,2.25951
2022-04-05,LEGn.DE,,,3.111,6.50276
2022-04-05,LGEN.L,0.3340429,0.0242985,-0.18,0.333443
2022-04-05,MONC.MI,1.83552,0.08912,1.584,1.86459
2022-04-05,PKO.WA,4.87518,0.50532,1.544,4.95043
2022-04-05,PRU.L,1.12489,0.06139,-0.669,1.11736
2022-04-05,RACE.MI,4.784,0.24642,1.543,4.8578
2022-04-05,SAMPO.HE,0.53401,0.06141,1.574,0.54242
2022-04-05,SASY.PA,7.48119,0.19733,0.878,7.54691
2022-04-05,SDR.L,0.3983629,0.0218786,-0.333,0.397037
2022-04-05,TUI1n.DE,,,-58.656,0.09282
2022-04-05,VIE.PA,1.60027,0.16649,0.012,1.60046
2022-04-06,ENEI.MI,0.55752,0.02933,,
2022-04-06,INPST.AS,1.6983,0.41369,,
2022-04-06,BYG.L,,,0.246,0.5125988
2022-04-06,ENEI.MI,0.55752,0.02933,-0.896,0.55252
2022-04-06,HEIG.DE,8.07567,0.55244,-0.138,8.0645
2022-04-06,HIAB.HE,3.30456,0.33549,-2.731,3.2143
2022-04-06,INPST.AS,1.6983,0.41369,-11.205,1.50801
2022-04-06,LIGHT.AS,4.01027,0.41952,1.565,4.07304
2022-04-06,MBGn.DE,10.71914,0.80301,-1.612,10.54636
2022-04-06,MONC.MI,1.83752,0.08953,1.557,1.86614
2022-04-06,PRU.L,,,-3.315,1.0876
2022-04-06,RR.L,0.0395283,0.0166702,-4.731,0.0376582
2022-04-06,SDR.L,0.3984489,0.0218751,-0.318,0.3971805
2022-04-06,SFZN.S,2.80315,0.15642,-1.001,2.77508
2022-04-06,SHLG.DE,2.18225,0.19393,2.759,2.24246
2022-04-06,TEPRF.PA1,13.08022,1.12798,-2.987,12.68947
2022-04-06,UBSG.S,2.16752,0.21166,2.553,2.22286
2022-04-06,VIE.PA,1.60258,0.16501,-0.319,1.59747
2022-04-07,ADSGn.DE,9.66442,0.51142,-0.187,9.6464
2022-04-07,EDP.LS,0.22138,0.02714,-6.377,0.20726
2022-04-07,ELI.BR,3.98189,0.06413,-0.107,3.97763
2022-04-07,EMSN.S,25.95571,0.85426,0.215,26.0115
2022-04-07,HIAB.HE,3.29567,0.33892,-2.879,3.20079
2022-04-07,HNRGn.DE,12.53868,0.94991,-1.513,12.34902
2022-04-07,INPST.AS,,,-20.581,1.34877
2022-04-07,RACE.MI,4.776,0.24664,1.475,4.84645
2022-04-07,SAF.PA,3.8345,0.26826,-1.236,3.78712
2022-04-07,SAMPO.HE,0.53676,0.06039,2.071,0.54788
2022-04-07,SASY.PA,7.50444,0.18343,0.781,7.56302
2022-04-07,SDR.L,0.398828,0.0221885,-0.217,0.3979621
2022-04-07,SUBC.OL,0.21471,0.10372,-17.686,0.17673
2022-04-07,TEPRF.PA1,13.068,1.1431,-3.167,12.6542
2022-04-07,UBSG.S,2.16852,0.2121,2.63,2.22555
2022-04-07,UMI.BR,2.23268,0.17883,1.134,2.25799
2022-04-07,VIE.PA,1.59097,0.16443,-0.135,1.58882
2022-04-08,AAK.ST,7.49,0.39664,0.216,7.50617
2022-04-08,ADSGn.DE,9.66358,0.51212,-0.233,9.64103
2022-04-08,ASRNL.AS,,,-0.376,5.63281
2022-04-08,FORTUM.HE,1.70206,0.16707,0.254,1.70638
2022-04-08,HEIG.DE,8.07138,0.5742,0.087,8.07838
2022-04-08,KBX.DE,3.78771,0.24113,-2.771,3.68274
2022-04-08,MONC.MI,1.83872,0.09109,1.586,1.86789
2022-04-08,NSISb.CO,1.50535,0.04929,-0.926,1.4914
2022-04-08,SAF.PA,3.8136,0.27077,-0.997,3.7756
2022-04-08,SASY.PA,7.50664,0.18541,0.798,7.56652
2022-04-08,SDR.L,0.399072,0.0222565,-0.163,0.398422
2022-04-08,SUBC.OL,0.21435,0.10403,-20.314,0.17081
2022-04-08,UBSG.S,2.16407,0.21119,2.454,2.21718
2022-04-08,VIE.PA,1.57311,0.16627,0.201,1.57627
2022-04-09,HEIG.DE,8.0631,0.56025,0.266,8.08453
2022-04-09,TUI1n.DE,,,-58.84,0.09181
2022-04-10,CPG.L,0.73284,0.02245,1.421,0.74326
2022-04-10,SFZN.S,2.79957,0.17941,-0.893,2.77456
2022-04-11,TKAG.DE,1.64673,0.23649,,
2022-04-11,ADSGn.DE,9.66386,0.51261,-0.166,9.64781
2022-04-11,FORTUM.HE,1.73912,0.15182,2.176,1.77696
2022-04-11,GL9.I,0.9558,0.05447,-3.006,0.92707
2022-04-11,KBX.DE,3.78535,0.24468,-2.933,3.67433
2022-04-11,LIGHT.AS,4.01936,0.4026,1.319,4.07238
2022-04-11,MBGn.DE,10.66005,0.84178,-2.171,10.42861
2022-04-11,MONC.MI,1.85078,0.07372,0.981,1.86893
2022-04-11,PKO.WA,5.01814,0.58689,1.855,5.11125
2022-04-11,RACE.MI,4.796,0.23451,1.056,4.84663
2022-04-11,RR.L,0.0376309,0.0161231,0.031,0.0376427
2022-04-11,SSE.L,0.8852532,0.0838126,6.702,0.9445833
2022-04-11,TKAG.DE,1.64673,0.23649,-3.88,1.58283
2022-04-11,UBSG.S,2.16641,0.21221,2.491,2.22037
2022-04-11,UMI.BR,2.25086,0.18759,0.875,2.27056
2022-04-11,VIE.PA,1.55382,0.15897,-0.266,1.54969
2022-04-12,RR.L,0.0321309,0.0177237,,
2022-04-12,ADSGn.DE,9.62097,0.53222,-0.274,9.5946
2022-04-12,BIRG.I,0.6934,0.10112,-0.553,0.68957
2022-04-12,BYG.L,0.513792,0.0206451,-0.377,0.5118556
2022-04-12,EXPN.L,1.24361,0.03113,0.559,1.25056
2022-04-12,HEIG.DE,8.06986,0.5569,0.12,8.07955
2022-04-12,HIAB.HE,3.27433,0.31565,-0.876,3.24566
2022-04-12,PKO.WA,5.00386,0.59777,1.428,5.0753
2022-04-12,PRU.L,1.12042,0.05477,-3.033,1.08643
2022-04-12,RACE.MI,4.76438,0.25799,1.229,4.82294
2022-04-12,RR.L,0.0321309,0.0177237,-8.743,0.0293216
2022-04-12,SUBC.OL,0.20213,0.09464,-15.462,0.17087
2022-04-12,TEPRF.PA1,13.09758,1.11966,-3.168,12.68267
2022-04-12,TKAG.DE,,,-3.874,1.58293
2022-04-13,AIR.PA,5.10836,0.24401,-0.394,5.08823
2022-04-13,BMPS.MI,1.50324,1.09073,15.086,1.73003
2022-04-13,ENEI.MI,,,-0.796,0.55309
2022-04-13,GL9.I,0.94295,0.04962,-1.904,0.925
2022-04-13,HEIG.DE,8.1335,0.66253,0.085,8.14044
2022-04-13,HNRGn.DE,12.48186,0.95559,-1.364,12.31158
2022-04-13,INPST.AS,1.6325,0.39186,-16.075,1.37008
2022-04-13,LIGHT.AS,4.00936,0.40851,1.174,4.05643
2022-04-13,MBGn.DE,10.6535,0.82618,-1.164,10.52955
2022-04-13,PRU.L,1.12102,0.0546,-2.943,1.08803
2022-04-13,RACE.MI,4.76438,0.25799,1.236,4.82327
2022-04-13,SAMPO.HE,0.53083,0.05814,0.961,0.53593
2022-04-13,SSE.L,0.8957894,0.0728392,5.448,0.9445891
2022-04-13,TEPRF.PA1,13.11179,1.12776,-2.197,12.82379
2022-04-13,TUI1n.DE,,,-59.031,0.09081
2022-04-13,URW.PA,8.40743,0.22236,-0.321,8.38045
2022-04-14,ENEI.MI,0.55672,0.02898,-1.342,0.54925
2022-04-14,HEIG.DE,8.09932,0.68786,0.265,8.12076
2022-04-14,HNRGn.DE,12.35277,0.88844,-1.113,12.21525
2022-04-14,MBGn.DE,10.64918,0.82423,-1.208,10.52053
2022-04-14,PRU.L,1.13283,0.06991,-0.411,1.12818
2022-04-14,RR.L,,,-10.372,0.0287983
2022-04-14,SAMPO.HE,0.53526,0.05403,0.855,0.53983
2022-04-14,SASY.PA,7.51644,0.19474,0.995,7.59121
2022-04-14,SHLG.DE,2.18525,0.19526,2.882,2.24822
2022-04-14,TEPRF.PA1,13.12916,1.08865,-2.349,12.82072
2022-04-14,TKAG.DE,1.634,0.22322,-3.997,1.5687
2022-04-15,LEGn.DE,,,3.12,6.50333
2022-04-15,VIE.PA,1.54211,0.15478,0.35,1.54751
2022-04-17,TUI1n.DE,,,-59.229,0.08975
2022-04-18,FORTUM.HE,1.733,0.1358,2.588,1.77786
2022-04-18,MBGn.DE,10.66464,0.81977,-1.268,10.52942
2022-04-18,SDR.L,0.3957834,0.0185055,0.703,0.3985659
2022-04-18,SUBC.OL,0.1876,0.0786,,
2022-04-19,HEIG.DE,8.07555,0.68851,,
2022-04-19,TKAG.DE,1.59518,0.18585,,
2022-04-19,AAK.ST,7.475,0.39522,0.182,7.48861
2022-04-19,ADSGn.DE,9.61292,0.52493,-0.208,9.59291
2022-04-19,AIR.PA,5.12348,0.2485,-0.317,5.10723
2022-04-19,CPG.L,0.73287,0.02198,1.339,0.74268
2022-04-19,EXPN.L,1.24306,0.03128,0.493,1.24918
2022-04-19,HEIG.DE,8.07555,0.68851,0.612,8.12496
2022-04-19,HNRGn.DE,12.32959,0.87968,-1.307,12.16845
2022-04-19,MONC.MI,1.85426,0.07312,0.84,1.86983
2022-04-19,PRU.L,1.13158,0.06977,-0.256,1.12868
2022-04-19,SASY.PA,7.52844,0.20661,1.056,7.60794
2022-04-19,SFZN.S,2.7952,0.16645,-0.803,2.77276
2022-04-19,SUBC.OL,,,-8.846,0.17101
2022-04-19,TEPRF.PA1,13.15021,1.09752,-2.374,12.83807
2022-04-19,TKAG.DE,1.59518,0.18585,-1.37,1.57334
2022-04-20,ADSGn.DE,9.60542,0.52371,-0.183,9.58783
2022-04-20,AIR.PA,5.12478,0.25023,-0.133,5.118
2022-04-20,ENEI.MI,0.5573,0.03014,-0.764,0.55305
2022-04-20,GBLB.BR,3.39367,0.17245,-1.773,3.3335
2022-04-20,HNRGn.DE,12.26996,0.87054,-1.034,12.14309
2022-04-20,NSISb.CO,1.50411,0.04946,-0.57,1.49553
2022-04-20,PRU.L,1.12908,0.0687,0.434,1.13398
2022-04-20,SASY.PA,7.52884,0.20668,1.052,7.60802
2022-04-20,SDR.L,0.3955815,0.0185686,0.709,0.3983849
2022-04-20,SSE.L,0.8996182,0.0766402,5.585,0.9498576
2022-04-20,TEPRF.PA1,13.32479,1.13882,-2.222,13.02867
2022-04-20,UBSG.S,2.16926,0.21456,2.821,2.23045
2022-04-21,RR.L,0.0321309,0.0177237,,
2022-04-21,AAK.ST,7.4725,0.39632,0.053,7.47648
2022-04-21,ADSGn.DE,9.56819,0.55439,-0.188,9.55024
2022-04-21,BIRG.I,0.69207,0.09956,0.391,0.69477
2022-04-21,HEIG.DE,,,0.611,8.12487
2022-04-21,INPST.AS,1.59227,0.39469,-16.58,1.32827
2022-04-21,MBGn.DE,10.57139,0.78628,-0.018,10.56945
2022-04-21,MONC.MI,1.8573,0.07433,0.783,1.87185
2022-04-21,PKO.WA,5.17838,0.72516,2.219,5.29329
2022-04-21,RR.L,0.0321309,0.0177237,-10.37,0.0287991
2022-04-21,SASY.PA,7.53484,0.21108,1.135,7.62033
2022-04-21,SSE.L,0.8978339,0.0748434,5.337,0.9457486
2022-04-21,SUBC.OL,0.1856,0.0794,-10.037,0.16697
2022-04-21,TEPRF.PA1,13.35763,1.13011,2.367,13.67376
2022-04-21,TKAG.DE,,,-1.355,1.57357
2022-04-21,TUI1n.DE,,,-59.434,0.08869
2022-04-22,TUI1n.DE,0.40337,0.58694,,
2022-04-22,ADSGn.DE,9.4895,0.57158,-0.029,9.48671
2022-04-22,AIR.PA,5.11652,0.24224,-0.006,5.1162
2022-04-22,BMPS.MI,1.41394,1.14889,11.461,1.576
2022-04-22,EDP.LS,0.21894,0.02807,-7.777,0.20192
2022-04-22,EXPN.L,1.24289,0.03121,0.513,1.24927
2022-04-22,FORTUM.HE,1.73367,0.13606,2.575,1.77832
2022-04-22,GBLB.BR,3.305,0.145,0.872,3.33381
2022-04-22,GL9.I,0.93104,0.02376,-0.418,0.92714
2022-04-22,HNRGn.DE,12.11364,0.8818,-0.75,12.02274
2022-04-22,INPST.AS,1.50136,0.39626,-14.663,1.28121
2022-04-22,MBGn.DE,10.57313,0.78685,0.069,10.58038
2022-04-22,MONC.MI,1.85557,0.07835,0.831,1.87099
2022-04-22,NSISb.CO,1.50427,0.04946,-0.601,1.49523
2022-04-22,PKO.WA,5.18338,0.72066,2.151,5.29489
2022-04-22,SAMPO.HE,0.53449,0.055,-0.388,0.53241
2022-04-22,SASY.PA,7.53616,0.21207,1.145,7.62242
2022-04-22,SDR.L,0.396907,0.0184301,0.534,0.3990266
2022-04-22,TUI1n.DE,0.40337,0.58694,-59.486,0.08843
2022-04-22,UMI.BR,2.25268,0.18727,0.734,2.26922
2022-04-24,MBGn.DE,10.616,0.77782,-0.332,10.58077
2022-04-24,RR.L,,,-14.726,0.0273994
2022-04-25,HNRGn.DE,12.00986,0.8505,,
2022-04-25,ADSGn.DE,9.48367,0.57272,-0.112,9.47307
