Date,RIC,Earnings Per Share - Mean,Earnings Per Share - Standard Deviation,Earnings Per Share - Predicted Surprise PCT,Earnings Per Share - SmartEstimate®
2024-03-20,RR.L,0.1482465,0.0170207,2.948,0.1526169
2024-03-20,SAF.PA,6.93432,0.31619,-0.675,6.88753
2024-03-20,TEPRF.PA1,14.78913,1.57271,-5.306,14.00449
2024-03-20,HNRGn.DE,18.07921,0.64109,,
2024-03-20,LEGn.DE,5.92517,0.33263,,
2024-03-21,ADSGn.DE,2.88671,0.63553,-1.219,2.85154
2024-03-21,BYG.L,,,0.036,0.5631651
2024-03-21,CPG.L,1.19744,0.0259,0.349,1.20161
2024-03-21,HIAB.HE,4.57,0.27066,-0.877,4.52994
2024-03-21,HNRGn.DE,,,1.611,18.37043
2024-03-21,MONC.MI,2.4152,0.0881,1.626,2.45447
2024-03-21,NSISb.CO,1.63071,0.25852,-15.505,1.37786
2024-03-21,PKO.WA,7.25944,1.20773,2.475,7.43911
2024-03-21,PRU.L,0.94705,0.04979,-0.424,0.94304
2024-03-21,RR.L,0.1490159,0.0173266,3.622,0.1544133
2024-03-21,SUBC.OL,0.8575,0.2382,6.605,0.91413
2024-03-21,VIE.PA,2.04943,0.10375,-1.444,2.01984
2024-03-21,CPG.L,1.19744,0.0259,,
2024-03-21,VIE.PA,2.04943,0.10375,,
2024-03-22,BKWB.S,8.596,1.20977,8.61,9.33613
2024-03-22,EDP.LS,0.30494,0.0172,-0.088,0.30467
2024-03-22,ENEI.MI,0.67315,0.01722,-0.662,0.66869
2024-03-22,LEGn.DE,,,-2.041,5.80422
2024-03-22,LPPP.WA,1093.46275,130.15432,-0.258,1090.64109
2024-03-22,MONC.MI,2.4156,0.08842,1.634,2.45507
2024-03-22,PKO.WA,7.25944,1.20773,2.46,7.43802
2024-03-22,PRU.L,0.96737,0.13806,2.276,0.98939
2024-03-22,RR.L,0.14931,0.0172644,3.236,0.1541412
2024-03-22,UBSG.S,1.08073,0.27271,2.126,1.10371
2024-03-22,VIE.PA,,,-5.564,1.9354
2024-03-22,RR.L,0.14931,0.0172644,,
2024-03-23,BMPS.MI,0.822,0.10477,0.044,0.82236
2024-03-23,CPG.L,,,0.351,1.20164
2024-03-23,FORTUM.HE,1.09379,0.07769,-0.894,1.08401
2024-03-23,KBX.DE,3.72495,0.19411,1.034,3.76346
2024-03-23,RR.L,,,3.62,0.1547143
2024-03-23,UMI.BR,1.57013,0.23882,-5.224,1.4881
2024-03-24,SAMPO.HE,0.47992,0.03291,1.245,0.4859
2024-03-25,BIRG.I,1.52357,0.1056,-3.68,1.4675
2024-03-25,BYG.L,0.5629533,0.0093336,0.085,0.5634296
2024-03-25,EMSN.S,18.83543,0.65768,0.415,18.91349
2024-03-25,ENEI.MI,0.67215,0.01618,-0.611,0.66805
2024-03-25,EXPN.L,1.44694,0.01352,0.015,1.44716
2024-03-25,HEIG.DE,11.13332,0.76203,2.896,11.45569
2024-03-25,HNRGn.DE,18.12026,0.6169,0.616,18.23195
2024-03-25,LEGn.DE,5.89817,0.32943,-0.729,5.85519
2024-03-25,MBGn.DE,11.88967,1.11473,0.89,11.99552
2024-03-25,MONC.MI,2.4144,0.08842,1.554,2.45193
2024-03-25,NSISb.CO,1.63951,0.25885,-14.704,1.39843
2024-03-25,PRU.L,0.96784,0.14186,1.76,0.98487
2024-03-25,SDR.L,0.3385714,0.0226977,-2.158,0.3312665
2024-03-25,SFZN.S,3.44827,0.14467,-0.688,3.42456
2024-03-25,SHLG.DE,2.189,0.10086,0.301,2.1956
2024-03-25,TUI1n.DE,1.0614,0.14072,-3.965,1.01932
2024-03-25,UBSG.S,1.07931,0.2737,1.764,1.09835
2024-03-25,URW.PA,9.61788,0.50785,0.166,9.63388
2024-03-25,BYG.L,0.5629533,0.0093336,,
2024-03-25,TUI1n.DE,1.0614,0.14072,,
2024-03-26,BMPS.MI,0.8525,0.09523,0.024,0.85271
2024-03-26,CPG.L,1.19887,0.02628,0.432,1.20404
2024-03-26,ENEI.MI,0.66915,0.01363,-0.35,0.66681
2024-03-26,EXPN.L,1.448,0.01279,-0.029,1.44757
2024-03-26,FORTUM.HE,1.08879,0.07577,-1.127,1.07651
2024-03-26,HNRGn.DE,18.11806,0.63884,0.472,18.20357
2024-03-26,INPST.AS,1.64206,0.14989,0.744,1.65428
2024-03-26,MBGn.DE,11.8922,1.09212,0.95,12.00518
2024-03-26,MONC.MI,2.4208,0.08584,1.345,2.45335
2024-03-26,NSISb.CO,1.62067,0.2498,-11.651,1.43186
2024-03-26,PRU.L,0.96884,0.14199,1.716,0.98546
2024-03-26,RACE.MI,7.7188,0.28496,0.967,7.79343
2024-03-26,RR.L,0.1507982,0.0166675,2.755,0.1549528
2024-03-26,SDR.L,0.3367857,0.0206528,-1.416,0.3320159
2024-03-26,SHLG.DE,2.1902,0.10128,0.379,2.19849
2024-03-26,UMI.BR,1.57188,0.23354,-5.369,1.48749
2024-03-27,TKAG.DE,0.41914,0.22844,,
2024-03-27,AAK.ST,11.59429,0.88623,1.958,11.8213
2024-03-27,AIR.PA,6.6274,0.27113,0.123,6.63553
2024-03-27,ASRNL.AS,,,-1.751,5.41467
2024-03-27,BIRG.I,1.51786,0.10345,-3.226,1.46889
2024-03-27,BKWB.S,8.892,0.9111,2.175,9.08541
2024-03-27,BMPS.MI,0.822,0.10477,-0.428,0.81848
2024-03-27,BYG.L,,,-0.006,0.5629208
2024-03-27,ELI.BR,4.66561,0.1333,0.531,4.6904
2024-03-27,NSISb.CO,1.65956,0.19264,-7.767,1.53066
2024-03-27,PRU.L,0.98869,0.14137,2.364,1.01207
2024-03-27,SAF.PA,6.9639,0.28613,-1.126,6.88546
2024-03-27,SAMPO.HE,0.48068,0.032,1.828,0.48946
2024-03-27,SHLG.DE,2.1897,0.1013,0.352,2.19741
2024-03-27,SSE.L,1.5714656,0.043101,-1.478,1.5482425
2024-03-27,TKAG.DE,0.41914,0.22844,-13.559,0.36231
2024-03-27,UBSG.S,1.08073,0.27334,1.784,1.10002
2024-03-28,ASRNL.AS,5.35346,0.66203,-3.182,5.18311
2024-03-28,BIRG.I,1.52071,0.10208,-3.3,1.47053
2024-03-28,CPG.L,1.20031,0.0261,0.313,1.20407
2024-03-28,EDP.LS,0.30575,0.01786,-0.155,0.30528
2024-03-28,ENEI.MI,0.66963,0.01382,-0.418,0.66683
2024-03-28,HNRGn.DE,18.31111,0.54136,-0.522,18.21546
2024-03-28,INPST.AS,2.56329,0.2041,2.246,2.62085
2024-03-28,LEGn.DE,5.894,0.32639,-0.553,5.86141
2024-03-28,LGEN.L,0.2602539,0.0512086,-5.354,0.2463209
2024-03-28,LPPP.WA,1093.46275,130.15432,-0.273,1090.48337
2024-03-28,MONC.MI,2.4175,0.08604,1.333,2.44972
2024-03-28,PRU.L,0.98469,0.1424,2.025,1.00463
2024-03-28,SAMPO.HE,0.47643,0.03147,1.485,0.4835
2024-03-28,SASY.PA,7.72365,0.32613,-1.289,7.62407
2024-03-28,SDR.L,0.3303571,0.0202032,-0.792,0.3277401
2024-03-28,SSE.L,1.5732781,0.0416087,-1.437,1.550667
2024-03-28,TEPRF.PA1,14.80447,1.52699,-4.871,14.08341
2024-03-28,URW.PA,9.61725,0.50777,0.179,9.63444
2024-03-28,PRU.L,0.98469,0.1424,,
2024-03-29,HEIG.DE,11.10681,0.77001,3.124,11.45377
2024-03-30,ITPG.MI,2.4865,0.17472,1.551,2.52506
2024-04-01,EDP.LS,0.30685,0.01758,-0.056,0.30667
2024-04-01,ENEI.MI,0.66672,0.01702,-0.6,0.66272
2024-04-01,EXPN.L,1.448,0.01279,,
2024-04-01,GL9.I,1.37442,0.04805,1.552,1.39575
2024-04-01,LIGHT.AS,2.87773,0.28006,2.762,2.95721
2024-04-01,SAF.PA,6.93553,0.28466,-0.91,6.87239
2024-04-01,SASY.PA,7.70644,0.35349,-1.945,7.55655
2024-04-01,SUBC.OL,0.83206,0.24132,3.99,0.86526
2024-04-01,UMI.BR,1.49846,0.18868,-0.754,1.48717
2024-04-01,URW.PA,9.61725,0.50777,0.18,9.63452
2024-04-01,VIE.PA,2.04943,0.10375,-5.558,1.93553
2024-04-01,ENEI.MI,0.66672,0.01702,,
2024-04-02,ADSGn.DE,2.85705,0.62638,-1.965,2.8009
2024-04-02,BYG.L,0.5629533,0.0093336,-0.06,0.562615
2024-04-02,EXPN.L,,,-0.034,1.44751
2024-04-02,INPST.AS,2.55436,0.20906,2.239,2.61155
2024-04-02,KBX.DE,3.75967,0.13784,0.805,3.78993
2024-04-02,LEGn.DE,5.894,0.32639,-0.481,5.86567
2024-04-02,LGEN.L,0.2595062,0.0513528,-5.102,0.2462671
2024-04-02,MBGn.DE,11.88104,1.11324,0.924,11.99082
2024-04-02,MONC.MI,2.41654,0.08554,1.343,2.44899
2024-04-02,RACE.MI,7.71611,0.29212,0.98,7.79173
2024-04-02,SFZN.S,3.44827,0.14467,-0.56,3.42895
2024-04-02,SSE.L,1.5665563,0.0356227,-0.961,1.5515078
2024-04-02,TEPRF.PA1,15.028,1.53478,-4.479,14.35491
2024-04-02,UBSG.S,1.08402,0.27175,1.937,1.10502
2024-04-02,LEGn.DE,5.894,0.32639,,
2024-04-03,BYG.L,0.5629507,0.0093329,,
2024-04-03,TEPRF.PA1,14.94153,1.528,,
2024-04-03,AAK.ST,11.58857,0.88035,2.23,11.84702
2024-04-03,BYG.L,0.5629507,0.0093329,-0.037,0.5627432
2024-04-03,CPG.L,1.19948,0.02574,0.216,1.20207
2024-04-03,GBLB.BR,,,-50.581,2.68
2024-04-03,HEIG.DE,11.09352,0.76706,3.145,11.44242
2024-04-03,INPST.AS,2.52936,0.1719,2.225,2.58564
2024-04-03,KBX.DE,3.75456,0.12888,0.934,3.78961
2024-04-03,LIGHT.AS,2.88136,0.28355,2.905,2.96508
2024-04-03,MBGn.DE,11.91654,1.06533,0.755,12.00652
2024-04-03,NSISb.CO,1.64678,0.18352,-3.888,1.58276
2024-04-03,RACE.MI,7.726,0.28573,0.752,7.78411
2024-04-03,SDR.L,0.3308571,0.0200166,-0.725,0.3284584
2024-04-03,SHLG.DE,2.1872,0.1005,0.47,2.19749
2024-04-03,TEPRF.PA1,14.94153,1.528,-4.242,14.30778
2024-04-03,TKAG.DE,,,-13.519,0.36248
2024-04-03,UMI.BR,1.52467,0.19047,-1.275,1.50523
2024-04-03,VIE.PA,2.0405,0.10047,-4.421,1.95028
2024-04-04,UBSG.S,1.08616,0.27025,,
2024-04-04,EDP.LS,0.30839,0.0169,-0.488,0.30688
2024-04-04,EMSN.S,18.87057,0.66438,0.507,18.96618
2024-04-04,HEIG.DE,11.11714,0.79077,3.691,11.52742
2024-04-04,INPST.AS,2.5165,0.17287,2.315,2.57475
2024-04-04,KBX.DE,3.75789,0.13026,0.912,3.79215
2024-04-04,LEGn.DE,,,-0.258,5.87878
2024-04-04,LIGHT.AS,2.90208,0.28004,3.208,2.99518
2024-04-04,MBGn.DE,11.91479,1.064,0.744,12.00348
2024-04-04,RACE.MI,7.72916,0.29177,0.92,7.80029
2024-04-04,SAMPO.HE,0.47801,0.03135,1.307,0.48426
2024-04-04,SDR.L,0.3310871,0.0201346,-0.71,0.3287376
2024-04-04,SUBC.OL,0.83147,0.24144,4.369,0.8678
2024-04-04,TEPRF.PA1,,,-0.144,14.92008
2024-04-04,UBSG.S,1.08616,0.27025,1.896,1.10675
2024-04-04,VIE.PA,2.03515,0.10232,-4.17,1.95029
2024-04-05,BKWB.S,8.8918,0.91121,2.028,9.07216
2024-04-05,ELI.BR,4.66798,0.12666,0.397,4.68653
2024-04-05,INPST.AS,2.55293,0.14805,0.529,2.56643
2024-04-05,KBX.DE,3.75522,0.13144,0.826,3.78624
2024-04-05,LIGHT.AS,2.90608,0.28182,2.876,2.98966
2024-04-05,MBGn.DE,11.91104,1.08012,0.652,11.98871
2024-04-05,MWDP.PA1,9.45,4.75367,-34.704,6.17045
2024-04-05,PRU.L,,,2.03,1.00468
2024-04-05,SAMPO.HE,0.47995,0.0303,1.128,0.48536
2024-04-05,SFZN.S,3.4423,0.15043,-0.552,3.42331
2024-04-05,UBSG.S,,,1.908,1.10688
2024-04-05,VIE.PA,2.02823,0.09652,-2.807,1.9713
2024-04-05,ELI.BR,4.66798,0.12666,,
2024-04-07,RR.L,0.1522938,0.0160358,1.794,0.1550259
2024-04-08,FORTUM.HE,1.08379,0.07716,-1.497,1.06756
2024-04-08,INPST.AS,2.53457,0.18942,-0.943,2.51068
2024-04-08,MONC.MI,2.42154,0.0856,1.226,2.45122
2024-04-08,PRU.L,0.98669,0.1424,1.879,1.00523
2024-04-08,SAF.PA,6.93788,0.28568,-0.914,6.87449
2024-04-08,SDR.L,0.3311371,0.0201237,-0.71,0.3287869
2024-04-08,SUBC.OL,0.82541,0.24249,3.833,0.85705
2024-04-08,TEPRF.PA1,14.73682,1.55564,-0.773,14.62293
2024-04-09,AAK.ST,11.67143,0.84284,2.167,11.9244
2024-04-09,ENEI.MI,,,-0.61,0.66266
2024-04-09,GL9.I,1.37358,0.04838,1.501,1.3942
2024-04-09,LIGHT.AS,2.88942,0.28928,2.501,2.96167
2024-04-09,MBGn.DE,11.93375,1.07257,0.874,12.03799
2024-04-09,MWDP.PA1,12.60667,5.77686,-10.572,11.27384
2024-04-09,NSISb.CO,1.63311,0.17887,-4.108,1.56601
2024-04-09,PKO.WA,7.4455,1.27448,2.484,7.63042
2024-04-09,SAMPO.HE,0.48408,0.02789,0.679,0.48736
2024-04-09,SDR.L,0.3305443,0.0203286,-0.833,0.3277904
2024-04-09,TEPRF.PA1,14.75624,1.58431,0.926,14.89286
2024-04-09,TKAG.DE,0.41629,0.22779,-12.792,0.36304
2024-04-09,UBSG.S,1.09188,0.26536,1.67,1.11011
2024-04-09,TKAG.DE,0.41629,0.22779,,
2024-04-10,ADSGn.DE,2.8572,0.62651,-0.314,2.84823
2024-04-10,MBGn.DE,11.90704,1.08883,0.868,12.01036
2024-04-10,PKO.WA,7.4705,1.26161,-0.162,7.45839
2024-04-10,RACE.MI,7.74495,0.28812,0.663,7.79628
2024-04-10,SAMPO.HE,0.47883,0.0274,0.261,0.48008
2024-04-10,SASY.PA,7.69687,0.35034,-1.937,7.54779
2024-04-10,SHLG.DE,2.18676,0.09809,0.39,2.19529
2024-04-10,TUI1n.DE,,,-5.414,1.00394
2024-04-11,AAK.ST,11.69,0.8458,2.123,11.9382
2024-04-11,AIR.PA,6.6254,0.27029,0.211,6.63935
2024-04-11,BIRG.I,1.52214,0.10262,-3.234,1.47291
2024-04-11,BKWB.S,9.3718,0.66676,-1.021,9.27611
2024-04-11,ELI.BR,,,0.229,4.67868
2024-04-11,HEIG.DE,11.14857,0.81493,3.357,11.52281
2024-04-11,HIAB.HE,4.58,0.27615,-0.11,4.57498
2024-04-11,LEGn.DE,5.91523,0.3221,0.048,5.91809
2024-04-11,LPPP.WA,1077.71275,105.20533,2.638,1106.14433
2024-04-11,MBGn.DE,11.89246,1.08473,0.769,11.98385
2024-04-11,PKO.WA,7.4705,1.26161,-0.184,7.45675
2024-04-11,SAF.PA,6.93965,0.28417,-0.977,6.87185
2024-04-11,SASY.PA,7.70417,0.34231,-1.895,7.55818
2024-04-11,SDR.L,0.3306157,0.0204195,-0.687,0.3283456
2024-04-11,SUBC.OL,0.83541,0.24838,5.012,0.87728
2024-04-11,TKAG.DE,,,-12.771,0.36312
2024-04-12,AIR.PA,6.6266,0.26975,0.184,6.63881
2024-04-12,CPG.L,1.19853,0.02533,0.184,1.20073
2024-04-12,EDP.LS,0.30825,0.01758,-0.527,0.30663
2024-04-12,ELI.BR,,,0.094,4.67236
2024-04-12,MONC.MI,2.42196,0.08542,1.229,2.45171
2024-04-12,PRU.L,0.94763,0.06863,-0.144,0.94627
2024-04-12,SAF.PA,6.93894,0.2848,-1.027,6.86766
2024-04-12,SASY.PA,7.69417,0.33743,-1.624,7.56924
2024-04-12,SDR.L,0.3300371,0.0205347,-0.745,0.3275784
2024-04-12,SSE.L,1.5663688,0.0357229,-0.97,1.5511774
2024-04-12,UBSG.S,1.09802,0.26355,1.972,1.11968
2024-04-12,CPG.L,1.19853,0.02533,,
2024-04-13,AIR.PA,6.627,0.26936,,
2024-04-13,BIRG.I,1.52107,0.1024,-3.12,1.47361
2024-04-13,MONC.MI,2.43577,0.07433,0.656,2.45176
2024-04-14,ASRNL.AS,5.25958,0.6002,-2.468,5.12979
2024-04-14,SDR.L,0.3277285,0.0194805,-0.047,0.3275738
2024-04-14,VIE.PA,2.02518,0.09458,-2.658,1.97136
2024-04-15,ADSGn.DE,2.86238,0.6002,0.106,2.86542
2024-04-15,AIR.PA,,,0.131,6.6357
2024-04-15,ELI.BR,4.67404,0.14252,-0.665,4.64295
2024-04-15,ENEI.MI,0.66839,0.01346,-0.667,0.66393
2024-04-15,GL9.I,1.37442,0.04839,1.511,1.39519
2024-04-15,HEIG.DE,11.14729,0.80383,3.396,11.52583
2024-04-15,HNRGn.DE,18.34,0.56304,-0.378,18.27072
2024-04-15,INPST.AS,2.53314,0.18937,-0.749,2.51417
2024-04-15,KBX.DE,3.75411,0.13122,0.853,3.78612
2024-04-15,LEGn.DE,5.88277,0.30486,0.346,5.90312
2024-04-15,LIGHT.AS,2.89692,0.30184,3.083,2.98624
2024-04-15,NSISb.CO,1.61401,0.18403,-3.797,1.55272
2024-04-15,SAF.PA,6.97344,0.3112,-1.124,6.89503
2024-04-15,SUBC.OL,0.83659,0.24735,4.621,0.87525
2024-04-15,UMI.BR,1.53563,0.18924,-0.078,1.53444
2024-04-16,ADSGn.DE,2.91586,0.62829,-0.22,2.90944
2024-04-16,AIR.PA,6.62,0.26101,0.396,6.64619
2024-04-16,BMPS.MI,0.838,0.12813,0.454,0.8418
2024-04-16,KBX.DE,3.75522,0.13169,0.859,3.78747
2024-04-16,SAMPO.HE,0.47936,0.02667,0.226,0.48045
2024-04-16,SASY.PA,7.69775,0.3319,-1.592,7.57521
2024-04-16,SSE.L,1.5688781,0.0348458,-0.844,1.5556452
2024-04-16,TKAG.DE,0.444,0.23486,-14.153,0.38116
2024-04-17,ADSGn.DE,3.25068,0.48758,-0.429,3.23673
2024-04-17,AIR.PA,6.6185,0.26343,0.511,6.65232
2024-04-17,EDP.LS,0.30685,0.01758,-0.088,0.30658
2024-04-17,HEIG.DE,11.14729,0.80383,3.407,11.52707
2024-04-17,HIAB.HE,4.59286,0.24656,-0.628,4.56402
2024-04-17,HNRGn.DE,18.33722,0.55989,-0.392,18.26542
2024-04-17,LEGn.DE,5.86177,0.34632,-1.462,5.77607
2024-04-17,NSISb.CO,1.60364,0.1785,-3.884,1.54135
2024-04-17,RACE.MI,7.75758,0.28543,0.584,7.80285
2024-04-17,SASY.PA,7.70025,0.33199,-1.536,7.58196
2024-04-17,SSE.L,1.5677969,0.0351851,-0.795,1.5553362
2024-04-17,TEPRF.PA1,14.68077,1.57327,1.144,14.84873
2024-04-17,UBSG.S,1.06873,0.24011,1.531,1.08509
2024-04-17,URW.PA,9.62869,0.51327,0.244,9.65221
2024-04-17,VIE.PA,2.03609,0.08215,-2.236,1.99056
2024-04-17,LEGn.DE,5.86177,0.34632,,
2024-04-18,AAK.ST,11.76143,0.70019,1.123,11.89345
2024-04-18,ADSGn.DE,3.29415,0.3815,-1.474,3.2456
2024-04-18,AIR.PA,6.6125,0.2557,1.064,6.68288
2024-04-18,BMPS.MI,0.7952,0.14984,-1.897,0.78012
2024-04-18,ENEI.MI,0.669,0.0139,-0.543,0.66537
2024-04-18,FORTUM.HE,1.08093,0.07442,-1.379,1.06602
2024-04-18,HEIG.DE,11.14529,0.80377,3.334,11.51686
2024-04-18,KBX.DE,3.768,0.14137,1.196,3.81306
2024-04-18,LEGn.DE,,,-2.49,5.71579
2024-04-18,MBGn.DE,11.86454,1.10671,0.913,11.97282
2024-04-18,URW.PA,9.66369,0.48623,-0.179,9.64637
2024-04-18,ADSGn.DE,3.29415,0.3815,,
2024-04-18,BMPS.MI,0.7952,0.14984,,
2024-04-19,TKAG.DE,0.41417,0.2157,,
2024-04-19,ADSGn.DE,,,-1.477,3.2455
2024-04-19,AIR.PA,6.59,0.28113,0.927,6.65108
2024-04-19,BMPS.MI,,,-2.64,0.77421
2024-04-19,BYG.L,,,0.199,0.5640735
2024-04-19,EDP.LS,0.30707,0.01696,-0.071,0.30686
2024-04-19,ENEI.MI,0.66956,0.01451,-0.415,0.66678
2024-04-19,EXPN.L,,,-0.083,1.4468
2024-04-19,HEIG.DE,11.13024,0.80685,3.351,11.50321
2024-04-19,KBX.DE,3.73442,0.19806,1.257,3.78135
2024-04-19,LPPP.WA,1112.64444,54.36445,-0.095,1111.58582
2024-04-19,RACE.MI,7.76179,0.28112,0.455,7.79712
2024-04-19,RR.L,0.15235,0.016065,2.059,0.1554868
2024-04-19,SASY.PA,7.699,0.33189,-1.541,7.58035
2024-04-19,TKAG.DE,0.41417,0.2157,1.081,0.41864
2024-04-19,UBSG.S,1.06688,0.24027,1.438,1.08222
2024-04-20,ELI.BR,4.6755,0.13391,-0.33,4.66008
2024-04-20,LGEN.L,0.2467567,0.0272714,-0.152,0.2463807
2024-04-21,MBGn.DE,11.85538,1.1058,0.945,11.96735
2024-04-22,ADSGn.DE,3.25395,0.34583,-0.92,3.22403
2024-04-22,AIR.PA,6.57984,0.26733,0.931,6.64107
2024-04-22,BIRG.I,1.52314,0.10077,-3.072,1.47635
2024-04-22,BMPS.MI,0.7992,0.14749,-4.893,0.7601
2024-04-22,EMSN.S,18.97629,0.63452,0.392,19.05067
2024-04-22,EXPN.L,1.44877,0.01278,-0.073,1.4477
2024-04-22,HNRGn.DE,18.34833,0.56497,-0.338,18.28624
2024-04-22,INPST.AS,2.53457,0.18942,-0.656,2.51794
2024-04-22,KBX.DE,3.71337,0.19063,0.728,3.74041
2024-04-22,LEGn.DE,5.86408,0.34479,-2.751,5.70278
2024-04-22,MONC.MI,2.43441,0.0756,0.627,2.44968
2024-04-22,PRU.L,0.96109,0.0877,1.12,0.97186
2024-04-22,SAMPO.HE,0.47913,0.02689,0.165,0.47992
2024-04-22,SSE.L,1.5669156,0.0352578,-0.826,1.5539719
2024-04-22,TEPRF.PA1,14.98563,1.16288,-0.685,14.88301
2024-04-22,UBSG.S,1.05831,0.23695,1.605,1.07529
2024-04-23,BIRG.I,1.52143,0.10091,-3.047,1.47508
2024-04-23,EDP.LS,0.30827,0.01698,0.507,0.30983
2024-04-23,ENEI.MI,0.67012,0.01474,-0.452,0.66709
2024-04-23,FORTUM.HE,1.07792,0.07761,-1.79,1.05863
2024-04-23,KBX.DE,3.71126,0.19448,0.554,3.73182
2024-04-23,MBGn.DE,11.88905,1.1489,0.43,11.94013
2024-04-23,PKO.WA,7.4775,1.25984,-0.472,7.44222
2024-04-23,SASY.PA,7.69483,0.33059,-1.355,7.5906
2024-04-23,SSE.L,1.5673567,0.0363714,-0.937,1.5526706
2024-04-23,SUBC.OL,0.84188,0.24338,2.476,0.86273
2024-04-23,TEPRF.PA1,14.73125,1.15485,-2.571,14.35248
2024-04-23,UBSG.S,1.04507,0.23462,0.48,1.05009
2024-04-23,VIE.PA,2.02427,0.09486,-2.816,1.96727
2024-04-23,KBX.DE,3.71126,0.19448,,
2024-04-23,VIE.PA,2.02427,0.09486,,
2024-04-24,ITPG.MI,2.4715,0.1716,1.587,2.51073
2024-04-24,KBX.DE,,,-2.0,3.63703
2024-04-24,MBGn.DE,11.77268,0.81192,1.202,11.9142
2024-04-24,MONC.MI,2.44123,0.07625,0.789,2.4605
2024-04-24,PKO.WA,7.33046,1.36187,-2.177,7.17087
2024-04-24,SASY.PA,7.68267,0.32804,-1.28,7.58432
2024-04-24,SUBC.OL,0.84956,0.24823,3.713,0.8811
2024-04-25,AAK.ST,12.01714,1.16731,2.27,12.28996
2024-04-25,AIR.PA,6.56984,0.26545,0.825,6.62402
2024-04-25,BIRG.I,1.51357,0.09044,-1.82,1.48602
2024-04-25,FORTUM.HE,1.06946,0.08674,-1.66,1.05171
