Date,RIC,Earnings Per Share - Mean,Earnings Per Share - Standard Deviation,Earnings Per Share - Predicted Surprise PCT,Earnings Per Share - SmartEstimate®
2014-09-08,ELI.BR,2.38781,0.13246,,
2014-10-14,BKWB.S,3.497,0.0754,,
2014-12-02,EXPN.L,0.95171,0.02176,-0.261,0.94922
2014-12-02,SFZN.S,1.19967,0.12048,,
2014-12-03,EMSN.S,14.99325,0.43035,1.324,15.14112
2014-12-04,BYG.L,0.2529925,0.0118058,4.107,0.263383
2014-12-04,NSISb.CO,1.0741,0.02942,0.139,1.07558
2014-12-04,SFZN.S,,,3.412,1.2406
2014-12-08,SAF.PA,2.94855,0.30133,2.143,3.01175
2014-12-09,AAK.ST,3.27762,0.07562,-0.263,3.26902
2014-12-15,ENEI.MI,0.31286,0.01008,-0.32,0.31186
2014-12-15,MONC.MI,0.4765,0.01334,1.324,0.48281
2014-12-16,LEGn.DE,2.91244,0.427,,
2014-12-16,LEGn.DE,2.91244,0.427,-0.964,2.88436
2014-12-16,PRU.L,1.49018,0.10068,,
2014-12-17,BIRG.I,0.3972,0.1086,,
2014-12-17,EDP.LS,0.24496,0.01211,,
2014-12-17,FORTUM.HE,1.13748,0.06591,,
2014-12-17,HNRGn.DE,7.59123,0.45295,3.587,7.86356
2014-12-17,SSE.L,1.1892947,0.0708917,1.982,1.2128685
2014-12-18,ADSGn.DE,3.10123,0.04596,-0.053,3.0996
2014-12-18,HIAB.HE,1.329,0.11194,-2.388,1.29727
2014-12-18,LGEN.L,0.171441,0.0062406,-0.572,0.1704597
2014-12-18,SAMPO.HE,0.54929,0.0159,-0.518,0.54645
2014-12-18,SUBC.OL,2.13758,0.27346,-0.955,2.11717
2014-12-19,FORTUM.HE,,,-1.755,1.11751
2014-12-19,GBLB.BR,4.0274,1.10853,,
2014-12-19,MBGn.DE,6.42153,0.57504,1.56,6.52172
2014-12-19,MWDP.PA1,4.89967,0.70057,,
2014-12-19,TKAG.DE,1.1658,0.23871,-6.044,1.09535
2014-12-19,TUI1n.DE,1.99021,0.31478,3.165,2.05311
2014-12-19,UMI.BR,0.83341,0.03068,-1.052,0.82464
2014-12-19,TUI1n.DE,1.99021,0.31478,,
2014-12-20,BKWB.S,,,-0.688,3.47295
2014-12-22,CPG.L,0.88302,0.01722,0.502,0.88746
2014-12-22,PKO.WA,2.6353,0.07116,-0.17,2.63082
2014-12-22,RR.L,0.2165669,0.0126764,-1.812,0.2126422
2014-12-22,SASY.PA,5.17439,0.06639,0.128,5.18102
2014-12-23,AIR.PA,3.00118,0.19048,0.425,3.01394
2014-12-23,URW.PA,11.19639,1.16789,-1.577,11.01064
2014-12-23,URW.PA,11.19639,1.16789,,
2014-12-25,GBLB.BR,,,-8.319,3.69236
2014-12-26,ITPG.MI,0.60229,0.01404,-0.714,0.59799
2014-12-28,MWDP.PA1,,,1.539,4.97508
2014-12-29,BMPS.MI,-2572.72526,2012.14538,-18.381,-3087.00068
2014-12-29,GL9.I,0.72563,0.00498,0.523,0.72942
2014-12-30,HEIG.DE,3.78752,0.22701,0.295,3.7987
2014-12-30,TEPRF.PA1,3.06367,0.11664,1.169,3.09948
2014-12-31,PRU.L,,,-3.306,1.42941
2015-01-01,EDP.LS,,,-0.769,0.24307
2015-01-01,ELI.BR,,,3.754,2.47746
2015-01-01,SDR.L,0.2606689,0.0057717,-0.64,0.259001
2015-01-01,VIE.PA,0.4292,0.06456,-3.781,0.41297
2015-01-02,BIRG.I,,,1.081,0.4296
2015-01-03,FORTUM.HE,,,-2.19,1.11257
2015-01-05,ADSGn.DE,3.10037,0.04644,-0.095,3.09742
2015-01-05,BMPS.MI,-2593.91457,1992.43144,-15.765,-3042.13767
2015-01-05,EXPN.L,0.95112,0.02219,-0.279,0.94846
2015-01-05,SASY.PA,5.17404,0.06584,0.192,5.18394
2015-01-05,SDR.L,0.2606434,0.0057588,-0.628,0.2590069
2015-01-05,UBSG.S,1.13183,0.28644,2.034,1.15485
2015-01-06,ENEI.MI,0.31317,0.01004,0.257,0.31397
2015-01-06,EXPN.L,0.95053,0.02235,-0.338,0.94732
2015-01-06,HNRGn.DE,7.61157,0.44066,3.143,7.85082
2015-01-06,LEGn.DE,,,1.879,2.96716
2015-01-06,LGEN.L,0.171496,0.0062817,-0.456,0.1707134
2015-01-06,PRU.L,1.45314,0.09818,-3.282,1.40545
2015-01-06,SASY.PA,5.17332,0.06599,0.187,5.183
2015-01-06,SUBC.OL,2.13472,0.27519,-0.947,2.1145
2015-01-06,URW.PA,,,-1.855,10.97962
2015-01-06,VIE.PA,0.42968,0.06492,-3.201,0.41592
2015-01-07,FORTUM.HE,1.13067,0.07026,-2.78,1.09923
2015-01-07,HNRGn.DE,7.61023,0.43772,3.342,7.86453
2015-01-07,LGEN.L,0.171606,0.0062051,-0.714,0.1703806
2015-01-07,MWDP.PA1,,,0.469,4.92263
2015-01-07,PRU.L,1.44395,0.09764,-2.451,1.40856
2015-01-07,RR.L,0.2161218,0.012801,-1.817,0.2121953
2015-01-07,SAMPO.HE,0.54675,0.01587,-0.216,0.54556
2015-01-07,SASY.PA,5.17296,0.06614,0.175,5.18202
2015-01-07,UBSG.S,1.1037,0.29467,-4.372,1.05545
2015-01-07,UMI.BR,0.83293,0.03157,-1.28,0.82227
2015-01-07,URW.PA,,,-2.831,10.87035
2015-01-07,PRU.L,1.44395,0.09764,,
2015-01-08,ADSGn.DE,3.09866,0.04419,-0.003,3.09858
2015-01-08,AIR.PA,3.00082,0.19038,0.503,3.0159
2015-01-08,BIRG.I,,,1.363,0.438
2015-01-08,EDP.LS,0.24629,0.0125,-0.198,0.2458
2015-01-08,ENEI.MI,0.31371,0.00967,0.166,0.31423
2015-01-08,EXPN.L,0.94965,0.02201,-0.369,0.94614
2015-01-08,FORTUM.HE,1.12983,0.07165,-2.726,1.09903
2015-01-08,GL9.I,0.70601,0.00481,0.494,0.7095
2015-01-08,HEIG.DE,3.78816,0.22741,0.459,3.80553
2015-01-08,HNRGn.DE,7.6169,0.44206,3.352,7.87224
2015-01-08,NSISb.CO,1.07505,0.03008,0.05,1.07559
2015-01-08,PKO.WA,2.63444,0.07255,-0.773,2.61406
2015-01-08,PRU.L,,,-2.443,1.40867
2015-01-08,RR.L,0.2160075,0.0127799,-1.759,0.2122073
2015-01-08,SAF.PA,2.94205,0.29603,2.64,3.01972
2015-01-08,SDR.L,0.2604018,0.0057375,-0.636,0.2587459
2015-01-08,SSE.L,1.1884421,0.0705876,2.157,1.2140704
2015-01-08,SUBC.OL,2.12813,0.2854,-1.58,2.09451
2015-01-08,URW.PA,11.18026,1.13879,-2.681,10.87268
2015-01-08,VIE.PA,0.43016,0.06477,-2.674,0.41866
2015-01-08,SUBC.OL,2.12813,0.2854,,
2015-01-09,ADSGn.DE,3.09837,0.04415,-0.016,3.09786
2015-01-09,AIR.PA,2.99872,0.18739,0.485,3.01327
2015-01-09,ELI.BR,2.35638,0.14345,-6.719,2.19804
2015-01-09,ENEI.MI,0.31403,0.00971,0.184,0.31461
2015-01-09,EXPN.L,0.94671,0.01808,-0.088,0.94587
2015-01-09,HEIG.DE,3.78016,0.2308,0.113,3.78444
2015-01-09,ITPG.MI,0.60086,0.01652,-0.891,0.59551
2015-01-09,MBGn.DE,6.43278,0.57098,1.547,6.53226
2015-01-09,MONC.MI,0.47714,0.01328,1.1,0.48239
2015-01-09,SAF.PA,2.94305,0.29697,3.557,3.04774
2015-01-09,SASY.PA,5.17332,0.06545,0.118,5.17943
2015-01-09,SDR.L,0.2602553,0.0057271,-0.634,0.2586041
2015-01-09,TUI1n.DE,,,3.538,2.06058
2015-01-09,URW.PA,11.18394,1.16989,-2.709,10.87261
2015-01-09,VIE.PA,0.42872,0.06369,-2.35,0.41864
2015-01-09,EXPN.L,0.94671,0.01808,,
2015-01-09,VIE.PA,0.42872,0.06369,,
2015-01-10,VIE.PA,,,-2.339,0.41869
2015-01-11,BKWB.S,,,-3.031,3.391
2015-01-11,EXPN.L,,,-0.398,0.94294
2015-01-12,BMPS.MI,-2834.72998,2081.05517,-18.62,-3389.17945
2015-01-12,CPG.L,0.85644,0.01673,0.534,0.86101
2015-01-12,EDP.LS,0.24762,0.01464,0.316,0.24841
2015-01-12,ENEI.MI,0.31339,0.00995,-0.305,0.31243
2015-01-12,FORTUM.HE,1.132,0.07298,-2.097,1.10826
2015-01-12,ITPG.MI,0.606,0.01155,-0.606,0.60233
2015-01-12,MBGn.DE,6.43278,0.55314,2.279,6.57941
2015-01-12,NSISb.CO,1.07458,0.02836,0.451,1.07943
2015-01-12,SAF.PA,2.94205,0.29077,2.999,3.03027
2015-01-12,SDR.L,0.2602173,0.0055981,-0.608,0.2586351
2015-01-12,SSE.L,1.1878737,0.0702396,2.249,1.2145876
2015-01-12,SUBC.OL,,,-1.58,2.09452
2015-01-12,TKAG.DE,1.1658,0.23988,-4.952,1.10808
2015-01-12,TUI1n.DE,2.01303,0.31521,2.424,2.06184
2015-01-12,UBSG.S,1.08342,0.28564,-2.519,1.08021
